region_id,month,treated,post,did,visits_per_1000,oracle_time_shock
28,3,0,0,0,50.591529212555734,-2.0
28,4,0,0,0,55.10919640101001,5.0
28,5,0,0,0,53.503848850067946,1.0
28,6,0,0,0,47.2411568565607,-3.0
28,7,0,1,0,58.12527785055313,6.0
28,8,0,1,0,52.77876710336455,2.0
28,9,0,1,0,48.40315110271329,-1.0
28,10,0,1,0,57.20773474052115,4.0
28,11,0,1,0,50.43624588329144,0.0
28,12,0,1,0,45.21960714410819,-4.0
29,1,0,0,0,49.182612449254634,0.0
29,2,0,0,0,54.848644107913096,4.0
29,3,0,0,0,50.387340297892194,-2.0
29,4,0,0,0,53.13879009885596,5.0
29,5,0,0,0,51.15190236746334,1.0
29,6,0,0,0,47.09491857571086,-3.0
29,7,0,1,0,57.760927381049314,6.0
29,8,0,1,0,52.31649207570433,2.0
29,9,0,1,0,48.352420715534,-1.0
29,10,0,1,0,52.87343435315814,4.0
29,11,0,1,0,49.77622342494799,0.0
29,12,0,1,0,49.60610882332014,-4.0
30,1,0,0,0,48.425464302655804,0.0
30,2,0,0,0,52.61091990849789,4.0
30,3,0,0,0,45.72338740668597,-2.0
30,4,0,0,0,54.47229399628109,5.0
30,5,0,0,0,48.154452958191506,1.0
30,6,0,0,0,46.4478753041772,-3.0
30,7,0,1,0,56.681637801450115,6.0
30,8,0,1,0,51.072720945415604,2.0
30,9,0,1,0,49.867738072488734,-1.0
30,10,0,1,0,51.84552665261517,4.0
30,11,0,1,0,48.88867622363156,0.0
30,12,0,1,0,46.468799242228926,-4.0
31,1,0,0,0,50.26509450226535,0.0
31,2,0,0,0,52.94489185881558,4.0
31,3,0,0,0,47.66023552267593,-2.0
31,4,0,0,0,55.28339265266304,5.0
31,5,0,0,0,50.3986605756087,1.0
31,6,0,0,0,46.03685654751435,-3.0
31,7,0,1,0,53.65354694091547,6.0
31,8,0,1,0,50.984944746380016,2.0
31,9,0,1,0,46.00439295095333,-1.0
31,10,0,1,0,55.04783152648988,4.0
31,11,0,1,0,49.38250111536327,0.0
31,12,0,1,0,46.149933067066755,-4.0
32,1,0,0,0,45.443802269151135,0.0
32,2,0,0,0,52.378957898897745,4.0
32,3,0,0,0,44.97216865635673,-2.0
32,4,0,0,0,51.892037465856326,5.0
32,5,0,0,0,49.68560062622998,1.0
32,6,0,0,0,42.26273537787146,-3.0
32,7,0,1,0,52.9408744938172,6.0
32,8,0,1,0,47.348346842459144,2.0
32,9,0,1,0,45.20822677819222,-1.0
32,10,0,1,0,53.239747989469954,4.0
32,11,0,1,0,48.27119693992164,0.0
32,12,0,1,0,44.08132574969818,-4.0
33,1,0,0,0,53.45350318192799,0.0
33,2,0,0,0,53.82659236181327,4.0
33,3,0,0,0,49.51541265504263,-2.0
33,4,0,0,0,56.17556590576847,5.0
33,5,0,0,0,52.87073214521428,1.0
33,6,0,0,0,47.48658303641611,-3.0
33,7,0,1,0,58.903269639736855,6.0
33,8,0,1,0,55.53700235912585,2.0
33,9,0,1,0,52.88223580701621,-1.0
33,10,0,1,0,57.569827327771996,4.0
33,11,0,1,0,55.41349189865077,0.0
33,12,0,1,0,48.26154541071944,-4.0
34,1,0,0,0,50.65751635256823,0.0
34,2,0,0,0,55.68076567601607,4.0
34,3,0,0,0,48.156664440748614,-2.0
34,4,0,0,0,55.06125751438298,5.0
34,5,0,0,0,54.339660338817865,1.0
34,6,0,0,0,49.639353487207174,-3.0
34,7,0,1,0,58.645836139572566,6.0
34,8,0,1,0,54.89160453882693,2.0
34,9,0,1,0,47.69551474342685,-1.0
34,10,0,1,0,54.61660724275995,4.0
34,11,0,1,0,51.503260971755005,0.0
34,12,0,1,0,47.99597277407104,-4.0
35,1,0,0,0,52.77731174762065,0.0
35,2,0,0,0,54.366055291880656,4.0
35,3,0,0,0,47.73132237907393,-2.0
35,4,0,0,0,55.538820323986045,5.0
35,5,0,0,0,50.76143738351961,1.0
35,6,0,0,0,48.704926709787145,-3.0
35,7,0,1,0,56.76026642432922,6.0
35,8,0,1,0,52.61406480087824,2.0
35,9,0,1,0,52.5449869148394,-1.0
35,10,0,1,0,54.06395604137572,4.0
35,11,0,1,0,52.384963356475204,0.0
35,12,0,1,0,44.970251529585305,-4.0
36,1,0,0,0,50.357221632398016,0.0
36,2,0,0,0,51.55763446982334,4.0
36,3,0,0,0,46.96727699112302,-2.0
36,4,0,0,0,56.19502904315281,5.0
36,5,0,0,0,50.820697668183215,1.0
36,6,0,0,0,47.48188366044347,-3.0
36,7,0,1,0,52.82059674289145,6.0
36,8,0,1,0,52.98409066055072,2.0
36,9,0,1,0,47.119900808871634,-1.0
36,10,0,1,0,53.55736065582139,4.0
36,11,0,1,0,51.03346856182074,0.0
36,12,0,1,0,48.37897990939456,-4.0
37,1,0,0,0,49.8948404750973,0.0
37,2,0,0,0,55.783493968840205,4.0
37,3,0,0,0,47.652205712309936,-2.0
37,4,0,0,0,55.31286464737818,5.0
37,5,0,0,0,51.96383217745974,1.0
37,6,0,0,0,46.18489818580093,-3.0
37,7,0,1,0,56.034420935386414,6.0
37,8,0,1,0,50.88433935670031,2.0
37,9,0,1,0,48.3283635866858,-1.0
37,10,0,1,0,52.76738080540125,4.0
37,11,0,1,0,49.90787974898825,0.0
37,12,0,1,0,44.40417177285629,-4.0
38,1,0,0,0,50.96637914035616,0.0
38,2,0,0,0,51.27384474301091,4.0
38,3,0,0,0,45.71468080607763,-2.0
38,4,0,0,0,52.68592146065862,5.0
38,5,0,0,0,48.630436284130866,1.0
38,6,0,0,0,45.85308829966462,-3.0
38,7,0,1,0,56.37846833722181,6.0
38,8,0,1,0,51.05607076214609,2.0
38,9,0,1,0,47.73693717723825,-1.0
38,10,0,1,0,54.22553261043884,4.0
38,11,0,1,0,47.08770996777407,0.0
38,12,0,1,0,44.48937329268186,-4.0
39,1,0,0,0,49.44906153448755,0.0
39,2,0,0,0,50.988973393664985,4.0
39,3,0,0,0,46.942317601997985,-2.0
39,4,0,0,0,50.66257874799067,5.0
39,5,0,0,0,48.25010757301598,1.0
39,6,0,0,0,43.24656636996923,-3.0
39,7,0,1,0,53.145456502236996,6.0
39,8,0,1,0,44.98630900433278,2.0
39,9,0,1,0,44.11161416256726,-1.0
39,10,0,1,0,49.015394057181766,4.0
39,11,0,1,0,46.30396959372759,0.0
39,12,0,1,0,44.519055243405425,-4.0
40,1,0,0,0,48.25866451460253,0.0
40,2,0,0,0,54.272076893540515,4.0
40,3,0,0,0,45.21598205285557,-2.0
40,4,0,0,0,53.91220297535178,5.0
40,5,0,0,0,47.80610703744181,1.0
40,6,0,0,0,46.37033093267126,-3.0
40,7,0,1,0,54.032365926943555,6.0
40,8,0,1,0,49.397579729707246,2.0
40,9,0,1,0,46.718830914575335,-1.0
40,10,0,1,0,51.72411481634788,4.0
40,11,0,1,0,50.067869093849275,0.0
40,12,0,1,0,45.14271624142744,-4.0
41,1,1,0,0,57.635437225860684,0.0
41,2,1,0,0,59.32132030888843,4.0
41,3,1,0,0,53.99991927089944,-2.0
41,4,1,0,0,63.40550878195898,5.0
41,5,1,0,0,55.19653247936109,1.0
41,6,1,0,0,54.38181751362068,-3.0
41,7,1,1,1,65.9100303480801,6.0
41,8,1,1,1,62.64056746451063,2.0
41,9,1,1,1,58.41331522300745,-1.0
41,10,1,1,1,63.828061765508984,4.0
41,11,1,1,1,61.62176101679165,0.0
41,12,1,1,1,56.27379962709675,-4.0
42,1,1,0,0,56.372867473058356,0.0
42,2,1,0,0,60.0045637000555,4.0
42,3,1,0,0,55.81546424969743,-2.0
42,4,1,0,0,62.47533865607445,5.0
42,5,1,0,0,58.69137249285447,1.0
42,6,1,0,0,54.43916853858793,-3.0
42,7,1,1,1,66.5430469220589,6.0
42,8,1,1,1,63.63971964980756,2.0
42,9,1,1,1,59.23697160836788,-1.0
42,10,1,1,1,64.22840260427971,4.0
42,11,1,1,1,63.31437037195509,0.0
42,12,1,1,1,56.99911661889554,-4.0
43,1,1,0,0,54.070947729500475,0.0
43,2,1,0,0,56.02185275901664,4.0
43,3,1,0,0,52.99244005408327,-2.0
43,4,1,0,0,60.096256283507834,5.0
43,5,1,0,0,55.83753523517178,1.0
43,6,1,0,0,52.706428230771664,-3.0
43,7,1,1,1,64.5596741055324,6.0
43,8,1,1,1,61.755293269918994,2.0
43,9,1,1,1,56.34429310450933,-1.0
43,10,1,1,1,63.71495923403281,4.0
43,11,1,1,1,58.40021650681854,0.0
43,12,1,1,1,51.020646045124266,-4.0
44,1,1,0,0,51.09355890372252,0.0
44,2,1,0,0,58.85385256351309,4.0
44,3,1,0,0,47.843692248171735,-2.0
44,4,1,0,0,56.07517583975256,5.0
44,5,1,0,0,51.83950990894465,1.0
44,6,1,0,0,47.24769132866814,-3.0
44,7,1,1,1,61.95630472852618,6.0
44,8,1,1,1,58.76587938978609,2.0
44,9,1,1,1,54.904488793559764,-1.0
44,10,1,1,1,58.04045432020868,4.0
44,11,1,1,1,54.70323215712054,0.0
44,12,1,1,1,50.22075562738979,-4.0
45,1,1,0,0,57.74933584684423,0.0
45,2,1,0,0,61.475409018968165,4.0
45,3,1,0,0,57.197136898530616,-2.0
45,4,1,0,0,63.572457136772215,5.0
45,5,1,0,0,56.72813704792524,1.0
45,6,1,0,0,51.926421083251185,-3.0
45,7,1,1,1,66.71757169789586,6.0
45,8,1,1,1,62.4061880952657,2.0
45,9,1,1,1,60.57917876308407,-1.0
45,10,1,1,1,64.15255537638913,4.0
45,11,1,1,1,62.1001391745012,0.0
45,12,1,1,1,56.33882163832691,-4.0
46,1,1,0,0,55.08160286194371,0.0
46,2,1,0,0,58.51070503208335,4.0
46,3,1,0,0,53.7459906707554,-2.0
46,4,1,0,0,62.29101256787298,5.0
46,5,1,0,0,57.386857258649165,1.0
46,6,1,0,0,54.347042793725336,-3.0
46,7,1,1,1,63.5356302791445,6.0
46,8,1,1,1,62.921646651319904,2.0
46,9,1,1,1,58.483309486053535,-1.0
46,10,1,1,1,64.35596659085132,4.0
46,11,1,1,1,58.64285572880425,0.0
46,12,1,1,1,55.545543853144814,-4.0
47,1,1,0,0,56.36803233312379,0.0
47,2,1,0,0,57.79757672442289,4.0
47,3,1,0,0,51.87203697140497,-2.0
47,4,1,0,0,59.98688620838218,5.0
47,5,1,0,0,58.716731137544,1.0
47,6,1,0,0,50.43063592243322,-3.0
47,7,1,1,1,64.29634448059281,6.0
47,8,1,1,1,61.308138539162044,2.0
47,9,1,1,1,55.824467409007184,-1.0
47,10,1,1,1,60.53577396559638,4.0
47,11,1,1,1,57.81065532852797,0.0
47,12,1,1,1,52.9136122401434,-4.0
48,1,1,0,0,56.9189929644356,0.0
48,2,1,0,0,62.18923503964849,4.0
48,3,1,0,0,57.19133617999736,-2.0
48,4,1,0,0,64.37761750261197,5.0
48,5,1,0,0,58.464370394312446,1.0
48,6,1,0,0,53.65243662323713,-3.0
48,7,1,1,1,66.06943254010245,6.0
48,8,1,1,1,64.13378741392913,2.0
48,9,1,1,1,59.2245860892954,-1.0
48,10,1,1,1,63.43251658738901,4.0
48,11,1,1,1,58.525807297675975,0.0
48,12,1,1,1,57.19249581167865,-4.0
49,1,1,0,0,56.607019179071415,0.0
49,2,1,0,0,58.06570184844121,4.0
49,3,1,0,0,54.30922539875568,-2.0
49,4,1,0,0,61.960061538279305,5.0
49,5,1,0,0,60.45409036091962,1.0
49,6,1,0,0,51.95014128164563,-3.0
49,7,1,1,1,67.54392289686305,6.0
49,8,1,1,1,63.626675321167454,2.0
49,9,1,1,1,60.51808321827029,-1.0
49,10,1,1,1,65.60078745639952,4.0
49,11,1,1,1,61.16048844532507,0.0
49,12,1,1,1,55.96079702771908,-4.0
50,1,1,0,0,59.324402152902195,0.0
50,2,1,0,0,62.586757665886154,4.0
50,3,1,0,0,55.46367434117584,-2.0
50,4,1,0,0,61.31843648668986,5.0
50,5,1,0,0,60.21810467989946,1.0
50,6,1,0,0,51.623911165488785,-3.0
50,7,1,1,1,67.59432805216494,6.0
50,8,1,1,1,61.95177573749945,2.0
50,9,1,1,1,55.955761601752194,-1.0
50,10,1,1,1,63.19012749735452,4.0
50,11,1,1,1,61.47207555788684,0.0
50,12,1,1,1,54.61432604910838,-4.0
51,1,1,0,0,53.44626512533228,0.0
51,2,1,0,0,56.623232120262884,4.0
51,3,1,0,0,53.64366094479751,-2.0
51,4,1,0,0,58.582333021006065,5.0
51,5,1,0,0,51.566271175805696,1.0
51,6,1,0,0,50.94749130396348,-3.0
51,7,1,1,1,64.12762720104658,6.0
51,8,1,1,1,60.868902900068235,2.0
51,9,1,1,1,56.855154017221786,-1.0
51,10,1,1,1,60.77584960458153,4.0
51,11,1,1,1,56.66533751557001,0.0
51,12,1,1,1,53.53835790177639,-4.0
52,1,1,0,0,54.634454444042305,0.0
52,2,1,0,0,61.938921704930706,4.0
52,3,1,0,0,54.03698170493741,-2.0
52,4,1,0,0,57.41835866286764,5.0
52,5,1,0,0,57.89415069051073,1.0
52,6,1,0,0,53.188439930806595,-3.0
52,7,1,1,1,65.0256727028797,6.0
52,8,1,1,1,58.255274257201094,2.0
52,9,1,1,1,56.886163187005884,-1.0
52,10,1,1,1,63.5005404312048,4.0
52,11,1,1,1,59.17536512021794,0.0
52,12,1,1,1,52.076026103092744,-4.0
