store_id,week,treated,post,did,sales_thousand_eur,oracle_location_quality,oracle_week_shock
12,5,1,0,0,74.96277316370552,0.3679627821546728,-2.0
12,6,1,1,1,87.78309333710556,0.3679627821546728,5.0
12,7,1,1,1,82.6840513957858,0.3679627821546728,1.5
12,8,1,1,1,87.32144198483005,0.3679627821546728,4.0
12,9,1,1,1,77.73447724239328,0.3679627821546728,-1.5
12,10,1,1,1,84.46731861522123,0.3679627821546728,3.5
13,1,1,0,0,88.83010213007776,1.2470578022835994,0.0
13,2,1,0,0,89.48620078618526,1.2470578022835994,2.5
13,3,1,0,0,87.95371526388648,1.2470578022835994,-1.0
13,4,1,0,0,89.9800844733023,1.2470578022835994,3.0
13,5,1,0,0,83.81420071529362,1.2470578022835994,-2.0
13,6,1,1,1,96.58627008841705,1.2470578022835994,5.0
13,7,1,1,1,95.31672971013893,1.2470578022835994,1.5
13,8,1,1,1,93.61816334668289,1.2470578022835994,4.0
13,9,1,1,1,89.31498340091674,1.2470578022835994,-1.5
13,10,1,1,1,97.4664145727151,1.2470578022835994,3.5
14,1,0,0,0,68.43381386778651,-1.3276320216698627,0.0
14,2,0,0,0,66.64740749132609,-1.3276320216698627,2.5
14,3,0,0,0,66.00483006770615,-1.3276320216698627,-1.0
14,4,0,0,0,66.6553823785033,-1.3276320216698627,3.0
14,5,0,0,0,62.34815172339127,-1.3276320216698627,-2.0
14,6,0,1,0,68.74991671052327,-1.3276320216698627,5.0
14,7,0,1,0,65.95181984801904,-1.3276320216698627,1.5
14,8,0,1,0,69.7512865715527,-1.3276320216698627,4.0
14,9,0,1,0,63.63298638210021,-1.3276320216698627,-1.5
14,10,0,1,0,67.90602785286181,-1.3276320216698627,3.5
15,1,1,0,0,83.81352523510623,0.9167758036950888,0.0
15,2,1,0,0,87.58129991224637,0.9167758036950888,2.5
15,3,1,0,0,81.24852178305844,0.9167758036950888,-1.0
15,4,1,0,0,86.46463531142933,0.9167758036950888,3.0
15,5,1,0,0,79.32788366189833,0.9167758036950888,-2.0
15,6,1,1,1,91.61158593638199,0.9167758036950888,5.0
15,7,1,1,1,87.63874884145868,0.9167758036950888,1.5
15,8,1,1,1,88.90426517455246,0.9167758036950888,4.0
15,9,1,1,1,86.34515008239713,0.9167758036950888,-1.5
15,10,1,1,1,90.35597097509397,0.9167758036950888,3.5
16,1,1,0,0,81.84411476311716,0.6520164679497881,0.0
16,2,1,0,0,84.71477231134604,0.6520164679497881,2.5
16,3,1,0,0,79.92662563167289,0.6520164679497881,-1.0
16,4,1,0,0,85.71776675028477,0.6520164679497881,3.0
16,5,1,0,0,77.98140974913005,0.6520164679497881,-2.0
16,6,1,1,1,92.46126651670585,0.6520164679497881,5.0
16,7,1,1,1,87.09902665163571,0.6520164679497881,1.5
16,8,1,1,1,90.90282452439354,0.6520164679497881,4.0
16,9,1,1,1,82.83480911100153,0.6520164679497881,-1.5
16,10,1,1,1,86.78051686281137,0.6520164679497881,3.5
17,1,1,0,0,81.37753237993846,0.8942329064223122,0.0
17,2,1,0,0,81.72418569553511,0.8942329064223122,2.5
17,3,1,0,0,79.07940194933775,0.8942329064223122,-1.0
17,4,1,0,0,83.43634191837491,0.8942329064223122,3.0
17,5,1,0,0,80.39940224978247,0.8942329064223122,-2.0
17,6,1,1,1,92.70786392232228,0.8942329064223122,5.0
17,7,1,1,1,86.13438441877152,0.8942329064223122,1.5
17,8,1,1,1,91.70375260393737,0.8942329064223122,4.0
17,9,1,1,1,87.05199056954575,0.8942329064223122,-1.5
17,10,1,1,1,84.9440516089656,0.8942329064223122,3.5
18,1,1,0,0,76.97662337356643,0.4330824548159174,0.0
18,2,1,0,0,82.9293058018572,0.4330824548159174,2.5
18,3,1,0,0,77.18580423877357,0.4330824548159174,-1.0
18,4,1,0,0,81.9981051386536,0.4330824548159174,3.0
18,5,1,0,0,75.57189429497383,0.4330824548159174,-2.0
18,6,1,1,1,87.5526855896197,0.4330824548159174,5.0
18,7,1,1,1,83.8320610077098,0.4330824548159174,1.5
18,8,1,1,1,85.24062427986779,0.4330824548159174,4.0
18,9,1,1,1,82.86684866260471,0.4330824548159174,-1.5
18,10,1,1,1,85.58496983805887,0.4330824548159174,3.5
19,1,1,0,0,82.6414234470839,0.842286573742092,0.0
19,2,1,0,0,83.44174858152368,0.842286573742092,2.5
19,3,1,0,0,77.81890251769015,0.842286573742092,-1.0
19,4,1,0,0,79.54150288163633,0.842286573742092,3.0
19,5,1,0,0,78.76436068109946,0.842286573742092,-2.0
19,6,1,1,1,90.65352361521384,0.842286573742092,5.0
19,7,1,1,1,85.48900716391395,0.842286573742092,1.5
19,8,1,1,1,88.16806920776547,0.842286573742092,4.0
19,9,1,1,1,82.76378774658215,0.842286573742092,-1.5
19,10,1,1,1,88.14187144350272,0.842286573742092,3.5
20,1,0,0,0,69.94548583161749,-0.6365870817188786,0.0
20,2,0,0,0,72.89656493189673,-0.6365870817188786,2.5
20,3,0,0,0,68.94898621218869,-0.6365870817188786,-1.0
20,4,0,0,0,75.15186173460982,-0.6365870817188786,3.0
20,5,0,0,0,69.6716261444116,-0.6365870817188786,-2.0
20,6,0,1,0,75.56873703119851,-0.6365870817188786,5.0
20,7,0,1,0,72.81239991082236,-0.6365870817188786,1.5
20,8,0,1,0,75.88813194964663,-0.6365870817188786,4.0
20,9,0,1,0,68.21454950597204,-0.6365870817188786,-1.5
20,10,0,1,0,74.81368775517664,-0.6365870817188786,3.5
21,1,1,0,0,76.83720300779805,0.36199486739590203,0.0
21,2,1,0,0,81.60455292383685,0.36199486739590203,2.5
21,3,1,0,0,74.61253501623202,0.36199486739590203,-1.0
21,4,1,0,0,83.29003900308358,0.36199486739590203,3.0
21,5,1,0,0,76.9629760856334,0.36199486739590203,-2.0
21,6,1,1,1,87.68345716787773,0.36199486739590203,5.0
21,7,1,1,1,85.39084366395873,0.36199486739590203,1.5
21,8,1,1,1,86.13010603480862,0.36199486739590203,4.0
21,9,1,1,1,78.68108465227021,0.36199486739590203,-1.5
21,10,1,1,1,87.24328880155905,0.36199486739590203,3.5
22,1,1,0,0,82.81317643827543,0.534958040609111,0.0
22,2,1,0,0,85.18188943868543,0.534958040609111,2.5
22,3,1,0,0,79.36035371704929,0.534958040609111,-1.0
22,4,1,0,0,81.90710143826148,0.534958040609111,3.0
22,5,1,0,0,79.32540643883526,0.534958040609111,-2.0
22,6,1,1,1,90.62270740327556,0.534958040609111,5.0
22,7,1,1,1,85.37611296990272,0.534958040609111,1.5
22,8,1,1,1,88.8113931279116,0.534958040609111,4.0
22,9,1,1,1,82.82602319081326,0.534958040609111,-1.5
22,10,1,1,1,89.5017592848252,0.534958040609111,3.5
23,1,1,0,0,87.42863226430768,1.4991020562559443,0.0
23,2,1,0,0,91.43569047321589,1.4991020562559443,2.5
23,3,1,0,0,89.94234991766469,1.4991020562559443,-1.0
23,4,1,0,0,89.36207800330838,1.4991020562559443,3.0
23,5,1,0,0,86.99918350275026,1.4991020562559443,-2.0
23,6,1,1,1,94.62948922928587,1.4991020562559443,5.0
23,7,1,1,1,91.50162299789328,1.4991020562559443,1.5
23,8,1,1,1,95.10463292319632,1.4991020562559443,4.0
23,9,1,1,1,87.50369235058243,1.4991020562559443,-1.5
23,10,1,1,1,92.46415020115131,1.4991020562559443,3.5
24,1,1,0,0,80.08211409223779,0.9841736710613564,0.0
24,2,1,0,0,87.7857298651271,0.9841736710613564,2.5
24,3,1,0,0,82.37262186618152,0.9841736710613564,-1.0
24,4,1,0,0,83.68210986028842,0.9841736710613564,3.0
24,5,1,0,0,82.18507713194886,0.9841736710613564,-2.0
24,6,1,1,1,90.85883404807156,0.9841736710613564,5.0
24,7,1,1,1,88.18769188258938,0.9841736710613564,1.5
24,8,1,1,1,90.94320239364733,0.9841736710613564,4.0
24,9,1,1,1,86.29507867454923,0.9841736710613564,-1.5
24,10,1,1,1,94.5844192642195,0.9841736710613564,3.5
25,1,1,0,0,81.03940257821206,0.760931666421741,0.0
25,2,1,0,0,84.4896603196539,0.760931666421741,2.5
25,3,1,0,0,80.30889962875435,0.760931666421741,-1.0
25,4,1,0,0,83.30872297812296,0.760931666421741,3.0
25,5,1,0,0,79.69629810336842,0.760931666421741,-2.0
25,6,1,1,1,90.27706962083498,0.760931666421741,5.0
25,7,1,1,1,84.33962766048278,0.760931666421741,1.5
25,8,1,1,1,90.31418653551601,0.760931666421741,4.0
25,9,1,1,1,84.27963137401397,0.760931666421741,-1.5
25,10,1,1,1,85.92396035802905,0.760931666421741,3.5
26,1,0,0,0,66.93558260903487,-0.732740043700054,0.0
26,2,0,0,0,72.15652069631543,-0.732740043700054,2.5
26,3,0,0,0,66.51752686911483,-0.732740043700054,-1.0
26,4,0,0,0,71.64013955589535,-0.732740043700054,3.0
26,5,0,0,0,67.1936625963411,-0.732740043700054,-2.0
26,6,0,1,0,73.67201914916747,-0.732740043700054,5.0
26,7,0,1,0,71.1027789639582,-0.732740043700054,1.5
26,8,0,1,0,71.30585039782427,-0.732740043700054,4.0
26,9,0,1,0,63.865761620887675,-0.732740043700054,-1.5
26,10,0,1,0,73.24591290001807,-0.732740043700054,3.5
27,1,1,0,0,75.74691685662425,0.5284801961339428,0.0
27,2,1,0,0,81.87411104643476,0.5284801961339428,2.5
27,3,1,0,0,76.5458329012372,0.5284801961339428,-1.0
27,4,1,0,0,78.90973636073252,0.5284801961339428,3.0
27,5,1,0,0,72.27014746528039,0.5284801961339428,-2.0
27,6,1,1,1,87.67397481729851,0.5284801961339428,5.0
27,7,1,1,1,81.69955300514448,0.5284801961339428,1.5
27,8,1,1,1,84.17625629798219,0.5284801961339428,4.0
27,9,1,1,1,79.87057019732794,0.5284801961339428,-1.5
27,10,1,1,1,85.38430140600533,0.5284801961339428,3.5
28,1,0,0,0,70.1804725664915,-0.14678888553678743,0.0
28,2,0,0,0,73.28750274709918,-0.14678888553678743,2.5
28,3,0,0,0,70.20684099695696,-0.14678888553678743,-1.0
28,4,0,0,0,74.42024306730053,-0.14678888553678743,3.0
28,5,0,0,0,70.0150088107672,-0.14678888553678743,-2.0
28,6,0,1,0,76.40072543086919,-0.14678888553678743,5.0
28,7,0,1,0,71.49170588233794,-0.14678888553678743,1.5
28,8,0,1,0,75.364140978632,-0.14678888553678743,4.0
28,9,0,1,0,68.8994312590796,-0.14678888553678743,-1.5
28,10,0,1,0,75.73238230444836,-0.14678888553678743,3.5
29,1,0,0,0,67.12535720360256,-1.1781319330499938,0.0
29,2,0,0,0,69.66262110142078,-1.1781319330499938,2.5
29,3,0,0,0,65.7253521429275,-1.1781319330499938,-1.0
29,4,0,0,0,71.40250201157127,-1.1781319330499938,3.0
29,5,0,0,0,65.27620097890299,-1.1781319330499938,-2.0
29,6,0,1,0,71.85043839793119,-1.1781319330499938,5.0
29,7,0,1,0,67.60802671342407,-1.1781319330499938,1.5
29,8,0,1,0,69.56891233533386,-1.1781319330499938,4.0
29,9,0,1,0,66.98842780731235,-1.1781319330499938,-1.5
29,10,0,1,0,67.79434694686928,-1.1781319330499938,3.5
30,1,1,0,0,83.49973358062809,0.7458174276214709,0.0
30,2,1,0,0,86.0843747021221,0.7458174276214709,2.5
30,3,1,0,0,84.41186551428862,0.7458174276214709,-1.0
30,4,1,0,0,84.47691723079771,0.7458174276214709,3.0
30,5,1,0,0,80.03159621669764,0.7458174276214709,-2.0
30,6,1,1,1,88.12678151888305,0.7458174276214709,5.0
30,7,1,1,1,86.54092274015721,0.7458174276214709,1.5
30,8,1,1,1,92.07237036640052,0.7458174276214709,4.0
30,9,1,1,1,83.49556037958975,0.7458174276214709,-1.5
30,10,1,1,1,90.49861826391677,0.7458174276214709,3.5
31,1,1,0,0,84.62361424419231,0.9969150163616912,0.0
31,2,1,0,0,86.44898829342547,0.9969150163616912,2.5
31,3,1,0,0,81.322785247146,0.9969150163616912,-1.0
31,4,1,0,0,88.48027566195599,0.9969150163616912,3.0
31,5,1,0,0,83.74701126097028,0.9969150163616912,-2.0
31,6,1,1,1,95.0056051656192,0.9969150163616912,5.0
31,7,1,1,1,92.07871877847022,0.9969150163616912,1.5
31,8,1,1,1,92.97583380774253,0.9969150163616912,4.0
31,9,1,1,1,86.19856851538907,0.9969150163616912,-1.5
31,10,1,1,1,91.90481896668264,0.9969150163616912,3.5
32,1,1,0,0,89.38941589730716,1.664682556240803,0.0
32,2,1,0,0,90.662173323852,1.664682556240803,2.5
32,3,1,0,0,88.45838484512377,1.664682556240803,-1.0
32,4,1,0,0,88.66313935649991,1.664682556240803,3.0
32,5,1,0,0,85.79594594006132,1.664682556240803,-2.0
32,6,1,1,1,97.53051405150013,1.664682556240803,5.0
32,7,1,1,1,91.5040523024219,1.664682556240803,1.5
32,8,1,1,1,96.90949578449047,1.664682556240803,4.0
32,9,1,1,1,86.86114784744859,1.664682556240803,-1.5
32,10,1,1,1,95.14388334176127,1.664682556240803,3.5
33,1,0,0,0,68.18604264041498,-0.8379655552566407,0.0
33,2,0,0,0,69.8296071966145,-0.8379655552566407,2.5
33,3,0,0,0,64.26670839980673,-0.8379655552566407,-1.0
33,4,0,0,0,70.18224253212074,-0.8379655552566407,3.0
33,5,0,0,0,62.13791463571641,-0.8379655552566407,-2.0
33,6,0,1,0,69.72152525003632,-0.8379655552566407,5.0
33,7,0,1,0,65.42439403796044,-0.8379655552566407,1.5
33,8,0,1,0,69.17812516558189,-0.8379655552566407,4.0
33,9,0,1,0,64.7339349465755,-0.8379655552566407,-1.5
33,10,0,1,0,69.47711803918115,-0.8379655552566407,3.5
34,1,1,0,0,79.69882471694555,0.22683866230076308,0.0
34,2,1,0,0,78.64098770809774,0.22683866230076308,2.5
34,3,1,0,0,77.99408528663834,0.22683866230076308,-1.0
34,4,1,0,0,80.35711902176936,0.22683866230076308,3.0
34,5,1,0,0,74.63505793123376,0.22683866230076308,-2.0
34,6,1,1,1,87.16576430887478,0.22683866230076308,5.0
34,7,1,1,1,81.16087359164129,0.22683866230076308,1.5
34,8,1,1,1,83.31289752590284,0.22683866230076308,4.0
34,9,1,1,1,81.7760724689377,0.22683866230076308,-1.5
34,10,1,1,1,83.29936033015397,0.22683866230076308,3.5
35,1,0,0,0,67.59544876874153,-0.7916400579879138,0.0
35,2,0,0,0,73.53023504014584,-0.7916400579879138,2.5
35,3,0,0,0,68.21224001564823,-0.7916400579879138,-1.0
35,4,0,0,0,71.53793493600988,-0.7916400579879138,3.0
35,5,0,0,0,68.94130413083849,-0.7916400579879138,-2.0
35,6,0,1,0,71.45448962743001,-0.7916400579879138,5.0
35,7,0,1,0,72.59193708964459,-0.7916400579879138,1.5
35,8,0,1,0,73.39765637823373,-0.7916400579879138,4.0
35,9,0,1,0,70.30974716179486,-0.7916400579879138,-1.5
35,10,0,1,0,71.99559208049844,-0.7916400579879138,3.5
36,1,0,0,0,66.04144031032078,-0.8833525500426053,0.0
36,2,0,0,0,70.73752234683477,-0.8833525500426053,2.5
36,3,0,0,0,67.40681144166064,-0.8833525500426053,-1.0
36,4,0,0,0,70.94009205147483,-0.8833525500426053,3.0
36,5,0,0,0,67.83316500390131,-0.8833525500426053,-2.0
36,6,0,1,0,72.1828830164359,-0.8833525500426053,5.0
36,7,0,1,0,70.13206639727366,-0.8833525500426053,1.5
36,8,0,1,0,70.9729928727428,-0.8833525500426053,4.0
36,9,0,1,0,66.74327739336637,-0.8833525500426053,-1.5
36,10,0,1,0,70.09633815889391,-0.8833525500426053,3.5
37,1,0,0,0,67.9313734183881,-0.8960274083858747,0.0
37,2,0,0,0,69.52534006064718,-0.8960274083858747,2.5
37,3,0,0,0,65.7765360364944,-0.8960274083858747,-1.0
37,4,0,0,0,69.89488175743763,-0.8960274083858747,3.0
37,5,0,0,0,64.35310973778479,-0.8960274083858747,-2.0
37,6,0,1,0,71.13728470874315,-0.8960274083858747,5.0
37,7,0,1,0,69.57732767948592,-0.8960274083858747,1.5
37,8,0,1,0,67.90890990894117,-0.8960274083858747,4.0
37,9,0,1,0,66.45462788734474,-0.8960274083858747,-1.5
37,10,0,1,0,68.70287016126473,-0.8960274083858747,3.5
38,1,1,0,0,75.9853060934688,-0.018328190802438405,0.0
38,2,1,0,0,78.78312325315953,-0.018328190802438405,2.5
38,3,1,0,0,75.03940356244522,-0.018328190802438405,-1.0
38,4,1,0,0,74.45595187965628,-0.018328190802438405,3.0
38,5,1,0,0,73.95167604897829,-0.018328190802438405,-2.0
38,6,1,1,1,85.87274463526852,-0.018328190802438405,5.0
38,7,1,1,1,79.37360061969817,-0.018328190802438405,1.5
38,8,1,1,1,84.57061869988308,-0.018328190802438405,4.0
38,9,1,1,1,78.48407550798235,-0.018328190802438405,-1.5
38,10,1,1,1,83.08629304929548,-0.018328190802438405,3.5
39,1,0,0,0,67.69877187652725,-0.9155430615917206,0.0
39,2,0,0,0,72.06833063626544,-0.9155430615917206,2.5
39,3,0,0,0,66.0115035717832,-0.9155430615917206,-1.0
39,4,0,0,0,69.06542329955235,-0.9155430615917206,3.0
39,5,0,0,0,64.65582969091953,-0.9155430615917206,-2.0
39,6,0,1,0,73.59724707180007,-0.9155430615917206,5.0
39,7,0,1,0,67.46747056043009,-0.9155430615917206,1.5
39,8,0,1,0,71.93871108713815,-0.9155430615917206,4.0
39,9,0,1,0,64.25325903048349,-0.9155430615917206,-1.5
39,10,0,1,0,69.54453037784697,-0.9155430615917206,3.5
40,1,1,0,0,86.58825457785188,1.4158741452074446,0.0
40,2,1,0,0,90.22072231001184,1.4158741452074446,2.5
40,3,1,0,0,87.0379178295528,1.4158741452074446,-1.0
40,4,1,0,0,90.7270791470125,1.4158741452074446,3.0
40,5,1,0,0,84.9418594183839,1.4158741452074446,-2.0
40,6,1,1,1,95.86856307044674,1.4158741452074446,5.0
40,7,1,1,1,96.58884072484136,1.4158741452074446,1.5
40,8,1,1,1,95.13562495471997,1.4158741452074446,4.0
40,9,1,1,1,89.50821881611859,1.4158741452074446,-1.5
40,10,1,1,1,95.15354200819479,1.4158741452074446,3.5
41,1,1,0,0,88.77752846233876,1.6903316190809619,0.0
41,2,1,0,0,91.1893561682044,1.6903316190809619,2.5
41,3,1,0,0,90.7752645781412,1.6903316190809619,-1.0
41,4,1,0,0,92.13387838353016,1.6903316190809619,3.0
41,5,1,0,0,88.11908373763282,1.6903316190809619,-2.0
41,6,1,1,1,100.17902709564244,1.6903316190809619,5.0
41,7,1,1,1,95.97954349500849,1.6903316190809619,1.5
41,8,1,1,1,97.68685335316638,1.6903316190809619,4.0
41,9,1,1,1,88.76678936541155,1.6903316190809619,-1.5
41,10,1,1,1,100.5043413437083,1.6903316190809619,3.5
42,1,1,0,0,74.9082588783403,0.3571468280144776,0.0
42,2,1,0,0,77.78351473749342,0.3571468280144776,2.5
42,3,1,0,0,75.95455046011175,0.3571468280144776,-1.0
42,4,1,0,0,78.9953853600283,0.3571468280144776,3.0
42,5,1,0,0,76.93963233187876,0.3571468280144776,-2.0
42,6,1,1,1,83.34483339982364,0.3571468280144776,5.0
42,7,1,1,1,84.74993699821977,0.3571468280144776,1.5
42,8,1,1,1,86.62349503290241,0.3571468280144776,4.0
42,9,1,1,1,79.92943072306632,0.3571468280144776,-1.5
42,10,1,1,1,84.01623315437787,0.3571468280144776,3.5
43,1,1,0,0,82.80578275557582,0.874242984256707,0.0
43,2,1,0,0,85.68601302384486,0.874242984256707,2.5
43,3,1,0,0,80.99678447509798,0.874242984256707,-1.0
43,4,1,0,0,86.94523224611793,0.874242984256707,3.0
43,5,1,0,0,79.89848240686203,0.874242984256707,-2.0
43,6,1,1,1,93.54317487339615,0.874242984256707,5.0
43,7,1,1,1,87.66154734563057,0.874242984256707,1.5
43,8,1,1,1,93.05050802160748,0.874242984256707,4.0
43,9,1,1,1,85.28951508516673,0.874242984256707,-1.5
43,10,1,1,1,89.07176570684909,0.874242984256707,3.5
44,1,0,0,0,73.22968169377923,-0.6547915372400045,0.0
44,2,0,0,0,72.72807665808278,-0.6547915372400045,2.5
44,3,0,0,0,71.51861369794558,-0.6547915372400045,-1.0
44,4,0,0,0,75.97841951345616,-0.6547915372400045,3.0
44,5,0,0,0,73.53174532100566,-0.6547915372400045,-2.0
44,6,0,1,0,77.57215765196003,-0.6547915372400045,5.0
44,7,0,1,0,72.5561774949583,-0.6547915372400045,1.5
44,8,0,1,0,78.10061060360368,-0.6547915372400045,4.0
44,9,0,1,0,73.95459694965884,-0.6547915372400045,-1.5
44,10,0,1,0,78.65572833502868,-0.6547915372400045,3.5
45,1,0,0,0,75.82764960404431,-0.18416193062533845,0.0
45,2,0,0,0,75.51122948218108,-0.18416193062533845,2.5
