applicant_id,predicted_probability,preparation_marginal_effect,mentor_discrete_effect
50,0.6738827295466054,0.018168304084770295,0.1483412997421103
51,0.22934980491894502,0.01461207635232488,0.11199027998652518
52,0.3138119288670018,0.017802003304794332,0.14415316053297184
53,0.2833954517522807,0.01678914969287535,0.18614451352237277
54,0.39963268644037375,0.019835096013073716,0.17040645658716208
55,0.04836887386910488,0.0038053173382446405,0.05377464979279202
56,0.17406554042393452,0.011885423306556129,0.1464521223272376
57,0.5879988963555765,0.02002770360024622,0.17358606354704942
58,0.8614246042768006,0.009868693583708473,0.12616317417296374
59,0.8162004629570578,0.012402165287617338,0.15131896321042237
60,0.4076119180039726,0.019962248212692803,0.19870181500284229
61,0.060308077591851424,0.004685082509614171,0.03243366106577003
62,0.021055176913695687,0.0017040148455332448,0.024873920428727523
63,0.22923938089985169,0.014607133851603928,0.11194456720107443
64,0.056252142129891956,0.004388855774391888,0.06145490752261518
65,0.5705994874986486,0.020255837337981548,0.17777981119219732
66,0.6392524262058843,0.019064791896657093,0.19738058768985856
67,0.48519780509927724,0.02064978254230841,0.1932098393040388
68,0.3137419303499262,0.017799848000554643,0.1920094884252263
69,0.23563102459875904,0.014889900244649769,0.1726457163461322
70,0.8586150357306587,0.010035938260449347,0.07285697807884806
71,0.1882774746228145,0.012634621246454094,0.09437850779609394
72,0.16004565461627104,0.011113627428252166,0.13892616795781962
73,0.8691582431165313,0.009401593845966122,0.06782272804137346
74,0.04814627993512432,0.0037886912353925356,0.053553625462407654
75,0.8606872801452458,0.009912710458641283,0.07187300515574946
76,0.34417866304400274,0.01866060631309371,0.1959752203357354
77,0.19878243043366134,0.013166936028316426,0.0989970297711859
78,0.1994883857897833,0.013202054416734228,0.09930464647779877
79,0.5794959090545879,0.020145444984719256,0.17567691406910757
80,0.14822809487078006,0.010437827208141041,0.13209150719258486
81,0.16494226909637458,0.011386879661634717,0.08384977046846959
82,0.16280798521789322,0.011268264802993151,0.08286865381222043
83,0.41821584675894374,0.020114935187911628,0.1984896213739643
84,0.6864194960241576,0.017794874478970917,0.14407311375640452
85,0.8167789181376282,0.012371895069984313,0.15103776260344703
86,0.18208889883553678,0.012312488486853465,0.15048447367519677
87,0.32911927170534305,0.01825386754946396,0.1942433327867985
88,0.04301312355190903,0.0034030100275518576,0.04839225268193033
89,0.5947119564358061,0.01992630285571495,0.19872404385877235
90,0.6439208641119101,0.01895550196888824,0.15796333749579594
91,0.0721489658657784,0.0055343246506795295,0.03857415932617788
92,0.3303479338840091,0.018288457321287435,0.19440128432265275
93,0.19914517429585418,0.013184991342633713,0.1584181121888811
94,0.7848739451606302,0.01395883553445629,0.1060281294212353
95,0.8191796076508927,0.012245677139679306,0.1498599779265215
96,0.19802511148427984,0.01312917089765635,0.1579231267037193
97,0.8675958877302644,0.009496754775074823,0.12220530767017945
98,0.058805148655861,0.004575632752943254,0.06388145619994565
99,0.5421006289239153,0.020521363975574344,0.18391328824869635
100,0.08409066798112934,0.006367318165225751,0.08637478416880713
101,0.6991295560828051,0.01738975464355659,0.1897639903321482
102,0.222976912987543,0.01432353080710096,0.16811799422871862
103,0.25002210264998037,0.015501835813534799,0.17729525675443508
104,0.6211366029325907,0.019454767126558047,0.19834264989179934
105,0.926272679817483,0.0056457750290691035,0.07748738263016008
106,0.750451265162336,0.015482251984948745,0.12019783471889989
107,0.3590314160711726,0.019025034846065946,0.158865902417023
108,0.5564737830747741,0.02040423278878166,0.1809367301800877
109,0.12254217370844965,0.008889310921949509,0.11560147308014372
110,0.030383126991919515,0.002435504286817538,0.03515590869428735
111,0.6567968117995036,0.01863539551896597,0.15393030476524083
112,0.42632860747712764,0.02021919841235331,0.17706357940709194
113,0.04266764376062902,0.00337689582496655,0.023143753386736417
114,0.2111041515889749,0.013768058732159487,0.10431557584338541
115,0.033756391058204625,0.0026964905890084928,0.0387671264299771
116,0.23208225904000074,0.014733736863726725,0.17141814525134674
117,0.46574893093809394,0.02057091130722293,0.1854357883848205
118,0.775772496830032,0.014380683387729075,0.10986027336731097
119,0.27873428045584436,0.01662041795279036,0.13149730848213836
120,0.7363033678962185,0.016051574365468536,0.18123930504093988
121,0.6386995913757216,0.019077495341110376,0.15955388701478834
122,0.7276141467876933,0.01638483029297029,0.18351364753354482
123,0.28577386676000793,0.016873862783306354,0.13412006146919425
124,0.06728770547189199,0.0051884744871925886,0.07173515396289763
125,0.7714646078726103,0.014575576415089136,0.11165292065714294
126,0.022531096208741677,0.0018207131849505838,0.026530141568430858
127,0.37911512827592736,0.01945980383983569,0.19835191524993084
128,0.4862982645338581,0.02065237573656834,0.19306975685843014
129,0.06454632283411096,0.004991718171181177,0.06923175947721502
130,0.19064589729076997,0.012756228830531026,0.15457146228422108
131,0.07347931244516259,0.005628290042250567,0.07726914769007676
132,0.24824710930486066,0.01542821107830491,0.17674984452251602
133,0.5855927906003339,0.020062233864397913,0.17418565572838762
134,0.3003612649658558,0.01737296863946629,0.1394235904381447
135,0.0758478155800677,0.005794858518293937,0.04047634571574724
136,0.09636235262463323,0.007198764657337605,0.050885243712368175
137,0.2447525619949096,0.015281738802164208,0.11827703842442128
138,0.7789864745340349,0.014233281359638526,0.16737759676348973
139,0.1410626433390219,0.010016817798096437,0.12772107511712605
140,0.15533580687499796,0.010847057111669053,0.13625710845296837
141,0.46285084812281435,0.020553804592522998,0.19569454943993275
142,0.4734231797586718,0.020609503094138133,0.1868523108105994
143,0.8966569790513703,0.007660617019939143,0.10172253256202357
144,0.13394540269685629,0.009590237196927297,0.12320623281602894
145,0.632082992888633,0.01922561468345529,0.19783163609846588
146,0.7995731946601319,0.013248609375327977,0.15898009592536888
147,0.0894213294330024,0.006731546661067223,0.09077300870950533
148,0.45143857414754185,0.020472939166883326,0.19669147606893733
149,0.2613521007863145,0.0159595164039164,0.18059510583217997
150,0.9251068527101595,0.005727831648251483,0.07850974338193784
151,0.2885723826286775,0.016972341074366806,0.18728688657421927
152,0.17715081877685773,0.01205090521000151,0.08940393541668362
153,0.16370118253895946,0.011317996738903947,0.08327961525808623
154,0.4981539201206213,0.020667614552157085,0.19145793553584256
155,0.42154622514480705,0.020159053121769105,0.19838597804525387
156,0.09226191208720207,0.0069237164623816485,0.09306964158272472
157,0.06904796895520256,0.005314158178040575,0.07332530990217385
158,0.17416885389136824,0.011890990094030706,0.14650529756018107
159,0.15922795445379567,0.011067609937134995,0.1384679364960137
160,0.8898358694716743,0.008104129729296276,0.10681196972779106
161,0.6036928019611368,0.019778995112782118,0.19872642565187731
162,0.13548523687549852,0.009683239065523368,0.12419791450060608
163,0.03929422563550122,0.0031208680045255533,0.02134824752530584
164,0.07964117430425854,0.00605969968680376,0.042419145560639686
165,0.787411325510851,0.013838787679130257,0.10494905174812974
166,0.9554745100408752,0.003517094826765618,0.04992582022971459
167,0.48969976411865257,0.020659125267630623,0.18961546008431124
168,0.056047181535974135,0.004373814203782531,0.06125882260085307
169,0.637684702929578,0.01910068465685024,0.15986000607545403
170,0.24351422197382458,0.01522934984165004,0.11777823723646144
171,0.1377944888763474,0.009821976886809742,0.1256696585526106
172,0.20359721688409624,0.013404816436082035,0.16035021376836142
173,0.9040503702600149,0.007171205974582062,0.09600300292022745
174,0.21388476266508089,0.013900240857664068,0.16460194491954366
175,0.7449830117026389,0.01570622255309749,0.12236611586822776
176,0.5536301394378784,0.020430116957762045,0.18154472218128892
177,0.26647787552489827,0.016159601248104442,0.12683463001203962
178,0.12016321091378883,0.008740371801782998,0.06265368365401622
179,0.7736453581091363,0.014477300676720335,0.11074715514384048
180,0.14166532110597552,0.010052555394080242,0.12809537506055302
181,0.7161064542739963,0.016806967961033446,0.13342350112607637
182,0.40727681428946494,0.019957119972454602,0.1987055637367342
183,0.11352833507407471,0.008320039581249742,0.10925714973888488
184,0.8417218673989648,0.011014018277727368,0.1379329531027098
185,0.5856011724141187,0.02006211523762427,0.1985867784841432
186,0.10681495469704644,0.00788732558680943,0.10433525248523423
187,0.7882534001170927,0.013798712409363834,0.1637424242245492
188,0.801433977438908,0.01315615412094342,0.15816261860980652
189,0.39634566915655123,0.019779654573761647,0.169534357743785
190,0.7093537614463336,0.017044483602796357,0.13591136516814706
191,0.17494162233044516,0.01193257281683833,0.08840625713917252
192,0.48259570065794727,0.02064285427807852,0.19353455603189867
193,0.13893348783741313,0.009890082241589097,0.12638877713160637
194,0.25021709613147985,0.015509892167658692,0.17735469877944893
195,0.3641297424525118,0.01914171874237149,0.16040481037525273
196,0.5738754950196018,0.02021670878334789,0.19821506402276873
197,0.39401277015142516,0.019739222167607366,0.16890858787695012
198,0.12698471017913768,0.009164938333255494,0.06596376787206057
199,0.21590666520486337,0.01399555343750423,0.10635916619853339
200,0.07563743674540749,0.005780100851335575,0.07915941961335585
201,0.24543140758757678,0.015310350310598304,0.11854997869720729
202,0.8530569736452026,0.010362947138665783,0.13132044901595485
203,0.37003667261583334,0.019271534660559923,0.1979472183235586
204,0.15267242546923204,0.010694690238069394,0.07816879969574454
205,0.5735332330937651,0.020220879762833224,0.177096017096406
206,0.1367640538588897,0.009760178200243195,0.12501522122557354
207,0.4425994550656459,0.020395508093965502,0.19733294979317362
208,0.2299978595485972,0.01464104218156287,0.17068188948362617
209,0.3751072822474788,0.019378369126066868,0.19819120337865637
210,0.04459583130401475,0.003522391796227751,0.04999688454681633
211,0.21541615889112725,0.013972493046590853,0.16520985003285443
212,0.1511728423556867,0.010608385907937367,0.07746779464533768
213,0.04088103366968618,0.0032415342340540677,0.04621182982229578
214,0.256826475063334,0.015779247421895695,0.17931437860441518
215,0.28310873613739734,0.016778874440037502,0.18607949194616635
216,0.30662057833348183,0.01757634270678231,0.14164395658545534
217,0.808055082238554,0.012822533688043933,0.09599960254851858
218,0.6950053239378378,0.017524137614611843,0.14107043542919606
219,0.16833802832616296,0.011574049749524078,0.1434523510965945
220,0.08542948377927763,0.006459237355979281,0.08749033714724487
221,0.17493892870995897,0.01193242804441966,0.08840503869262287
222,0.04210733071119829,0.003334500800621414,0.047468570274111985
223,0.09337278793303644,0.006998506034593087,0.09395898207970094
224,0.11203857739943032,0.008224659915448143,0.10817960362803139
225,0.585858628755911,0.020058465831681447,0.17411971645764235
226,0.8306963957946016,0.01162692296227997,0.14396524109878184
227,0.019792803540624692,0.00160391543127442,0.023448466333895687
228,0.3000393689148354,0.01736233463827576,0.18960693013007351
229,0.5753592317387646,0.020198403223970467,0.1982740411618381
230,0.7056828244339046,0.017170439811470393,0.13724786201524164
231,0.08020768618845751,0.006099047691154268,0.08309746551990053
232,0.5817438868473189,0.020115479554213035,0.17513177739836705
233,0.1929545337717839,0.01287387401242379,0.15563706657746829
234,0.3213084628397905,0.018028137568636613,0.19316862509069105
235,0.19393244418241215,0.012923441382279426,0.15608375338927818
236,0.08992813637418795,0.006765930714730989,0.04764656012418626
237,0.08800520853353101,0.006635245551393506,0.04667400683364803
238,0.040288146750606164,0.003196497831992771,0.04560164848303818
239,0.30944008983395926,0.017665836463748183,0.14263309663987012
240,0.47197378623877584,0.02060296035876472,0.18659028817411183
241,0.05594442480915888,0.0043662705178704585,0.030151305570042142
242,0.30279516805584317,0.017452819369634772,0.1901220535798161
243,0.954697044454581,0.0035755954776429235,0.050709980860839554
244,0.06358505892541039,0.0049224314598898,0.06834612961976361
245,0.07627661383281127,0.005824915225068784,0.040696364785458516
246,0.03185736174101679,0.002549795906279932,0.017368790975291544
247,0.2662548826513014,0.016150987095034958,0.1267486786940773
248,0.12958623657208052,0.009324829337669593,0.12035374019375109
249,0.8950617995216599,0.007765025741722106,0.10292869592177034
250,0.09125219510115017,0.006855560380999435,0.0483149872447364
251,0.9309717140879475,0.005312755631262299,0.07330760336637587
252,0.2687248409983104,0.016245942083307083,0.12769849352269808
253,0.5096226770521192,0.02066024124685865,0.18972324351276537
254,0.39545019779261753,0.019764241214057152,0.16929482618079628
255,0.8207269192243684,0.012163821128278962,0.14909163582894736
256,0.2659134789824404,0.01613778283593051,0.18183641322634336
257,0.0313670102237014,0.00251182076730997,0.03621499798741224
258,0.03518676684075477,0.0028065893951290445,0.040281521863381416
259,0.7125219926419918,0.01693398476824704,0.1870503753189754
260,0.17409470845656266,0.011886995131743457,0.14646713839158798
261,0.4679112709571512,0.020582770480006,0.195192848541409
262,0.8327360825457355,0.011515052233155486,0.14287836891685868
263,0.5334307237186434,0.020575501435643347,0.19532942479172194
264,0.6111188741815372,0.01964711681966259,0.16751233330382287
265,0.5585410437036152,0.020384576327813347,0.1804888922048894
266,0.08835836963027177,0.006659292759685531,0.04685278340247668
267,0.44550042045992305,0.020422344810742864,0.19713516992219865
268,0.7212737380894154,0.01662012459079612,0.1850625229284616
269,0.2422887934494611,0.015177257512528228,0.17486162536143493
270,0.0666919717402177,0.005145822768101953,0.03575388157601003
271,0.6637606007790651,0.0184508482207375,0.15168460338319112
272,0.5312842209137385,0.02058698541252053,0.1859919187110809
273,0.1492455337793213,0.010496919010723563,0.13269806670389558
274,0.03501651754959922,0.0027935027120487713,0.04010179637260603
275,0.3901237117338248,0.019669818889683967,0.19864979733144933
276,0.6899891529902578,0.01768379282369599,0.19139441968972232
277,0.14194492245099144,0.010069114805206584,0.12826860354107156
278,0.12747671058099094,0.009195262707257837,0.06620140514998674
279,0.8880038006750485,0.00822194135031375,0.05865353702196763
280,0.24070564181016124,0.015109590968250713,0.17434491851303668
281,0.7078921203667141,0.017094902003375313,0.18803285999119146
282,0.10530667612882902,0.007789083630419698,0.10320591958486994
283,0.1746835508225091,0.011918696952414879,0.14676972053255796
284,0.2376446320923559,0.014977583057655156,0.17332783097241147
285,0.17437856089500697,0.011902284203995911,0.14661313207762527
286,0.11351818448348087,0.008319390945421536,0.10924983588544433
287,0.26771898872791705,0.01620739488377522,0.18231415481441587
288,0.9131576660363823,0.006555918130274191,0.0886596102482855
289,0.07783602314666968,0.0059339660426282245,0.08106483845042434
290,0.5413881667028553,0.020526281497463023,0.18405451568958897
291,0.22974698087041703,0.014629836998887324,0.11215462603068835
292,0.1356743044598636,0.009694631218635575,0.07013883391241661
293,0.8598023777765869,0.0099654188029148,0.12718167238356737
294,0.3527291160210053,0.018874855991201134,0.1569291011179209
295,0.11457268435002109,0.008386683803258566,0.1100075850214645
296,0.42922577774064624,0.020253795109968567,0.198080751652508
297,0.08285112187175953,0.006281950323724696,0.08533536666934216
298,0.7417662079895003,0.015835667794716627,0.12363076642466397
299,0.08482176744177274,0.006417550054496376,0.0869848771454086
300,0.36479834223129365,0.019156702026600907,0.1606047585909612
301,0.06094762500038934,0.004731543827907411,0.06589521809948282
302,0.3100368902477614,0.017684610874508778,0.14284158212840473
303,0.5194551349073866,0.020636604914810317,0.18810209369743502
304,0.044536343953401954,0.0035179122269883385,0.04993678730516065
305,0.21325150691690817,0.013870250148690807,0.10523138394271113
306,0.05627383802274025,0.0043904475778383505,0.06147565275199943
307,0.20293601387188534,0.013372375939430775,0.16006682109664253
308,0.14814266159981504,0.010432857542385493,0.13204041767261882
309,0.2523991070692999,0.0155996153815374,0.12133096468158724
310,0.7070692325467228,0.01712313159204865,0.18820253903654183
311,0.03201620059734001,0.002562088613190544,0.03691118926642784
312,0.7348155681003792,0.016109521413974686,0.18164132766020435
313,0.31980646311384264,0.017983573840612326,0.19294784715323865
314,0.22581846044245868,0.014453017170103504,0.16917135340097955
315,0.10969655728858217,0.008073973427861274,0.10646875412760125
316,0.6852969020635759,0.017829372222311433,0.14446096566707822
317,0.0882606494526238,0.0066526409265829905,0.04680332284050579
318,0.22741858061302606,0.014525345418888435,0.11118949728547134
319,0.23238854702931816,0.014747297166389228,0.1715253801259531
320,0.47934530837395894,0.020632627253176442,0.19392723574232973
321,0.8745669839810232,0.00906903771966406,0.11757332527056052
322,0.937697680789549,0.004829735202982499,0.06715796069700397
323,0.1927116067069416,0.01286153624382842,0.09633732217543067
324,0.07601252571339098,0.005806407506955721,0.07948593776129534
325,0.05583623898758307,0.004358326378842819,0.061056815953333204
326,0.7172511341263499,0.01676595824994594,0.13299802766531998
327,0.7396198351181617,0.01592108688270479,0.12447007394002219
328,0.6327211020272785,0.019211645342218503,0.1977952614507682
329,0.8423317093183418,0.010979530623408902,0.13758792167728373
330,0.6855015670916488,0.017823098318774974,0.14439033703669124
331,0.20613473114364672,0.013528643060618933,0.1614263578748042
332,0.25506103365425997,0.01570800650573902,0.12238348643391106
333,0.8545704429205047,0.010274408156519652,0.1304052364784486
334,0.2059500538380212,0.013519667026503512,0.10210397122527166
335,0.16184658591498174,0.011214588075215002,0.13992780217904777
336,0.09508071105610566,0.007113093732145758,0.09531670119262664
337,0.2702108731588935,0.01630258504543248,0.1829609480557977
338,0.786254300562249,0.01389366056694437,0.16454642446129863
339,0.048307055734601596,0.003800700807384267,0.053713290706322046
340,0.08823464432062292,0.006650870485767733,0.08980391664312953
341,0.2102132910825174,0.01372543942715069,0.1631182945749411
342,0.09051568051458417,0.00680573918559632,0.04794329595666869
343,0.029964156211860785,0.002402957555834304,0.03470345549870768
344,0.20094956431997915,0.01327448028046407,0.09994023601088835
345,0.1826498879044962,0.012341950539674039,0.15075910633959866
346,0.28339736615236677,0.016789218255055423,0.1861449470500962
347,0.08251796528540939,0.0062589624324411435,0.04388709128100803
348,0.541646429246898,0.02052450862797114,0.19610983154280348
349,0.1485315510287464,0.01045546954068826,0.07622956843354974
350,0.4790568064195226,0.020631635105597793,0.18784615733414678
351,0.7095429026949057,0.017037933480350702,0.1876879838618708
352,0.6461280841978821,0.01890257546589732,0.1572831119445215
353,0.668129815934595,0.018330966102250885,0.1502528738348472
354,0.17244842897382462,0.011798059303471218,0.14561549846432348
355,0.12477250777835941,0.00902809499488231,0.06489343137383996
356,0.7356716253543275,0.016076224277716166,0.12600446825878042
357,0.05194100586757515,0.004071008259820923,0.028048265847586726
358,0.15965305876417002,0.011091547214962293,0.08141288315299806
359,0.4536551575379625,0.020490330594642565,0.1965125941560124
360,0.016843335532674225,0.0013690114889986396,0.020085886333042216
361,0.195473026903733,0.013001208176488935,0.09755032179431919
362,0.7790356711958397,0.014231011790930387,0.16735891203746034
363,0.5578121048460644,0.020391588063018627,0.18064736450311392
364,0.17432602871243577,0.011899455680909388,0.14658613196633527
365,0.1557684796264069,0.010871698733762909,0.13650531268092733
366,0.7805676568508868,0.014160137087848593,0.1667738146777944
367,0.5193975582748901,0.02063678985174467,0.19377707172227238
368,0.8725197429013596,0.009195481151070564,0.06620311758502517
369,0.020694433541800585,0.0016754367272162282,0.02446741023025929
370,0.4270514152946597,0.020227959787044114,0.17723304922837116
371,0.12116182181462361,0.008803005538474979,0.06314002739532268
372,0.046641798781240126,0.003676102930177395,0.025251245916451313
373,0.3088155733250865,0.017646127091527367,0.19119123512204944
374,0.4025660136318193,0.0198830633838908,0.17117517483288508
375,0.11825097533631772,0.008619974569077128,0.11261844017385551
376,0.14403200401498736,0.010192314018069975,0.07410993999583446
377,0.16081913882710433,0.011157054841656435,0.13935763812570576
378,0.061658066280833125,0.004783076097060725,0.03313764906334274
379,0.6336567415913593,0.01919104080133264,0.19774060064923826
380,0.030910228966764507,0.002476409701546903,0.016859903577462136
381,0.91869298484285,0.006175251975675546,0.08403167062755301
382,0.47402311524512053,0.02061210963270606,0.1945389109533846
383,0.21336835174400237,0.01387578885583528,0.16439550278030474
384,0.8247528286047449,0.01194898719446825,0.0885444392220599
385,0.48508365289430594,0.020649502084155807,0.19322427664841507
386,0.5787375107528429,0.020155365902062208,0.19839548963090192
387,0.09821332800586675,0.007322013158467611,0.0977769372950915
388,0.8208200296353263,0.012158882765934312,0.09031740873385719
389,0.11952225203140654,0.008700083428746458,0.11350918958384756
390,0.05680299860854864,0.004429247401427978,0.06198096709439949
391,0.4721064535039479,0.020603573676244647,0.18661437903551464
392,0.35771832789829294,0.018994286591650686,0.19716183022294287
393,0.04013402004064234,0.0031847806637211843,0.021795792198395683
394,0.7215742503377839,0.016609122553338556,0.18499119144926668
395,0.15635992786251915,0.01090533287786279,0.07988641528972908
396,0.4628897680484055,0.020554043527432998,0.1956908294142528
397,0.14727046979179992,0.0103820529684741,0.07563680439051794
398,0.051568731809234054,0.004043417439339465,0.056926541092197545
399,0.03338599283000052,0.002667925174707449,0.03837333833822729
400,0.4255464693418864,0.02020962056602265,0.17687954697465041
401,0.5120342577084651,0.020655923521194604,0.19285438706088603
402,0.6357753991402028,0.01914384901339014,0.16043320470168498
403,0.5174541743767317,0.02064271054794026,0.1884418832548418
404,0.10331129759642964,0.00765853637583564,0.10169844607871549
405,0.7736344302412159,0.014477795102505452,0.16937170859439477
406,0.35487224069057055,0.01892666187102963,0.15759196902735925
407,0.10245305812088028,0.007602183754171853,0.05392880082549596
408,0.7299078532953187,0.016298072979744633,0.1282221864719405
409,0.06171465772869078,0.004787177401893929,0.0666111893381662
410,0.22350075724065063,0.014347502217897722,0.1095565030605598
411,0.15387245626415216,0.010763486844175748,0.0787287308124439
412,0.8333227104389705,0.011482750074916311,0.0846451377883497
413,0.04112611833765277,0.003260134181033714,0.046463572554517024
414,0.25847109034050225,0.015845148995741732,0.17978549797677262
415,0.21772207942038116,0.014080556231460336,0.10712732945848259
416,0.21772939774024666,0.014080897792972814,0.16611599938610042
417,0.30426820952608047,0.01750067067024195,0.1903907497889144
418,0.5705213884353999,0.020256748495269747,0.19806914590175667
419,0.0742302416383228,0.005681200665044007,0.07792912432085398
420,0.03286569489464815,0.002627761060115193,0.017910046805281153
421,0.3006390538475146,0.017382131765775567,0.18972041009246415
422,0.34309235185427356,0.018632521039842483,0.1958649987574559
423,0.7712790284563822,0.014583903266394164,0.11172983768030442
424,0.4504458460190061,0.020464886781210327,0.182399859323791
425,0.6735014782445223,0.01817925316585731,0.14846890493089704
426,0.08719858120128683,0.006580243883967044,0.04626540890271003
427,0.2564949845405848,0.01576591007096206,0.17921862729731736
428,0.17973072720467384,0.0121880728062397,0.14931964330765848
429,0.06761223803862114,0.00521168479447346,0.0362306519659986
430,0.5983966577555689,0.0198674780905304,0.19874115530096614
431,0.5839004403452778,0.020085947540013603,0.17460364038434428
432,0.913100601448859,0.006559816102726721,0.08870666545162864
433,0.6563701784801099,0.018646441060518177,0.1540664274314235
434,0.051241701478685266,0.004019160918290486,0.05660658446618678
435,0.05961938938570228,0.004634975627730168,0.03207414167401722
436,0.20837702548473008,0.01363717737443025,0.1623622779711233
437,0.028595970210664384,0.002296471192359858,0.03321984771852192
438,0.2569813559993665,0.01578547274918918,0.17935902488964245
439,0.02680275743193242,0.002156436185695066,0.031261195900157246
440,0.22093794706822023,0.014229794568671031,0.10848218943121872
441,0.7223769997844119,0.016579659919849908,0.18479963597927151
442,0.10396256581802618,0.007701217842029927,0.10219215360334313
443,0.7805204451803084,0.014162327050421974,0.1078686959701064
444,0.1324135668392266,0.009497329411402888,0.06857764608646556
445,0.5190363946390337,0.020637937411568892,0.18817361593870452
446,0.0572727568141174,0.004463652850199213,0.030847172156555865
447,0.15516377739598514,0.010837251071418003,0.07933021926767027
448,0.027430120474803688,0.002205488489453177,0.03194827112151791
449,0.7550836490223045,0.015288649039682939,0.118342924573968
450,0.5801486715405282,0.02013682977938069,0.19844091226304633
451,0.0932221084427488,0.006988373518538311,0.09383864089489803
452,0.5042808526006463,0.020666381283237164,0.19055238895197246
453,0.5480602356853265,0.020476942606740375,0.18270843146848348
454,0.7063780490685094,0.017146756479832197,0.13699561698654428
455,0.4114624087842519,0.020019841590489685,0.17345096979094463
456,0.15859809495292715,0.011032088127601276,0.13811349669431078
457,0.6176925471555533,0.019522767887810225,0.16568442353414803
458,0.050458449845861696,0.0039609936189208324,0.05583826960396663
459,0.7539740172111836,0.015335347455285328,0.17605633374458762
460,0.8491515764478145,0.010589665967001217,0.13364665570934564
461,0.9514176252610699,0.003821256559908307,0.053986428451895496
462,0.21933901038874049,0.014155806665992567,0.1667379648123874
463,0.24599841962854876,0.015334189936293555,0.17604765039813844
464,0.014037072524012102,0.0011441774770450032,0.01684449870592377
465,0.0783330375831371,0.0059686381878956505,0.08149275630373955
466,0.4622448125965332,0.020550051741485487,0.19575219685134276
467,0.6530769180910401,0.018730690835163877,0.1962436503163552
468,0.16033560288154214,0.011129918217571035,0.13908813449393714
469,0.06401363168278076,0.004953341326799519,0.03436362658204074
470,0.8208192161653828,0.012158925916718816,0.090317774380133
471,0.5195784665284658,0.020636206927405247,0.18808098647361704
472,0.17338861164582725,0.011848905029994826,0.14610289293150747
473,0.6066282675320893,0.019727954481443218,0.16873565141068936
474,0.2636458128297391,0.016049588584582636,0.18122548030568963
475,0.7798844063195909,0.014191794449342455,0.16703554210834015
476,0.04553828164717257,0.0035932829630575015,0.05094677230763001
477,0.2547832515935551,0.015696750234983924,0.17871994883320064
478,0.1414662906536484,0.010040759924774012,0.0728955394384586
479,0.04673561274153637,0.003683134467239788,0.05214753084554283
480,0.047357256697888574,0.003729691110380881,0.05276830533636142
