firm_id,quarter,investment_million_eur,employees,productivity_index
8,2,3.3177925177324337,98.9690106859084,74.68924776588756
8,3,3.5627494700882694,85.05415994009789,73.22185396385844
8,4,3.1365938001768794,86.85064528881452,73.56179878056328
8,5,0.48951817413936904,89.85271266432444,73.06453831528802
8,6,3.98062550869348,99.78688070252507,80.39323058457538
8,7,2.750043374152524,112.99511710830188,74.42046047471206
8,8,4.812580552375406,100.32253651002398,81.51469062854758
9,2,2.3133707383131905,87.4143916385033,69.51608644911923
9,3,3.2161040938480117,75.1562909747298,79.3639017252663
9,4,3.659252991640878,86.32322134421733,76.70651644963239
9,5,2.1488952178016376,82.63725592909607,78.97336406977676
9,6,3.4529177797987716,93.638868633553,81.21786777027695
9,7,2.285138916976716,98.35069356870237,76.33274178352667
9,8,4.590647070117997,87.18730559600534,83.45047335629691
10,1,1.5573306984748565,111.51703468718667,71.54727719743371
10,2,2.3655019058578355,109.8363043021496,72.28529750897484
10,4,3.7621393923580064,117.96745661432256,69.41608690772892
10,5,3.323876105437259,115.76558214308282,80.98951734047124
10,7,3.450748863065967,123.64251061171241,79.58334248583489
10,8,2.597039666749816,125.29524680738834,79.70163557135855
11,1,2.729148098246398,57.13697895242203,69.48003374584988
11,2,1.3398290321185127,54.0540965127721,66.12214299729783
11,3,2.7661126364840096,59.328797789185415,74.08615364326357
11,4,2.09078393779426,59.029069869544735,70.72712065332591
11,5,3.274801121508588,60.66831820110406,74.49683306896078
11,6,3.3021794255865653,77.56445465139504,74.90452115092988
11,7,3.595168245219257,55.78474992148638,73.8962596679033
11,8,3.138942556777481,71.50503517175216,73.07973421550977
12,1,1.8987725310872083,80.25686564109665,69.59493739793749
12,2,3.0744708883006613,69.34556217712891,76.1524832311283
12,3,2.1956799309013317,84.82190266160775,69.98892539507574
12,4,2.682177489593294,86.50838175759142,72.43492565061611
12,5,3.177726005882413,92.86973358783094,75.77677244209887
12,6,3.3764092755089483,77.66100550537227,75.20468807038546
12,7,4.207338008006525,78.24557630160882,78.27948695671978
12,8,3.354710958070922,89.7904353862885,77.80740277332407
13,1,2.714922587384174,73.75726633339532,80.43643779732398
13,2,1.619885389950519,86.6139071180295,77.18711180835608
13,3,4.032104799799267,97.44920698290233,86.50055174761054
13,4,2.8994495475041355,97.61399817401539,82.9906330440228
13,5,2.6400770368920283,99.03174660557455,79.28248891648256
13,6,2.993425315596117,91.27070986220906,85.7723546753946
13,7,3.7322798660953898,102.90682146110356,83.9062972757064
13,8,3.6844926286389996,97.48505130393512,88.07801422457099
14,1,4.003218524645362,103.03818607897092,87.24255880178134
14,2,2.817792182626139,101.74114571944963,80.24539664003782
14,3,3.7651134007010794,94.21768553856366,82.7618860531062
14,4,3.4885129301377216,97.80577491608885,84.75408199934618
14,6,4.389364011135658,101.24432544991873,84.82020095603558
14,7,3.0995470967502396,96.67654703492965,85.71002243361669
14,8,3.6001081733991502,108.08872805562757,88.34539728053339
15,2,3.284778409476372,142.7953061446232,75.34644292615529
15,3,2.733775668517827,142.63970771102595,70.27148805908152
15,4,3.6488344058248177,136.3187998147451,72.50150017493294
15,5,5.177915571325813,141.22609471211757,85.30261546919158
15,6,4.277703578639961,167.79322941047437,73.89014508279321
15,7,3.678812429956567,153.88036814907426,79.73527506767783
15,8,4.781481462171817,156.48056784896156,78.62573198773485
16,1,3.2231210532396766,109.97037238987207,86.11977100963904
16,2,3.0672064655924447,126.4458069871683,84.1059491368843
16,3,2.359591651877549,119.21083913078502,84.80964182871219
16,4,3.4497098575405105,130.46713953550528,88.19664928338216
16,5,3.0475352033637697,116.61995468407386,86.92546786613104
16,6,3.277263836267649,116.86044015494095,85.81065964559076
16,7,3.488870648499576,130.74189318260835,90.11869964633765
16,8,2.6099235606266666,120.19373017642252,85.65042517793015
17,1,3.363225988911982,112.64059304858593,77.23011965140385
17,2,2.236833060032289,103.68984160158023,74.2560550905716
17,3,2.5166711943611073,111.93043935407516,75.31800669585405
17,4,2.7897245887214517,104.19246870672197,79.01294070286978
17,5,2.7343027346844226,104.72865285907783,77.8078888955182
17,6,2.944201601411735,134.26447289770002,77.45470266704808
17,7,1.8914890345307327,108.7679796199616,77.29119369358396
17,8,4.149583567262164,132.42962762993864,85.73966143528494
18,1,2.539337048957047,67.58522528180507,79.85764975600542
18,2,2.2277773242645527,59.14283816989454,80.11641856241262
18,3,1.8802634067950543,67.97694237578983,80.84051417465564
18,4,2.664605616291789,66.02093884441832,89.89442270255424
18,5,1.833177178948946,72.35342069707231,81.06210932907146
18,6,3.276456043591268,67.21979351546767,85.03638212621428
18,7,4.202100431636673,62.394418558743034,93.8790482864852
18,8,3.2387737535681516,64.42734417878557,92.41607193376004
19,1,2.779211592424402,147.0460096039287,73.44242143449537
19,2,4.004116291780285,123.00368622110011,71.55504095201182
19,3,3.2741956429638686,132.7817499786507,71.52533410664667
19,4,3.4378774743108824,148.7199560049309,74.40257549792962
19,5,3.2631257351356844,136.45053805868028,79.16815583596778
19,6,3.2443787380143645,127.55522760243936,76.32985764055739
19,7,5.337140158469795,145.70343774336095,76.80987499729034
19,8,3.389710584019773,148.55550990202855,77.56442621680662
20,1,3.9168578823725206,234.59396324012334,73.92809346092325
20,2,4.1579701226132295,234.00811327321367,73.04685123874617
20,3,5.114856065859573,235.61700448676768,76.92464583587115
20,4,5.190954527687223,230.60786507135685,84.26663415424831
20,5,4.332238075592129,224.43399579075202,80.10332120261542
20,6,4.75731193007691,235.51701727435196,79.5672125415486
20,7,4.715438220419697,248.24749578977142,72.78948461072555
20,8,5.183301515897418,258.98287598958063,76.32828012293018
21,1,2.9521068991566772,98.82544222483432,74.71318751490722
21,2,4.149029732820848,87.86609423630424,79.05891718785765
21,3,2.1908820965980333,89.49935756349623,82.69662645950298
21,4,3.3314294456083395,88.54048027661084,79.11168036579535
21,5,2.4996244817097857,89.8939907242429,76.42337166049636
21,6,1.3960024252624716,99.66470785752092,81.33332636994149
21,7,2.791912079124938,103.4497984434163,78.90044366902096
21,8,3.8516106116844178,115.11834106164561,87.26921522810791
22,1,1.4724305746679571,40.22438999072126,70.52915766716991
22,2,1.4621013228663489,34.88885548343444,68.71577560230614
22,3,1.7863729674968023,26.876585336090358,73.21343314321507
22,4,2.283721865906381,38.209723986470586,74.70242967646631
22,5,2.7014310144468245,47.78859735761884,73.56256139012915
22,6,3.2425045688400966,38.9971881536391,75.46087886915218
22,7,2.973139111715058,33.968655676217566,79.4316195123225
22,8,2.482558100876499,44.858147998739874,78.5077036279225
23,1,2.481759074059857,54.07247692502233,73.25247050835362
23,2,3.371163849042352,53.825811370592966,72.43344914956766
23,3,1.8485450573248186,60.704026660279034,74.21189213566917
23,4,2.0743134339816094,65.00767973233019,76.30437103109826
23,5,2.2068431791398995,73.71983570755876,77.50734631422637
23,7,3.4335817356626634,48.74438243909877,76.11256753099599
23,8,3.2725460990878332,78.6592771443207,79.80321937400954
24,1,3.127437438369245,111.96088014731272,81.91586784632041
24,2,3.0017372868272627,106.00990643898231,75.08271989406234
24,3,4.312136730841843,114.60792992688526,81.57039692118842
24,5,3.861971652489458,124.11257005568207,88.44230485774203
24,6,2.728485630086655,129.67097809025222,85.96319035820274
24,7,3.74940550086708,110.97040690656277,85.4920340600735
24,8,4.54831705273629,119.95998690507341,92.34444536018555
25,1,2.2977795550204183,106.897804124708,81.3681253907588
25,2,3.699318857576347,117.13523567510259,71.57025246979595
25,3,2.9232967604122124,104.23922658344657,70.13228766161879
25,4,2.816118791774764,118.69746518998312,74.67825903510897
25,5,3.4975301401738887,126.77289792551304,81.09438528981465
25,6,3.4721944828920646,122.788264246312,77.24266332492847
25,7,4.160213318164164,128.9643452094219,82.33915256125812
25,8,4.627089687534865,128.92149877294236,79.2775686967421
26,1,2.9364104333139838,87.94234498026985,84.57523807048373
26,3,3.668342188839671,92.3202727108745,90.83571183015712
26,4,2.2423694194867094,83.12437884832983,86.4829464602841
26,5,3.0336458715903682,88.36485191008737,87.1351840453534
26,6,3.665402033031325,97.0748639886546,87.47884476802147
26,7,3.8918391255277873,109.9066103215952,84.75161100689547
26,8,2.9038044883768737,108.2402863834398,88.2017241326748
27,1,2.559062411075258,92.11672714569092,72.7375042133708
27,2,2.60638843681833,95.16932108044409,72.00705601774064
27,3,2.786849045425228,96.68993858876254,66.45785195856263
27,4,3.982295301047504,99.35405739372364,71.0133403974241
27,5,4.521128191073719,96.1651015611354,76.13785628792041
27,6,3.696224031523654,119.80903246709212,82.57508567966906
27,7,4.184516565715693,101.35742858350147,77.92222113203542
27,8,3.7024415697552615,98.5911319586057,76.37226242231559
28,1,3.5141820288751213,185.70846888085913,77.25844623746467
28,2,3.2967074993594228,180.56684710876743,72.44185187947218
28,3,4.248214966386596,180.986696615395,74.38053523298392
28,4,6.289735779876484,193.54783167780008,75.65131646091993
28,5,3.6119928352075177,183.04091221716337,70.97341416114119
28,8,3.9630184899716028,186.9731057679586,81.75415521595103
29,1,5.9530292720429445,265.17643996357094,80.37007366259334
29,2,5.307041525593683,268.9992518060978,77.70151824451767
29,3,5.5485024427280685,254.18632786348243,81.15678572419057
29,4,4.0632855168949895,271.29846233868926,75.64219324119163
29,5,5.124031718168532,260.11143383507044,84.77977921774718
29,7,6.034283266415632,261.77689546816606,85.20375214330271
29,8,6.216596272002118,272.2855976115292,83.6754815440232
30,1,1.6949863990645369,130.53416086757957,80.14062855737784
30,2,3.807634244792634,127.95843353754894,77.76270301282227
30,3,3.8399259158193795,134.35291647628742,80.70406142113302
30,4,3.484581165709189,115.85419692098532,85.92544423072994
30,5,2.624928983582259,129.87739258259666,80.02119589299132
30,6,3.5463503675625976,120.97420837106777,80.84389829772675
30,8,3.3249428830122727,134.08565554494214,80.86440890237924
31,1,3.4653686147393987,137.25346371853385,89.03928845592925
31,2,3.528978162317167,142.40013080621043,85.35654200854512
31,3,4.007136018892666,130.53907582539986,92.8512695520314
31,4,4.151025233233417,143.40655391526516,94.00981537500094
31,5,3.8937587717522684,129.20687463924097,91.74008823855878
31,7,5.264544116590082,146.07647272771655,93.73329513088179
31,8,4.916819402223167,130.98228710829403,92.12919239525934
32,1,2.0520968469415344,102.23807691075696,69.7246297361379
32,2,2.9596041713962684,100.24726068896122,69.4812192073291
32,3,2.0729944269093084,102.88095478864061,68.03249054166615
32,4,3.093395092563748,112.58579037922422,77.02580093861772
32,5,3.3992587403905588,110.97523235614706,72.31862750934702
32,6,3.6696748217152195,109.70905900296023,76.63625450294735
32,7,4.978801550885631,114.59933207918525,77.12428718126314
32,8,4.292533786576176,118.85552557663205,73.13116490530426
33,1,4.151045857486038,137.7870218875001,77.34997652456168
33,2,4.328312702997255,144.48168449150486,81.57658486014736
33,3,3.844182450415717,149.51695382389366,82.28105797408124
33,4,4.179729722160424,157.09628420726247,83.8959606593388
33,5,3.655734991558618,148.6388456145931,82.53268439461777
33,6,2.9946853462405096,150.64930961281334,86.19112735068755
33,7,5.242446519284292,156.22365659614854,85.24472976200536
33,8,4.328990080117533,154.86203141077266,89.46089388879689
34,1,2.8159384098835485,76.41047346047166,85.27464624301089
34,2,3.5299792495395668,95.57335428593642,81.00383951447536
34,3,3.504098111254913,80.80920414090846,87.531662050155
34,4,3.387946919194288,89.58160102378797,85.64092388129644
34,5,4.571434195008891,90.74365832908798,92.56015139685925
34,6,3.5134693918520585,80.67567803021899,87.43397775919676
34,7,3.0730963501968382,77.91275049761565,85.59706204009998
34,8,3.773691375715866,101.30197436385804,93.70209501537812
35,2,1.167608861761296,79.80075875405635,72.55494190717336
35,4,2.2492553542113445,67.23879196339504,79.62406630866109
35,6,3.0464929617711567,84.6916994710849,79.67218288545739
35,8,2.753065846679462,80.37499579213173,78.18712834423648
36,1,3.768105344497554,146.212649902399,86.92064496600666
36,2,2.909940740118941,139.60795446379095,86.73871408946984
36,3,3.8492974290320245,148.30990726456088,87.1161021614424
36,4,4.288800205021134,150.2834937007771,88.54815321142955
36,5,4.613675211756211,154.8221605222691,93.02711696461725
36,6,4.7558169870315234,151.92415925113158,89.44573458631383
36,7,4.109908147114546,156.80886494568594,82.64514197288699
36,8,4.519390264894799,155.95680164339666,83.8946174625648
37,1,3.560403187415351,104.93197216833003,79.6617106637725
37,2,1.4405311783948216,107.46948721209678,83.61491639698411
37,3,2.9252961291564405,98.64322672737447,84.32162112882082
37,5,4.037724279687732,113.92844196604834,80.63130779903298
37,6,4.422481925279253,112.12911494782213,84.07176270162898
37,7,2.574643180534571,104.10390707785147,86.53184774112769
38,1,2.3577060428006966,99.96835146903254,80.08301989703111
38,2,3.5145735404139113,119.22140946211101,86.07387021469832
38,3,2.8564315376250424,96.64746894923482,81.38914637745916
38,4,3.1358993009384015,99.22694455778381,81.151029539279
38,5,2.2711296301463992,109.90830101136963,84.90258555188976
38,6,2.9831624417503444,113.27776147679425,80.76645183670881
38,8,3.902255328632623,117.8897545840937,88.15790384979151
39,1,3.7599602848598987,124.5814908048074,72.08353422902047
39,2,3.729311398994458,128.99738850268864,75.09344180022126
39,3,4.3825050297299315,149.68060518123758,73.85841355433644
39,4,2.8990705203708886,140.7876747839384,71.53520332385588
39,5,4.470356616574639,147.474581464454,80.5687485729172
39,6,4.105360251130617,135.43242495693767,72.87357559216012
39,8,5.111584828953378,163.8294572124583,82.01521352779748
40,1,3.36033577872724,72.08005171314099,69.18260167000383
40,2,1.6992029538274236,69.18757336231491,65.7047058307233
40,3,3.013993828292769,78.73710185330327,64.97607101513512
40,4,2.0799511071091774,71.43882759239102,61.91180356837712
40,5,4.019776919962956,83.16524508532613,68.61841360932733
40,6,3.66530055452933,78.1772474484253,68.78361865298125
40,7,4.288597272182913,90.65351277227633,74.22374782791005
40,8,3.781518387006211,81.3438717686021,70.55657264930169
41,1,4.40858391406577,204.40890026449333,87.90371809002161
41,2,4.499922911775056,192.49715156055103,89.95493491810745
41,4,4.421587768170088,199.22999135292852,92.18089452639381
41,5,4.505138229808975,200.65526085098037,93.91199121828039
41,6,5.430283667342443,199.44055195285523,94.36419246019936
41,7,5.441087000293431,204.4049677864277,92.48534559906997
41,8,4.822013972307039,214.39491546805806,91.85452164695442
42,1,2.8520208080915177,82.916807247141,66.27120638530381
42,2,2.460515858268783,86.32990693126783,71.89856812064528
42,3,3.2417356165896996,68.36596021255342,75.63913526075056
42,4,2.986515970782572,104.6473432113094,69.36730401944948
42,5,2.4719971120744653,96.7192856948186,68.13461585204469
42,6,4.031865775632926,98.7896029316589,77.85910888313109
42,7,3.017352172044757,106.53600511351729,75.76947781273712
42,8,4.813250978661642,96.73674009097289,77.68361987512297
43,1,4.500979221901911,147.30791075219136,75.84278836112381
43,2,3.9036351814912487,176.26284382737725,80.03843301375295
43,3,4.616055068856088,149.20188489140403,84.85989138746702
43,4,5.076678516371757,169.69628882506515,79.46397387508901
43,5,4.42126725061195,164.6863149716126,79.76530977202063
43,6,5.952572897446954,155.10375278294507,82.18506187427144
43,7,5.001622496637701,183.410238937902,79.79904539862923
43,8,4.491189451666787,168.94433238585734,84.12953924772354
44,2,2.9517744343369663,57.48454456124435,78.39527263355549
44,3,2.929519298129672,44.322635857291225,80.16092472322143
44,4,3.2248833200866605,53.00551813997606,78.38127872643366
44,5,2.5109944675243234,60.361395757328765,73.4802623280592
44,6,2.5844309229885214,70.99699191918626,75.52760981815105
44,7,3.742129848656936,60.66373395396445,76.03040930820768
44,8,2.63475016061946,61.94833658482206,79.50020747599473
45,1,1.9573493446127257,42.58537385896538,68.6827156516062
45,3,2.4238820889972623,61.07460044491733,67.28544737082414
45,4,2.7164750160280304,47.1096054200989,67.36496934411805
45,5,2.5515378053272055,56.71318789251448,68.98776475917376
45,7,2.4414815062532305,51.14688921660107,68.66552824352974
45,8,3.1277474140489643,65.51088766394066,73.65163910525045
46,1,2.5596678845970557,141.70293006856815,72.34037921604406
46,2,4.213218546805507,138.12059723267666,70.37745462649917
46,3,2.760866643889738,129.7783760046149,69.11459719017385
46,4,3.6609646915416287,145.92765789743066,72.03625227667742
46,5,2.9665627107653183,145.80487469293172,68.08531950554823
46,6,3.579381479426465,146.51908729370555,68.64911110757573
46,7,3.7123461418501287,141.08213736765975,75.46363978440795
46,8,3.405738389990292,154.93965829625404,77.45859269518118
47,1,2.7455871218745864,167.07182617465904,75.81498415056362
47,2,4.57911499757625,165.43370254337938,83.6766478155896
47,4,4.19688852635129,182.21611280091798,79.9424996808928
47,5,3.5046175011112797,184.70629884724383,77.18355598442693
47,6,3.173237221298109,184.97712043907154,74.23770400993706
47,7,4.2017329754900645,160.6050446685544,77.84419421345214
47,8,3.9938312514602123,193.8487787009554,82.76160272893159
48,1,4.489158929727468,228.73825545747815,82.66315778261065
48,2,4.112600156614652,221.09854033480016,83.92496463563197
48,3,5.116714682137309,230.54898548461057,81.66416626015359
48,4,5.650996918224269,219.19940968122958,85.72991026154723
48,6,5.069643715491528,232.05519688812186,87.59436865474545
48,7,4.8802913624951785,243.19145583256247,83.3939730563147
48,8,6.097182605620043,218.90276078521666,88.49482714172532
49,1,3.5471097555665247,120.41644487309594,59.02570448630698
49,2,2.7578499522224362,110.38872037264049,66.55257967617094
49,4,3.5458308337992435,112.82662150520864,61.946139858756325
49,5,3.9931790338257995,136.29515671723956,66.52302166989877
49,6,2.588533640933881,128.78952174676505,65.48650608746614
49,7,3.2109326968660525,117.88658099475666,65.59984541334858
49,8,3.823882172822664,124.08907435545326,63.67113321812523
50,1,3.2656341366494503,118.55342831586448,79.52560205680906
50,2,3.263317553456395,124.48312085968581,82.32468392658001
50,3,3.724519712446264,119.31269680510903,84.93924910204025
50,5,3.26791410622884,147.9893771214455,85.19838744187983
50,6,4.428566890762527,119.76446387825277,85.91148567637444
50,7,3.6333832010062665,121.72340541639761,85.75710239437895
50,8,4.099867528800014,149.29692330923456,85.39867302407829
51,1,2.858326974254502,150.29890130938455,89.46558036348311
51,2,2.8123953403946214,132.81324531223194,82.0999422407994
51,3,3.8025415012066093,141.9725735341481,88.4523938486854
51,4,3.006148494638162,139.3314406349654,86.29218469464581
51,5,3.70020884066522,149.08560788903247,81.63706739319808
51,6,3.2380128434363153,143.99484433180288,87.87868411356844
51,7,4.0378157098845255,151.66520063775286,86.01214452733088
51,8,4.3641842751518825,157.5141800720983,88.11172894468852
52,1,3.7199655122323394,108.42157085874662,82.17265400273837
52,2,0.8330932571460776,112.95609544111527,79.9631828909273
52,3,3.6367262745822426,123.41769638477072,84.70616231137979
52,5,3.529151800542796,117.45978637170602,84.35099765730442
52,6,3.4971439716497756,127.52991173929914,86.59576090208415
52,7,3.923754468332865,115.998999900348,79.2752239779131
52,8,3.155401904094071,135.01596853408273,85.32544175245222
53,2,3.266098698105378,104.542523515475,75.67635873683757
53,3,2.7487521180764714,108.40681231328058,75.00756725730635
53,4,4.225342216280293,96.78629750175666,82.86150560038386
53,5,2.710901138582246,104.35531658424264,76.29475804008081
53,7,2.612254317538138,127.89596916944006,78.71996481070599
53,8,3.4162933816347887,113.96991697898541,84.44866503628656
54,1,4.82351619552561,215.45181868019264,80.07583523735323
54,3,5.245636015751845,224.9171628605822,78.07172862669353
54,4,4.6039317049313615,236.48880473669493,79.38961977016872
54,5,4.375728928335845,246.11933905589066,84.8215613027204
54,6,5.156973037688445,238.11277659778546,77.98390745227849
55,1,4.591024912108141,194.25225824442467,58.57487193092479
55,2,4.163950887280402,188.37445703438485,64.05130157740282
55,3,4.178135106143225,204.65386130036254,59.096205730186995
55,4,4.835754748911247,188.99369910014613,62.914989978250716
55,5,3.779829764584659,196.82397530264208,62.946598123007696
55,6,4.433989594097148,187.73018688885492,60.29887154113099
55,7,4.752566898460836,216.08199990793156,64.7958418022118
55,8,6.388868267980914,198.56414071982337,72.62271885752881
56,1,3.951547573299416,133.82697511541392,76.99395026808281
56,2,3.787424863513285,122.65080986841716,82.13510376980562
56,3,4.8573006180737215,140.6976753754502,79.01056723551706
56,4,3.452426231173589,147.1945385050689,74.3837709645749
56,6,3.5649494008145464,157.85159253322303,74.15264658439382
56,7,3.035340057960087,147.45411688465148,70.1814953600082
56,8,4.1326043956347585,170.07471372102478,77.35012721033031
57,1,3.1297290578652452,154.69775165512343,71.92906431883179
57,2,4.32459545677354,155.6228790052252,80.94288132810564
57,3,3.995066355786207,155.64547223325758,71.96597020664113
57,4,3.3618118737387466,167.82865559067997,74.20332479998326
57,5,3.0831847732081163,171.42466213256247,77.9078437495281
57,6,3.7265738096841967,164.95966601511824,73.7450692749721
57,7,3.780655344459699,160.45669760862796,73.24256226265229
57,8,4.401632629341889,144.47857120899627,78.82801662651266
58,1,3.695268922402363,106.48637012408642,70.07778040006839
58,2,2.916242811457563,109.24264798795934,71.40089808780054
58,3,3.9086444426563416,113.79019339589902,69.97849527551914
58,4,3.6323718173403474,98.0637919152299,75.90003922777352
58,5,3.7180626378629986,96.07547797083521,69.19960119334102
58,6,3.3674012376084717,116.7299595465557,74.97833586333103
58,8,3.4934233660169998,127.63685849599915,74.17622991842951
59,1,3.230960489317653,68.60615690822611,70.30069082335386
59,2,2.5897689822256456,79.68640920478168,72.30759607642396
59,3,2.6984492021034976,64.56173935156292,75.8076378967098
59,4,4.072001265295416,67.41358589475543,75.01373100078024
59,6,3.448241616744717,86.3362892942027,72.92934211982765
59,8,3.2958685367171165,87.88350969337549,75.95597715322094
60,1,4.641094858898457,172.60862445837057,70.21872500835124
60,2,4.115966775197255,181.06116266802096,67.65311903764224
60,3,3.3092241516669945,155.80372370088492,68.45647340133777
60,4,4.9053933212723955,172.92233023656195,65.48142504876958
60,5,3.5821033688207358,171.29299846593264,68.97857288274413
60,7,4.102380780748996,174.81957275904222,71.17518679636798
60,8,5.210110305915384,172.90989833624803,75.68315145802814
61,2,2.3977482819508125,66.80050083210264,75.79979163015513
61,3,3.0958634146794197,56.22801981132406,75.78449453074379
61,4,2.936769261924191,68.90193105098727,74.75270887173394
61,5,3.7573660609105195,55.95495906353449,85.8792818690912
61,6,2.5002099199387966,62.210144557812875,82.6871095243856
61,8,2.9717680083394002,63.953778563454534,83.70353723020287
62,1,1.8099576869160612,152.28208818253555,75.09924701661734
62,2,2.995605042642036,167.7494098945644,76.90172378756695
62,3,3.21340832532782,143.8794982064043,78.9534617304713
62,4,4.359163165508749,153.68762636380094,84.26281679138299
62,5,3.919171243255171,160.64137594189074,87.44708984196063
62,6,3.3313703807114976,165.38967941781968,86.79574611712496
62,7,3.8405556491713035,156.48106013202766,83.68963211726482
62,8,4.9835461034951445,162.75498902142388,88.12345425288146
63,1,1.2329934312443407,76.75786482426703,69.66985403690961
63,2,2.070527053709949,70.52775863441234,70.79568739130917
63,3,1.9425378504612936,69.29134002468695,69.3985595365044
63,4,3.5177659685901244,71.73082449106458,79.95620438428676
63,5,3.153319845750069,71.01940746153053,71.16967598679157
63,6,1.7781010667641721,83.33436265350733,75.2740810802925
63,8,3.3315933402059916,85.74952395474517,83.34145884225461
64,1,3.1784666813950806,146.51767962584032,77.95230740073768
64,2,4.015544519987687,141.03438873878278,80.86335486833612
64,3,3.5872908531449674,153.92436592791617,79.62356569702456
64,4,3.225163797136094,146.63822262932862,72.26094191110647
64,5,3.8680777268230417,151.30340155897272,88.5146268404233
64,6,4.834300120732318,149.86311634602097,78.94415091908544
64,7,4.61584237389061,157.32216730457193,81.08118818086719
64,8,4.861932796957593,171.44608602150242,83.19848256876519
65,1,3.1890396933467517,119.96065503781253,75.96807505009609
65,2,3.8332661141715496,118.79206241698485,65.93255167257678
65,3,3.9506200491255576,109.56158205607497,77.82287886867105
65,5,4.215717573242184,118.8061709379859,77.49000717549052
65,6,4.55778098072758,132.40352499988205,72.23985624187696
65,7,3.5459398434015545,129.8998138870659,74.0461970169214
65,8,2.438694182574542,126.81580170593938,78.09321291623543
66,1,2.097244363981765,128.43598052447413,79.84397360257384
66,2,3.6088308975173513,112.95028438820215,84.63287560067864
66,4,3.0056515977669114,110.82918170003987,81.11365503554407
66,5,3.6038166865055694,129.2188960826002,87.34321866871035
66,6,3.741944479082901,129.522302080988,87.58804064353205
66,7,3.9495281746042044,140.10718275967676,88.86323299335616
67,1,4.823644502004405,178.70749099736233,79.8440692015093
67,2,4.804104533041653,173.57660403249062,71.42976434428684
67,3,3.3859214427956754,201.15522903845198,72.87101366632169
67,4,4.520737187593699,195.19912201939067,76.37829892854904
67,5,3.6852260087454662,198.89594512522103,76.79716421246276
67,7,5.432833499085903,201.21805824501985,76.39915420122824
67,8,4.9845149007391285,199.29920936045244,76.39975471962498
68,1,3.0930087762478364,161.96678704402282,71.35775868718169
68,2,2.828149904599284,166.05067771427676,74.52942693934145
68,4,3.5929882011081213,166.21234249335217,72.07276055900729
68,5,4.341853835858746,180.55487159971554,79.22096800804752
68,6,4.244353589212359,178.1170285068972,74.8473267145044
68,7,4.279904058956133,185.20284184405673,71.3137021568812
68,8,4.645769492540429,178.99061517281825,76.99164567267252
