student_id,group,score
138,B_neu,71.91013130143075
139,B_neu,89.14679990946901
140,B_neu,78.29561762281055
141,B_neu,86.5868060080934
142,B_neu,80.18514579018955
143,B_neu,87.05546488485264
144,B_neu,42.01446004910502
145,B_neu,59.095374722814796
146,B_neu,56.33558862802357
147,B_neu,33.009752232004104
148,B_neu,75.68766641689596
149,B_neu,85.16902387814335
150,B_neu,93.86498514936886
151,B_neu,68.63568008223075
152,B_neu,100.0
153,B_neu,67.85180876419409
154,B_neu,60.53889014529538
155,B_neu,83.893610497524
156,B_neu,76.399334734816
157,B_neu,68.21201500628328
158,B_neu,92.93252264321745
159,B_neu,62.3719760382156
160,B_neu,78.34388814182255
161,B_neu,90.04704667339605
162,B_neu,96.58685395628247
163,B_neu,96.73273784841867
164,B_neu,86.8144843845296
165,B_neu,76.59783190841117
166,B_neu,74.15817605117799
167,B_neu,79.96124335831067
168,B_neu,68.73981352011062
169,B_neu,51.39620300125003
170,B_neu,87.91389840865172
171,B_neu,65.50146073352421
172,B_neu,78.87802110289151
173,B_neu,55.39370185698102
174,B_neu,76.53615496586121
175,B_neu,78.05062190578944
176,B_neu,72.58485678663155
177,B_neu,79.67774654790998
178,B_neu,89.73209128762329
179,B_neu,94.61378441932814
180,B_neu,79.01525139019923
181,B_neu,80.96798842986333
182,B_neu,60.07474197722124
183,B_neu,100.0
184,B_neu,67.37401750733287
185,B_neu,84.4441612037354
186,B_neu,52.042804826435464
187,B_neu,79.65286528807785
188,B_neu,67.062418397261
189,B_neu,68.41617830191194
190,B_neu,70.69284078864926
191,B_neu,63.103606207480944
192,B_neu,93.17428678484501
193,B_neu,74.77621704157143
194,B_neu,72.49728083833995
195,B_neu,86.06884219759081
196,B_neu,69.72541753182232
197,B_neu,44.669592638734784
198,B_neu,88.72722421532117
199,B_neu,74.20125780199687
200,B_neu,87.76347197291982
201,B_neu,70.36787182342772
202,B_neu,78.02206707940523
203,B_neu,74.75788154792508
204,B_neu,59.896913083407235
205,B_neu,60.060200331820106
