firm_id,training_hours,productivity_index,structural_error
90,20.627888039002073,107.48244754489285,12.101093859088298
91,6.934507500342597,69.6994788682352,4.443562367481484
92,14.11192319809586,88.16776781485578,7.121536779044895
93,16.06149908225083,81.32154109422962,-4.013756886722209
94,20.350120151013527,92.7916498563256,-1.9786144759041704
95,17.781058726861104,89.65522975058057,0.5369005514861473
96,14.261128217060614,76.95721053952778,-4.417271538005579
97,19.852764444851253,93.31620069622285,-0.35988108244991485
98,8.344895084458948,36.929091154009996,-31.429678031799682
99,19.89545359284556,90.15479374176458,-3.6152041624956555
100,4.127221829189033,68.766608706012,9.68672068179611
101,19.799949893515027,100.31429555740894,6.7544057916758735
102,15.852105646054731,88.99359629702538,4.11896387570496
103,15.533373278757052,95.31267274063487,11.13925152736934
104,19.123796860899105,83.04867734804299,-9.023675745935053
105,24.3124662012038,118.61462592413014,15.127200281481782
106,20.260236817399285,94.3578464784755,-0.21467451980293537
107,10.80337331277859,86.6013132932965,12.833892005183603
108,21.956101243855,98.55804241968488,0.2546196832038829
109,12.40799655608608,84.76735319167798,7.469760768288612
110,3.142442241902002,53.815704588556265,-3.097668343628136
111,24.371713640336175,110.44621439248348,6.828444383743883
112,13.528857056394838,76.2146616147361,-3.5488239093325458
113,2.2861320558031704,49.90692351163126,-5.122567011135715
114,8.482934261260137,71.54390103097847,2.881445656206172
115,5.410864658208689,45.04246103410893,-16.86144121395018
116,12.690990496908162,81.4002790024602,3.4800999092622407
117,10.257131427607295,60.98903413316873,-11.576655007567325
118,20.378140682269603,98.56485558353464,3.732946082541505
119,9.573731258591103,77.89258179579542,6.830373026894996
120,18.05169690529066,87.10400855355965,-2.609724638079803
121,17.028824348450215,80.64955087136917,-6.813862695221308
122,18.642511261441378,78.86838038676042,-12.145144388410609
123,12.721593909531949,69.49181654776923,-8.495690053201058
124,8.956600955773004,74.85197037562598,5.147448272925371
125,23.94279037683566,103.71782372059509,1.0436848915566406
126,4.028250444454872,59.168073629056586,0.305922651255869
127,12.821179417715804,81.74674456231439,3.540149843339624
128,22.65631587383849,85.82724995317784,-14.016644969266855
129,9.586183275754967,73.90735079306616,2.8177475864052353
130,16.21523040221593,80.45865930509311,-5.214847579781948
131,5.629298017510195,73.0021895622988,10.61773392377636
132,10.629059405558905,62.838290305937804,-10.545640386291797
133,20.212321754458543,95.83310533900267,1.365997479193867
134,14.005477701370083,64.8036146458669,-16.008436297147288
135,5.632023625110253,62.70174712282552,0.3112951475829666
136,7.39796458650466,61.278489160565584,-4.997032929744676
137,6.930752597225792,56.76117607255493,-8.486479641341816
138,17.11430543774762,84.08203672559067,-3.569435237454106
139,11.626690875399724,67.33718603147274,-8.24153389440666
140,12.373897070125727,76.69989475905261,-0.5226787952239909
141,21.538547718426805,86.07775700147656,-11.307047979062414
142,14.764098509781922,78.86168604442662,-3.619330677093614
143,21.939629464977497,102.31370502732493,4.046520204374425
144,8.450794587875494,68.75346516804495,0.16171707471886052
145,18.43143329004088,65.28586447182671,-25.263288766263216
146,16.83794808407029,84.3669969959491,-2.6764887890055484
147,11.014881290186798,69.99258144189008,-4.240157396520866
148,19.417766763220936,99.08860971068862,6.369522831602546
149,12.479758046310174,80.21660668457712,2.761138982694732
150,23.08946534620098,91.1170166383169,-9.679807123325283
151,11.579174450842714,87.71066912899568,12.236485337141696
152,10.523242783969915,68.49604828005636,-4.655085844677457
153,9.53202971103216,70.20723643637946,-0.7632289278912943
154,20.751466228928184,94.9972930195965,-0.6559326840455131
155,13.63261445490248,63.86570371249485,-16.126048088290617
156,7.721587454254599,65.67699966714477,-1.3104927322153557
157,6.297100439803766,66.27760732057006,2.4239863530017614
158,11.332590820530548,80.42225926460338,5.490559459436177
159,7.071640693839231,70.60090968339061,5.0433001569443014
160,24.073046554831198,101.61022835287328,-1.350474067755373
161,13.187510767129737,66.91086524851718,-12.101658439168231
162,13.92019976906336,80.38485720923377,-0.23958228270562879
163,2.405410002110717,50.322450791496536,-4.96945121314704
164,2.9698080784545464,59.018017669037455,2.484439896437449
165,23.700737956333395,104.97674249764117,2.83511899370769
166,24.62928820938528,112.27284993578817,8.088415875140551
167,16.786499619179356,79.98241107360633,-6.947888088588259
168,9.64808140467279,71.56117016434716,0.33539107406701274
169,22.089288871531622,99.63567450638719,1.0392389890176195
170,5.952197299899647,67.96428521364044,4.869451153861208
171,9.908482895321585,71.57330177533382,-0.22536059437366676
172,8.513486356062778,72.80485959888661,4.075189615548496
173,23.2829991871548,104.69065855506437,3.4680603433238035
174,10.010086328120408,86.49296577778222,14.470775855917307
175,19.894439894904377,97.46537641001477,3.6976086412251337
176,17.243205281002776,93.03726990018924,5.102218281983137
177,7.846783130579449,57.75399401328343,-9.508928873991351
178,8.144480844735309,66.18708954400165,-1.730768314416019
179,21.722732797404486,95.9639368540813,-1.8260753002085914
180,10.630298417345873,77.39801289443534,4.011356376274419
181,24.04319428427664,99.84340787579704,-3.0516195496115675
182,15.351574902192986,76.49488924299511,-7.278575541829456
183,10.89462916368808,78.22105888476993,4.252874724656152
184,19.031657278834693,89.27134729066218,-2.598298722774146
185,12.864110580940844,82.74473467582271,4.443691397752859
186,12.542469023975077,68.73500311343358,-8.858428739311597
187,18.497123700859348,98.60547685966735,7.911804717776776
188,23.252538633108202,93.84166544888429,-7.313919543953762
189,8.430548919541804,72.96511936815924,4.417911745167259
190,18.294048131095856,84.60741963889761,-5.639486249513265
191,5.43808346010991,58.49555045333904,-3.468233158902761
192,14.331981061673428,85.43474917683247,3.9043908411509323
193,9.187784769398416,67.42778597621614,-2.785340516460366
194,14.50297189885049,82.38743091901539,0.4808927415443055
195,11.698894748751629,83.80331111864402,8.065742671390442
196,16.43016518019758,88.56064811240722,2.414284715972545
197,15.614265592364442,85.38865726904935,1.0372729658475741
198,3.590397608248352,48.55588932707815,-9.342985411068224
199,12.723323597091388,76.59302527746381,-1.3982866361372472
200,6.022828025792945,72.0695372797072,8.819315622962732
201,7.630622484305051,55.82895485063943,-10.958414614831687
202,21.5515828330508,98.89286804414431,1.479385811432534
203,16.614362404892038,83.91231805731832,-2.6392792334441664
204,11.045598250512969,72.68676062097651,-1.6135555301520117
205,22.6911531972101,102.90030819593046,2.9797711620682454
206,11.191692357623072,75.08892914714292,0.46720596037215334
207,13.647016094414125,66.24386292013888,-13.779572487572196
208,13.5448034960134,83.7516092031181,3.953041511888609
209,17.8619776748296,75.53456030289837,-13.761790581726759
210,6.877350350869087,62.00723906897397,-3.12293170293802
211,14.795210927560703,81.760481462956,-0.7889825776775526
212,4.753936301991415,72.55080539521148,12.092145530830372
213,3.1553561462574633,62.45415168370124,5.512368161934823
214,11.99413363350697,87.52196475344236,11.134870759727018
215,10.984291655906794,71.5986700047381,-2.566771638256857
216,6.844210837573876,68.53442319571042,3.477159353047885
217,24.192706587857714,109.10245392112996,5.8784994278429865
218,23.457663810173113,94.36154576569993,-7.245314616680935
219,12.391340066729374,79.95585593141166,2.694907784607035
220,4.818398730868533,56.50224701325123,-4.09823019465954
221,4.394796191367381,54.74721733237403,-4.921334288634212
222,3.337412645572804,50.07617886150172,-7.266128958758453
223,9.175162847693018,80.36403168958425,10.178673424659609
224,11.484842755809447,77.07508606556684,1.8084320027860539
225,20.20352470820352,96.61773699818379,2.1699826401360442
226,20.107552895267073,94.55930155268207,0.32268518309451255
227,3.7669945334645707,57.835394405477935,-0.45199356814412195
228,10.973663495820743,68.69027217377324,-5.451787517032402
229,17.58818698510779,99.0373204870946,10.343309119857468
230,22.179564622646506,113.9318197729464,15.136777603124068
231,6.015363934410175,78.34277970367276,15.10897904797038
232,24.545810810924092,117.4997001269857,13.498916342952693
233,9.29825730377952,70.33092833407645,-0.12523773423848963
234,17.449971133223997,100.00187518154188,11.61193868844909
235,10.567646589660002,72.44535285058093,-0.8034696466710698
236,4.02146847247424,67.83423539748988,8.987004758046549
237,6.501188304373453,66.19109277718472,1.888478507563122
238,6.859140130884172,65.11680189603001,0.026693608084832614
239,7.454140153638931,70.51067914675667,4.111570808751028
240,17.201800512940537,91.12052901355749,3.276567885088312
241,4.054812644281512,64.2541528741816,5.33356505676228
242,13.278469262585979,79.02212506169545,-0.19050731599371792
243,24.9572663218183,105.19965390049458,0.2936679924943213
244,4.845293369274178,57.39338035728597,-3.2662650551172234
245,3.209563919426773,68.03948092860921,10.978440305870304
246,3.02693155518445,58.97436784032398,2.3151184189181886
247,13.343747583024482,77.87537510179777,-1.4808695808560886
248,10.619265240172325,67.88577338413035,-5.476610144248761
249,22.078053208865118,94.11905706343238,-4.452659996070892
250,8.01273128780471,73.37778438158057,5.749775548410199
