hospital_id,period,nurses_per_100_beds,patient_score,oracle_hospital_intercept,urban
12,5,20.19039306306262,94.88738258939969,67.20959071918402,0
12,7,19.012186765306396,85.65782213768804,67.20959071918402,0
12,9,18.420691742156244,88.75994236709847,67.20959071918402,0
12,10,19.069176325850115,94.84447504786192,67.20959071918402,0
12,11,14.275564180811148,89.60286488295067,67.20959071918402,0
13,1,21.118079159664063,96.30747202579764,72.97265547756186,0
13,2,18.843041345926796,95.85275536841709,72.97265547756186,0
13,3,18.233377080401443,94.67276743281865,72.97265547756186,0
13,4,11.480275456952917,84.94138394465753,72.97265547756186,0
13,5,21.759375135351867,102.46110853582204,72.97265547756186,0
13,6,20.36743593382908,102.98320436184142,72.97265547756186,0
13,7,17.081776028419075,101.03438685240563,72.97265547756186,0
13,8,19.284026334952102,102.53043308209618,72.97265547756186,0
13,9,19.40134988570381,99.98915572455073,72.97265547756186,0
13,10,18.563277878995805,98.66281112422877,72.97265547756186,0
13,12,18.450488987569702,92.55195875707764,72.97265547756186,0
14,1,19.754482598618633,99.20434723068921,73.72889319067703,1
14,2,16.173840693487954,94.5463758160652,73.72889319067703,1
14,3,18.37429004085918,101.08690820159623,73.72889319067703,1
14,4,17.041591839231717,94.86180213735203,73.72889319067703,1
14,5,15.675892861517845,92.69561219828992,73.72889319067703,1
14,6,18.428743703368497,91.60014581404832,73.72889319067703,1
14,7,18.78564312644114,92.15089799520307,73.72889319067703,1
14,8,19.547332236998667,91.53216788554423,73.72889319067703,1
14,9,18.773169266531262,98.27995641270175,73.72889319067703,1
14,10,19.718431204484382,84.75936625292667,73.72889319067703,1
14,11,19.00887973855328,94.41947017868053,73.72889319067703,1
14,12,21.270382643705304,100.63392185447076,73.72889319067703,1
15,5,12.648537324919339,81.5897747504444,67.06677632664888,1
15,6,17.286045935242434,90.55531117865789,67.06677632664888,1
15,7,17.940874386228067,87.92058855624487,67.06677632664888,1
15,10,13.654634737199935,83.33254686993598,67.06677632664888,1
15,12,15.437686543705233,86.83422012731387,67.06677632664888,1
16,1,21.675179240878965,101.35934913056495,75.46181433869702,1
16,5,21.476613856300787,102.96778113791987,75.46181433869702,1
16,6,24.07551041639299,106.20123115898119,75.46181433869702,1
16,8,21.73337102290945,96.78739512919269,75.46181433869702,1
16,12,20.025124373809657,98.57892593716431,75.46181433869702,1
17,1,20.247218292751928,91.2380735422315,70.59837136290608,0
17,2,19.37374504959955,91.02712229766891,70.59837136290608,0
17,5,17.402208823582043,93.43321737177999,70.59837136290608,0
17,6,17.572931984192643,91.9263361147094,70.59837136290608,0
17,8,20.285702781155344,96.14835705827876,70.59837136290608,0
17,9,18.52858535476963,88.16118108309553,70.59837136290608,0
17,12,17.919695454273423,96.51166371951555,70.59837136290608,0
18,1,21.242808762500445,95.54826709878645,76.94668282757202,1
18,3,22.11426765037956,96.60290871716411,76.94668282757202,1
18,5,20.345274346672902,100.96652075474073,76.94668282757202,1
18,7,24.149043655115,108.68171929467744,76.94668282757202,1
18,10,23.909724962339162,104.35496696325059,76.94668282757202,1
19,1,16.846152132011067,85.17648996444618,67.6870011645491,0
19,2,19.544977804011463,98.7093633309249,67.6870011645491,0
19,3,20.73639528603969,99.32013367927308,67.6870011645491,0
19,4,16.927841090487473,93.80637981735862,67.6870011645491,0
19,5,16.758283112379328,92.29044327842756,67.6870011645491,0
19,6,17.431270150937877,88.61787214971696,67.6870011645491,0
19,7,17.987043226234853,90.90973697857507,67.6870011645491,0
19,8,18.292541788237667,89.54279765243744,67.6870011645491,0
19,9,17.032567522170677,86.4929496635953,67.6870011645491,0
19,10,19.703760600514673,92.48907309462581,67.6870011645491,0
19,11,16.588933128833073,84.85541584702442,67.6870011645491,0
19,12,15.845985525029374,89.57707156878945,67.6870011645491,0
20,1,15.836467305016575,82.77111617463163,67.27327505691737,0
20,2,16.405561211909635,80.82648162187601,67.27327505691737,0
20,3,15.07528487725923,92.50925558508492,67.27327505691737,0
20,4,14.38306405528948,93.86926638836673,67.27327505691737,0
20,5,17.3451874199529,95.49124786939258,67.27327505691737,0
20,6,14.579738475121232,81.63401052326648,67.27327505691737,0
20,9,16.44663241452865,91.18694209005491,67.27327505691737,0
20,10,17.92740994432963,88.33358411788824,67.27327505691737,0
20,11,16.46559628484411,88.52656081369089,67.27327505691737,0
20,12,16.391165505964736,91.29464154056996,67.27327505691737,0
21,2,21.125369352062126,94.27244199116917,71.85934769588206,0
21,3,17.9172937670493,96.54106994119432,71.85934769588206,0
21,4,17.59582809356429,90.15575875139749,71.85934769588206,0
21,5,19.074978152395303,92.61960366663074,71.85934769588206,0
21,9,20.347778391682922,101.32275546270421,71.85934769588206,0
21,10,14.831998734590053,86.3058085313692,71.85934769588206,0
21,11,19.10229683805741,97.28077836020455,71.85934769588206,0
21,12,19.864397253468354,95.64098071454409,71.85934769588206,0
22,1,14.920691853372443,93.07531684617523,67.8031651169284,1
22,2,15.969487068630892,75.91244146147478,67.8031651169284,1
22,3,13.770961735783121,83.88627626112329,67.8031651169284,1
22,4,17.507497470087955,93.06206095235315,67.8031651169284,1
22,5,19.379667888434952,92.82804687924023,67.8031651169284,1
22,6,21.280376516322868,88.60738183624426,67.8031651169284,1
22,7,16.577322380162737,90.91266284457859,67.8031651169284,1
22,8,14.858357626384446,81.92205375242538,67.8031651169284,1
22,9,20.278305789819058,88.96382626382876,67.8031651169284,1
22,10,16.968260357383414,92.62083875450529,67.8031651169284,1
22,11,20.18616643604618,86.33207445061312,67.8031651169284,1
22,12,20.27242537013968,88.03190357959859,67.8031651169284,1
23,1,18.367730112432135,95.72794818844295,69.75726814514915,0
23,2,15.948554557787611,83.72650725362547,69.75726814514915,0
23,3,17.341413622886407,90.47156415632911,69.75726814514915,0
23,4,15.829024366552307,87.731565193562,69.75726814514915,0
23,5,21.27762200374531,93.94374074525834,69.75726814514915,0
23,7,16.452642457663025,89.03943279807585,69.75726814514915,0
23,8,20.27085607549354,90.24177046545424,69.75726814514915,0
23,9,14.886439903122419,87.97509538179288,69.75726814514915,0
23,10,21.521255095760484,97.54821780613314,69.75726814514915,0
23,11,15.543184875040975,83.68474700208492,69.75726814514915,0
23,12,19.036510478019714,92.91914174292229,69.75726814514915,0
24,3,18.049454185532326,97.53668984494044,73.3179353015659,1
24,4,20.144001179671235,96.81070318253543,73.3179353015659,1
24,5,20.561628394151526,95.68918025477548,73.3179353015659,1
24,6,23.62306150977828,98.03863011822162,73.3179353015659,1
24,8,16.248249005667322,96.918984239365,73.3179353015659,1
25,1,13.690324936808523,84.29575262328198,69.20255060673117,1
25,5,21.383545942698856,89.89001550598843,69.20255060673117,1
25,6,18.401877550119366,96.4370465636642,69.20255060673117,1
25,7,15.419933013940174,95.21034597000676,69.20255060673117,1
25,9,16.927432224291394,87.32806452084304,69.20255060673117,1
26,4,20.00861769724698,100.64160971023655,78.11941496868434,1
26,5,19.407373891721463,97.69478078524418,78.11941496868434,1
26,9,19.78229030814814,90.20188304181876,78.11941496868434,1
26,10,21.6896745924745,108.93276417220117,78.11941496868434,1
27,1,19.383185480831624,87.00079397456807,66.9921175247851,0
27,3,17.998776489446534,88.61062863539229,66.9921175247851,0
27,5,14.562796245969778,83.40435297289191,66.9921175247851,0
27,11,15.126582940041715,81.972541741785,66.9921175247851,0
27,12,13.561825325788808,84.77852613094065,66.9921175247851,0
28,1,16.105774012206908,77.89267990835079,65.58897104436787,0
28,2,18.159150950579743,83.90096335046881,65.58897104436787,0
28,3,14.675800075263432,86.7669990093916,65.58897104436787,0
28,5,16.60882501048315,85.45858035784661,65.58897104436787,0
28,6,15.066091903876806,89.08102755281237,65.58897104436787,0
28,8,15.372880231807681,78.24527058535367,65.58897104436787,0
28,9,13.94249924838304,83.37476431095482,65.58897104436787,0
28,10,15.798896475502548,80.83553352413045,65.58897104436787,0
28,11,17.06834732224199,87.22016793206143,65.58897104436787,0
29,5,18.558830041114533,91.17251187062115,69.8709216163792,0
29,6,18.683767515324845,82.96641469270621,69.8709216163792,0
29,8,15.757513815786789,88.48629727651844,69.8709216163792,0
29,9,20.208124432644716,94.39255709751615,69.8709216163792,0
30,1,22.278685199949948,100.88464233965337,72.48608963198608,1
30,3,18.00342596358975,94.95951081961107,72.48608963198608,1
30,4,16.93023321520001,99.36939008011879,72.48608963198608,1
30,5,20.135356404657422,100.86496784970075,72.48608963198608,1
30,7,22.458229348648356,94.13499114858975,72.48608963198608,1
30,8,22.066567609099145,104.39316257912864,72.48608963198608,1
30,9,18.956595971450625,90.67937375529293,72.48608963198608,1
30,10,19.95979486548285,99.82162075536048,72.48608963198608,1
30,11,18.538819812804444,102.96727647852629,72.48608963198608,1
30,12,17.16048221897989,89.87882471481335,72.48608963198608,1
31,1,23.083383415394103,110.74004663363226,78.698959455927,0
31,2,21.168887719386582,103.34701120004429,78.698959455927,0
31,3,21.21430010693072,105.73922485709473,78.698959455927,0
31,4,22.531245236371326,108.81339755355289,78.698959455927,0
31,5,23.611445446937438,107.1446977364205,78.698959455927,0
31,6,20.518362775901767,104.79183308457422,78.698959455927,0
31,7,21.912331932732762,103.72229287933614,78.698959455927,0
31,8,21.49855030806257,105.55347713509697,78.698959455927,0
31,9,23.552349775172335,110.9007989438457,78.698959455927,0
31,11,21.906813865383928,108.97299999815371,78.698959455927,0
31,12,19.381262293014636,96.24309149670577,78.698959455927,0
32,1,17.123748669933065,84.86052061787547,65.33658475905547,0
32,2,15.535573859029647,85.72415113081492,65.33658475905547,0
32,4,16.728563704037107,84.09237421448407,65.33658475905547,0
32,5,16.98705049572519,85.62106642289308,65.33658475905547,0
32,6,15.329249957172419,85.56316817012205,65.33658475905547,0
32,7,11.602118239611698,84.08867888134029,65.33658475905547,0
32,8,16.933234574045077,79.59602334897156,65.33658475905547,0
32,9,19.42719037331096,88.01827815567474,65.33658475905547,0
32,10,15.307652817738708,85.18634169209926,65.33658475905547,0
32,11,20.946978342387197,99.1814139608326,65.33658475905547,0
32,12,17.608300015145176,86.23177323705882,65.33658475905547,0
33,1,18.9829792909012,96.43493538946703,72.95271618672345,0
33,2,25.273007303516337,107.76940649589687,72.95271618672345,0
33,3,17.744073486626096,89.97564329726225,72.95271618672345,0
33,4,18.396533191343284,91.38197175570366,72.95271618672345,0
33,5,16.130157576381237,90.6409473110058,72.95271618672345,0
33,6,22.476285167305367,103.1211121376816,72.95271618672345,0
33,7,17.739808323486738,93.3491600341541,72.95271618672345,0
33,8,16.910957903788105,90.04758426130226,72.95271618672345,0
33,9,23.271360071199354,108.22558972335068,72.95271618672345,0
33,10,22.213206898146538,98.68791784218062,72.95271618672345,0
33,12,20.728092305478807,104.40680210280338,72.95271618672345,0
34,1,20.357765012427333,99.41466071392722,76.14887653502272,1
34,2,22.907938564352737,107.11110210275409,76.14887653502272,1
34,3,23.474069456291083,109.37425153387814,76.14887653502272,1
34,4,22.101340864561905,100.13968255303651,76.14887653502272,1
34,5,21.431618656826576,104.72015751702646,76.14887653502272,1
34,6,21.578768466870773,100.23073511495345,76.14887653502272,1
34,12,16.813982794699825,100.97021652304909,76.14887653502272,1
35,1,17.7047426161796,90.43338906992221,69.43700971162674,1
35,2,16.94039691988038,84.13007040161389,69.43700971162674,1
35,3,16.73142775538589,91.09822993357979,69.43700971162674,1
35,4,18.631136029789307,93.61722071214542,69.43700971162674,1
35,5,15.450661249736596,86.69811118437853,69.43700971162674,1
35,6,16.34412380661461,90.49512580999502,69.43700971162674,1
35,7,18.958680780823446,94.67125811832946,69.43700971162674,1
35,8,18.222408271383888,95.20128600230849,69.43700971162674,1
35,9,16.12374101640659,91.61219448547834,69.43700971162674,1
35,10,16.180083807539944,93.78600810855761,69.43700971162674,1
35,11,19.142542759716033,94.60865894283444,69.43700971162674,1
35,12,20.479466775610966,94.47690969857847,69.43700971162674,1
36,2,24.513737649638983,106.81222255421446,77.16018004887353,1
36,3,21.434323937931254,106.62054080472902,77.16018004887353,1
36,6,17.016313280024537,96.03331081709665,77.16018004887353,1
36,8,18.807369760860265,97.77948770320006,77.16018004887353,1
36,11,21.97338348917747,103.02743099621932,77.16018004887353,1
37,1,19.12393674286005,96.70883953661404,74.69870202414538,1
37,2,20.178498863371697,95.19885564758727,74.69870202414538,1
37,3,21.865707986194348,107.68929882213637,74.69870202414538,1
37,5,18.929961673619594,97.75937960422549,74.69870202414538,1
37,6,21.100953048688716,98.6790339568036,74.69870202414538,1
37,7,18.1148841632658,101.20741385042479,74.69870202414538,1
37,9,19.29977633747044,92.30487970513481,74.69870202414538,1
37,10,22.57774659893483,102.4100500980796,74.69870202414538,1
37,11,19.609324291321524,99.53295110654696,74.69870202414538,1
38,5,20.722548010002626,98.20066962274753,74.8216804142549,0
38,6,19.868072544792973,98.54217011566529,74.8216804142549,0
38,7,17.108437283750558,94.65366987062224,74.8216804142549,0
38,9,23.008045722005694,108.29590417844076,74.8216804142549,0
39,2,18.73039568082108,96.85940401206226,66.363664340803,0
39,3,13.877798968879263,86.74548148246527,66.363664340803,0
39,4,16.132243844241348,88.84986843105114,66.363664340803,0
39,6,17.46744616554885,90.14798796266138,66.363664340803,0
39,8,16.472960676507657,94.24445315307064,66.363664340803,0
39,9,17.515857391286225,93.31991721543444,66.363664340803,0
39,10,16.968938944571054,82.89681780070352,66.363664340803,0
39,11,16.851036294585214,84.42192763869483,66.363664340803,0
40,1,12.356013953483961,70.78325351132013,60.992585570983195,0
40,3,16.440373026777294,85.27297574330774,60.992585570983195,0
40,5,9.917394878857234,78.18330206967687,60.992585570983195,0
40,9,14.032553041643059,73.6351745329393,60.992585570983195,0
40,10,11.673681148345118,82.57011804277812,60.992585570983195,0
40,12,12.15067057157166,72.38224950560353,60.992585570983195,0
41,2,21.091290855334698,102.49794004292394,77.20567810258869,1
41,4,22.989660641048914,100.65163067235221,77.20567810258869,1
41,6,20.731035727716254,101.95918519752999,77.20567810258869,1
41,7,22.470503369848394,105.82979600559234,77.20567810258869,1
41,8,21.93978133767347,100.2283715587146,77.20567810258869,1
41,10,19.871138216105685,103.5958502267255,77.20567810258869,1
41,12,21.845337897089742,103.9282261193629,77.20567810258869,1
42,1,16.94662867631272,91.09743309299105,65.92109798167202,0
42,2,18.071618436961522,86.62230863957772,65.92109798167202,0
42,5,15.693192725758312,84.01912742918893,65.92109798167202,0
42,6,16.34330478216693,76.40651871951577,65.92109798167202,0
42,10,16.538970659428024,84.59945250267006,65.92109798167202,0
43,3,17.2903704859622,86.35510363673441,69.89732168069595,0
43,6,19.232225201223017,97.0851818019453,69.89732168069595,0
43,7,16.9833775738232,88.08129782573675,69.89732168069595,0
43,8,19.611593773194464,94.58317920075005,69.89732168069595,0
43,9,14.770435867393577,92.27891501585378,69.89732168069595,0
43,10,17.529935497867,87.56371468767219,69.89732168069595,0
43,11,14.574219204185429,81.42606227384078,69.89732168069595,0
44,2,19.189161044220402,100.01834333811888,69.33855682821915,0
44,4,19.67676480259688,91.30634123272831,69.33855682821915,0
44,5,15.335262072897198,86.35627546586673,69.33855682821915,0
44,6,17.25009178857609,85.49422777918213,69.33855682821915,0
44,7,16.182613439687945,82.05449155450248,69.33855682821915,0
44,10,17.5504700884309,93.77050189503005,69.33855682821915,0
44,12,15.956557905181642,88.767395578614,69.33855682821915,0
45,1,14.741203672058335,80.78343137965585,62.70702115535924,0
45,2,15.616711360676272,84.45591411499231,62.70702115535924,0
45,6,12.325752998902509,76.403536097121,62.70702115535924,0
45,7,15.706439509421173,77.87788437358695,62.70702115535924,0
46,2,17.176259062844466,86.99862384948536,64.12538068626701,0
46,3,18.280227611566314,86.75849295422938,64.12538068626701,0
46,4,12.926748325843569,75.43418525216119,64.12538068626701,0
46,5,17.278211800377,86.83827246572888,64.12538068626701,0
46,8,18.29151231781499,90.80760361785784,64.12538068626701,0
46,9,18.926006389723725,91.07387318955921,64.12538068626701,0
46,10,18.08246417077305,89.2551645042766,64.12538068626701,0
47,2,16.464800367803853,96.61678636474119,71.06727653526667,0
47,4,20.76698619045726,95.57660992143431,71.06727653526667,0
47,5,19.93478809082887,95.96844692498541,71.06727653526667,0
47,6,18.476924420635754,98.85316581225351,71.06727653526667,0
47,7,21.539053112194807,101.9983670069684,71.06727653526667,0
47,8,19.40969618361996,94.72164879642312,71.06727653526667,0
47,9,18.85276568587712,96.42204483133008,71.06727653526667,0
47,10,21.520410834308564,97.98704063189935,71.06727653526667,0
47,11,19.678396313687678,93.70575054659784,71.06727653526667,0
48,1,21.968620660036812,98.51757878792326,74.05913536482102,1
48,3,21.78852300475382,103.69397293626595,74.05913536482102,1
48,4,19.56576418809161,98.2641527577781,74.05913536482102,1
48,5,19.373564388507088,100.680693019689,74.05913536482102,1
48,7,20.178666096633005,99.43415772800408,74.05913536482102,1
48,8,19.19515075038359,91.13631806892485,74.05913536482102,1
48,9,18.85976543828766,96.03448340525787,74.05913536482102,1
48,10,20.73615891267282,100.6158051558129,74.05913536482102,1
48,11,14.457438991736698,95.67298691874863,74.05913536482102,1
48,12,19.505480045469913,103.76805907389739,74.05913536482102,1
49,1,13.522848889235377,80.0785483104993,57.483477050078406,0
49,3,11.341087719707387,70.97871636109473,57.483477050078406,0
49,4,15.372784270007466,73.52009176740609,57.483477050078406,0
49,5,10.610391169112102,71.95584827418209,57.483477050078406,0
49,6,17.850934737991118,81.75140362931249,57.483477050078406,0
49,7,14.8444295470194,71.63305316942674,57.483477050078406,0
49,9,15.817035503662561,83.19264053210267,57.483477050078406,0
49,11,15.109295987413084,73.54685427335372,57.483477050078406,0
49,12,13.430750066321863,75.47885283269397,57.483477050078406,0
50,1,23.554241381506017,99.49003531155302,76.1085540964167,1
50,2,22.18601978582078,102.24218430813535,76.1085540964167,1
50,3,22.666056315311494,105.19784749561533,76.1085540964167,1
50,4,16.66357540176609,101.68020696883605,76.1085540964167,1
50,5,22.109188030819904,97.71047299150015,76.1085540964167,1
50,6,21.662329714330646,99.88751939955061,76.1085540964167,1
50,7,19.573265376775478,95.9354113387505,76.1085540964167,1
50,8,19.422181181968078,101.28180166248308,76.1085540964167,1
50,9,19.861759985326664,103.0476093312179,76.1085540964167,1
50,10,18.548849925934398,93.81825052322091,76.1085540964167,1
50,11,18.70880757519933,93.70142566717847,76.1085540964167,1
51,1,23.034602629432904,104.8564327807503,76.98286399316683,1
51,3,21.295462724494786,98.23954941516702,76.98286399316683,1
51,4,20.62688141614941,100.24182834368082,76.98286399316683,1
51,6,20.844249491332192,102.85805848030374,76.98286399316683,1
51,7,19.63698442622591,105.70169247642703,76.98286399316683,1
51,8,23.508636376410028,101.35675544414228,76.98286399316683,1
51,9,18.352674822353837,98.36932197444854,76.98286399316683,1
51,12,20.756241004554596,102.39312447315967,76.98286399316683,1
52,1,21.22364441423023,98.96512958084055,72.83534427258819,1
52,2,16.88882581292553,95.83602262898044,72.83534427258819,1
52,3,17.47260479109819,91.6729904804914,72.83534427258819,1
52,4,20.271501763298954,92.16883654999721,72.83534427258819,1
52,5,18.16249275888213,92.80305430149238,72.83534427258819,1
52,6,20.829878193036226,92.99518662318178,72.83534427258819,1
52,8,21.276644513936073,104.2043933822158,72.83534427258819,1
52,9,16.62569892329313,90.92379516559322,72.83534427258819,1
52,10,18.670701915244248,99.55993386186198,72.83534427258819,1
52,11,17.385180107371404,97.90223903827699,72.83534427258819,1
52,12,19.60368653948039,94.85586872501615,72.83534427258819,1
53,1,15.075212700276785,84.08929800242885,70.16663116320767,1
53,2,19.988028247544175,94.54156457223829,70.16663116320767,1
53,3,18.850390689525266,99.0659528610924,70.16663116320767,1
53,4,17.54945687098744,89.76788546562585,70.16663116320767,1
53,5,18.754481678001152,93.54043839806289,70.16663116320767,1
53,6,19.7862642678391,98.89436616863522,70.16663116320767,1
53,7,15.463728953124258,94.34156488767356,70.16663116320767,1
53,8,17.179699014608513,89.03180780868233,70.16663116320767,1
53,9,14.425810677951745,93.18329846257136,70.16663116320767,1
53,10,14.862348473507712,88.58360429651805,70.16663116320767,1
53,11,19.293645816331583,94.11640284823952,70.16663116320767,1
53,12,17.396483354575867,97.94786424669527,70.16663116320767,1
54,1,17.570187906245014,99.42981505094843,70.86788649401915,0
54,2,21.896714845349255,96.0179744748368,70.86788649401915,0
54,3,14.518001973324013,89.05856806518798,70.86788649401915,0
54,4,17.079663189387052,89.47477818504841,70.86788649401915,0
54,6,19.624654809688792,102.42996840581803,70.86788649401915,0
54,7,19.62730022158744,88.00517057530202,70.86788649401915,0
54,9,19.970388249776153,98.62831649200528,70.86788649401915,0
54,11,16.53252241837523,87.3151216750003,70.86788649401915,0
54,12,19.283878321572345,92.9379130489341,70.86788649401915,0
55,2,12.737828694481596,67.86366532818668,56.17523738433103,0
55,3,11.38208929224025,62.8595996833796,56.17523738433103,0
55,4,12.416466494575857,72.596801098799,56.17523738433103,0
55,5,10.576098391003242,77.40792912218089,56.17523738433103,0
55,6,11.43610824626088,73.26820918471657,56.17523738433103,0
55,7,8.443315346473772,63.1202829431687,56.17523738433103,0
55,10,10.763152947510175,62.29940873746527,56.17523738433103,0
55,12,10.703355300860716,68.79633786759344,56.17523738433103,0
56,1,17.273667759970596,91.09545850842947,68.06254739018036,0
56,2,15.095753871521381,84.04792845519353,68.06254739018036,0
56,4,17.46260006724577,88.06179882576748,68.06254739018036,0
56,5,17.951926348691686,81.73453192621102,68.06254739018036,0
56,6,14.901080582373247,83.94602235663451,68.06254739018036,0
56,7,17.575362461303065,88.41201009417513,68.06254739018036,0
56,8,17.496824535871784,84.87825611021123,68.06254739018036,0
56,10,17.26157038727487,91.33827799266417,68.06254739018036,0
56,11,15.71265329732445,91.41205171107237,68.06254739018036,0
57,1,16.903727834097165,87.62807934251573,67.59118977717831,0
57,2,18.31344292587795,88.50266142043415,67.59118977717831,0
57,3,18.75977482383893,95.30090440046334,67.59118977717831,0
57,4,17.17402117064022,85.02203811068838,67.59118977717831,0
57,5,13.789403938268984,79.40671710641365,67.59118977717831,0
57,7,19.53128902253483,94.01981020152289,67.59118977717831,0
57,8,16.851066555186584,80.96238874876774,67.59118977717831,0
57,9,17.537656641368997,90.25458648818136,67.59118977717831,0
57,10,17.307662770946177,86.49028334817865,67.59118977717831,0
57,11,15.81843525604206,88.18871122576346,67.59118977717831,0
57,12,15.822606099009906,91.96363165549282,67.59118977717831,0
58,1,18.618646999684138,83.30298838041098,64.76796445400436,0
58,3,12.443704430504258,86.66038734002387,64.76796445400436,0
58,4,15.857550433160721,81.1306319067541,64.76796445400436,0
58,7,15.094059741395506,88.34667554833861,64.76796445400436,0
58,9,16.983082881700057,79.04892373396251,64.76796445400436,0
58,12,15.546945532691403,84.01189386206116,64.76796445400436,0
59,1,19.0256326109702,94.27607884299177,66.90693912463699,0
59,2,16.75549817537856,86.74527571580576,66.90693912463699,0
59,3,13.04805073383086,84.26668189379103,66.90693912463699,0
59,4,16.728445387883063,82.87995736012228,66.90693912463699,0
59,5,15.227972973581464,82.67076962820452,66.90693912463699,0
59,7,17.89937176414825,92.10860102037397,66.90693912463699,0
59,9,16.92114235833233,82.41329959187965,66.90693912463699,0
59,10,16.82054756738693,83.67873510497274,66.90693912463699,0
59,11,18.038726018820558,88.2021700918955,66.90693912463699,0
60,1,11.977564949540215,76.5556477346693,62.679914094446566,0
60,2,17.176416510623355,82.39952927224132,62.679914094446566,0
60,3,18.703864534374127,80.20653227788623,62.679914094446566,0
60,5,17.18094208514491,86.98220056757134,62.679914094446566,0
60,6,13.099261821708366,80.67383863773321,62.679914094446566,0
60,7,15.651045871444593,71.55968747509651,62.679914094446566,0
60,8,19.13441610734448,92.78781536434971,62.679914094446566,0
60,9,13.71693688671743,80.59673069819807,62.679914094446566,0
60,10,13.836764064759747,79.45441362540056,62.679914094446566,0
60,11,13.7021925959983,83.56481519561936,62.679914094446566,0
