store_id,discount_percentage,weekly_units
88,1.2356637438473839,136.36218001466608
89,10.430621286893837,163.56114348097404
90,16.198163512175718,177.86938333523162
91,4.290876087254432,161.66293993125225
92,10.532107128779009,140.06851589583553
93,12.227390506305069,135.0794186793062
94,15.956626218272634,127.80254817881321
95,13.722659762487917,145.66044968328117
96,10.661850623530968,160.55062332300318
97,15.52414299552283,156.64322520963802
98,5.517300073442564,179.6278657132003
99,15.561263993778747,188.24204319721454
100,1.849758112338289,153.8976611079347
101,15.47821729870872,139.14469752197837
102,12.045309257438896,177.09062675385957
103,11.768150677180046,151.8389617648336
104,14.890258139912264,193.73153069745314
105,19.402144522785914,207.90563817871876
106,15.878466797738508,136.77600485794474
107,7.655107228503121,175.8565538529673
108,17.353131516395653,193.9404811926172
109,9.050431787900939,176.4939917806086
110,0.9934280364365233,83.25786687686622
111,19.453664035074933,157.43545526562025
112,10.025093092517249,130.6533056473928
113,0.24881048330710476,159.37646298109408
114,5.637334140226207,132.5656637863143
115,2.9659692680075556,113.37438700149383
116,9.296513475572315,166.7530231342381
117,7.180114284875909,179.35626116427866
118,15.980991897625742,181.82910809125684
119,6.58585326834009,162.01236223953555
120,13.9579973089484,149.3310016558383
121,13.068542911695838,153.022458497887
122,14.471748922992502,165.09306099237173
123,9.323125138723434,134.16540185990286
124,6.049218222411308,137.02302628457795
125,19.08068728420492,79.02431800324077
126,1.7636960386564104,113.9935751081703
127,9.40972123279635,178.5001658290019
128,17.96201380333782,194.99355950900056
129,6.596681109352145,152.66180543963443
130,12.361069914970372,191.89337076794033
131,3.155911319574083,101.26874725267521
132,7.50352991787731,189.7830906332625
133,15.836801525616124,166.8395467024642
134,10.439545827278334,191.42454999803377
135,3.15828141313935,130.27053074943018
136,4.693882249134487,157.42464914830538
137,4.287610954109384,123.18261928849023
138,13.142874293693582,180.76751158028037
139,8.371035543825847,134.02303191481332
140,9.020780060978893,131.05431827313757
141,16.990041494284178,179.9746421584968
142,11.099216095462541,100.60564449279333
143,17.338808230415214,182.89173690769016
144,5.609386598152604,100.65111289580992
145,14.28820286090511,174.53006509065753
146,12.90256355136547,180.05260636314327
147,7.839027208858084,135.36169213257486
148,15.145884141931248,144.14433150322716
149,9.112833083747978,109.3849230374608
150,18.338665518435636,148.4669651390536
151,8.329716913776274,161.07492659422059
152,7.411515464321665,145.4960616790795
153,6.549591053071444,140.60478144438892
154,16.305622807763637,179.97983668372723
155,10.115316917306505,106.54393522296058
156,4.97529343848226,143.73134152296316
157,3.7366090780902317,114.91342854745211
158,8.115296365678738,177.52630760883733
159,4.410122342468896,100.27524082024482
160,19.19395352594017,181.85060270030135
161,9.728270232286729,99.1584472682749
162,10.365391103533357,152.06897064679686
163,0.35253043661801486,105.44186340440194
164,0.843311372569171,96.00968523851434
165,18.870206918550778,165.45613563860826
166,19.67764192120459,153.27813234359297
167,12.857825755808136,156.94010603234943
168,6.650505569280687,104.61699177327203
169,17.468946844810105,161.0964321685128
170,3.436693304260563,142.9554555514518
171,6.876941648105726,141.13619080281362
172,5.663901179185025,58.04392614298253
173,18.50695581491722,167.15683997910932
174,6.965292459235137,127.6453855135777
175,15.560382517308152,186.5859064006824
176,13.254961113915458,168.3934426626674
177,5.084159243982129,105.00308047155488
178,5.343026821508965,174.26809714309468
179,17.150202432525642,156.90346403295987
180,7.5046073194311935,140.1287315586333
181,19.167995029805777,175.4541954517751
182,11.610065132341727,104.43629512111701
183,7.73446014233746,139.1080906388394
184,14.810136764204081,172.00536764574275
185,9.447052679078995,165.49915634797506
186,9.16736436867398,163.2624060964729
187,14.345324957268996,158.81574341007143
188,18.48046837661583,137.62372250744676
189,5.591781669166787,136.02665037404526
190,14.168737505300745,146.97667747481773
191,2.9896377913999217,136.7327880505668
192,10.723461792759503,161.03013223361506
193,6.250247625563841,164.02704248650576
194,10.872149477261296,130.90429815494556
195,8.433821520653591,146.3495616684202
196,12.547969721910938,160.8915310064129
197,11.838491819447341,170.7325103141583
198,1.3829544419550888,123.44461146844756
199,9.324629214862076,160.70885519317528
200,3.498111326776474,141.33202255321632
201,4.896193464613088,179.90975494358085
202,17.001376376565915,182.55915613352627
203,12.708141221645251,174.06885579613305
204,7.865737609141712,113.88181009620217
205,17.992307128008783,168.5682704014763
206,7.992775963150498,138.27184257629963
207,10.12784008209924,162.91900892215529
208,10.038959561750783,140.5805675927162
209,13.793024065069217,138.63352362699058
210,4.241174218147032,146.01375616899156
211,11.126270371791914,145.25912760670656
212,2.3947272191229696,141.0707172753466
213,1.0046575184847506,95.3313827451055
214,8.690550985658234,170.79604270002713
215,7.812427526875474,120.58128400577093
216,4.21235725006424,146.4430459538404
217,19.298005728571926,160.2706226559868
218,18.658838095802707,165.138285665837
219,9.035947884112499,159.30906503093416
220,2.4507815051030724,118.64815540137057
