index,timestamp,value,rolling_mean,rolling_std,z_score,is_anomaly,injected_anomaly
154,2026-01-01T02:34:00Z,102.33246263,100.35189620,0.95152443,2.08146671,False,False
155,2026-01-01T02:35:00Z,101.42155934,100.36256375,0.96637722,1.09584081,False,False
156,2026-01-01T02:36:00Z,99.38736353,100.37310925,0.97096039,-1.01522753,False,False
157,2026-01-01T02:37:00Z,101.55268387,100.37136295,0.97254198,1.21467344,False,False
158,2026-01-01T02:38:00Z,99.75853738,100.38805645,0.97547898,-0.64534356,False,False
159,2026-01-01T02:39:00Z,101.12395021,100.38804422,0.97548687,0.75439867,False,False
160,2026-01-01T02:40:00Z,102.12896811,100.40609133,0.96887930,1.77821611,False,False
161,2026-01-01T02:41:00Z,99.68894545,100.43345290,0.97078370,-0.76691384,False,False
162,2026-01-01T02:42:00Z,100.61685045,100.42647670,0.97309809,0.19563675,False,False
163,2026-01-01T02:43:00Z,98.76570903,100.42206940,0.97102600,-1.70578375,False,False
164,2026-01-01T02:44:00Z,99.92969036,100.40806877,0.98262584,-0.48683679,False,False
165,2026-01-01T02:45:00Z,101.91571538,100.41608506,0.97473500,1.53850054,False,False
166,2026-01-01T02:46:00Z,99.13255308,100.44091438,0.97467021,-1.34236308,False,False
167,2026-01-01T02:47:00Z,100.38443594,100.43099941,0.98185113,-0.04742417,False,False
168,2026-01-01T02:48:00Z,99.88957998,100.42523675,0.98007658,-0.54654584,False,False
169,2026-01-01T02:49:00Z,99.84246236,100.41142228,0.97583714,-0.58304803,False,False
170,2026-01-01T02:50:00Z,100.06360421,100.41610956,0.97173347,-0.36275929,False,False
171,2026-01-01T02:51:00Z,101.24180290,100.42256883,0.96678007,0.84738411,False,False
172,2026-01-01T02:52:00Z,99.46398958,100.42100010,0.96529561,-0.99141705,False,False
173,2026-01-01T02:53:00Z,99.87722557,100.41324251,0.96920689,-0.55304698,False,False
174,2026-01-01T02:54:00Z,101.09481225,100.40311501,0.96840514,0.71426432,False,False
175,2026-01-01T02:55:00Z,101.60522527,100.40094011,0.96655440,1.24595695,False,False
176,2026-01-01T02:56:00Z,104.65541598,100.41494335,0.97171406,4.36390993,False,False
177,2026-01-01T02:57:00Z,100.87920474,100.43620123,1.03432855,0.42830057,False,False
178,2026-01-01T02:58:00Z,102.07551897,100.43696094,1.03462014,1.58372911,False,False
179,2026-01-01T02:59:00Z,101.34586705,100.44637785,1.04430315,0.86132959,False,False
180,2026-01-01T03:00:00Z,101.68418010,100.45785772,1.04655379,1.17177196,False,False
181,2026-01-01T03:01:00Z,101.82563349,100.46957008,1.05233188,1.28862713,False,False
182,2026-01-01T03:02:00Z,100.71209728,100.47667406,1.05856641,0.22239816,False,False
183,2026-01-01T03:03:00Z,99.54691962,100.49326368,1.04645732,-0.90433126,False,False
184,2026-01-01T03:04:00Z,100.17052783,100.48583048,1.04997909,-0.30029422,False,False
185,2026-01-01T03:05:00Z,101.47683522,100.47753165,1.04850181,0.95307758,False,False
186,2026-01-01T03:06:00Z,101.66714934,100.51032603,1.01723502,1.13722324,False,False
187,2026-01-01T03:07:00Z,100.59552709,100.51477975,1.02111278,0.07907779,False,False
188,2026-01-01T03:08:00Z,99.08189044,100.51750537,1.02088812,-1.40624119,False,False
189,2026-01-01T03:09:00Z,100.31660259,100.50920589,1.02844914,-0.18727547,False,False
190,2026-01-01T03:10:00Z,101.90347082,100.51240092,1.02724958,1.35416936,False,False
191,2026-01-01T03:11:00Z,101.95562541,100.52980193,1.03296443,1.38032195,False,False
192,2026-01-01T03:12:00Z,101.52644340,100.54579054,1.04003725,0.94290167,False,False
193,2026-01-01T03:13:00Z,101.54080070,100.53673799,1.02664837,0.97800058,False,False
194,2026-01-01T03:14:00Z,100.83542457,100.54947941,1.02953857,0.27774109,False,False
195,2026-01-01T03:15:00Z,102.20061362,100.55759401,1.02792162,1.59838997,False,False
196,2026-01-01T03:16:00Z,99.16595695,100.57649076,1.03706836,-1.36011652,False,False
197,2026-01-01T03:17:00Z,102.05761832,100.56134490,1.04426110,1.43285374,False,False
198,2026-01-01T03:18:00Z,98.34620900,100.57215685,1.05294435,-2.11402230,False,False
199,2026-01-01T03:19:00Z,101.18784943,100.57039155,1.05649121,0.58444204,False,False
200,2026-01-01T03:20:00Z,101.25723943,100.59649413,1.03245603,0.63997428,False,False
201,2026-01-01T03:21:00Z,101.39115199,100.60291135,1.03414839,0.76221232,False,False
202,2026-01-01T03:22:00Z,102.49133307,100.60579457,1.03585827,1.82026688,False,False
203,2026-01-01T03:23:00Z,101.60826367,100.62570150,1.04886717,0.93678418,False,False
204,2026-01-01T03:24:00Z,100.75664605,100.64029495,1.05025285,0.11078389,False,False
205,2026-01-01T03:25:00Z,101.41111840,100.63368984,1.04700292,0.74252760,False,False
206,2026-01-01T03:26:00Z,99.76606489,100.64801686,1.04577947,-0.84334412,False,False
207,2026-01-01T03:27:00Z,101.81174190,100.64317121,1.04850409,1.11451228,False,False
208,2026-01-01T03:28:00Z,101.25147728,100.65798763,1.05234321,0.56396967,False,False
209,2026-01-01T03:29:00Z,101.06632382,100.66490351,1.05349318,0.38103740,False,False
210,2026-01-01T03:30:00Z,101.94199728,100.67081939,1.05373748,1.20635160,False,False
211,2026-01-01T03:31:00Z,98.96810293,100.67996622,1.05994989,-1.61504172,False,False
212,2026-01-01T03:32:00Z,102.06492067,100.68151690,1.05730492,1.30842460,False,False
213,2026-01-01T03:33:00Z,101.93632591,100.69170239,1.06466987,1.16902295,False,False
214,2026-01-01T03:34:00Z,101.97607510,100.71634308,1.05895794,1.18959590,False,False
215,2026-01-01T03:35:00Z,101.61149061,100.72304839,1.06435210,0.83472586,False,False
216,2026-01-01T03:36:00Z,100.60533693,100.73314630,1.06698177,-0.11978590,False,False
217,2026-01-01T03:37:00Z,102.20472228,100.73407464,1.06682169,1.37853181,False,False
218,2026-01-01T03:38:00Z,101.83834295,100.73059803,1.06132948,1.04373330,False,False
219,2026-01-01T03:39:00Z,101.02453646,100.73044051,1.06116364,0.27714477,False,False
220,2026-01-01T03:40:00Z,101.13067835,100.73015037,1.06107843,0.37747255,False,False
221,2026-01-01T03:41:00Z,100.48735451,100.74113245,1.05834368,-0.23978784,False,False
222,2026-01-01T03:42:00Z,101.82841922,100.75126028,1.05001885,1.02584724,False,False
223,2026-01-01T03:43:00Z,101.08279160,100.76974062,1.04929874,0.29834304,False,False
224,2026-01-01T03:44:00Z,98.67686769,100.76586510,1.04727455,-1.99469891,False,False
225,2026-01-01T03:45:00Z,100.67716040,100.74074860,1.06084359,-0.05994116,False,False
226,2026-01-01T03:46:00Z,101.60674863,100.75609848,1.04638764,0.81293979,False,False
227,2026-01-01T03:47:00Z,100.45496469,100.77226383,1.04441834,-0.30380464,False,False
228,2026-01-01T03:48:00Z,102.26520262,100.77400662,1.04371269,1.42874185,False,False
229,2026-01-01T03:49:00Z,101.01048163,100.79138911,1.05100776,0.20845947,False,False
230,2026-01-01T03:50:00Z,100.10704049,100.80017499,1.04839256,-0.66114024,False,False
231,2026-01-01T03:51:00Z,100.52647708,100.79948686,1.04882009,-0.26030182,False,False
232,2026-01-01T03:52:00Z,101.95280792,100.81697851,1.02637807,1.10663842,False,False
233,2026-01-01T03:53:00Z,101.32502666,100.82538637,1.03150279,0.48438094,False,False
234,2026-01-01T03:54:00Z,100.59487012,100.82239629,1.02952817,-0.22100043,False,False
235,2026-01-01T03:55:00Z,101.82339215,100.82336555,1.02925872,0.97159886,False,False
236,2026-01-01T03:56:00Z,100.91929837,100.84370056,1.02469975,0.07377557,False,False
237,2026-01-01T03:57:00Z,101.53690011,100.85009974,1.02275228,0.67152172,False,False
238,2026-01-01T03:58:00Z,98.83041874,100.86088595,1.02311326,-1.98459670,False,False
239,2026-01-01T03:59:00Z,100.92594409,100.84891693,1.03828320,0.07418704,False,False
240,2026-01-01T04:00:00Z,99.61851305,100.85297315,1.03762521,-1.18969748,False,False
241,2026-01-01T04:01:00Z,102.13075484,100.84992794,1.04070283,1.23073260,False,False
242,2026-01-01T04:02:00Z,99.35830436,100.86031859,1.04719425,-1.43432246,False,False
243,2026-01-01T04:03:00Z,102.35785609,100.85318555,1.05446059,1.42695759,False,False
244,2026-01-01T04:04:00Z,101.96454006,100.85118871,1.05137789,1.05894499,False,False
245,2026-01-01T04:05:00Z,101.98315255,100.87241827,1.04791860,1.05994329,False,False
246,2026-01-01T04:06:00Z,100.19354136,100.88620278,1.05155300,-0.65870329,False,False
247,2026-01-01T04:07:00Z,99.94989180,100.88776662,1.05038153,-0.89288967,False,False
248,2026-01-01T04:08:00Z,102.40785352,100.87611650,1.05296311,1.45469201,False,False
249,2026-01-01T04:09:00Z,101.46163995,100.89102241,1.06184305,0.53738407,False,False
250,2026-01-01T04:10:00Z,101.37593662,100.89080630,1.06172424,0.45692686,False,False
251,2026-01-01T04:11:00Z,101.59867360,100.90016437,1.06100977,0.65834382,False,False
252,2026-01-01T04:12:00Z,100.74753211,100.91633841,1.05673252,-0.15974364,False,False
253,2026-01-01T04:13:00Z,101.80974134,100.91363029,1.05674525,0.84799156,False,False
254,2026-01-01T04:14:00Z,101.99146226,100.91527518,1.05798447,1.01720499,False,False
255,2026-01-01T04:15:00Z,100.82381315,100.92524339,1.06243271,-0.09546980,False,False
256,2026-01-01T04:16:00Z,100.84624520,100.92253429,1.06227340,-0.07181681,False,False
257,2026-01-01T04:17:00Z,99.93012878,100.92813624,1.06008153,-0.94144406,False,False
258,2026-01-01T04:18:00Z,100.68685936,100.92150253,1.06380877,-0.22056894,False,False
259,2026-01-01T04:19:00Z,99.83602613,100.93774189,1.04506384,-1.05420905,False,False
260,2026-01-01T04:20:00Z,100.29125165,100.93367884,1.04838618,-0.61277724,False,False
261,2026-01-01T04:21:00Z,101.51310172,100.92707778,1.04991548,0.55816297,False,False
262,2026-01-01T04:22:00Z,101.28414614,100.93371762,1.05108047,0.33339838,False,False
263,2026-01-01T04:23:00Z,100.10171345,100.94083101,1.05053938,-0.79874927,False,False
264,2026-01-01T04:24:00Z,100.58158372,100.92743969,1.05090824,-0.32910196,False,False
265,2026-01-01T04:25:00Z,103.08271307,100.91934426,1.04979903,2.06074568,False,False
266,2026-01-01T04:26:00Z,100.75150876,100.94703364,1.06259671,-0.18400667,False,False
267,2026-01-01T04:27:00Z,100.94503546,100.96060804,1.04952728,-0.01483771,False,False
268,2026-01-01T04:28:00Z,100.26661854,100.95927294,1.04944434,-0.66002014,False,False
269,2026-01-01T04:29:00Z,101.64553174,100.96314102,1.04602321,0.65236672,False,False
270,2026-01-01T04:30:00Z,101.72047788,100.98081221,1.03946961,0.71157989,False,False
271,2026-01-01T04:31:00Z,101.50766425,100.97775074,1.03674204,0.51113343,False,False
272,2026-01-01T04:32:00Z,100.77834660,100.99351005,1.03028401,-0.20883897,False,False
273,2026-01-01T04:33:00Z,100.44530508,100.98556578,1.02823504,-0.52542529,False,False
274,2026-01-01T04:34:00Z,100.79587543,100.98920858,1.02553669,-0.18851900,False,False
275,2026-01-01T04:35:00Z,101.53568973,100.97640369,1.01825189,0.54926099,False,False
276,2026-01-01T04:36:00Z,103.25670060,100.97735477,1.01872043,2.23745961,False,False
277,2026-01-01T04:37:00Z,101.80001800,101.00959925,1.02906729,0.76809238,False,False
278,2026-01-01T04:38:00Z,102.47528461,101.01166037,1.03039980,1.42044305,False,False
279,2026-01-01T04:39:00Z,101.46226177,101.03429993,1.03246155,0.41450632,False,False
280,2026-01-01T04:40:00Z,102.28850278,101.03711919,1.03316417,1.21121466,False,False
281,2026-01-01T04:41:00Z,100.94836060,101.03844865,1.03466983,-0.08706937,False,False
282,2026-01-01T04:42:00Z,101.03611747,101.04894377,1.02728906,-0.01248558,False,False
283,2026-01-01T04:43:00Z,100.94270069,101.05243766,1.02652623,-0.10690129,False,False
284,2026-01-01T04:44:00Z,102.03119732,101.07057926,1.00496332,0.95587375,False,False
285,2026-01-01T04:45:00Z,102.27679130,101.08809182,1.00323855,1.18486225,False,False
286,2026-01-01T04:46:00Z,100.53757370,101.09110079,1.00625324,-0.55008726,False,False
287,2026-01-01T04:47:00Z,100.39227125,101.10280929,0.99146147,-0.71665724,False,False
288,2026-01-01T04:48:00Z,102.73421250,101.10287459,0.99141441,1.64546520,False,False
289,2026-01-01T04:49:00Z,101.62188764,101.12657986,0.99611768,0.49723822,False,False
290,2026-01-01T04:50:00Z,100.53190611,101.14140840,0.99011800,-0.61558551,False,False
291,2026-01-01T04:51:00Z,101.25825298,101.14531092,0.98677945,0.11445523,False,False
292,2026-01-01T04:52:00Z,100.85489021,101.14544800,0.98679398,-0.29444625,False,False
293,2026-01-01T04:53:00Z,101.94307066,101.15703884,0.97507471,0.80612471,False,False
294,2026-01-01T04:54:00Z,99.99451235,101.17425421,0.97055329,-1.21553538,False,False
295,2026-01-01T04:55:00Z,102.20462308,101.16508505,0.97644011,1.06462037,False,False
296,2026-01-01T04:56:00Z,102.02482583,101.17008003,0.98020472,0.87200743,False,False
297,2026-01-01T04:57:00Z,101.99695962,101.14815845,0.93015014,0.91254212,False,False
298,2026-01-01T04:58:00Z,102.48700077,101.15747307,0.93300245,1.42499915,False,False
299,2026-01-01T04:59:00Z,101.28130955,101.16090208,0.93711727,0.12848708,False,False
300,2026-01-01T05:00:00Z,102.98271371,101.16036411,0.93702946,1.94481570,False,False
301,2026-01-01T05:01:00Z,100.22492464,101.17118522,0.95041845,-0.99562522,False,False
302,2026-01-01T05:02:00Z,102.91178820,101.15784598,0.95237065,1.84165926,False,False
303,2026-01-01T05:03:00Z,101.96821264,101.17617674,0.96470411,0.82101434,False,False
304,2026-01-01T05:04:00Z,102.08913102,101.19635418,0.95569551,0.93416453,False,False
305,2026-01-01T05:05:00Z,103.33428187,101.21234254,0.95444803,2.22321098,False,False
306,2026-01-01T05:06:00Z,102.32388993,101.22782126,0.97348362,1.12592410,False,False
307,2026-01-01T05:07:00Z,101.50679370,101.23329410,0.97777471,0.27971638,False,False
308,2026-01-01T05:08:00Z,101.56607710,101.24088799,0.97632961,0.33307308,False,False
309,2026-01-01T05:09:00Z,101.38458484,101.26158954,0.95646656,0.12859341,False,False
310,2026-01-01T05:10:00Z,101.49475138,101.27048939,0.95259302,0.23542266,False,False
311,2026-01-01T05:11:00Z,100.99379349,101.26708340,0.95105315,-0.28735503,False,False
312,2026-01-01T05:12:00Z,104.10470236,101.25906813,0.94926787,2.99771467,False,False
313,2026-01-01T05:13:00Z,101.48726536,101.28055362,0.98363225,0.21015144,False,False
314,2026-01-01T05:14:00Z,101.27806357,101.28010750,0.98352625,-0.00207816,False,False
315,2026-01-01T05:15:00Z,101.80602871,101.28379615,0.98268126,0.53143637,False,False
316,2026-01-01T05:16:00Z,101.28854171,101.28050795,0.98026514,0.00819550,False,False
317,2026-01-01T05:17:00Z,101.80287854,101.29819615,0.96090913,0.52521344,False,False
318,2026-01-01T05:18:00Z,100.02235040,101.29607332,0.95950944,-1.32747304,False,False
319,2026-01-01T05:19:00Z,102.26302615,101.31004117,0.92815347,1.02675367,False,False
320,2026-01-01T05:20:00Z,100.98312848,101.31900097,0.93211176,-0.36033500,False,False
321,2026-01-01T05:21:00Z,102.51677043,101.31671671,0.93259606,1.28678832,False,False
322,2026-01-01T05:22:00Z,101.99759700,101.32609687,0.93893681,0.71517074,False,False
323,2026-01-01T05:23:00Z,101.41720026,101.32198240,0.93489476,0.10184875,False,False
324,2026-01-01T05:24:00Z,100.36157892,101.32039021,0.93456848,-1.02594010,False,False
325,2026-01-01T05:25:00Z,101.38892993,101.31709798,0.93724063,0.07664195,False,False
326,2026-01-01T05:26:00Z,101.64085146,101.31691308,0.93722426,0.34563594,False,False
327,2026-01-01T05:27:00Z,102.56783643,101.33253630,0.92681009,1.33285141,False,False
328,2026-01-01T05:28:00Z,102.23562159,101.33883709,0.93259851,0.96159762,False,False
329,2026-01-01T05:29:00Z,100.46691988,101.34703829,0.93611483,-0.94018210,False,False
330,2026-01-01T05:30:00Z,102.33907709,101.34204326,0.93919349,1.06158512,False,False
331,2026-01-01T05:31:00Z,102.91298665,101.34535225,0.94199676,1.66416113,False,False
332,2026-01-01T05:32:00Z,100.07811403,101.37822628,0.92717954,-1.40222277,False,False
333,2026-01-01T05:33:00Z,101.04792361,101.36166956,0.93249341,-0.33645916,False,False
334,2026-01-01T05:34:00Z,101.53241659,101.35426621,0.93142769,0.19126593,False,False
335,2026-01-01T05:35:00Z,101.95895761,101.35056906,0.92983132,0.65429991,False,False
336,2026-01-01T05:36:00Z,100.85259795,101.35346461,0.93117938,-0.53788418,False,False
337,2026-01-01T05:37:00Z,100.59602305,101.35552512,0.92979419,-0.81684966,False,False
338,2026-01-01T05:38:00Z,102.17863024,101.34211930,0.92905064,0.90039327,False,False
339,2026-01-01T05:39:00Z,100.58403440,101.34495502,0.93107804,-0.81724688,False,False
340,2026-01-01T05:40:00Z,100.36357452,101.34128417,0.93320002,-1.04769571,False,False
341,2026-01-01T05:41:00Z,101.84646688,101.33489164,0.93723943,0.54583196,False,False
342,2026-01-01T05:42:00Z,101.64334665,101.34621758,0.93513870,0.31773797,False,False
343,2026-01-01T05:43:00Z,100.07694128,101.34467531,0.93449456,-1.35659862,False,False
344,2026-01-01T05:44:00Z,102.09746048,101.33629322,0.94129231,0.80864069,False,False
345,2026-01-01T05:45:00Z,102.92719302,101.36479816,0.91165176,1.71380666,False,False
346,2026-01-01T05:46:00Z,101.09546698,101.38354843,0.92041257,-0.31299165,False,False
347,2026-01-01T05:47:00Z,102.74275305,101.37928775,0.92055287,1.48113742,False,False
348,2026-01-01T05:48:00Z,102.22330257,101.39835265,0.92489260,0.89194131,False,False
349,2026-01-01T05:49:00Z,100.77281456,101.39800349,0.92457313,-0.67619197,False,False
350,2026-01-01T05:50:00Z,100.86587022,101.39602293,0.92565506,-0.57273247,False,False
351,2026-01-01T05:51:00Z,101.69455515,101.40234651,0.91939863,0.31782584,False,False
352,2026-01-01T05:52:00Z,100.56494017,101.41208049,0.91625201,-0.92457131,False,False
353,2026-01-01T05:53:00Z,101.94620504,101.40051493,0.91811101,0.59436180,False,False
354,2026-01-01T05:54:00Z,102.61756287,101.40569142,0.91942103,1.31808107,False,False
355,2026-01-01T05:55:00Z,103.60018378,101.42254719,0.92293603,2.35946644,False,False
356,2026-01-01T05:56:00Z,102.37259731,101.43735378,0.94327632,0.99148415,False,False
357,2026-01-01T05:57:00Z,102.14438667,101.44946461,0.94587316,0.73468842,False,False
358,2026-01-01T05:58:00Z,103.31640473,101.45452700,0.94795095,1.96410766,False,False
359,2026-01-01T05:59:00Z,101.46990581,101.49191021,0.93205090,-0.02360859,False,False
360,2026-01-01T06:00:00Z,100.81113223,101.49644323,0.93060897,-0.73641134,False,False
361,2026-01-01T06:01:00Z,100.76065251,101.50638172,0.91676579,-0.81343481,False,False
362,2026-01-01T06:02:00Z,102.23172273,101.49496420,0.91745013,0.80305022,False,False
363,2026-01-01T06:03:00Z,101.65987249,101.51890936,0.89867710,0.15685627,False,False
364,2026-01-01T06:04:00Z,101.65216456,101.51309283,0.89548144,0.15530387,False,False
365,2026-01-01T06:05:00Z,102.28226712,101.51048970,0.89461894,0.86268845,False,False
366,2026-01-01T06:06:00Z,102.28770110,101.51298232,0.89634745,0.86430634,False,False
367,2026-01-01T06:07:00Z,100.92308399,101.53043365,0.89085805,-0.68175806,False,False
368,2026-01-01T06:08:00Z,101.39850510,101.53854358,0.88080568,-0.15898908,False,False
369,2026-01-01T06:09:00Z,101.22750533,101.53013235,0.87727636,-0.34496201,False,False
370,2026-01-01T06:10:00Z,100.20744267,101.52818122,0.87768680,-1.50479483,False,False
371,2026-01-01T06:11:00Z,101.02533105,101.51844378,0.88576656,-0.55670732,False,False
372,2026-01-01T06:12:00Z,101.65083415,101.51366592,0.88686654,0.15466615,False,False
373,2026-01-01T06:13:00Z,100.37021877,101.52119344,0.88416121,-1.30177014,False,False
374,2026-01-01T06:14:00Z,101.92110253,101.50919742,0.88991170,0.46286066,False,False
375,2026-01-01T06:15:00Z,101.35228786,101.50861109,0.88961689,-0.17571971,False,False
376,2026-01-01T06:16:00Z,100.88744304,101.51301504,0.88752158,-0.70485272,False,False
377,2026-01-01T06:17:00Z,101.14539780,101.51335836,0.88727152,-0.41471021,False,False
378,2026-01-01T06:18:00Z,102.37854941,101.52348560,0.87600686,0.97609260,False,False
379,2026-01-01T06:19:00Z,101.34833904,101.53758302,0.87604178,-0.21602163,False,False
380,2026-01-01T06:20:00Z,101.67416880,101.55018562,0.86224205,0.14379161,False,False
381,2026-01-01T06:21:00Z,103.26551798,101.56170993,0.85454609,1.99381644,False,False
382,2026-01-01T06:22:00Z,101.30898140,101.57631340,0.86845116,-0.30782618,False,False
383,2026-01-01T06:23:00Z,100.90816499,101.57652036,0.86838447,-0.76965376,False,False
384,2026-01-01T06:24:00Z,101.64923859,101.58324079,0.86002526,0.07673937,False,False
385,2026-01-01T06:25:00Z,101.26400697,101.59213792,0.85512550,-0.38372256,False,False
386,2026-01-01T06:26:00Z,101.79209402,101.57698203,0.84462539,0.25468331,False,False
387,2026-01-01T06:27:00Z,102.77909963,101.58565357,0.84144166,1.41833487,False,False
388,2026-01-01T06:28:00Z,101.74397320,101.60093744,0.84630953,0.16901116,False,False
389,2026-01-01T06:29:00Z,101.78113114,101.61324873,0.83750942,0.20045435,False,False
390,2026-01-01T06:30:00Z,100.73030945,101.61437873,0.83764368,-1.05542404,False,False
391,2026-01-01T06:31:00Z,103.29000585,101.60612732,0.84142629,2.00121930,False,False
392,2026-01-01T06:32:00Z,103.02792448,101.62098017,0.85517573,1.64521076,False,False
393,2026-01-01T06:33:00Z,101.50861503,101.63972665,0.86113468,-0.15225449,False,False
394,2026-01-01T06:34:00Z,103.35141836,101.64858757,0.85424176,1.99338276,False,False
395,2026-01-01T06:35:00Z,101.15614380,101.66988376,0.86451127,-0.59425478,False,False
396,2026-01-01T06:36:00Z,101.59846503,101.66672088,0.86568994,-0.07884560,False,False
397,2026-01-01T06:37:00Z,99.66415869,101.65290225,0.85334634,-2.33052332,False,False
398,2026-01-01T06:38:00Z,100.57493473,101.63510342,0.87215939,-1.21556759,False,False
399,2026-01-01T06:39:00Z,102.30058148,101.61926717,0.87401086,0.77952613,False,False
400,2026-01-01T06:40:00Z,101.19607394,101.62625317,0.87607591,-0.49102963,False,False
401,2026-01-01T06:41:00Z,102.40207774,101.61714959,0.87482196,0.89724330,False,False
402,2026-01-01T06:42:00Z,104.24502478,101.62926390,0.87554192,2.98759068,False,False
403,2026-01-01T06:43:00Z,101.55233626,101.65600480,0.90550820,-0.11448658,False,False
404,2026-01-01T06:44:00Z,100.15853188,101.66108509,0.90319921,-1.66359004,False,False
405,2026-01-01T06:45:00Z,102.42206109,101.64547955,0.91279661,0.85077172,False,False
406,2026-01-01T06:46:00Z,101.09799212,101.64669013,0.91372893,-0.60050415,False,False
407,2026-01-01T06:47:00Z,103.00341285,101.65136028,0.90947045,1.48663716,False,False
408,2026-01-01T06:48:00Z,100.38478201,101.67311980,0.91032184,-1.41525527,False,False
409,2026-01-01T06:49:00Z,100.86703161,101.65354121,0.91255229,-0.86187894,False,False
410,2026-01-01T06:50:00Z,101.80384996,101.64725074,0.91534624,0.17108195,False,False
411,2026-01-01T06:51:00Z,101.42137004,101.65785028,0.90971651,-0.25994937,False,False
412,2026-01-01T06:52:00Z,103.03185045,101.65920958,0.90924015,1.50965711,False,False
413,2026-01-01T06:53:00Z,100.75900547,101.67735092,0.91471234,-1.00397186,False,False
414,2026-01-01T06:54:00Z,102.32841054,101.66748371,0.91817258,0.71982854,False,False
415,2026-01-01T06:55:00Z,100.86798473,101.68693286,0.90718202,-0.90273850,False,False
416,2026-01-01T06:56:00Z,101.67865184,101.67579421,0.90896136,0.00314384,False,False
417,2026-01-01T06:57:00Z,102.01170071,101.67290943,0.90839821,0.37295459,False,False
418,2026-01-01T06:58:00Z,101.79405387,101.67303227,0.90844302,0.13321871,False,False
419,2026-01-01T06:59:00Z,101.58173443,101.66725771,0.90544808,-0.09445410,False,False
420,2026-01-01T07:00:00Z,102.07052460,101.66976125,0.90479257,0.44293395,False,False
421,2026-01-01T07:01:00Z,103.10451250,101.66215967,0.89753266,1.60701988,False,False
422,2026-01-01T07:02:00Z,103.24651620,101.68615624,0.89728025,1.73898841,False,False
423,2026-01-01T07:03:00Z,102.00998868,101.68894564,0.90159598,0.35608304,False,False
424,2026-01-01T07:04:00Z,99.81976934,101.68929377,0.90171181,-2.07330593,False,False
425,2026-01-01T07:05:00Z,99.43105767,101.67038243,0.91679895,-2.44254726,False,False
