household_id,month,treated,post,electricity_mwh,oracle_building_efficiency,did
6,8,1,1,19.455846345796353,-0.2698996510417867,1
7,1,0,0,21.139610929659955,0.467697641812884,0
7,2,0,0,20.519229112179758,0.467697641812884,0
7,3,0,0,19.463456048880563,0.467697641812884,0
7,4,0,0,20.710680794011346,0.467697641812884,0
7,5,0,1,19.055746211275885,0.467697641812884,0
7,6,0,1,17.92498413101391,0.467697641812884,0
7,7,0,1,19.34949339922719,0.467697641812884,0
7,8,0,1,18.806298644173147,0.467697641812884,0
8,1,0,0,20.525917852264715,0.04126766552408576,0
8,2,0,0,21.011007264146315,0.04126766552408576,0
8,3,0,0,21.77549811616723,0.04126766552408576,0
8,4,0,0,21.399376693035283,0.04126766552408576,0
8,5,0,1,19.146350153715172,0.04126766552408576,0
8,6,0,1,21.493509938198375,0.04126766552408576,0
8,7,0,1,19.853968519311604,0.04126766552408576,0
8,8,0,1,22.024623456341843,0.04126766552408576,0
9,1,0,0,12.574315318011346,1.73079173903801,0
9,2,0,0,12.854502439944639,1.73079173903801,0
9,3,0,0,13.121824287797791,1.73079173903801,0
9,4,0,0,15.034773648186482,1.73079173903801,0
9,5,0,1,12.291274922908675,1.73079173903801,0
9,6,0,1,12.8092298909125,1.73079173903801,0
9,7,0,1,14.300500991513449,1.73079173903801,0
9,8,0,1,14.020245157417827,1.73079173903801,0
10,1,0,0,19.50876993488766,0.4882029838598173,0
10,2,0,0,17.97960050103902,0.4882029838598173,0
10,3,0,0,19.666075265003904,0.4882029838598173,0
10,4,0,0,21.076348267107036,0.4882029838598173,0
10,5,0,1,19.19807866099356,0.4882029838598173,0
10,6,0,1,18.013896479885933,0.4882029838598173,0
10,7,0,1,16.0288262638273,0.4882029838598173,0
10,8,0,1,19.646297883339283,0.4882029838598173,0
11,1,0,0,22.260834451876793,0.006487875806828404,0
11,2,0,0,21.653289640180848,0.006487875806828404,0
11,3,0,0,21.935992544784735,0.006487875806828404,0
11,4,0,0,20.485718869643748,0.006487875806828404,0
11,5,0,1,20.545229913642412,0.006487875806828404,0
11,6,0,1,20.070198540211013,0.006487875806828404,0
11,7,0,1,19.489837542680263,0.006487875806828404,0
11,8,0,1,20.96099185616087,0.006487875806828404,0
12,1,1,0,23.09673711870626,-1.2558494528493926,0
12,2,1,0,23.152973704860607,-1.2558494528493926,0
12,3,1,0,22.96096839254461,-1.2558494528493926,0
12,4,1,0,25.076400618950387,-1.2558494528493926,0
12,5,1,1,20.819755144515785,-1.2558494528493926,1
12,6,1,1,20.763522630218276,-1.2558494528493926,1
12,7,1,1,21.604361505647102,-1.2558494528493926,1
12,8,1,1,21.76391661452171,-1.2558494528493926,1
13,1,1,0,21.879719334842946,-0.7601256832753791,0
13,2,1,0,23.32307042591335,-0.7601256832753791,0
13,3,1,0,23.695091361075317,-0.7601256832753791,0
13,4,1,0,22.30409960412387,-0.7601256832753791,0
13,5,1,1,18.892874918308294,-0.7601256832753791,1
13,6,1,1,21.23319991938843,-0.7601256832753791,1
13,7,1,1,19.92535254673873,-0.7601256832753791,1
13,8,1,1,19.164278344282096,-0.7601256832753791,1
14,1,1,0,23.09870242431955,-0.28079962967403027,0
14,2,1,0,22.678964645142713,-0.28079962967403027,0
14,3,1,0,22.796309770681294,-0.28079962967403027,0
14,4,1,0,23.181125010958244,-0.28079962967403027,0
14,5,1,1,20.685959213251806,-0.28079962967403027,1
14,6,1,1,19.03096779641176,-0.28079962967403027,1
14,7,1,1,17.953393858426246,-0.28079962967403027,1
14,8,1,1,18.737321729958524,-0.28079962967403027,1
15,1,0,0,20.754541809919125,0.08929210354293071,0
15,2,0,0,19.84461822098301,0.08929210354293071,0
15,3,0,0,21.74834886192355,0.08929210354293071,0
15,4,0,0,18.94807242478515,0.08929210354293071,0
15,5,0,1,20.296986471729642,0.08929210354293071,0
15,6,0,1,19.014088656207296,0.08929210354293071,0
15,7,0,1,18.679228499965955,0.08929210354293071,0
15,8,0,1,19.60525650012661,0.08929210354293071,0
16,1,1,0,27.48166552922731,-1.0455792491842746,0
16,2,1,0,25.878077371936495,-1.0455792491842746,0
16,3,1,0,27.07365688884974,-1.0455792491842746,0
16,4,1,0,25.21817824836522,-1.0455792491842746,0
16,5,1,1,23.003398674330096,-1.0455792491842746,1
16,6,1,1,23.7537713324624,-1.0455792491842746,1
16,7,1,1,20.731782116302014,-1.0455792491842746,1
16,8,1,1,22.62756565721719,-1.0455792491842746,1
17,1,1,0,22.191193964933902,-0.2398168648584511,0
17,2,1,0,19.841112787845493,-0.2398168648584511,0
17,3,1,0,21.181747374964942,-0.2398168648584511,0
17,4,1,0,20.984199233756133,-0.2398168648584511,0
17,5,1,1,18.58698481028223,-0.2398168648584511,1
17,6,1,1,17.968328314126662,-0.2398168648584511,1
17,7,1,1,18.408211382635255,-0.2398168648584511,1
17,8,1,1,17.25400069689327,-0.2398168648584511,1
18,1,0,0,15.787125783562221,1.0010730649648933,0
18,2,0,0,15.930270140674914,1.0010730649648933,0
18,3,0,0,16.751201189759183,1.0010730649648933,0
18,4,0,0,15.142990686156116,1.0010730649648933,0
18,5,0,1,15.723337918610198,1.0010730649648933,0
18,6,0,1,15.421277748642092,1.0010730649648933,0
18,7,0,1,15.77087640069218,1.0010730649648933,0
18,8,0,1,14.711599630214055,1.0010730649648933,0
19,1,1,0,21.73513385862502,-0.4705541592674256,0
19,2,1,0,25.41603334318278,-0.4705541592674256,0
19,3,1,0,24.3999984080363,-0.4705541592674256,0
19,4,1,0,25.012233368331554,-0.4705541592674256,0
19,5,1,1,19.09755443219921,-0.4705541592674256,1
19,6,1,1,20.85759362271791,-0.4705541592674256,1
19,7,1,1,20.334254530880948,-0.4705541592674256,1
19,8,1,1,20.58971560306532,-0.4705541592674256,1
20,1,1,0,26.180521483177795,-1.211108579798677,0
20,2,1,0,27.3787034138259,-1.211108579798677,0
20,3,1,0,24.214698041864917,-1.211108579798677,0
20,4,1,0,26.275259579401762,-1.211108579798677,0
20,5,1,1,24.186586281400466,-1.211108579798677,1
20,6,1,1,24.066765577616145,-1.211108579798677,1
20,7,1,1,20.930087729850797,-1.211108579798677,1
20,8,1,1,22.143270721762295,-1.211108579798677,1
21,1,1,0,24.589389528842375,-1.0922511981280767,0
21,2,1,0,25.245992021705696,-1.0922511981280767,0
21,3,1,0,24.28921199446162,-1.0922511981280767,0
21,4,1,0,25.945618618902532,-1.0922511981280767,0
21,5,1,1,23.036697217152387,-1.0922511981280767,1
21,6,1,1,22.396284626035428,-1.0922511981280767,1
21,7,1,1,21.075254806489987,-1.0922511981280767,1
21,8,1,1,23.83309593943621,-1.0922511981280767,1
22,1,0,0,16.65764470599268,1.1370976510393014,0
22,2,0,0,17.227037189995965,1.1370976510393014,0
22,3,0,0,17.972255571773104,1.1370976510393014,0
22,4,0,0,17.521462399258375,1.1370976510393014,0
22,5,0,1,17.01392038947184,1.1370976510393014,0
22,6,0,1,18.674669402972796,1.1370976510393014,0
22,7,0,1,15.75003145002188,1.1370976510393014,0
22,8,0,1,16.23040511160254,1.1370976510393014,0
23,1,0,0,14.803894608953328,1.7153521230713038,0
23,2,0,0,15.304893206817786,1.7153521230713038,0
23,3,0,0,14.472849130655,1.7153521230713038,0
23,4,0,0,16.09808965174933,1.7153521230713038,0
23,5,0,1,15.90695433293456,1.7153521230713038,0
23,6,0,1,14.432167517478774,1.7153521230713038,0
23,7,0,1,14.34019707486009,1.7153521230713038,0
23,8,0,1,15.260721546886106,1.7153521230713038,0
24,1,1,0,24.688795705797332,-1.2773437803090704,0
24,2,1,0,24.04833869836969,-1.2773437803090704,0
24,3,1,0,23.818031421055373,-1.2773437803090704,0
24,4,1,0,25.778475246997655,-1.2773437803090704,0
24,5,1,1,20.757615503792465,-1.2773437803090704,1
24,6,1,1,20.44918479603792,-1.2773437803090704,1
24,7,1,1,20.689040537577664,-1.2773437803090704,1
24,8,1,1,21.786794892748627,-1.2773437803090704,1
25,1,0,0,14.720091444242117,1.0393117533281508,0
25,2,0,0,16.26846325592279,1.0393117533281508,0
25,3,0,0,15.07294280743824,1.0393117533281508,0
25,4,0,0,14.142690991475833,1.0393117533281508,0
25,5,0,1,14.707388531799642,1.0393117533281508,0
25,6,0,1,15.931213188557026,1.0393117533281508,0
25,7,0,1,14.649847794780092,1.0393117533281508,0
25,8,0,1,15.772440350365974,1.0393117533281508,0
26,1,1,0,21.861082105066874,-0.28220759388664923,0
26,2,1,0,24.142455849438242,-0.28220759388664923,0
26,3,1,0,23.43535611764939,-0.28220759388664923,0
26,4,1,0,22.48570324862375,-0.28220759388664923,0
26,5,1,1,21.241261345018902,-0.28220759388664923,1
26,6,1,1,20.93772877591081,-0.28220759388664923,1
26,7,1,1,17.589235417672104,-0.28220759388664923,1
26,8,1,1,19.08520180774825,-0.28220759388664923,1
27,1,1,0,23.817822578429507,-0.5838963826970642,0
27,2,1,0,22.976453098640953,-0.5838963826970642,0
27,3,1,0,24.7420369993018,-0.5838963826970642,0
27,4,1,0,21.750781662476392,-0.5838963826970642,0
27,5,1,1,20.32847989486337,-0.5838963826970642,1
27,6,1,1,18.074541820403294,-0.5838963826970642,1
27,7,1,1,20.515887546554566,-0.5838963826970642,1
27,8,1,1,20.71179105679338,-0.5838963826970642,1
28,1,1,0,23.01909023196974,-0.4618226194360057,0
28,2,1,0,22.90928531544501,-0.4618226194360057,0
28,3,1,0,22.702871316624996,-0.4618226194360057,0
28,4,1,0,22.82238508060821,-0.4618226194360057,0
28,5,1,1,19.063626247777663,-0.4618226194360057,1
28,6,1,1,19.817844045405508,-0.4618226194360057,1
28,7,1,1,19.942695937051237,-0.4618226194360057,1
28,8,1,1,19.067061454249767,-0.4618226194360057,1
29,1,1,0,23.78804871454462,-1.1259387852625695,0
29,2,1,0,26.09068235475738,-1.1259387852625695,0
29,3,1,0,22.35054783800981,-1.1259387852625695,0
29,4,1,0,24.048774212000588,-1.1259387852625695,0
29,5,1,1,22.210463033970072,-1.1259387852625695,1
29,6,1,1,21.36554316406262,-1.1259387852625695,1
29,7,1,1,22.960056989995465,-1.1259387852625695,1
29,8,1,1,19.993419549229117,-1.1259387852625695,1
30,1,0,0,19.22130664443567,0.7674621280292292,0
30,2,0,0,17.299946259309287,0.7674621280292292,0
30,3,0,0,19.18812605347298,0.7674621280292292,0
30,4,0,0,17.16913312020306,0.7674621280292292,0
30,5,0,1,18.92627344342982,0.7674621280292292,0
30,6,0,1,18.07584359304792,0.7674621280292292,0
30,7,0,1,18.70836355182023,0.7674621280292292,0
30,8,0,1,17.971215907425748,0.7674621280292292,0
31,1,0,0,17.56770984416357,1.5113751608375277,0
31,2,0,0,18.69864044078408,1.5113751608375277,0
31,3,0,0,17.503504192021794,1.5113751608375277,0
31,4,0,0,17.960522188068605,1.5113751608375277,0
31,5,0,1,17.64808283223827,1.5113751608375277,0
31,6,0,1,16.69733184600709,1.5113751608375277,0
31,7,0,1,15.493883391007046,1.5113751608375277,0
31,8,0,1,16.79009663367869,1.5113751608375277,0
32,1,0,0,21.111465165689008,0.27556410307261203,0
32,2,0,0,19.640157870814257,0.27556410307261203,0
32,3,0,0,19.729609593696203,0.27556410307261203,0
32,4,0,0,20.901619547528693,0.27556410307261203,0
32,5,0,1,19.760518158958668,0.27556410307261203,0
32,6,0,1,20.077993177298758,0.27556410307261203,0
32,7,0,1,18.587338063515837,0.27556410307261203,0
32,8,0,1,19.79585001061516,0.27556410307261203,0
33,1,1,0,28.254016587158194,-2.1049177834442014,0
33,2,1,0,27.343072818893475,-2.1049177834442014,0
33,3,1,0,27.906525297758208,-2.1049177834442014,0
33,4,1,0,28.545213114077576,-2.1049177834442014,0
33,5,1,1,26.397508136350325,-2.1049177834442014,1
33,6,1,1,27.173040594805677,-2.1049177834442014,1
33,7,1,1,24.05919548447553,-2.1049177834442014,1
33,8,1,1,25.412627608209032,-2.1049177834442014,1
34,1,0,0,16.761755988780077,0.2903237899760801,0
34,2,0,0,17.767900443774955,0.2903237899760801,0
34,3,0,0,18.13452164147628,0.2903237899760801,0
34,4,0,0,18.29708929551107,0.2903237899760801,0
34,5,0,1,16.18435253311953,0.2903237899760801,0
34,6,0,1,16.081972593999808,0.2903237899760801,0
34,7,0,1,18.736773370430715,0.2903237899760801,0
34,8,0,1,17.765979015579035,0.2903237899760801,0
35,1,1,0,21.13160596854757,-0.3968981919062993,0
35,2,1,0,21.674156366054834,-0.3968981919062993,0
35,3,1,0,19.651906364146704,-0.3968981919062993,0
35,4,1,0,20.725597673195576,-0.3968981919062993,0
35,5,1,1,17.36472113591691,-0.3968981919062993,1
35,6,1,1,17.176734204707977,-0.3968981919062993,1
35,7,1,1,18.233473977709714,-0.3968981919062993,1
35,8,1,1,16.92640040050192,-0.3968981919062993,1
36,1,0,0,20.1333360001716,-0.072886196416812,0
36,2,0,0,20.2746362805828,-0.072886196416812,0
36,3,0,0,20.13906582058219,-0.072886196416812,0
36,4,0,0,22.4886462526245,-0.072886196416812,0
36,5,0,1,19.050197582885453,-0.072886196416812,0
36,6,0,1,20.01951947030488,-0.072886196416812,0
36,7,0,1,19.809086441985393,-0.072886196416812,0
36,8,0,1,18.78198932318935,-0.072886196416812,0
37,1,1,0,23.439750056310423,-0.12365470265030094,0
37,2,1,0,23.443779578422888,-0.12365470265030094,0
37,3,1,0,22.192934631965304,-0.12365470265030094,0
37,4,1,0,22.27020842436774,-0.12365470265030094,0
37,5,1,1,18.57994744861703,-0.12365470265030094,1
37,6,1,1,19.790351220821236,-0.12365470265030094,1
37,7,1,1,21.148809972427163,-0.12365470265030094,1
37,8,1,1,19.594221044469442,-0.12365470265030094,1
38,1,1,0,23.457809062073657,-0.1862326074734861,0
38,2,1,0,23.09067036266216,-0.1862326074734861,0
38,3,1,0,22.863545085042528,-0.1862326074734861,0
38,4,1,0,23.303140353110358,-0.1862326074734861,0
38,5,1,1,19.41279833774245,-0.1862326074734861,1
38,6,1,1,17.567841302377253,-0.1862326074734861,1
38,7,1,1,19.97486515006523,-0.1862326074734861,1
38,8,1,1,19.66869864393634,-0.1862326074734861,1
39,1,1,0,25.47708013525113,-1.6243911412142649,0
39,2,1,0,25.247249650705157,-1.6243911412142649,0
39,3,1,0,27.95072807829136,-1.6243911412142649,0
39,4,1,0,25.692674392079002,-1.6243911412142649,0
39,5,1,1,24.322562711787715,-1.6243911412142649,1
39,6,1,1,22.22816515580605,-1.6243911412142649,1
39,7,1,1,22.623217650478257,-1.6243911412142649,1
39,8,1,1,22.606674134080322,-1.6243911412142649,1
40,1,1,0,23.830154060286326,-0.4331200216143473,0
40,2,1,0,25.50178863987059,-0.4331200216143473,0
40,3,1,0,22.679139489680264,-0.4331200216143473,0
40,4,1,0,25.056346641697473,-0.4331200216143473,0
40,5,1,1,21.947782064739318,-0.4331200216143473,1
40,6,1,1,20.74624518026702,-0.4331200216143473,1
40,7,1,1,23.89853474366894,-0.4331200216143473,1
40,8,1,1,22.15298278298917,-0.4331200216143473,1
41,1,1,0,24.0935904509306,-0.8166737135490693,0
41,2,1,0,24.609047281714417,-0.8166737135490693,0
41,3,1,0,24.25426167334535,-0.8166737135490693,0
41,4,1,0,25.37434581706961,-0.8166737135490693,0
41,5,1,1,20.452967416664805,-0.8166737135490693,1
41,6,1,1,22.719501915704313,-0.8166737135490693,1
41,7,1,1,18.571094546315134,-0.8166737135490693,1
41,8,1,1,23.264231559457535,-0.8166737135490693,1
42,1,0,0,20.28041009922898,0.07034131894167979,0
42,2,0,0,21.267785610501377,0.07034131894167979,0
42,3,0,0,20.593378912732412,0.07034131894167979,0
42,4,0,0,20.432625606586925,0.07034131894167979,0
42,5,0,1,17.926343529466312,0.07034131894167979,0
42,6,0,1,20.077311458825456,0.07034131894167979,0
42,7,0,1,21.373832900904198,0.07034131894167979,0
42,8,0,1,19.092254778224063,0.07034131894167979,0
43,1,0,0,12.701230909995884,2.6295488805304528,0
43,2,0,0,10.827935284218333,2.6295488805304528,0
43,3,0,0,10.669404666369754,2.6295488805304528,0
43,4,0,0,11.255261079128555,2.6295488805304528,0
43,5,0,1,9.978365653821946,2.6295488805304528,0
43,6,0,1,10.95334290190245,2.6295488805304528,0
43,7,0,1,9.371373136261164,2.6295488805304528,0
43,8,0,1,10.14007651538196,2.6295488805304528,0
44,1,1,0,22.92145162601882,-1.1722851234183893,0
44,2,1,0,22.80730833964696,-1.1722851234183893,0
44,3,1,0,23.36804692022287,-1.1722851234183893,0
44,4,1,0,22.828270876151834,-1.1722851234183893,0
44,5,1,1,20.862566477460444,-1.1722851234183893,1
44,6,1,1,20.066073398125326,-1.1722851234183893,1
44,7,1,1,20.12606676895832,-1.1722851234183893,1
44,8,1,1,20.358125511061957,-1.1722851234183893,1
45,1,0,0,18.30505170360221,0.8142120659756356,0
45,2,0,0,19.263952863794792,0.8142120659756356,0
45,3,0,0,19.2088405465101,0.8142120659756356,0
45,4,0,0,15.884346075520668,0.8142120659756356,0
45,5,0,1,17.34890711183452,0.8142120659756356,0
45,6,0,1,18.00103345180626,0.8142120659756356,0
45,7,0,1,18.035833299537956,0.8142120659756356,0
45,8,0,1,17.592923644047136,0.8142120659756356,0
46,1,0,0,11.620815656750032,2.4707966852988714,0
46,2,0,0,10.356215304888199,2.4707966852988714,0
46,3,0,0,10.346605970037693,2.4707966852988714,0
46,4,0,0,8.943039890090905,2.4707966852988714,0
46,5,0,1,10.840636234711173,2.4707966852988714,0
46,6,0,1,12.367389468759301,2.4707966852988714,0
46,7,0,1,11.203650272466463,2.4707966852988714,0
46,8,0,1,9.591874431006193,2.4707966852988714,0
47,1,1,0,22.72400895289454,-0.19226570602201393,0
47,2,1,0,21.987685966046975,-0.19226570602201393,0
47,3,1,0,22.22036239509881,-0.19226570602201393,0
47,4,1,0,19.91582949242622,-0.19226570602201393,0
47,5,1,1,17.34924919700704,-0.19226570602201393,1
47,6,1,1,17.725671698483232,-0.19226570602201393,1
47,7,1,1,17.8697660170762,-0.19226570602201393,1
47,8,1,1,18.200455959210498,-0.19226570602201393,1
48,1,1,0,22.515658837524146,-0.5736550615859973,0
48,2,1,0,22.803606431907486,-0.5736550615859973,0
48,3,1,0,21.516549489025305,-0.5736550615859973,0
48,4,1,0,22.41023159517346,-0.5736550615859973,0
48,5,1,1,18.105492085823094,-0.5736550615859973,1
48,6,1,1,18.222816623352855,-0.5736550615859973,1
48,7,1,1,19.106765074633415,-0.5736550615859973,1
48,8,1,1,19.324703080898452,-0.5736550615859973,1
49,1,0,0,20.55419136864797,0.3430369539848738,0
49,2,0,0,18.94610488718648,0.3430369539848738,0
49,3,0,0,20.613807455688132,0.3430369539848738,0
49,4,0,0,18.94095618569463,0.3430369539848738,0
49,5,0,1,19.00746104639637,0.3430369539848738,0
49,6,0,1,18.40843273805786,0.3430369539848738,0
49,7,0,1,18.06336471014608,0.3430369539848738,0
49,8,0,1,19.810980700990264,0.3430369539848738,0
50,1,0,0,19.910172987399207,0.6159918500191576,0
50,2,0,0,15.89337812062586,0.6159918500191576,0
50,3,0,0,17.894216089141928,0.6159918500191576,0
50,4,0,0,16.973732971350667,0.6159918500191576,0
50,5,0,1,16.84755368068707,0.6159918500191576,0
50,6,0,1,17.54270146690179,0.6159918500191576,0
50,7,0,1,16.75695204723859,0.6159918500191576,0
50,8,0,1,17.501911128796387,0.6159918500191576,0
51,1,0,0,21.36014545792239,0.7943766334305467,0
51,2,0,0,20.550584002475702,0.7943766334305467,0
51,3,0,0,19.37370110148065,0.7943766334305467,0
51,4,0,0,20.07141243156277,0.7943766334305467,0
51,5,0,1,20.03348522375859,0.7943766334305467,0
51,6,0,1,19.44058634624754,0.7943766334305467,0
51,7,0,1,19.29734017017041,0.7943766334305467,0
51,8,0,1,19.328937344179863,0.7943766334305467,0
52,1,1,0,20.77055413680963,-0.45019980902217904,0
52,2,1,0,18.86401219064431,-0.45019980902217904,0
52,3,1,0,21.056735091801308,-0.45019980902217904,0
52,4,1,0,21.95691604762749,-0.45019980902217904,0
52,5,1,1,17.683595050490638,-0.45019980902217904,1
52,6,1,1,18.451720517755042,-0.45019980902217904,1
52,7,1,1,15.615799857511321,-0.45019980902217904,1
52,8,1,1,17.2456229407313,-0.45019980902217904,1
53,1,1,0,24.35307814204832,-0.7706984100877822,0
53,2,1,0,20.18900373920332,-0.7706984100877822,0
53,3,1,0,22.998085671928386,-0.7706984100877822,0
53,4,1,0,21.957793754091565,-0.7706984100877822,0
53,5,1,1,17.47571707245185,-0.7706984100877822,1
53,6,1,1,19.775744547781677,-0.7706984100877822,1
53,7,1,1,18.456505599195246,-0.7706984100877822,1
53,8,1,1,17.86862108624381,-0.7706984100877822,1
54,1,1,0,24.027305030335437,-0.5255680179930713,0
54,2,1,0,26.146528605950532,-0.5255680179930713,0
54,3,1,0,26.102041633202372,-0.5255680179930713,0
54,4,1,0,24.37194658916093,-0.5255680179930713,0
54,5,1,1,21.974288459513836,-0.5255680179930713,1
54,6,1,1,22.453045601301582,-0.5255680179930713,1
54,7,1,1,20.709518387063913,-0.5255680179930713,1
54,8,1,1,20.589110577207723,-0.5255680179930713,1
55,1,1,0,23.839913266843148,-1.0473083446557583,0
55,2,1,0,24.20969133497678,-1.0473083446557583,0
55,3,1,0,24.396401763288758,-1.0473083446557583,0
55,4,1,0,24.505443106755738,-1.0473083446557583,0
55,5,1,1,22.19699060832665,-1.0473083446557583,1
55,6,1,1,23.198517680755803,-1.0473083446557583,1
55,7,1,1,21.566406271548324,-1.0473083446557583,1
55,8,1,1,20.80349697810774,-1.0473083446557583,1
56,1,0,0,18.57122485032724,0.3832827457951923,0
56,2,0,0,17.450886211614336,0.3832827457951923,0
56,3,0,0,18.653721498057113,0.3832827457951923,0
56,4,0,0,18.323350972295213,0.3832827457951923,0
56,5,0,1,19.018391106301543,0.3832827457951923,0
56,6,0,1,16.224695099858376,0.3832827457951923,0
56,7,0,1,17.44317199162155,0.3832827457951923,0
56,8,0,1,18.267637672239605,0.3832827457951923,0
57,1,1,0,26.173041849588955,-1.338265059951155,0
57,2,1,0,28.574037271779588,-1.338265059951155,0
57,3,1,0,27.33998338950159,-1.338265059951155,0
57,4,1,0,25.189572134446404,-1.338265059951155,0
57,5,1,1,25.40449097937513,-1.338265059951155,1
57,6,1,1,22.756772179862843,-1.338265059951155,1
57,7,1,1,22.772249498017835,-1.338265059951155,1
57,8,1,1,23.66031153073398,-1.338265059951155,1
58,1,0,0,20.993989789436714,0.3789907892333008,0
58,2,0,0,18.80767297577747,0.3789907892333008,0
58,3,0,0,18.83337474499247,0.3789907892333008,0
58,4,0,0,18.931506429473334,0.3789907892333008,0
58,5,0,1,17.544268419969967,0.3789907892333008,0
58,6,0,1,18.168148918683443,0.3789907892333008,0
58,7,0,1,18.595333723431736,0.3789907892333008,0
58,8,0,1,18.48472417033971,0.3789907892333008,0
59,1,1,0,20.418866560582085,-0.239334997902396,0
59,2,1,0,21.34669350592603,-0.239334997902396,0
59,3,1,0,19.998639641442942,-0.239334997902396,0
59,4,1,0,21.42784509864024,-0.239334997902396,0
59,5,1,1,17.77344771646228,-0.239334997902396,1
59,6,1,1,18.476461999274232,-0.239334997902396,1
59,7,1,1,15.474888334905717,-0.239334997902396,1
59,8,1,1,16.361595193583163,-0.239334997902396,1
60,1,1,0,23.086440022396484,-0.512897938557737,0
60,2,1,0,23.337376438921087,-0.512897938557737,0
60,3,1,0,22.343160760084835,-0.512897938557737,0
60,4,1,0,23.11590864175358,-0.512897938557737,0
60,5,1,1,19.263679040448654,-0.512897938557737,1
60,6,1,1,18.77160185699929,-0.512897938557737,1
60,7,1,1,19.325194629913575,-0.512897938557737,1
60,8,1,1,20.084060435381467,-0.512897938557737,1
61,1,1,0,29.257539887842306,-1.8014243466434596,0
61,2,1,0,28.7520581978307,-1.8014243466434596,0
61,3,1,0,26.781903612200992,-1.8014243466434596,0
61,4,1,0,29.482927708308814,-1.8014243466434596,0
61,5,1,1,23.843557330495212,-1.8014243466434596,1
61,6,1,1,24.698595140229752,-1.8014243466434596,1
61,7,1,1,23.872924276533357,-1.8014243466434596,1
61,8,1,1,24.234140411504956,-1.8014243466434596,1
62,1,0,0,16.186610276217635,0.9180218543373064,0
62,2,0,0,15.13868367059513,0.9180218543373064,0
62,3,0,0,14.618351967294204,0.9180218543373064,0
62,4,0,0,14.903688940934938,0.9180218543373064,0
62,5,0,1,15.050524928519751,0.9180218543373064,0
62,6,0,1,14.271188408435405,0.9180218543373064,0
62,7,0,1,13.451329479059808,0.9180218543373064,0
62,8,0,1,16.864294915057457,0.9180218543373064,0
63,1,1,0,23.322132438756586,-0.9522190721784495,0
63,2,1,0,23.802066662898547,-0.9522190721784495,0
63,3,1,0,21.0061122716049,-0.9522190721784495,0
63,4,1,0,25.054679453495034,-0.9522190721784495,0
63,5,1,1,18.91895631280403,-0.9522190721784495,1
63,6,1,1,19.815279512345395,-0.9522190721784495,1
63,7,1,1,21.73478934370959,-0.9522190721784495,1
63,8,1,1,21.379623649930135,-0.9522190721784495,1
64,1,1,0,27.30492965094346,-1.384868240438324,0
64,2,1,0,25.860994034535597,-1.384868240438324,0
64,3,1,0,25.051262709994464,-1.384868240438324,0
