signal_x,signal_y,context,noise,label
-0.09100039,0.50316891,1.27703503,1.02760662,0
1.86929739,-1.65988984,0.15199749,-0.40539001,0
-1.32661326,-0.44229502,1.27542118,1.34586148,1
1.90598261,-0.89049436,-1.26288327,0.68010447,0
1.69609790,-0.67619112,-0.79254672,-1.90036995,0
0.59547132,1.91876960,-1.34382221,0.15003544,1
-0.92814179,-0.97018862,-0.25620978,1.12327313,0
-1.43586087,0.12311902,1.06150634,-0.91349703,1
0.09178573,-0.27813870,1.39233881,0.02089159,0
-1.27305828,1.48280042,-1.00247706,0.59779416,0
1.18646473,-0.68872857,0.72096999,-0.20909533,0
1.08768445,-0.59774864,0.86518971,1.49777292,0
1.36691414,-1.34065686,-1.46288616,-0.03375655,1
-1.24225101,1.20800316,-1.41592517,0.00186900,0
-0.37832199,1.10831334,1.10092776,-1.45792111,0
1.81309987,-0.32648076,0.95858637,-0.92330464,0
0.00507536,0.74859493,-1.38523112,1.07047679,0
-0.96204329,1.20406995,0.98059085,-0.33831434,1
1.31879456,-1.37362840,0.27535446,-0.92624782,0
-1.77242338,1.25622906,1.16055857,0.11286211,1
0.98843902,-1.00099269,-0.76834858,0.88054166,1
0.97694429,-0.15951932,-0.11770845,-1.70401752,1
0.98564520,-0.57794547,-0.19007801,-0.17719192,0
0.39373695,-1.67465705,-0.16393914,-0.44821101,0
-0.03961029,-0.12106265,0.50463389,0.23471261,0
-1.87592224,1.38768858,-0.20732585,-1.05801486,0
0.21771191,-0.36543105,0.38537075,-0.43164205,0
-1.96612484,0.40284703,1.09056302,1.21529236,0
-1.67016501,1.73047135,0.13849934,-0.79291998,0
1.88060891,1.96912561,-1.38503257,-0.25000136,1
0.80617130,-1.68026100,0.87352889,0.95057303,0
-0.41741842,-0.14169341,-0.66445409,0.35342824,0
1.04004359,0.27198443,-0.84621554,-2.64954575,0
0.82015074,-0.21536363,0.06047735,0.02008957,1
-0.47843715,-0.87659880,0.89902743,-1.10447167,0
-0.24174960,0.85489783,1.42221912,-0.09064257,0
0.14155629,0.11701453,0.57527031,-0.55140016,1
-0.75323568,1.26577493,1.08357240,-0.36767818,1
1.85365162,-1.84365369,-0.32565327,1.10829071,1
1.67686600,-1.63474933,-0.46602376,0.69643432,1
0.05844628,-1.62568511,-1.36211202,0.85661528,0
-1.09014751,-1.38535993,-0.23805498,-1.02805327,0
-1.71174191,-1.99797682,1.05022391,0.36191128,1
-1.53771165,0.52590195,0.75610498,-1.95218833,1
1.27958653,1.43225625,-0.17611526,-0.54164812,1
-0.65542088,-0.54043808,-0.53586757,-1.90899854,0
-0.37038546,1.01241285,1.44443385,1.07631685,0
-1.86049319,-0.35751852,-1.06585103,0.11325920,0
0.28575807,-0.22990915,-1.32127822,0.21280574,0
-1.18383076,-0.85764220,0.58880950,0.52527445,1
1.48468548,-1.24539348,-0.41996960,0.61187487,1
-0.15571592,-0.50817380,0.56851206,-0.28331521,0
-1.89545184,0.03473401,0.82757523,0.02202061,1
0.18602791,-0.61719386,-0.69993771,-1.24877034,0
-1.43925888,-0.30484369,-0.18337908,1.07651774,0
-1.75256697,1.60875252,1.37189992,0.03142228,1
0.71750480,0.03936991,0.15260751,1.62750101,1
-0.05136768,1.77514691,-0.17005519,0.32803192,0
1.68406722,0.83366613,1.33947388,0.47764593,1
1.67783422,-1.88303918,-1.49535742,-1.05098822,1
1.82425489,-1.84542492,0.01566331,0.20446015,0
1.53953096,0.68948584,-1.35932009,-0.34698260,1
-0.57173400,0.41439154,0.53875599,-1.01299559,0
-0.31797892,1.40896271,0.13004619,-1.13593666,0
1.82579878,-0.22271854,0.06105489,-0.44781614,1
-1.08995030,1.60577368,1.12619268,0.49441586,1
0.71534974,-1.70555443,-1.44144806,-0.20806980,1
-0.36227193,0.84724415,-0.20534896,-0.21194349,0
-0.37601701,-1.10929140,-0.83113506,0.22164163,1
0.89589657,1.84346720,0.46410179,-0.11742627,1
-1.63740305,0.56236513,0.34968979,0.71114772,1
-0.69562746,-0.20368165,0.17197360,-0.64087016,0
-1.69869226,1.56798915,0.40066867,-0.19428917,1
0.27687077,-1.58583874,1.12925959,-0.56437600,1
1.66429268,0.74087633,-1.37278744,0.43451971,1
1.80984415,0.03434652,0.39246667,-1.48512838,1
1.52372644,-0.94317382,-0.18466121,0.72473392,0
-0.90620028,-0.24997073,-0.51905032,-1.11345207,0
-0.89757411,1.18988913,0.23128233,-0.37562875,1
-0.03166241,1.20494347,1.48788739,0.12840362,1
-1.30421571,-1.80071800,-0.92216879,0.15416799,1
-0.20128012,0.97160458,-1.35919487,-0.80615408,0
-0.57671362,1.10284363,0.03086428,0.22476116,0
0.81642165,-1.99825748,1.30585135,-1.82432962,0
-0.61793151,1.46694518,-0.93232766,0.23267194,1
-1.26353046,-1.10840397,-1.17921479,-0.61370546,1
0.71814130,-0.57031048,0.89095780,-0.77471977,0
0.92615739,1.58047920,1.08000646,-0.19918331,1
-0.76126225,0.30228313,-0.45826916,0.68220294,0
-0.79153313,0.71693342,1.44009105,-1.58191898,1
1.86577884,-1.38387004,-1.12846664,-0.10548412,1
-1.97046433,1.19114920,1.44094190,-0.14621365,1
1.44526048,0.37733817,0.28391363,0.04055801,1
-1.55897366,0.05722389,0.13240045,1.06109727,0
-1.30568536,0.28456572,-0.20082709,0.37889797,0
-0.79778895,-0.80550444,-0.63419445,-3.18560576,0
1.07152796,1.80862322,-0.01311012,0.61927329,1
-1.05768193,-0.30986371,0.26755091,-0.62921605,1
-0.73243270,-0.73344831,-0.54035005,0.02103246,1
-0.25772240,-1.90880923,0.64734152,2.59415442,0
-0.14654403,-1.70093378,0.47112260,-0.80540834,0
1.21023526,-1.92512091,1.24463160,-1.07096200,0
0.34006412,-1.03646871,1.29047688,-0.15370681,0
-0.33492913,1.41687864,-0.24497624,-0.82708117,0
-1.03220670,0.90485609,0.03659601,0.01947077,0
-1.74138598,-0.71007660,1.12116469,-0.88180968,1
0.97380311,0.14755214,0.92073845,-1.67986644,1
0.44668071,-1.37216286,0.09238257,1.19473590,0
-1.43263745,-0.54504390,1.16837629,-0.56382999,1
0.08359515,-0.54632230,-0.92448330,-0.97459323,0
0.17825900,1.53820692,1.02931261,0.81581622,0
0.75052404,0.00125792,0.20990534,0.27711947,0
-1.17644980,-1.27500054,-1.15762300,2.14337277,1
0.21997616,1.76733517,1.00423856,1.80434971,1
-0.72235749,0.10297736,-0.06611694,-0.37340108,0
1.19850415,-1.80529484,0.51421356,-1.56922207,0
-0.14486260,0.35056420,-0.42071000,0.31061109,0
0.51112439,0.73125052,-1.36725445,-0.30267782,1
-1.83297569,1.39782275,-0.23689246,0.36077765,0
-0.19197617,1.19720074,-0.14544052,-0.70214780,0
-0.28018450,-0.46469813,-1.21566485,0.06749555,0
0.12911375,1.92496619,0.30405118,1.41187410,0
0.64337030,-0.62146705,1.14314660,-1.26733782,0
-1.02411289,0.46735053,-0.75683553,1.47964206,0
1.07319639,1.42284279,1.27807945,1.70122463,1
0.37654616,-0.86695481,-0.43318540,-1.38360661,0
0.53074414,-0.13296834,-0.89351719,0.58575398,1
-1.39158106,-0.67062183,-1.48696785,-0.36923056,0
0.26266551,1.21169292,1.13306054,0.28060518,0
-0.67589580,0.02299756,0.42505409,-0.20176772,0
-1.95261798,-0.16407368,0.33302318,-0.65485339,1
-0.52786348,-1.07102254,0.77855163,0.82252190,0
0.17517469,0.01146846,1.02429167,0.10645996,0
-1.26955660,1.17923463,0.23964415,-1.28803295,0
1.96004646,-1.73480593,0.79556216,0.27040611,0
-1.39809254,0.64048832,-0.99859077,-1.62078455,0
1.61811815,-0.00101703,1.35259720,-0.37089418,1
-0.44521058,0.28169981,0.65019845,0.53501902,0
-0.76780332,0.95445904,-0.84642686,0.36364202,1
0.42658915,0.60173598,0.34377416,-2.17498637,0
-0.31785770,-1.87762562,0.24775652,-1.85834343,0
-1.46810481,-0.00755295,-0.76445687,-1.72035422,1
1.60990083,-0.42247008,1.26435978,0.66111321,0
1.53391506,1.02783517,-0.33815826,-0.93990840,1
0.02752280,-0.05720500,1.45162144,-0.89260079,0
-0.46824350,1.87763213,1.42497258,-0.67196472,1
-1.23109941,1.11898810,0.11926199,0.19963854,0
0.80488575,-0.04318267,-1.10851644,-0.04775419,1
1.07476680,-1.70114802,0.92118441,0.23385888,0
0.48294542,1.49247633,0.60840314,-0.01312998,1
0.64270354,0.42972443,1.30285637,-1.47012090,1
1.40860447,-0.69398206,-0.14174292,0.33042670,0
1.76968724,-0.58775105,-0.16402740,-0.21950647,0
-1.16505415,-1.45402431,-0.60162187,-1.01637263,1
0.36196451,1.04568423,1.35993530,0.32762404,0
-0.61971515,1.25919921,-0.32999496,1.67233545,0
-0.59643556,1.22609227,-1.45943695,0.08353285,0
1.18653224,0.57797387,0.93332524,-0.14159504,1
1.62745843,0.04937873,-0.08498884,-1.04961487,1
1.29952216,0.27025005,1.34182499,0.93239699,1
1.79528268,0.42623421,-0.72027378,0.75786812,1
-0.35028773,0.47454633,0.18574972,-0.79601066,1
0.08720106,-1.43940718,-1.11256840,0.51109199,1
-1.07033907,1.36625152,1.06966646,-0.21113273,1
-0.86449963,1.84563564,0.67382716,1.29688886,1
-1.22464992,-0.90320487,-1.19619998,0.43708725,0
1.55712650,-1.71149505,-1.49331282,-0.35846015,1
-0.31534757,-1.74521110,-0.78872751,1.75757020,1
-1.21950189,1.24745612,1.18440662,0.11381022,1
0.09338982,-1.44818660,-0.17166212,0.50824869,0
-0.65696553,-0.59350520,1.42034485,-0.36067817,0
1.29406043,1.93954954,0.18514187,-0.38039443,1
-1.41816575,1.79706610,-0.09820552,-0.36009798,1
1.60679639,-0.66372773,-0.80186709,0.67361899,0
-0.65259131,0.22029546,-0.59656034,-0.47020327,0
-1.19078043,0.55457098,1.21949185,-2.43829005,1
-1.96111932,1.56189937,-1.12523659,2.10087351,0
1.20331876,-0.36370168,0.05642491,-0.96701699,0
-0.17913371,-0.83542236,-0.29123202,0.86923756,0
0.92746019,-0.61481935,0.75433825,-1.10716761,1
-1.66371950,1.99928647,-0.76640617,-0.05230532,0
-1.31148489,-0.22399150,-0.17173035,-0.06885417,0
0.25413239,-1.00049719,1.00964977,-0.97993847,0
-1.32579947,1.86129447,-1.08798589,0.55157227,0
0.51353519,1.30359546,-1.34536451,-0.71907362,1
-0.74535664,-0.91581279,-0.66397009,0.19412386,0
-0.03793002,-1.97783346,-1.32780675,0.49164954,1
-1.56265616,-1.29290794,0.32953944,1.00390432,1
-1.40865934,-0.97795386,0.82244199,-1.27089968,1
-0.25607847,-1.48686434,-1.00082210,-0.77629712,1
-0.10798064,-0.33216289,-1.20969403,1.58107521,0
-0.43283437,-1.77695774,-0.97423918,0.33267421,1
-0.05569445,-1.68605392,-1.28001727,-0.24086057,1
1.74929406,0.05879816,1.11348383,-0.57940732,1
1.39266738,-1.12964334,0.68483383,0.18111771,0
1.89839571,-0.34632835,0.55071486,1.94578961,0
-0.27149839,0.90105461,0.81235167,-1.31269044,0
1.18702485,-0.62413331,-1.10052809,0.06264044,0
0.98104756,-0.34325044,0.57880292,-0.79979829,0
-0.09280099,-1.76719716,-0.96695015,0.11833990,1
1.49104543,0.23842564,-0.83807405,2.57101572,1
1.39368884,-1.62205636,0.39720260,0.68773047,0
-0.65904605,-1.64384641,0.47331377,-0.42482503,0
1.23491658,-0.25239555,-0.13354065,0.16908894,1
0.91074167,-1.71102862,1.11443362,0.26216386,0
1.95865621,-0.93833917,-1.28257519,-0.15501134,0
-1.32780019,0.65167827,-0.68984732,-1.80841122,0
0.84344423,-1.39327337,-0.48274033,2.06343863,1
-1.24283443,-1.23991678,0.70229323,-0.47446411,1
0.99377268,0.92197028,1.32314463,0.75098385,1
-0.30940739,-0.61397158,1.16512323,1.28602884,0
0.91387405,-0.20537654,1.48150157,0.72564002,1
1.61806233,1.30133876,1.43513908,-1.33692902,1
-1.66269714,-0.10453198,-0.86935882,1.53356150,0
0.52057069,1.26407762,0.88088668,0.37512558,0
-1.93486713,1.84811191,-1.08348364,0.15608003,0
-0.57546618,-0.78952420,-1.40072817,0.12595250,0
-0.90251325,-0.63740291,-1.45300139,0.61134803,0
-1.73629037,-0.37392497,0.05766799,-0.66377078,0
-0.90074979,-0.48984418,-0.61034355,0.35440015,0
0.51540956,0.04878554,-1.42079219,-0.16092242,1
-0.01977605,0.98527360,-1.01051701,0.80637605,0
-0.21090730,-1.38468944,-0.35148635,0.00412961,1
0.25336458,-1.73573816,-0.25072419,-0.87374305,1
-1.31793301,-1.18641456,1.20843253,-0.16959849,1
-1.18909185,0.84986183,0.36484289,0.18846276,1
1.05712014,-1.67039824,-0.59336324,1.17734142,1
-0.37540214,0.34056268,-0.19378336,0.69127642,0
-1.62417383,1.48606287,0.79505955,0.42916780,1
0.86277854,0.02691167,1.42041283,0.11372456,1
-0.61750934,-1.38501479,1.15048676,-0.21061828,0
0.44195292,-1.17020304,-0.27712106,0.02552161,1
-1.83540637,0.12000313,-0.01532736,-1.93814308,0
1.84393648,-1.19743029,0.19323501,1.11232471,0
0.80883967,-0.64628200,0.05924543,-0.78023311,1
0.21289995,-1.53299675,-0.56095340,0.50981127,1
-1.75783964,0.84591645,-0.66413052,-0.91635000,0
-1.03573170,-1.25232861,-1.34105709,0.09891818,0
0.09027373,1.22602475,1.16627106,1.34156816,0
-1.26381173,-1.55635270,-0.84096878,-0.06821028,1
0.81527662,0.87460783,-0.51716409,0.34081366,1
-0.71238112,1.53417848,-0.37530260,1.07596933,0
1.66980890,0.16110479,0.40893945,1.80507241,0
0.98428654,-0.94934636,-0.99641599,0.61008278,0
1.38392363,0.80377641,1.32087208,-0.17896911,1
0.43901678,-0.64157122,1.35759766,0.51335474,0
-1.79570670,0.68120615,-0.67562898,0.20605942,0
-1.35824358,0.23132963,1.03988670,-0.33912076,1
1.65613633,1.83605295,1.01072331,-2.33759094,1
-0.73699203,-1.40133397,-0.48472727,0.08174295,1
0.70698954,-1.12416075,0.83289664,-0.69608350,0
-0.08223773,-1.73707182,0.13690506,0.61658021,0
-0.93300398,0.08256920,-1.48837694,0.03990892,0
-1.49785190,-1.94259355,1.20210333,1.43639787,1
-1.97343204,-1.85071215,-0.21948157,0.25842293,0
-0.68520871,-1.78692754,-0.41855265,0.69827303,1
1.56256237,1.81747397,0.66956727,-1.93208950,1
-1.51575364,-1.93782889,0.46696982,-0.06609215,1
1.57638664,1.12137144,0.28043062,0.96124796,1
1.59407770,-0.02380726,0.27534084,1.38035447,1
1.37029479,0.48452475,-0.18076594,-1.90211784,1
