assignment_z,treatment_d,outcome,compliance_type,d_if_z0,d_if_z1,oracle_treatment_effect
1,1,54.332372687775006,complier,0,1,2.0
1,1,70.90900633876564,always,1,1,12.0
1,1,66.37841443542378,always,1,1,12.0
0,0,49.08353817464344,complier,0,1,2.0
1,0,46.035321910383786,never,0,0,-3.0
0,1,68.8610662398367,always,1,1,12.0
0,1,64.3504463133228,always,1,1,12.0
1,0,43.647452942422234,never,0,0,-3.0
1,0,46.01715814335723,never,0,0,-3.0
0,0,50.726008862946735,complier,0,1,2.0
0,0,50.43812383533476,complier,0,1,2.0
1,1,66.1655553945896,always,1,1,12.0
0,1,71.38155008462206,always,1,1,12.0
1,1,53.14771861571053,complier,0,1,2.0
0,0,47.14536768488969,complier,0,1,2.0
0,0,49.867917329837624,complier,0,1,2.0
1,0,47.029620282677804,never,0,0,-3.0
0,0,46.404730519694056,never,0,0,-3.0
0,1,64.08976523167574,always,1,1,12.0
1,1,69.11200909394593,always,1,1,12.0
1,1,70.13526787890042,always,1,1,12.0
1,1,51.467217890339285,complier,0,1,2.0
0,0,48.62508405960747,never,0,0,-3.0
0,0,48.50994064638135,never,0,0,-3.0
0,0,43.77203000085166,never,0,0,-3.0
1,0,45.616012816811946,never,0,0,-3.0
0,1,71.06404973952559,always,1,1,12.0
0,1,69.04656303898045,always,1,1,12.0
1,1,69.83165434631555,always,1,1,12.0
1,1,51.50698493715762,complier,0,1,2.0
1,1,53.08242428463545,complier,0,1,2.0
1,0,44.81046074024392,never,0,0,-3.0
1,0,45.10229428588951,never,0,0,-3.0
0,0,44.40476583270629,never,0,0,-3.0
0,0,46.815795318199214,never,0,0,-3.0
0,0,46.812581230500825,never,0,0,-3.0
0,0,45.555036379911556,never,0,0,-3.0
1,0,43.69287409935849,never,0,0,-3.0
1,1,51.716543364937664,complier,0,1,2.0
1,0,46.13719806855744,never,0,0,-3.0
1,0,43.7164360282578,never,0,0,-3.0
1,0,45.205007670211835,never,0,0,-3.0
1,1,68.72386201601805,always,1,1,12.0
0,1,66.20032247371864,always,1,1,12.0
0,0,46.40162326154174,never,0,0,-3.0
0,0,46.41538738620586,never,0,0,-3.0
0,0,43.324888424146465,never,0,0,-3.0
0,1,69.18154384826374,always,1,1,12.0
1,0,47.046542507270956,never,0,0,-3.0
0,0,47.69498441167093,never,0,0,-3.0
1,1,53.89566197652212,complier,0,1,2.0
1,1,51.60563771562979,complier,0,1,2.0
1,0,44.01246840148756,never,0,0,-3.0
1,1,51.89687727905557,complier,0,1,2.0
0,0,44.01198222783501,never,0,0,-3.0
0,0,43.35265713247498,never,0,0,-3.0
0,0,49.38286316878315,complier,0,1,2.0
1,1,55.60973758074721,complier,0,1,2.0
0,1,68.65318783561887,always,1,1,12.0
0,1,66.14769674775859,always,1,1,12.0
0,0,45.50536172454494,never,0,0,-3.0
0,1,70.07860589820795,always,1,1,12.0
1,1,70.81218597641241,always,1,1,12.0
1,0,43.76226841465122,never,0,0,-3.0
1,1,67.2760615229418,always,1,1,12.0
1,1,67.54881721117502,always,1,1,12.0
0,0,44.562642278326,never,0,0,-3.0
0,1,71.18890234760636,always,1,1,12.0
0,0,44.68588947258869,complier,0,1,2.0
1,1,66.04995315032113,always,1,1,12.0
0,0,47.38355498939084,complier,0,1,2.0
1,1,50.841104519881114,complier,0,1,2.0
1,1,68.88363437025306,always,1,1,12.0
1,0,46.46381757375173,never,0,0,-3.0
1,1,67.05540711158028,always,1,1,12.0
1,0,45.130435426143045,never,0,0,-3.0
1,1,53.58999341678174,complier,0,1,2.0
0,0,51.54996719104811,complier,0,1,2.0
1,1,71.08519194338142,always,1,1,12.0
0,0,50.64001948789424,complier,0,1,2.0
1,1,66.86838395335528,always,1,1,12.0
0,1,69.4744982566313,always,1,1,12.0
0,0,49.49545445875518,complier,0,1,2.0
0,0,52.66184992942038,complier,0,1,2.0
1,0,47.932384230978855,never,0,0,-3.0
0,0,47.10401137193726,never,0,0,-3.0
0,0,49.98525725178346,complier,0,1,2.0
1,1,66.97790705446282,always,1,1,12.0
0,0,48.845545106966966,complier,0,1,2.0
0,0,44.76792837917149,never,0,0,-3.0
1,1,66.466660895215,always,1,1,12.0
1,0,48.108663196518584,never,0,0,-3.0
0,0,46.18377824089507,complier,0,1,2.0
1,0,48.30140392275932,never,0,0,-3.0
1,0,45.32082898125824,never,0,0,-3.0
1,1,66.50281139576794,always,1,1,12.0
0,1,69.87393341046936,always,1,1,12.0
1,0,48.6420246885637,never,0,0,-3.0
1,0,48.47262828692706,never,0,0,-3.0
0,0,45.803127954261576,complier,0,1,2.0
1,0,44.64291266278191,never,0,0,-3.0
0,0,49.5452543860572,never,0,0,-3.0
1,0,47.702693741626824,never,0,0,-3.0
1,1,69.5762485267262,always,1,1,12.0
1,1,69.87504711672584,always,1,1,12.0
1,1,71.27609529822026,always,1,1,12.0
1,0,48.452514414285424,never,0,0,-3.0
1,1,54.60580439492836,complier,0,1,2.0
1,1,69.39916704805624,always,1,1,12.0
0,0,53.13901524570603,complier,0,1,2.0
1,0,46.010267679353305,never,0,0,-3.0
0,1,67.79053976432681,always,1,1,12.0
0,1,68.51522074250154,always,1,1,12.0
1,0,44.89131845783226,never,0,0,-3.0
1,1,71.57588620644754,always,1,1,12.0
1,1,70.54569834465202,always,1,1,12.0
0,1,71.03648454610706,always,1,1,12.0
0,1,71.02086882841016,always,1,1,12.0
0,0,49.688635917136935,complier,0,1,2.0
1,1,67.31930222997627,always,1,1,12.0
1,1,46.89516912575457,complier,0,1,2.0
0,1,68.48713146224068,always,1,1,12.0
0,0,46.27642767977372,never,0,0,-3.0
1,0,44.978904737871005,never,0,0,-3.0
1,1,68.99266007080841,always,1,1,12.0
1,0,45.449019162700004,never,0,0,-3.0
0,0,48.36570053125994,never,0,0,-3.0
1,0,48.28948032358614,never,0,0,-3.0
0,0,49.017623701238854,never,0,0,-3.0
1,1,52.988345514081026,complier,0,1,2.0
0,0,51.19539353519253,complier,0,1,2.0
1,0,43.40935531188231,never,0,0,-3.0
1,0,47.38073413379495,never,0,0,-3.0
0,0,51.79931516992369,complier,0,1,2.0
1,1,65.92538383327388,always,1,1,12.0
1,0,44.71753314876023,never,0,0,-3.0
0,1,68.3544828015296,always,1,1,12.0
1,1,68.04652916918859,always,1,1,12.0
0,1,67.37098157866711,always,1,1,12.0
1,1,70.66902951223183,always,1,1,12.0
1,0,47.090670162661304,never,0,0,-3.0
0,0,48.761085901366066,complier,0,1,2.0
1,1,50.77436746447906,complier,0,1,2.0
1,0,48.97582823151912,never,0,0,-3.0
0,0,45.31892178956587,never,0,0,-3.0
1,1,55.01943827506376,complier,0,1,2.0
0,1,71.02634696705302,always,1,1,12.0
1,1,69.77349097624422,always,1,1,12.0
0,0,48.595829606795014,complier,0,1,2.0
1,1,66.53457651951757,always,1,1,12.0
1,1,71.8855657873959,always,1,1,12.0
0,0,45.84587144930777,never,0,0,-3.0
0,1,68.39508955040762,always,1,1,12.0
1,1,49.27096027390787,complier,0,1,2.0
0,0,50.53568029480544,complier,0,1,2.0
1,0,45.336994500457585,never,0,0,-3.0
0,0,45.72415936641944,never,0,0,-3.0
1,0,44.72137211449481,never,0,0,-3.0
0,0,50.67968324975869,never,0,0,-3.0
1,0,44.735455329493206,never,0,0,-3.0
1,1,71.43651482024674,always,1,1,12.0
1,1,67.93874065558761,always,1,1,12.0
1,1,49.28367568979603,complier,0,1,2.0
0,1,68.28482641414129,always,1,1,12.0
0,0,48.41460312927187,never,0,0,-3.0
1,1,53.530302912456854,complier,0,1,2.0
0,0,44.916145897399126,never,0,0,-3.0
0,0,49.45467432589486,complier,0,1,2.0
1,1,64.75172524617261,always,1,1,12.0
1,1,49.801651603289415,complier,0,1,2.0
1,1,53.735145499622064,complier,0,1,2.0
0,0,44.042196039131724,never,0,0,-3.0
0,1,68.68262465065995,always,1,1,12.0
0,1,70.36402143122785,always,1,1,12.0
0,1,70.43469976646008,always,1,1,12.0
0,1,68.34436868035976,always,1,1,12.0
0,0,48.96170056356841,never,0,0,-3.0
0,0,45.45762801398849,never,0,0,-3.0
1,0,47.905230124219734,never,0,0,-3.0
1,1,50.21966189553702,complier,0,1,2.0
1,1,66.6511251950932,always,1,1,12.0
0,1,67.87218467958053,always,1,1,12.0
0,0,46.56244328583206,never,0,0,-3.0
1,1,54.99989039612499,complier,0,1,2.0
0,0,45.311926948399524,never,0,0,-3.0
0,0,49.82559187471699,never,0,0,-3.0
0,0,49.997143022802476,complier,0,1,2.0
0,0,48.14329514331344,complier,0,1,2.0
1,0,45.563294886098184,never,0,0,-3.0
1,1,50.125617614970125,complier,0,1,2.0
1,1,49.9666236895271,complier,0,1,2.0
0,0,44.09051162288797,never,0,0,-3.0
0,1,62.89075319766056,always,1,1,12.0
0,0,51.315286975820435,complier,0,1,2.0
1,1,54.00568053599219,complier,0,1,2.0
1,0,45.202128913216505,never,0,0,-3.0
1,1,53.66911070251024,complier,0,1,2.0
1,1,51.95894937763716,complier,0,1,2.0
0,1,66.27429189638376,always,1,1,12.0
0,1,66.7412255110952,always,1,1,12.0
1,1,55.1741980014976,complier,0,1,2.0
1,1,68.13254265708738,always,1,1,12.0
0,1,69.1674530239728,always,1,1,12.0
1,1,56.942971554767645,complier,0,1,2.0
1,1,52.83873562924616,complier,0,1,2.0
0,1,68.75857376699061,always,1,1,12.0
1,0,44.68422972299676,never,0,0,-3.0
0,0,48.81905791220129,complier,0,1,2.0
0,0,49.1286213788996,never,0,0,-3.0
0,1,69.13889093285063,always,1,1,12.0
1,0,47.538698131855476,never,0,0,-3.0
1,0,45.39724950845202,never,0,0,-3.0
0,1,67.96894032892112,always,1,1,12.0
0,1,67.44775196426608,always,1,1,12.0
0,0,47.94810135644612,complier,0,1,2.0
0,0,48.629976720693335,never,0,0,-3.0
0,0,51.14975821766841,complier,0,1,2.0
0,0,45.4005726404172,never,0,0,-3.0
1,1,69.03880006397337,always,1,1,12.0
0,0,47.85342265514959,complier,0,1,2.0
0,1,65.79651027706147,always,1,1,12.0
1,1,49.357391875237525,complier,0,1,2.0
0,0,43.38377631587388,never,0,0,-3.0
0,0,47.02127477809006,never,0,0,-3.0
1,1,66.34582002825313,always,1,1,12.0
1,1,68.01242671851374,always,1,1,12.0
0,0,44.50239746755112,never,0,0,-3.0
0,1,69.21527552813093,always,1,1,12.0
1,1,69.22667376822294,always,1,1,12.0
1,0,50.11319479681045,never,0,0,-3.0
0,0,47.9833540300397,complier,0,1,2.0
0,0,45.02428817280679,never,0,0,-3.0
1,0,45.24097431351507,never,0,0,-3.0
1,0,46.258631963711416,never,0,0,-3.0
0,1,66.72336748130051,always,1,1,12.0
1,0,45.88203391949731,never,0,0,-3.0
0,0,51.10770226790747,complier,0,1,2.0
0,0,48.38438037858895,never,0,0,-3.0
0,0,46.73521105323169,never,0,0,-3.0
0,0,49.86156328310651,complier,0,1,2.0
0,1,72.45563824033718,always,1,1,12.0
1,0,43.521263722812606,never,0,0,-3.0
0,0,45.042761427504885,never,0,0,-3.0
0,0,47.4620064456325,never,0,0,-3.0
1,1,72.01882741875372,always,1,1,12.0
0,0,45.199504099810866,never,0,0,-3.0
0,0,44.906359483598656,never,0,0,-3.0
1,1,70.01062520468778,always,1,1,12.0
1,0,48.48083815536158,never,0,0,-3.0
0,0,48.624575195881924,complier,0,1,2.0
0,1,70.55945873538936,always,1,1,12.0
1,1,51.39963332861081,complier,0,1,2.0
1,0,48.773871523426365,never,0,0,-3.0
0,0,47.186628148817924,complier,0,1,2.0
0,1,66.44192232634008,always,1,1,12.0
0,1,70.34017150998841,always,1,1,12.0
0,1,67.58110081445417,always,1,1,12.0
0,0,51.626888562196086,complier,0,1,2.0
0,1,70.1618120636222,always,1,1,12.0
0,0,41.468901908617354,never,0,0,-3.0
1,0,48.826395733636666,never,0,0,-3.0
1,0,46.88547768962324,never,0,0,-3.0
0,1,67.55506688968762,always,1,1,12.0
0,1,66.1310944039234,always,1,1,12.0
1,1,51.506006490182294,complier,0,1,2.0
0,0,47.79519225278744,never,0,0,-3.0
0,0,49.422426325318014,complier,0,1,2.0
1,1,52.836978887210535,complier,0,1,2.0
0,0,47.33096211311952,never,0,0,-3.0
1,0,46.34651296473916,never,0,0,-3.0
0,0,46.3898864553834,never,0,0,-3.0
0,0,46.093916873778,never,0,0,-3.0
0,1,67.93977305945754,always,1,1,12.0
0,0,46.8296999832565,never,0,0,-3.0
0,1,69.73322698143724,always,1,1,12.0
1,1,70.53474371156896,always,1,1,12.0
1,1,55.55923877016611,complier,0,1,2.0
0,0,44.94432561171462,never,0,0,-3.0
0,1,68.98423441240323,always,1,1,12.0
0,0,48.24426420106383,complier,0,1,2.0
0,0,48.76538624761257,complier,0,1,2.0
0,1,69.06896526722693,always,1,1,12.0
0,0,51.10548979094182,complier,0,1,2.0
1,0,47.11760940860742,never,0,0,-3.0
1,1,67.79708165455551,always,1,1,12.0
0,0,44.08848409909309,never,0,0,-3.0
0,1,68.7722213855733,always,1,1,12.0
1,0,47.019526202846514,never,0,0,-3.0
0,0,45.031729879634376,never,0,0,-3.0
1,0,47.13088839301903,never,0,0,-3.0
0,1,69.89069010616697,always,1,1,12.0
1,0,44.2837585551221,never,0,0,-3.0
0,0,50.027307098517284,complier,0,1,2.0
1,1,54.668615384168895,complier,0,1,2.0
1,1,69.80348634482743,always,1,1,12.0
0,0,47.452985411412946,never,0,0,-3.0
0,1,68.42846908124432,always,1,1,12.0
1,0,42.20197330041549,never,0,0,-3.0
1,1,67.00109750503802,always,1,1,12.0
1,1,71.35548998207906,always,1,1,12.0
1,1,70.54737779188642,always,1,1,12.0
1,1,53.30818943915882,complier,0,1,2.0
1,1,68.2289786469654,always,1,1,12.0
1,1,70.60125469181996,always,1,1,12.0
1,0,46.040117189407766,never,0,0,-3.0
1,1,69.41910461674009,always,1,1,12.0
0,0,47.55859198520769,never,0,0,-3.0
0,0,42.38622476488566,never,0,0,-3.0
1,1,69.39123351523331,always,1,1,12.0
0,1,68.18811140460188,always,1,1,12.0
0,1,69.08046068756917,always,1,1,12.0
0,0,44.723616139587364,never,0,0,-3.0
0,1,70.03394697945048,always,1,1,12.0
0,0,51.18999346429445,complier,0,1,2.0
0,1,68.24908820455622,always,1,1,12.0
1,1,49.18547918590662,complier,0,1,2.0
0,1,68.46187051231927,always,1,1,12.0
1,0,46.13680628345805,never,0,0,-3.0
1,0,46.7542385362086,never,0,0,-3.0
1,0,47.54939828761694,never,0,0,-3.0
0,0,45.175558598673916,never,0,0,-3.0
1,1,70.20088965850522,always,1,1,12.0
0,1,71.33003294783444,always,1,1,12.0
1,1,69.84963836707524,always,1,1,12.0
0,0,45.1676350995667,never,0,0,-3.0
1,1,69.38321636924877,always,1,1,12.0
0,0,48.37860142525957,complier,0,1,2.0
0,0,42.85048783309905,never,0,0,-3.0
1,1,53.17959645037536,complier,0,1,2.0
0,0,50.84171083913631,complier,0,1,2.0
1,1,70.82975154217134,always,1,1,12.0
1,1,68.61478252679359,always,1,1,12.0
0,0,48.07059963386577,complier,0,1,2.0
0,0,43.4022889699338,never,0,0,-3.0
1,0,44.938449805674324,never,0,0,-3.0
0,0,46.595405518282945,never,0,0,-3.0
1,1,52.59894217914092,complier,0,1,2.0
1,1,50.17047983193018,complier,0,1,2.0
1,0,42.262739049720714,never,0,0,-3.0
0,1,68.11423180307929,always,1,1,12.0
0,0,50.77225777724673,complier,0,1,2.0
1,1,52.51468480080527,complier,0,1,2.0
0,0,45.03998133710723,never,0,0,-3.0
1,0,46.03877732161461,never,0,0,-3.0
0,1,66.02746078540684,always,1,1,12.0
0,1,69.94627779077337,always,1,1,12.0
1,0,42.98420972115687,never,0,0,-3.0
0,0,53.10974072221021,complier,0,1,2.0
1,1,50.4585819420084,complier,0,1,2.0
0,1,71.31367109358698,always,1,1,12.0
1,0,46.85501651171991,never,0,0,-3.0
0,0,45.050944044560154,never,0,0,-3.0
1,1,55.37231916931901,complier,0,1,2.0
1,1,54.33181457555347,complier,0,1,2.0
1,1,67.57315093964041,always,1,1,12.0
1,1,54.952941532880395,complier,0,1,2.0
0,1,68.63168678526404,always,1,1,12.0
1,1,70.50054739601165,always,1,1,12.0
0,0,48.829268074226,complier,0,1,2.0
0,0,44.248113546467,never,0,0,-3.0
1,1,68.17789234418862,always,1,1,12.0
1,1,71.35209237358454,always,1,1,12.0
0,0,45.60073648328291,never,0,0,-3.0
1,0,45.95659242094133,never,0,0,-3.0
1,0,47.570080699785535,never,0,0,-3.0
1,0,49.56684688861517,never,0,0,-3.0
1,0,48.171882709364006,never,0,0,-3.0
1,0,48.83813052882138,never,0,0,-3.0
0,0,53.143259549858044,complier,0,1,2.0
0,0,45.30912862299704,never,0,0,-3.0
1,0,40.15082217390181,never,0,0,-3.0
0,0,47.125484133109325,never,0,0,-3.0
1,0,45.720123041445795,never,0,0,-3.0
1,0,45.63205087613165,never,0,0,-3.0
1,1,69.1454239040217,always,1,1,12.0
1,1,72.05231062062606,always,1,1,12.0
1,1,50.256328997499914,complier,0,1,2.0
0,0,44.88608398632345,never,0,0,-3.0
1,0,45.829714911162284,never,0,0,-3.0
0,0,46.55123330430182,complier,0,1,2.0
0,1,70.96109365339703,always,1,1,12.0
1,1,53.28620972756009,complier,0,1,2.0
1,0,41.4193133172386,never,0,0,-3.0
1,1,68.57092835264189,always,1,1,12.0
1,0,45.41093125634021,never,0,0,-3.0
1,1,69.37129094526458,always,1,1,12.0
1,1,72.11798895248158,always,1,1,12.0
0,0,47.48669891587453,never,0,0,-3.0
1,1,70.70283198383923,always,1,1,12.0
0,0,45.40099971600195,never,0,0,-3.0
1,1,54.36138583783865,complier,0,1,2.0
0,0,48.850168013983705,never,0,0,-3.0
1,1,50.01974591839742,complier,0,1,2.0
0,1,65.43580922936707,always,1,1,12.0
0,1,65.65040874853469,always,1,1,12.0
1,1,53.68344811579749,complier,0,1,2.0
0,0,49.24808399871606,complier,0,1,2.0
0,1,72.97466476066262,always,1,1,12.0
0,0,48.670597816299214,never,0,0,-3.0
1,0,47.69433996465972,never,0,0,-3.0
0,0,45.351359991456654,never,0,0,-3.0
1,1,45.62117804439065,complier,0,1,2.0
0,0,48.83323491258444,complier,0,1,2.0
0,1,68.05983264155658,always,1,1,12.0
0,0,44.25504607507413,never,0,0,-3.0
1,1,52.66969779621702,complier,0,1,2.0
1,0,45.661296684040146,never,0,0,-3.0
1,1,69.74155050918938,always,1,1,12.0
0,0,46.11408375229509,never,0,0,-3.0
1,1,67.85091285036947,always,1,1,12.0
1,1,69.7514847857951,always,1,1,12.0
1,1,51.25121850642015,complier,0,1,2.0
1,1,69.49238444683816,always,1,1,12.0
0,1,70.74658866361382,always,1,1,12.0
0,1,69.32565022541735,always,1,1,12.0
0,0,52.17521730090155,complier,0,1,2.0
1,0,43.75642695176388,never,0,0,-3.0
0,0,51.45601852109262,complier,0,1,2.0
1,0,44.701981125712855,never,0,0,-3.0
1,0,45.037574915459395,never,0,0,-3.0
0,1,70.47182042211496,always,1,1,12.0
0,1,68.06521133757414,always,1,1,12.0
1,1,69.72065988884995,always,1,1,12.0
1,0,44.51142345421368,never,0,0,-3.0
1,0,46.505519666850525,never,0,0,-3.0
0,0,50.796279879181014,never,0,0,-3.0
1,0,47.81146594693446,never,0,0,-3.0
1,1,67.08040637521083,always,1,1,12.0
1,1,50.78908997537158,complier,0,1,2.0
1,0,47.289513108776845,never,0,0,-3.0
0,0,49.96765127921881,complier,0,1,2.0
0,0,51.83094705113161,complier,0,1,2.0
1,0,47.05667376043737,never,0,0,-3.0
1,1,71.19595844652291,always,1,1,12.0
1,1,69.23901473235327,always,1,1,12.0
0,0,47.81690135426256,complier,0,1,2.0
0,1,73.0589366355977,always,1,1,12.0
1,1,50.1277950616264,complier,0,1,2.0
0,0,44.11191379447051,never,0,0,-3.0
0,0,42.803679035757824,never,0,0,-3.0
1,1,73.16776105522482,always,1,1,12.0
1,0,48.77605730129839,never,0,0,-3.0
0,0,49.31450033395396,complier,0,1,2.0
0,0,44.40582894815139,never,0,0,-3.0
0,0,46.3114927050525,complier,0,1,2.0
0,0,46.4774604349374,never,0,0,-3.0
1,1,53.24346840510298,complier,0,1,2.0
1,1,66.79024342908576,always,1,1,12.0
0,0,51.42363949108245,complier,0,1,2.0
0,0,52.34604614266675,complier,0,1,2.0
1,0,48.60008736128341,never,0,0,-3.0
0,0,44.31627720989643,never,0,0,-3.0
1,0,48.00090473379866,never,0,0,-3.0
1,0,47.98563869236766,never,0,0,-3.0
1,0,44.021476126038536,never,0,0,-3.0
1,1,56.000685703651996,complier,0,1,2.0
1,1,67.5969785242907,always,1,1,12.0
0,0,46.04407134779277,complier,0,1,2.0
1,0,46.0833801539839,never,0,0,-3.0
0,0,46.67002471856819,never,0,0,-3.0
1,1,65.99806161007419,always,1,1,12.0
1,1,69.21723190814046,always,1,1,12.0
0,0,44.83512558774431,never,0,0,-3.0
0,0,48.20020543435204,complier,0,1,2.0
1,0,46.83287722841955,never,0,0,-3.0
0,0,48.119684640574384,never,0,0,-3.0
0,0,50.966772382040524,complier,0,1,2.0
0,0,51.50621969020169,complier,0,1,2.0
1,1,68.38921538373452,always,1,1,12.0
0,1,68.57662485384378,always,1,1,12.0
0,0,51.036228427837536,complier,0,1,2.0
0,0,48.71582368414859,never,0,0,-3.0
0,1,70.65354209900642,always,1,1,12.0
0,1,73.07400694305232,always,1,1,12.0
0,0,49.97853749803257,complier,0,1,2.0
0,0,50.02048057141706,complier,0,1,2.0
0,0,50.955034765835336,never,0,0,-3.0
1,1,70.34474131783324,always,1,1,12.0
1,1,47.99480919212426,complier,0,1,2.0
