permutation,difference_under_sharp_null
245,0.2545012450744082
246,-1.2584710722333199
247,-0.9782088481529172
248,-0.08396151325513301
249,-0.19519592746311787
250,1.9462269477159282
251,0.2936017657945058
252,-1.6237682935947504
253,-1.0132347725077722
254,0.3396420925065513
255,0.05712739665624156
256,-0.6201066755149895
257,0.7340303250810365
258,-0.5260544954433328
259,-0.6623994099495008
260,1.4182386274626424
261,-0.08406937460067354
262,0.49709061841844004
263,-1.0815852572731046
264,0.0033631136537053408
265,-1.8605027820099025
266,1.0483764611672086
267,0.8766429062215622
268,0.06428176805671626
269,-1.4922404884262903
270,-0.15443456394417865
271,1.2747155971307649
272,0.7568768075524872
273,-1.2530139711681585
274,0.7734327947774773
275,-1.7806153807405707
276,0.3533412955198969
277,0.7143382634578472
278,-0.8198042566365871
279,0.014183614928185762
280,0.13809271552128166
281,0.5318716970530346
282,-0.4656671178474454
283,0.5504720198441362
284,-0.23554962858445094
285,-1.010060710197152
286,-0.5754032045851574
287,-0.1574167855440578
288,-0.4933056787466512
289,-0.6057341754755043
290,0.4809132232395257
291,1.5562514894174342
292,0.5444264592396593
293,0.15571457552577783
294,-0.1912059303604252
295,-0.9967042829999997
296,0.6662144680540507
297,1.763109740555734
298,-0.5569513199450569
299,-0.17791906329230756
300,0.4035278194973557
301,0.3068234242319221
302,-0.042149581211276654
303,-1.381875911364304
304,-1.6157336689024646
305,0.7265616485746165
306,-1.1524421297789758
307,0.6741682543091656
308,-0.25630523732641564
309,-0.13000662509362826
310,-0.38657297868411433
311,0.9315397345175
312,-0.5073274913592911
313,0.7441896179506244
314,-1.1331831915245516
315,0.5598960724186242
316,1.162206578773862
317,-0.2307624584242518
318,-1.2049865470680174
319,-1.2752961896151618
320,-1.0501002152041963
321,0.46178796642104203
322,0.9515384789315533
323,-0.5548282194526593
324,0.8850342272012313
325,1.3432912836669715
326,-0.3866971284193994
327,-0.23705395892713454
328,0.4982593887658453
329,-0.051758017884452556
330,-0.9002857658269363
331,1.2670617646163578
332,-0.7703307281809231
333,0.8137122822782317
334,0.760472604615984
335,-0.1748971281666627
336,-0.6588064447929014
337,0.42273733838122496
338,0.3489027404526297
339,0.38093080982440597
340,-1.84721107949089
341,1.0879415607886926
342,-0.8625248510911234
343,-0.26251862819925975
344,-0.44403192836989547
345,0.9106103963973169
346,-0.5863560920154924
347,0.7074725151905881
348,-0.1619737655156115
349,-0.30159363581248044
350,-0.2461917314957276
351,-1.8824708771288243
352,-0.38144742650824526
353,-0.8560066973280556
354,-0.13623297451350425
355,-0.14355718824934627
356,0.2745674271536984
357,0.402543954209591
358,0.707476684965755
359,-0.1225074089290672
360,-0.3845873646463218
361,0.5525157614856084
362,-1.2511439138278604
363,1.260632280578335
364,0.816923101848019
365,-0.6495221698289839
366,-1.0855787210058594
367,0.5352276833239102
368,-0.04448794142069801
369,0.780990851648383
370,0.007697284205320898
371,0.8576611065474395
372,1.150555591457092
373,0.9845636008827512
374,-1.2358575647977688
375,-0.08521408929239271
376,-1.3105306928246137
377,0.5266926702303181
378,-0.7561297272955443
379,0.5889551644797422
380,0.19404440751289087
381,-0.03123247429452647
382,-0.25883152708004786
383,-1.8718769582151396
384,0.12448567175033531
385,-1.2245107230806838
386,-0.05727194179375772
387,-0.8782241870402885
388,1.8795768825741703
389,1.6655917841087984
390,0.7306587050464657
391,0.6821853872021251
392,-1.2641826058944758
393,-0.5824977049703648
394,0.28234710621970294
395,-0.32297572203989944
396,-0.38232000127524657
397,-0.8010774202395652
398,-0.7620560701493986
399,2.5860404745883727
400,0.7258880439920148
401,0.5175058005326889
402,0.01797396018135089
403,0.6144961743462289
404,1.250608891807758
405,0.7996167966157373
406,-0.8631017994411394
407,-0.0776922983166628
408,-1.3445292436041285
409,-0.8861030122743472
410,-1.6057587398447595
411,1.3252137160621515
412,-1.729169767707205
413,0.34815339801066614
414,1.053658165515614
415,-0.011983858672863335
416,0.4810539140023167
417,1.4519158316690408
418,2.0940871737382025
419,0.34861374617331364
420,0.8221259752962737
421,1.0542354423151323
422,-0.3496734629494398
423,-0.314905123965886
424,0.9431601908072054
425,1.6304185349999898
426,2.2875803980004292
427,0.6749928684217537
428,-0.5400926383963878
429,1.79015626104254
430,-0.5509687961367575
431,0.3883592897694541
432,-1.2420160860864087
433,-1.3155234034768455
434,-0.21653659134007341
435,0.8265478029110938
436,-0.32109694330867455
437,-0.012116428872644747
438,-0.6571674319625203
439,-0.15473602564078703
440,-0.18872297486176137
441,1.0520394239726585
442,0.054519661124658114
443,-0.38010175170077787
444,-0.3861871354555291
445,0.7042108788522086
446,1.0011115135546333
447,0.5398990841573266
448,0.41646887266509225
449,-0.7182373642955042
450,-0.29166524125349724
451,-0.4072678375644472
452,-0.5555745632780571
453,0.0887375094590368
454,-0.09280860702003224
455,0.7145853113369895
456,0.770253699317422
457,-0.6020824405823646
458,-0.31022312605206537
459,-0.8844830778855481
460,-0.5833425076650087
461,0.211298806466246
462,-0.13024358757377286
463,-0.8155517669209331
464,-0.47422549696308636
465,-0.6317241593586829
466,-1.8608335733193542
467,1.0964913950594024
468,0.34623511632507586
469,-0.18530628145613548
470,-0.5241743111295847
471,0.15594351130336292
472,-0.15786624730694143
473,0.31688785188667623
474,-0.2480856217073466
475,0.43801830943307607
476,0.8883400699954933
477,-0.17690826818301275
478,0.055754987521581256
479,0.22078791370817896
480,0.9356755336665117
481,0.027633644025215176
482,0.3737649430762957
483,1.636423893702002
484,-0.3366772092643515
485,1.2891182886098846
486,-1.2994597088500939
487,0.8111882200636416
488,-0.4813014117402332
489,-0.9299587226931862
490,-0.05890433826297681
491,-2.1961970912091857
492,-0.5780840588695924
493,0.5744361235224886
494,1.6037285583393412
495,0.028935275223531676
496,-0.27436497848884756
497,2.1002029547751846
498,-0.0121012353872203
499,-0.705877493232066
500,-0.4471794339860793
501,-0.7142680750374666
502,0.1483691270378955
503,-1.4052296152207475
504,0.1485660885740856
505,0.8567506612745177
506,0.29402594286774786
507,-1.277294263720293
508,-1.0234759535392897
509,-0.7528888300179943
510,0.5184514330032073
511,-2.214129989102105
512,0.979484687765634
513,-0.9372676330025342
514,0.7849923735568325
515,0.42691475458723005
516,-1.4240969016695146
517,-0.15809433555989472
518,-1.1120476278276499
519,-1.0546120764043252
520,-0.4898835978283387
521,0.6093898667833315
522,1.3825632357350202
523,1.227338964339836
524,0.41980635734110194
525,1.0060129344634134
526,1.2854689929335876
527,-0.8541788388567397
528,-0.037470135156041806
529,-1.018619970309146
530,-0.7977846607364967
531,0.03695088854765061
532,0.13109253999608939
533,-0.07771359615063034
534,0.738601416950516
535,1.0261119550831523
536,0.03478363679515439
537,0.3642006570838845
538,-0.6537299162528285
539,-2.2413931428412894
540,-0.1774116919993105
541,-0.5528637925360584
542,1.4762456503706431
543,0.42908459849682856
544,-0.5332019977403348
545,0.2922159061850067
546,-1.1101899477827146
547,0.46871777239941537
548,0.7361840278381067
549,-1.0017642713938812
550,-0.2281157872506725
551,-1.1261630649960495
552,0.4230712547278017
553,0.22849994851414124
554,-0.3052219160231431
555,-0.30434828748866494
556,-0.2543750879478637
557,0.5883964692216495
558,0.679060079093091
559,-0.6929126454747063
560,-0.0412886956067382
561,-0.33482202710717957
562,-1.4128817453063505
563,0.17648156861130815
564,-0.06527932038096651
565,0.009314159165910496
566,0.6770168994214742
567,0.9620983413719841
568,0.07596626914798321
569,1.0993476138070832
570,1.2916402386972266
571,-0.7568583701637124
572,0.09835780497230928
573,1.1836360210794936
574,0.7635100394578842
575,-0.09475979352983188
576,0.34543288881316414
577,0.0071145561519614375
578,0.5757795660333755
579,1.1790239518754788
580,0.05671565037788184
581,-0.2398069089969539
582,0.5926070418833547
583,0.6620801567890595
584,-0.32748548936876887
585,0.022582565146095135
586,-0.11417360170911195
587,-0.408236628672185
588,-0.4750049595196657
589,-0.38194359118685384
590,-0.15114941177803587
591,0.2621219723117889
592,-1.1165090595791867
593,0.8609522143327268
594,0.5866584755257946
595,1.823472956743231
596,0.28906957180856807
597,-1.1455322529956646
598,-0.8163945550289213
599,-1.1598862977466808
600,1.6212963757570549
601,-0.4139539898074247
602,-1.1042216080488885
603,0.16491953828611372
604,-0.3345817103198101
605,0.2172301960050902
606,-0.7834215115579894
607,-0.6174551131148434
608,0.08457616633522491
609,-0.35817544330171813
610,-0.5152369297467487
611,0.24445396412042442
612,1.2166059886310592
613,1.371852569351745
614,-0.5369245597943149
615,0.04276901004747913
616,0.6702929144104957
617,-0.7646052897828639
618,-0.25874730950015135
619,-0.10713786949327186
620,-0.4337313220143244
621,-0.27778482616227507
622,1.2424470863848711
623,1.6532681914480065
624,0.11619016900135648
625,1.6133475875420658
626,0.16160605567625907
627,0.04747490130873189
628,-0.43925551398547213
629,-0.9070158487114099
630,-0.7707324558767681
631,1.087526176161731
632,-0.1788575712635776
633,-1.6240909022832284
634,1.9778850188223345
635,-0.26371567423461784
636,0.8005030316702886
637,-0.4761211561801417
638,1.4030604046524218
639,-0.1984238351092955
640,-0.40443617801729204
641,-0.2684900340895382
642,1.9688463243568606
643,-0.579219397627071
644,-0.6564534027453561
645,-0.6601381025219126
646,0.8192165977244059
647,-0.3758390282007298
648,1.5313716764927108
649,1.0359363706626254
650,0.6716945463421098
651,-0.6440183986120047
652,1.3585433400992883
653,-1.1582726213418084
654,-0.3295998659830275
655,0.1445375639584796
656,0.3509823986203031
657,0.4631330799372364
658,0.1578487648462783
659,0.3350892825894647
660,0.9188142107572332
661,0.1819357306357432
662,-0.48508875277879326
663,-0.24976955141052315
664,-0.9221435638547035
665,-0.9053413433592112
666,-1.2791755577957815
667,0.3493546544786028
668,-0.3866922451926911
669,-0.6405290559270895
670,-1.419411840742228
671,-1.8134668475672981
672,-0.8000551785491012
673,-0.7997399046111724
674,1.272984937812609
675,0.32567121240582253
676,0.8392675808494374
677,0.033371197918810935
678,0.193011808385549
679,0.10768570557027601
680,0.5170984551129152
681,-0.17779469510864487
682,-0.5614109948681829
683,0.6914211281017231
684,-0.4537859608321071
685,-0.2871164351332425
686,0.7316520720266766
687,-0.7151998961420389
688,0.5139386142343625
689,0.28337835992324756
690,0.7363509982546645
691,-1.0219529346000655
692,0.01959509799819159
693,2.027703441635026
694,-0.49433833752495104
695,0.03800104106261415
696,-0.4072419255371784
697,-0.13677667121767456
698,0.17672825156114413
699,0.23772104815694206
700,0.031784061082888115
701,1.3243035386789899
702,-0.411460285992888
703,-1.1856985471154644
704,0.04742717904350968
705,0.6475353249510931
706,0.05096196180453205
707,-0.4728512634007416
708,-0.4786460447627974
709,0.7216240792591151
710,-1.0160944570300785
711,-0.021607920097196143
712,0.10198910801743466
713,-0.7738808860668343
714,0.4807585109530663
715,-1.0680305954465439
716,-0.4026546606814492
717,1.8592565831587393
718,0.04658424670138572
719,-2.3318484886339945
720,0.13272615310387437
721,1.0320134394405187
722,0.5124406932786059
723,1.8950689953787077
724,-0.24125207693039386
725,0.16311953255062406
726,-1.374402061517614
727,0.4087128509236493
728,-1.5606547027286126
729,0.09296730901918693
730,-1.0068526125635913
731,1.1513597655418266
732,-1.44546174573874
733,-0.2030264273932545
734,-0.17590434701230606
735,-0.7234044448170636
736,-0.07055976167413291
737,-0.31046936913017475
738,0.2446229533631623
739,-0.020626906892104557
740,0.25402150537082946
741,-0.18982867088176647
742,-0.518116836211604
743,0.9360499568381613
744,-0.3812693997198835
745,1.2219048534096117
746,-0.12865694195762956
747,0.5644512843336287
748,2.138473233570352
749,0.40962840859769756
750,-0.6114329134404386
751,0.4589050601743736
752,-1.2140848869765222
753,-0.7867569563213834
754,-1.439052515535849
755,-1.1220908710319009
756,-1.7263488014679496
757,-1.0986631737793857
758,0.6639343313703705
759,0.5523633762045961
760,0.5263288971602549
761,-0.6222157624733882
762,1.2789534910418041
763,-0.5493519520477435
764,0.9609612543535633
765,0.6844546864974888
766,0.3502820743390771
767,1.000243972513502
768,-0.9480844739415488
769,-0.013860158984059012
770,0.38628602939530765
771,-0.6192282089948264
772,0.28635732616440635
773,0.1628659073111578
774,1.48823125671764
775,-0.4969771376996164
776,-0.16718161061588432
777,-1.6979308995194629
778,-0.20342434378929397
779,-1.0771727015652033
780,0.20339036463575155
781,-0.11621922382468597
782,-0.4136141209698536
783,-0.2301687960913199
784,-0.38384165999572417
785,-0.04051531328580893
786,0.23463705640517674
787,0.2768806007704683
788,-0.7310469756603197
789,0.8666255606339064
790,-1.0151086506341471
791,-1.7212082486397549
792,-0.1769376040038395
793,-0.4035633979214168
794,0.017196635018237316
795,0.12100182351744593
796,1.1473477564680508
797,0.925390916720275
798,0.5653251604212954
799,0.9549624288549694
800,1.9146273073577191
801,-0.532179624429034
802,1.0532154895617225
803,0.6247095958569133
804,-0.966760379545704
805,-1.0875118860607103
806,-0.8352580506162752
807,-0.2252099713869029
808,-1.0394047865564318
809,1.7054144020663529
810,-0.494681561702464
811,0.3081373420535414
812,1.2005850149689792
813,-0.45542176391228395
814,-0.8757966484625541
815,1.948091637948579
816,1.5491501743117624
817,-0.042561010208061134
818,-1.2323714183248171
819,1.3315109638960507
820,0.3919086291220566
821,1.4009256091937203
822,1.3977271095817088
823,0.022169483578792892
824,-0.4916912415779535
825,-0.046419253670890726
826,0.46482391650515353
827,-0.6585463207386653
828,-0.007724946907572416
829,-0.3559845675341222
830,1.0344621929490927
831,2.1025506837549415
832,-1.0485264940405017
833,-0.5998912001449384
834,-0.8066557258893141
835,0.05954542920024153
836,1.0847313306283155
837,-0.5669665148768104
838,-0.999909511528287
839,-0.42284839288151943
840,-0.09459388781459666
841,-1.0107825405488597
842,0.025001058679421817
843,-0.9944917645478171
844,-0.5495971877865173
845,-0.019223122724710606
846,0.16357757854542854
847,-0.26375625454093665
848,-0.5716560603300422
849,-1.9896516924802512
850,2.243918727406154
851,-0.503348464924855
852,-0.32252542276079055
853,-0.6110868165279157
854,0.21876125568036286
855,0.28388999260157277
856,-0.787204941904335
857,-0.07078397793456759
858,-1.2482099125083579
859,-0.9730930771703896
860,-0.07143388521453176
861,-0.3583507743355909
862,-1.8126175139858844
863,0.9433943832025449
864,1.3224065846408877
865,-0.12961754771231426
866,-0.2847778873352098
867,-0.875869417511538
868,-0.2289797539190488
869,-1.0512935294563306
870,-1.3157765810265545
871,0.5923735439474456
872,1.138546878785732
873,1.0428365289533588
874,1.1755154129274956
875,-0.6325359282297285
876,-0.017550342636340588
877,-1.4375131662830825
878,0.7518800744402654
879,-0.4612125863740033
880,0.8241021067317718
881,-0.7306252540342228
882,-0.6848808131264832
883,-0.2785494508339639
884,1.0774624398478068
885,-0.37853084991954233
886,-0.579257586002214
887,-1.0138382912307975
888,1.310511405048814
889,-0.4599847366470726
890,-1.0174415437146394
891,0.5566673513959159
892,-0.6388080926758448
893,1.1413099320231055
894,0.6867294577402703
895,0.4574867526338977
896,0.06990944522252107
897,-0.39308578269917405
898,-0.3492941973289163
899,0.16573141946297199
900,0.014813232285888489
901,-0.1841921760090628
902,0.6011194241169733
903,-0.8349968814154352
904,-0.36231541508705334
905,0.0955408963044988
906,0.563098210528338
907,-0.03714208249961359
908,1.0284759749225856
909,1.323548589737726
910,0.3069617953120627
911,0.18591280984674086
912,0.7781270924289743
913,-0.26124160931784957
914,-0.4165974556956229
915,-0.5006623673236419
916,-0.73431367744287
917,-0.303095423270193
918,0.7003641735862232
919,1.4536887407963803
920,-0.514451162863665
921,0.19753580182849362
922,0.5472030858450552
923,0.004260815161458709
924,0.4283681900700742
925,-0.2781113184305468
926,0.2034220607927324
927,-0.3382730117180728
928,1.7261113158300248
929,0.6137845257440944
930,-0.49697570903288124
931,0.047511227966111846
932,1.5619478910155777
933,-0.7285205770217829
934,1.5653122795354761
935,-0.3877987265952214
936,-0.030515991609036064
937,0.20379407493682322
938,0.22013643773455271
939,-0.8414112778094278
940,0.8907581432027882
941,0.5078901514187919
942,-0.2353680560724456
943,0.21612928336074333
944,0.15460213405135903
945,-0.6085870457404354
946,-1.0878494205318106
947,-0.13267747742588654
948,-1.388040781445028
949,0.8463535757205847
950,0.895166320710004
951,2.044369915256837
952,0.16542296678180435
953,0.9032148889919824
954,-0.5598644248345721
955,0.259161400423892
956,0.15578898821836162
957,0.06314041317683916
958,1.078632632119195
959,-0.774772912520362
960,1.6104837750966254
961,-0.5510530949981245
962,-0.8010965835299544
963,-1.9894919377177729
964,0.8377823941017652
965,1.3697024848931534
966,-0.7541779984812678
967,2.210181095480948
968,0.6289240347686444
969,-0.576841883259064
970,0.639766815711738
971,0.7158498147110777
972,0.34310468974751984
973,0.9985276777029384
974,-0.421993258049838
975,-0.8444112076316088
976,0.0920061992949428
977,0.06087952868753632
978,0.3304588707922136
979,0.17907763775717456
980,-0.05537330594675893
981,-0.788314179230369
982,0.5979850954180392
983,2.168986555318341
984,0.6129169849683365
985,-1.543387617169003
986,-0.3384303799005579
987,-1.4357362699244902
988,-0.4145777357500151
989,-0.5938818489174906
990,0.31501376378548684
991,2.1064447879190453
992,0.018281897525909585
993,0.24626639169741793
994,-1.5519262513617633
995,0.2425582326687845
996,-0.34156953246501587
997,-0.017365188122056452
998,1.8831903394688112
999,1.6236042216555404
1000,-1.589655058678872
1001,2.2435672576359735
1002,-1.8362694298876505
1003,0.9433673700249159
1004,-0.9049878015815125
1005,-0.2211836895967707
1006,-1.29516135468414
1007,1.2507560737854817
1008,1.8797957164980517
1009,0.4082998930400805
1010,0.15037771060518423
1011,0.2938724608911656
1012,0.5861068883207139
1013,0.9507608379173433
1014,0.9558225019007835
1015,0.25899431637263604
1016,0.9276064430117401
1017,1.2558384566603848
1018,-1.0550363455929954
1019,1.6365418134601413
1020,-1.0459529160406902
1021,0.015792924775681172
1022,-0.6586852974365769
1023,0.8096305517690752
1024,0.8839965819357616
1025,0.05781162701555331
1026,0.08252673003674715
1027,0.6580693372556539
1028,0.0010852689320870468
1029,1.4519375385287105
1030,-0.23136063433271659
1031,-1.2328807140480649
1032,1.3304353323435976
1033,0.5195252639798582
1034,0.5162956980544635
1035,-0.6150686180680225
1036,1.691360621790011
1037,-0.0029443691558412866
1038,-0.1385072414741586
1039,-1.0040037465791158
1040,0.7282736982068343
1041,-0.9195636530798765
1042,0.4499138602580075
1043,-0.48955101512088106
1044,0.1541291274773613
1045,0.5889016680097399
1046,-0.6875918466380142
1047,0.09437518075274909
1048,-0.2655461081726287
1049,1.269891221532049
1050,0.67226771435476
1051,-0.09800962203689778
1052,0.3155828189667176
1053,2.0238246902870713
1054,-1.5243718794103955
1055,1.0719489753011402
1056,0.7004907446218454
1057,-0.19973990827756438
1058,0.5310518676236029
1059,-1.1627041271753313
1060,-1.1975186589231441
1061,1.0180065052087883
1062,0.5434414924264814
1063,0.12746495180077488
1064,-0.12206347263469297
1065,0.7583359388992221
1066,1.044435072647417
1067,-0.9437286201934683
1068,1.479903611293281
1069,-0.04250085744683929
1070,-0.7574302665263417
1071,-0.25421740823578887
1072,0.9330164885709422
1073,-0.8741106032582167
1074,2.0939190011850854
1075,0.4480501327460189
1076,0.14506634878434
1077,-0.2835298037378635
1078,0.07086116903700201
1079,1.1719872294429479
1080,0.09826959163181925
1081,-0.0011297327089323517
1082,0.25531827057265843
1083,-1.369692685801553
1084,-1.2688029030452839
1085,-0.9117572037603878
1086,0.8742082339505686
1087,-0.03966425543303842
1088,0.851123279077882
1089,-0.8420649486564002
1090,1.5855554137719423
1091,-0.10820916906179434
1092,-0.7295391635020394
1093,0.087779255722225
1094,-1.1378538965337128
1095,0.10346367535596812
1096,0.7992911720729126
1097,-0.28981400151084813
1098,1.1431293533297406
1099,-0.5149957595462098
1100,-1.3771191865585024
1101,-0.4535823833918613
1102,0.808587282820838
1103,-0.23187323657330694
1104,0.5590483837219864
1105,0.8671416250131614
1106,-0.45932280721278573
1107,1.1692365221296512
1108,-0.40352680434979504
1109,1.4410933237338526
1110,-0.9956568619072499
1111,0.44365461643333504
1112,1.2899260492738733
1113,0.9494595392156526
1114,-0.6690204990117081
1115,-1.8632880311703985
1116,-1.166933999778962
1117,-0.38775697156938804
1118,0.3638159900762332
1119,1.0271591474042765
1120,-1.7173209401538259
1121,-1.1131387740258276
1122,1.0105499974558967
1123,-0.9146150716639312
1124,-0.09251678966732868
1125,0.5817528027130834
1126,0.5653407073447312
1127,0.7457680397180297
1128,-0.9687259535404422
1129,1.5338002457458089
1130,0.41235177330970885
1131,-0.43987692118304267
1132,-1.2901336388180624
1133,0.9790977929692701
1134,-0.04877752330443741
1135,-0.44840072800785435
1136,0.7160749327371718
1137,-1.1751756364232904
1138,-0.09513870689424664
1139,-0.6224271354205371
1140,-0.5161501191935685
1141,0.7214779714557551
1142,-0.5935954604329226
1143,-0.7477176041151807
1144,-0.14158604422560472
1145,-0.42999092911006187
1146,-0.2838097580826542
1147,0.5394192364134938
1148,-1.0757907891825766
1149,-0.3851387120372465
1150,0.12482839868560802
1151,0.670329644292309
1152,-0.481883655176631
1153,1.130070029047502
1154,0.4795247228116182
1155,0.028843716655742924
1156,0.40882118613819785
1157,0.002422199097239286
1158,0.5176380926716604
1159,-0.7594344767752403
1160,-0.11192512612407768
1161,0.05758158288503523
1162,-0.1442373926834648
1163,0.05980501425027285
1164,1.1569424320511956
1165,-0.11268847446059738
1166,-0.6277655552150492
1167,-1.5215968148797572
1168,0.5507971257297157
1169,0.8020762769115777
1170,-0.5431713839786454
1171,0.4938847114018472
1172,-0.1653170398050321
1173,-0.5630876305790906
1174,-1.053842036177258
1175,0.28700183565071313
1176,0.5869811341840858
1177,0.29023232174073144
1178,0.27119744815030344
1179,-0.6246798287722868
1180,0.3012850488953802
1181,-0.5573625497018213
1182,1.0738668109394496
1183,-1.977606402189238
1184,0.21463377604949585
1185,-0.46993242362226795
1186,0.5679000342536114
1187,-0.1964745129819363
1188,1.5625679850224827
1189,0.6147640894304942
1190,1.5688630934658363
1191,-1.6317172744968644
1192,-1.0043748242193686
1193,0.5706889442703158
1194,-1.0029952119083418
1195,0.9209149318656387
1196,0.035317178220168444
1197,-0.6979273573903555
1198,-0.5532044734170825
1199,0.62037668444313
1200,-0.7301592008032145
1201,0.30870711345517066
1202,1.7382100209996167
1203,-0.6348660941664548
1204,0.8013044128375384
1205,0.8679497862807892
1206,0.07186306084550154
1207,-0.015733611907393197
1208,-0.6814272470328575
