city_id,year,post,funding_eur_per_resident,investment_index,oracle_capacity,oracle_treatment_effect,dose_10,dose_10_post,dose_10_sq_post,intensity_group,low_post,medium_post,high_post
7,2022,1,86.72442005602626,58.92058554870234,0.7658065853204474,6.412530191442693,8.672442005602626,8.672442005602626,75.2112503405409,high,0,0,1
7,2023,1,86.72442005602626,58.12756320873198,0.7658065853204474,6.412530191442693,8.672442005602626,8.672442005602626,75.2112503405409,high,0,0,1
7,2024,1,86.72442005602626,59.21078501884029,0.7658065853204474,6.412530191442693,8.672442005602626,8.672442005602626,75.2112503405409,high,0,0,1
8,2019,0,0.0,47.67469537340102,-1.0328714356490099,0.0,0.0,0.0,0.0,control,0,0,0
8,2020,0,0.0,48.2416314958618,-1.0328714356490099,0.0,0.0,0.0,0.0,control,0,0,0
8,2021,0,0.0,46.463931807148995,-1.0328714356490099,0.0,0.0,0.0,0.0,control,0,0,0
8,2022,1,0.0,50.25041150578058,-1.0328714356490099,0.0,0.0,0.0,0.0,control,0,0,0
8,2023,1,0.0,48.36374268817838,-1.0328714356490099,0.0,0.0,0.0,0.0,control,0,0,0
8,2024,1,0.0,46.58113483802367,-1.0328714356490099,0.0,0.0,0.0,0.0,control,0,0,0
9,2019,0,51.859708771305414,47.62653614841675,-0.3321269178511578,0.0,5.185970877130542,0.0,0.0,medium,0,0,0
9,2020,0,51.859708771305414,48.3730237242768,-0.3321269178511578,0.0,5.185970877130542,0.0,0.0,medium,0,0,0
9,2021,0,51.859708771305414,45.74163439748885,-0.3321269178511578,0.0,5.185970877130542,0.0,0.0,medium,0,0,0
9,2022,1,51.859708771305414,55.18854062647466,-0.3321269178511578,5.409252257224754,5.185970877130542,5.185970877130542,26.894293938446122,medium,0,1,0
9,2023,1,51.859708771305414,51.89533487348507,-0.3321269178511578,5.409252257224754,5.185970877130542,5.185970877130542,26.894293938446122,medium,0,1,0
9,2024,1,51.859708771305414,52.83172644296744,-0.3321269178511578,5.409252257224754,5.185970877130542,5.185970877130542,26.894293938446122,medium,0,1,0
10,2019,0,0.0,43.59500580807858,-1.4784205576104978,0.0,0.0,0.0,0.0,control,0,0,0
10,2020,0,0.0,43.89713288061559,-1.4784205576104978,0.0,0.0,0.0,0.0,control,0,0,0
10,2021,0,0.0,43.42804499578955,-1.4784205576104978,0.0,0.0,0.0,0.0,control,0,0,0
10,2022,1,0.0,45.1510531299785,-1.4784205576104978,0.0,0.0,0.0,0.0,control,0,0,0
10,2023,1,0.0,42.77457062781712,-1.4784205576104978,0.0,0.0,0.0,0.0,control,0,0,0
10,2024,1,0.0,44.14387717368726,-1.4784205576104978,0.0,0.0,0.0,0.0,control,0,0,0
11,2019,0,93.03444057550985,47.76358359529576,0.05358624678108315,0.0,9.303444057550985,0.0,0.0,high,0,0,0
11,2020,0,93.03444057550985,49.8285596096731,0.05358624678108315,0.0,9.303444057550985,0.0,0.0,high,0,0,0
11,2021,0,93.03444057550985,46.64570128240883,0.05358624678108315,0.0,9.303444057550985,0.0,0.0,high,0,0,0
11,2022,1,93.03444057550985,56.42157214483388,0.05358624678108315,6.509444435246717,9.303444057550985,9.303444057550985,86.55407133198074,high,0,0,1
11,2023,1,93.03444057550985,56.189766014945896,0.05358624678108315,6.509444435246717,9.303444057550985,9.303444057550985,86.55407133198074,high,0,0,1
11,2024,1,93.03444057550985,55.71129570264526,0.05358624678108315,6.509444435246717,9.303444057550985,9.303444057550985,86.55407133198074,high,0,0,1
12,2019,0,72.72516991335183,50.249208794115496,0.3834011865248832,0.0,7.272516991335183,0.0,0.0,high,0,0,0
12,2020,0,72.72516991335183,50.176707968279786,0.3834011865248832,0.0,7.272516991335183,0.0,0.0,high,0,0,0
12,2021,0,72.72516991335183,51.40001595507632,0.3834011865248832,0.0,7.272516991335183,0.0,0.0,high,0,0,0
12,2022,1,72.72516991335183,57.80834802679225,0.3834011865248832,6.123616806744112,7.272516991335183,7.272516991335183,52.88950338925895,high,0,0,1
12,2023,1,72.72516991335183,59.06757864335826,0.3834011865248832,6.123616806744112,7.272516991335183,7.272516991335183,52.88950338925895,high,0,0,1
12,2024,1,72.72516991335183,58.666324666128844,0.3834011865248832,6.123616806744112,7.272516991335183,7.272516991335183,52.88950338925895,high,0,0,1
13,2019,0,100.0,59.852948863809104,2.115091021678188,0.0,10.0,0.0,0.0,high,0,0,0
13,2020,0,100.0,59.865216124811546,2.115091021678188,0.0,10.0,0.0,0.0,high,0,0,0
13,2021,0,100.0,58.677388193924266,2.115091021678188,0.0,10.0,0.0,0.0,high,0,0,0
13,2022,1,100.0,69.22692098301853,2.115091021678188,6.597971665126678,10.0,10.0,100.0,high,0,0,1
13,2023,1,100.0,65.99089682543537,2.115091021678188,6.597971665126678,10.0,10.0,100.0,high,0,0,1
13,2024,1,100.0,66.69497258979054,2.115091021678188,6.597971665126678,10.0,10.0,100.0,high,0,0,1
14,2019,0,52.096854409512275,49.96847221599051,0.36449440688805895,0.0,5.209685440951228,0.0,0.0,medium,0,0,0
14,2020,0,52.096854409512275,52.473477816440464,0.36449440688805895,0.0,5.209685440951228,0.0,0.0,medium,0,0,0
14,2021,0,52.096854409512275,50.86067081208612,0.36449440688805895,0.0,5.209685440951228,0.0,0.0,medium,0,0,0
14,2022,1,52.096854409512275,60.62817140497612,0.36449440688805895,5.419994079003774,5.209685440951228,5.209685440951228,27.14082239365919,medium,0,1,0
14,2023,1,52.096854409512275,56.207372570326925,0.36449440688805895,5.419994079003774,5.209685440951228,5.209685440951228,27.14082239365919,medium,0,1,0
14,2024,1,52.096854409512275,59.03081337600713,0.36449440688805895,5.419994079003774,5.209685440951228,5.209685440951228,27.14082239365919,medium,0,1,0
15,2019,0,78.7872966368855,57.832839633749444,1.3084280302573723,0.0,7.87872966368855,0.0,0.0,high,0,0,0
15,2020,0,78.7872966368855,56.75546981201801,1.3084280302573723,0.0,7.87872966368855,0.0,0.0,high,0,0,0
15,2021,0,78.7872966368855,53.392154178726365,1.3084280302573723,0.0,7.87872966368855,0.0,0.0,high,0,0,0
15,2022,1,78.7872966368855,63.0929550863397,1.3084280302573723,6.26299121663859,7.87872966368855,7.87872966368855,62.0743811134859,high,0,0,1
15,2023,1,78.7872966368855,62.59331841818464,1.3084280302573723,6.26299121663859,7.87872966368855,7.87872966368855,62.0743811134859,high,0,0,1
15,2024,1,78.7872966368855,65.97648194121659,1.3084280302573723,6.26299121663859,7.87872966368855,7.87872966368855,62.0743811134859,high,0,0,1
16,2019,0,65.9584477623683,49.2629983376855,0.2417339692843666,0.0,6.595844776236829,0.0,0.0,medium,0,0,0
16,2020,0,65.9584477623683,50.982990601866575,0.2417339692843666,0.0,6.595844776236829,0.0,0.0,medium,0,0,0
16,2021,0,65.9584477623683,49.876752478045724,0.2417339692843666,0.0,6.595844776236829,0.0,0.0,medium,0,0,0
16,2022,1,65.9584477623683,55.934001932235276,0.2417339692843666,5.936693842990733,6.595844776236829,6.595844776236829,43.505168312210664,medium,0,1,0
16,2023,1,65.9584477623683,55.41100955617319,0.2417339692843666,5.936693842990733,6.595844776236829,6.595844776236829,43.505168312210664,medium,0,1,0
16,2024,1,65.9584477623683,58.45424836711408,0.2417339692843666,5.936693842990733,6.595844776236829,6.595844776236829,43.505168312210664,medium,0,1,0
17,2019,0,53.18251800967039,50.04871543561367,-0.14536197452599375,0.0,5.3182518009670385,0.0,0.0,medium,0,0,0
17,2020,0,53.18251800967039,52.09533521437149,-0.14536197452599375,0.0,5.3182518009670385,0.0,0.0,medium,0,0,0
17,2021,0,53.18251800967039,48.00055972247828,-0.14536197452599375,0.0,5.3182518009670385,0.0,0.0,medium,0,0,0
17,2022,1,53.18251800967039,56.06139333270441,-0.14536197452599375,5.468251896504951,5.3182518009670385,5.3182518009670385,28.28380221848915,medium,0,1,0
17,2023,1,53.18251800967039,54.69783578653925,-0.14536197452599375,5.468251896504951,5.3182518009670385,5.3182518009670385,28.28380221848915,medium,0,1,0
17,2024,1,53.18251800967039,56.01829650946438,-0.14536197452599375,5.468251896504951,5.3182518009670385,5.3182518009670385,28.28380221848915,medium,0,1,0
18,2019,0,70.81596536571791,48.860049479702376,0.6161345477710228,0.0,7.081596536571792,0.0,0.0,high,0,0,0
18,2020,0,70.81596536571791,50.09978537788352,0.6161345477710228,0.0,7.081596536571792,0.0,0.0,high,0,0,0
18,2021,0,70.81596536571791,49.88568776185964,0.6161345477710228,0.0,7.081596536571792,0.0,0.0,high,0,0,0
18,2022,1,70.81596536571791,57.03107637951782,0.6161345477710228,6.0744833409791505,7.081596536571792,7.081596536571792,50.149009506785596,high,0,0,1
18,2023,1,70.81596536571791,52.47174672178791,0.6161345477710228,6.0744833409791505,7.081596536571792,7.081596536571792,50.149009506785596,high,0,0,1
18,2024,1,70.81596536571791,57.130747999940986,0.6161345477710228,6.0744833409791505,7.081596536571792,7.081596536571792,50.149009506785596,high,0,0,1
19,2019,0,66.83956126791243,51.02634276966576,0.5230690159135087,0.0,6.683956126791243,0.0,0.0,medium,0,0,0
19,2020,0,66.83956126791243,53.22284791948235,0.5230690159135087,0.0,6.683956126791243,0.0,0.0,medium,0,0,0
19,2021,0,66.83956126791243,51.14161811842023,0.5230690159135087,0.0,6.683956126791243,0.0,0.0,medium,0,0,0
19,2022,1,66.83956126791243,60.16719734785878,0.5230690159135087,5.963128093428005,6.683956126791243,6.683956126791243,44.67526950487019,medium,0,1,0
19,2023,1,66.83956126791243,58.28239043672929,0.5230690159135087,5.963128093428005,6.683956126791243,6.683956126791243,44.67526950487019,medium,0,1,0
19,2024,1,66.83956126791243,58.813668349573504,0.5230690159135087,5.963128093428005,6.683956126791243,6.683956126791243,44.67526950487019,medium,0,1,0
20,2019,0,20.053890107594196,44.06022049679451,-0.796578828188787,0.0,2.0053890107594197,0.0,0.0,low,0,0,0
20,2020,0,20.053890107594196,45.571551314805454,-0.796578828188787,0.0,2.0053890107594197,0.0,0.0,low,0,0,0
20,2021,0,20.053890107594196,44.19455364675993,-0.796578828188787,0.0,2.0053890107594197,0.0,0.0,low,0,0,0
20,2022,1,20.053890107594196,49.73738757986159,-0.796578828188787,3.0530550066419795,2.0053890107594197,2.0053890107594197,4.021585084474644,low,1,0,0
20,2023,1,20.053890107594196,49.410209763195844,-0.796578828188787,3.0530550066419795,2.0053890107594197,2.0053890107594197,4.021585084474644,low,1,0,0
20,2024,1,20.053890107594196,53.44380851490891,-0.796578828188787,3.0530550066419795,2.0053890107594197,2.0053890107594197,4.021585084474644,low,1,0,0
21,2019,0,0.0,42.31103157042711,-1.5086153344063025,0.0,0.0,0.0,0.0,control,0,0,0
21,2020,0,0.0,44.74168164135334,-1.5086153344063025,0.0,0.0,0.0,0.0,control,0,0,0
21,2021,0,0.0,41.356197269459884,-1.5086153344063025,0.0,0.0,0.0,0.0,control,0,0,0
21,2022,1,0.0,45.56042859917533,-1.5086153344063025,0.0,0.0,0.0,0.0,control,0,0,0
21,2023,1,0.0,42.62555251459504,-1.5086153344063025,0.0,0.0,0.0,0.0,control,0,0,0
21,2024,1,0.0,42.434355000945544,-1.5086153344063025,0.0,0.0,0.0,0.0,control,0,0,0
22,2019,0,0.0,40.1571645560619,-1.4375895793718287,0.0,0.0,0.0,0.0,control,0,0,0
22,2020,0,0.0,40.65517334038551,-1.4375895793718287,0.0,0.0,0.0,0.0,control,0,0,0
22,2021,0,0.0,37.789679783011096,-1.4375895793718287,0.0,0.0,0.0,0.0,control,0,0,0
22,2022,1,0.0,42.6440006682172,-1.4375895793718287,0.0,0.0,0.0,0.0,control,0,0,0
22,2023,1,0.0,39.5804523269717,-1.4375895793718287,0.0,0.0,0.0,0.0,control,0,0,0
22,2024,1,0.0,42.78454036804692,-1.4375895793718287,0.0,0.0,0.0,0.0,control,0,0,0
23,2019,0,38.341215992928845,46.12705718586118,-0.8065872762915924,0.0,3.8341215992928843,0.0,0.0,low,0,0,0
23,2020,0,38.341215992928845,47.28893543441842,-0.8065872762915924,0.0,3.8341215992928843,0.0,0.0,low,0,0,0
23,2021,0,38.341215992928845,43.62817779531756,-0.8065872762915924,0.0,3.8341215992928843,0.0,0.0,low,0,0,0
23,2022,1,38.341215992928845,51.075425963792824,-0.8065872762915924,4.659307478435817,3.8341215992928843,3.8341215992928843,14.700488438164225,low,1,0,0
23,2023,1,38.341215992928845,50.00813707742784,-0.8065872762915924,4.659307478435817,3.8341215992928843,3.8341215992928843,14.700488438164225,low,1,0,0
23,2024,1,38.341215992928845,51.657118669704765,-0.8065872762915924,4.659307478435817,3.8341215992928843,3.8341215992928843,14.700488438164225,low,1,0,0
24,2019,0,48.64186777332737,46.4366227806609,-0.5831266313355765,0.0,4.864186777332737,0.0,0.0,medium,0,0,0
24,2020,0,48.64186777332737,47.338156447870595,-0.5831266313355765,0.0,4.864186777332737,0.0,0.0,medium,0,0,0
24,2021,0,48.64186777332737,44.874070100636935,-0.5831266313355765,0.0,4.864186777332737,0.0,0.0,medium,0,0,0
24,2022,1,48.64186777332737,53.629314059360965,-0.5831266313355765,5.256067713144301,4.864186777332737,4.864186777332737,23.660313004778637,medium,0,1,0
24,2023,1,48.64186777332737,50.99037207785482,-0.5831266313355765,5.256067713144301,4.864186777332737,4.864186777332737,23.660313004778637,medium,0,1,0
24,2024,1,48.64186777332737,51.79362135136281,-0.5831266313355765,5.256067713144301,4.864186777332737,4.864186777332737,23.660313004778637,medium,0,1,0
25,2019,0,48.72731166029005,42.416982159293774,-0.7377409424822825,0.0,4.872731166029005,0.0,0.0,medium,0,0,0
25,2020,0,48.72731166029005,43.918876198719374,-0.7377409424822825,0.0,4.872731166029005,0.0,0.0,medium,0,0,0
25,2021,0,48.72731166029005,42.429447088436824,-0.7377409424822825,0.0,4.872731166029005,0.0,0.0,medium,0,0,0
25,2022,1,48.72731166029005,49.144881567966806,-0.7377409424822825,5.26031990221555,4.872731166029005,4.872731166029005,23.743509016390384,medium,0,1,0
25,2023,1,48.72731166029005,46.11777611641668,-0.7377409424822825,5.26031990221555,4.872731166029005,4.872731166029005,23.743509016390384,medium,0,1,0
25,2024,1,48.72731166029005,48.13742402291902,-0.7377409424822825,5.26031990221555,4.872731166029005,4.872731166029005,23.743509016390384,medium,0,1,0
26,2019,0,35.939536684176836,42.547255094490296,-0.6243049653583753,0.0,3.593953668417684,0.0,0.0,low,0,0,0
26,2020,0,35.939536684176836,44.93182528642042,-0.6243049653583753,0.0,3.593953668417684,0.0,0.0,low,0,0,0
26,2021,0,35.939536684176836,42.44239290294147,-0.6243049653583753,0.0,3.593953668417684,0.0,0.0,low,0,0,0
26,2022,1,35.939536684176836,51.9440501479401,-0.6243049653583753,4.493051581954616,3.593953668417684,3.593953668417684,12.916502970732926,low,1,0,0
26,2023,1,35.939536684176836,47.178995769119126,-0.6243049653583753,4.493051581954616,3.593953668417684,3.593953668417684,12.916502970732926,low,1,0,0
26,2024,1,35.939536684176836,48.43822634622986,-0.6243049653583753,4.493051581954616,3.593953668417684,3.593953668417684,12.916502970732926,low,1,0,0
27,2019,0,63.10324318450678,52.74497575148767,0.4211482409316247,0.0,6.310324318450678,0.0,0.0,medium,0,0,0
27,2020,0,63.10324318450678,54.41499328364729,0.4211482409316247,0.0,6.310324318450678,0.0,0.0,medium,0,0,0
27,2021,0,63.10324318450678,49.69156674844096,0.4211482409316247,0.0,6.310324318450678,0.0,0.0,medium,0,0,0
27,2022,1,63.10324318450678,59.301799356372904,0.4211482409316247,5.846315949985392,6.310324318450678,6.310324318450678,39.82019300403001,medium,0,1,0
27,2023,1,63.10324318450678,59.66873317626716,0.4211482409316247,5.846315949985392,6.310324318450678,6.310324318450678,39.82019300403001,medium,0,1,0
27,2024,1,63.10324318450678,57.72153092798226,0.4211482409316247,5.846315949985392,6.310324318450678,6.310324318450678,39.82019300403001,medium,0,1,0
28,2019,0,83.78907603034001,51.365637406510345,0.7395291440447658,0.0,8.378907603034001,0.0,0.0,high,0,0,0
28,2020,0,83.78907603034001,53.59204946004087,0.7395291440447658,0.0,8.378907603034001,0.0,0.0,high,0,0,0
28,2021,0,83.78907603034001,49.695680327133694,0.7395291440447658,0.0,8.378907603034001,0.0,0.0,high,0,0,0
28,2022,1,83.78907603034001,58.32612853967995,0.7395291440447658,6.361135854341559,8.378907603034001,8.378907603034001,70.206092620181,high,0,0,1
28,2023,1,83.78907603034001,61.26783866593335,0.7395291440447658,6.361135854341559,8.378907603034001,8.378907603034001,70.206092620181,high,0,0,1
28,2024,1,83.78907603034001,59.427234574908795,0.7395291440447658,6.361135854341559,8.378907603034001,8.378907603034001,70.206092620181,high,0,0,1
29,2019,0,0.0,39.61025933233685,-1.7141581207935905,0.0,0.0,0.0,0.0,control,0,0,0
29,2020,0,0.0,42.98632193777203,-1.7141581207935905,0.0,0.0,0.0,0.0,control,0,0,0
29,2021,0,0.0,39.966466525590754,-1.7141581207935905,0.0,0.0,0.0,0.0,control,0,0,0
29,2022,1,0.0,40.878207375237125,-1.7141581207935905,0.0,0.0,0.0,0.0,control,0,0,0
29,2023,1,0.0,41.100972280629975,-1.7141581207935905,0.0,0.0,0.0,0.0,control,0,0,0
29,2024,1,0.0,41.96017606085174,-1.7141581207935905,0.0,0.0,0.0,0.0,control,0,0,0
30,2019,0,67.35175871369894,49.46395833083711,-0.15812448023317244,0.0,6.735175871369894,0.0,0.0,medium,0,0,0
30,2020,0,67.35175871369894,49.680151780929535,-0.15812448023317244,0.0,6.735175871369894,0.0,0.0,medium,0,0,0
30,2021,0,67.35175871369894,49.10411357768686,-0.15812448023317244,0.0,6.735175871369894,0.0,0.0,medium,0,0,0
30,2022,1,67.35175871369894,55.190792132810074,-0.15812448023317244,5.9781914087796215,6.735175871369894,6.735175871369894,45.36259401828322,medium,0,1,0
30,2023,1,67.35175871369894,56.03932154836838,-0.15812448023317244,5.9781914087796215,6.735175871369894,6.735175871369894,45.36259401828322,medium,0,1,0
30,2024,1,67.35175871369894,56.84569735291494,-0.15812448023317244,5.9781914087796215,6.735175871369894,6.735175871369894,45.36259401828322,medium,0,1,0
31,2019,0,0.0,41.70133262392862,-1.5957818349109318,0.0,0.0,0.0,0.0,control,0,0,0
31,2020,0,0.0,41.92162450665611,-1.5957818349109318,0.0,0.0,0.0,0.0,control,0,0,0
31,2021,0,0.0,39.897541847567574,-1.5957818349109318,0.0,0.0,0.0,0.0,control,0,0,0
31,2022,1,0.0,42.131934978517485,-1.5957818349109318,0.0,0.0,0.0,0.0,control,0,0,0
31,2023,1,0.0,41.7095364522817,-1.5957818349109318,0.0,0.0,0.0,0.0,control,0,0,0
31,2024,1,0.0,43.17925717815633,-1.5957818349109318,0.0,0.0,0.0,0.0,control,0,0,0
32,2019,0,76.42755686428046,53.4402327129229,1.2667045793372502,0.0,7.642755686428046,0.0,0.0,high,0,0,0
32,2020,0,76.42755686428046,54.71251652079329,1.2667045793372502,0.0,7.642755686428046,0.0,0.0,high,0,0,0
32,2021,0,76.42755686428046,53.054729290893846,1.2667045793372502,0.0,7.642755686428046,0.0,0.0,high,0,0,0
32,2022,1,76.42755686428046,63.13417206433032,1.2667045793372502,6.211587881471722,7.642755686428046,7.642755686428046,58.41171448242824,high,0,0,1
32,2023,1,76.42755686428046,61.55664825956688,1.2667045793372502,6.211587881471722,7.642755686428046,7.642755686428046,58.41171448242824,high,0,0,1
32,2024,1,76.42755686428046,62.37730464658921,1.2667045793372502,6.211587881471722,7.642755686428046,7.642755686428046,58.41171448242824,high,0,0,1
33,2019,0,59.224580798940465,51.05448071695324,0.5157138344539983,0.0,5.922458079894047,0.0,0.0,medium,0,0,0
33,2020,0,59.224580798940465,52.16761207431167,0.5157138344539983,0.0,5.922458079894047,0.0,0.0,medium,0,0,0
33,2021,0,59.224580798940465,52.15927610346575,0.5157138344539983,0.0,5.922458079894047,0.0,0.0,medium,0,0,0
33,2022,1,59.224580798940465,60.04379514921668,0.5157138344539983,5.711112724400097,5.922458079894047,5.922458079894047,35.07550970810228,medium,0,1,0
33,2023,1,59.224580798940465,57.34001782213088,0.5157138344539983,5.711112724400097,5.922458079894047,5.922458079894047,35.07550970810228,medium,0,1,0
33,2024,1,59.224580798940465,59.658274360540105,0.5157138344539983,5.711112724400097,5.922458079894047,5.922458079894047,35.07550970810228,medium,0,1,0
34,2019,0,37.93607972029193,43.8958346188682,-0.6474786525586865,0.0,3.793607972029193,0.0,0.0,low,0,0,0
34,2020,0,37.93607972029193,41.995434860989235,-0.6474786525586865,0.0,3.793607972029193,0.0,0.0,low,0,0,0
34,2021,0,37.93607972029193,40.97507616420433,-0.6474786525586865,0.0,3.793607972029193,0.0,0.0,low,0,0,0
34,2022,1,37.93607972029193,49.99912155429867,-0.6474786525586865,4.632055789363094,3.793607972029193,3.793607972029193,14.391461445443445,low,1,0,0
34,2023,1,37.93607972029193,48.199036271060045,-0.6474786525586865,4.632055789363094,3.793607972029193,3.793607972029193,14.391461445443445,low,1,0,0
34,2024,1,37.93607972029193,49.49203178272129,-0.6474786525586865,4.632055789363094,3.793607972029193,3.793607972029193,14.391461445443445,low,1,0,0
35,2019,0,28.81459579798367,42.77556169402231,-0.7574884274490541,0.0,2.881459579798367,0.0,0.0,low,0,0,0
35,2020,0,28.81459579798367,45.805722398505715,-0.7574884274490541,0.0,2.881459579798367,0.0,0.0,low,0,0,0
35,2021,0,28.81459579798367,44.51149150739954,-0.7574884274490541,0.0,2.881459579798367,0.0,0.0,low,0,0,0
35,2022,1,28.81459579798367,51.17296909441637,-0.7574884274490541,3.9270562346163187,2.881459579798367,2.881459579798367,8.302809310011781,low,1,0,0
35,2023,1,28.81459579798367,51.78099929539888,-0.7574884274490541,3.9270562346163187,2.881459579798367,2.881459579798367,8.302809310011781,low,1,0,0
35,2024,1,28.81459579798367,50.10105682166721,-0.7574884274490541,3.9270562346163187,2.881459579798367,2.881459579798367,8.302809310011781,low,1,0,0
36,2019,0,70.05731674186929,53.8449941767457,1.092888236059415,0.0,7.005731674186928,0.0,0.0,high,0,0,0
36,2020,0,70.05731674186929,57.24611340449666,1.092888236059415,0.0,7.005731674186928,0.0,0.0,high,0,0,0
36,2021,0,70.05731674186929,52.29576416999942,1.092888236059415,0.0,7.005731674186928,0.0,0.0,high,0,0,0
36,2022,1,70.05731674186929,65.19439476476883,1.092888236059415,6.05420314323679,7.005731674186928,7.005731674186928,49.08027629070598,high,0,0,1
36,2023,1,70.05731674186929,59.85331367886763,1.092888236059415,6.05420314323679,7.005731674186928,7.005731674186928,49.08027629070598,high,0,0,1
36,2024,1,70.05731674186929,61.97006202205781,1.092888236059415,6.05420314323679,7.005731674186928,7.005731674186928,49.08027629070598,high,0,0,1
37,2019,0,0.0,41.321094454984475,-1.2041521958822532,0.0,0.0,0.0,0.0,control,0,0,0
37,2020,0,0.0,44.802732503666256,-1.2041521958822532,0.0,0.0,0.0,0.0,control,0,0,0
37,2021,0,0.0,42.15780200854831,-1.2041521958822532,0.0,0.0,0.0,0.0,control,0,0,0
