event_id,timestamp,ip,path,status,session_id
evt-000139,72.1420,10.0.0.26,/api/model,200,10.0.0.26-s0001
evt-000140,72.6695,10.0.0.50,/api/data,201,10.0.0.50-s0001
evt-000141,73.1326,10.0.0.15,/api/data,200,10.0.0.15-s0001
evt-000142,75.1546,10.0.0.2,/,500,10.0.0.2-s0001
evt-000143,75.8429,10.0.0.20,/api/model,500,10.0.0.20-s0001
evt-000144,77.3815,10.0.0.2,/api/model,200,10.0.0.2-s0001
evt-000145,77.4938,10.0.0.5,/login,200,10.0.0.5-s0001
evt-000146,79.6903,10.0.0.16,/api/model,200,10.0.0.16-s0001
evt-000147,80.4784,10.0.0.2,/api/data,500,10.0.0.2-s0001
evt-000148,80.8395,10.0.0.4,/api/model,200,10.0.0.4-s0002
evt-000149,81.3213,10.0.0.2,/login,200,10.0.0.2-s0001
evt-000150,81.3975,10.0.0.183,/api/data,200,10.0.0.183-s0001
evt-000151,82.3739,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000152,82.3827,10.0.0.5,/api/data,201,10.0.0.5-s0001
evt-000153,82.6996,10.0.0.4,/api/model,200,10.0.0.4-s0002
evt-000154,82.8646,10.0.0.3,/api/model,200,10.0.0.3-s0001
evt-000155,82.8660,10.0.0.9,/api/data,200,10.0.0.9-s0001
evt-000156,83.4786,10.0.0.119,/api/data,200,10.0.0.119-s0001
evt-000157,83.9709,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000158,83.9963,10.0.0.80,/,201,10.0.0.80-s0001
evt-000159,85.4226,10.0.0.184,/api/data,200,10.0.0.184-s0001
evt-000160,85.8837,10.0.0.62,/,200,10.0.0.62-s0002
evt-000161,86.1252,10.0.0.2,/api/data,200,10.0.0.2-s0001
evt-000162,86.1589,10.0.0.41,/api/data,200,10.0.0.41-s0001
evt-000163,86.7438,10.0.0.12,/,200,10.0.0.12-s0002
evt-000164,86.8191,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000165,87.9483,10.0.0.24,/api/model,201,10.0.0.24-s0001
evt-000166,88.1873,10.0.0.8,/api/data,200,10.0.0.8-s0002
evt-000167,88.7536,10.0.0.30,/login,200,10.0.0.30-s0002
evt-000168,88.9975,10.0.0.3,/health,200,10.0.0.3-s0001
evt-000169,90.4006,10.0.0.1,/,201,10.0.0.1-s0001
evt-000170,90.7086,10.0.0.7,/,200,10.0.0.7-s0003
evt-000171,92.7499,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000172,94.0055,10.0.0.2,/api/data,200,10.0.0.2-s0001
evt-000173,95.3816,10.0.0.42,/api/model,200,10.0.0.42-s0001
evt-000174,96.1017,10.0.0.4,/api/data,200,10.0.0.4-s0002
evt-000175,97.5037,10.0.0.5,/health,200,10.0.0.5-s0001
evt-000176,98.3151,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000177,98.3756,10.0.0.76,/api/model,200,10.0.0.76-s0001
evt-000178,100.2519,10.0.0.31,/login,200,10.0.0.31-s0001
evt-000179,100.4390,10.0.0.1,/api/model,201,10.0.0.1-s0001
evt-000180,101.6891,10.0.0.6,/api/data,200,10.0.0.6-s0002
evt-000181,101.8646,10.0.0.3,/health,200,10.0.0.3-s0001
evt-000182,102.2783,10.0.0.1,/api/data,404,10.0.0.1-s0001
evt-000183,102.5667,10.0.0.8,/api/data,200,10.0.0.8-s0002
evt-000184,102.7853,10.0.0.1,/api/model,200,10.0.0.1-s0001
evt-000185,103.3231,10.0.0.1,/,200,10.0.0.1-s0001
evt-000186,104.1321,10.0.0.1,/api/data,404,10.0.0.1-s0001
evt-000187,105.4552,10.0.0.2,/api/data,400,10.0.0.2-s0001
evt-000188,105.8034,10.0.0.1,/,200,10.0.0.1-s0001
evt-000189,106.7017,10.0.0.117,/api/model,200,10.0.0.117-s0001
evt-000190,107.5442,10.0.0.4,/api/data,201,10.0.0.4-s0002
evt-000191,108.0799,10.0.0.14,/api/data,200,10.0.0.14-s0002
evt-000192,110.2367,10.0.0.2,/,400,10.0.0.2-s0001
evt-000193,110.3826,10.0.0.1,/health,200,10.0.0.1-s0001
evt-000194,111.0466,10.0.0.60,/login,404,10.0.0.60-s0002
evt-000195,111.4974,10.0.0.11,/health,200,10.0.0.11-s0002
evt-000196,114.5823,10.0.0.57,/api/data,201,10.0.0.57-s0001
evt-000197,115.0206,10.0.0.1,/api/model,200,10.0.0.1-s0001
evt-000198,115.2593,10.0.0.1,/health,200,10.0.0.1-s0001
evt-000199,115.7848,10.0.0.1,/api/model,400,10.0.0.1-s0001
evt-000200,116.6370,10.0.0.24,/api/data,500,10.0.0.24-s0001
evt-000201,116.9261,10.0.0.12,/,200,10.0.0.12-s0003
evt-000202,117.0432,10.0.0.1,/api/model,200,10.0.0.1-s0001
evt-000203,117.0947,10.0.0.7,/api/data,200,10.0.0.7-s0003
evt-000204,117.3939,10.0.0.1,/health,200,10.0.0.1-s0001
evt-000205,118.8838,10.0.0.81,/api/model,404,10.0.0.81-s0001
evt-000206,118.8919,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000207,119.3168,10.0.0.164,/health,200,10.0.0.164-s0001
evt-000208,119.6795,10.0.0.8,/api/data,200,10.0.0.8-s0002
evt-000209,119.7391,10.0.0.7,/api/model,200,10.0.0.7-s0003
evt-000210,119.8387,10.0.0.2,/health,200,10.0.0.2-s0001
evt-000211,120.9323,10.0.0.2,/api/data,200,10.0.0.2-s0001
evt-000212,121.0296,10.0.0.2,/api/data,200,10.0.0.2-s0001
evt-000213,121.0657,10.0.0.104,/login,400,10.0.0.104-s0001
evt-000214,121.6809,10.0.0.141,/api/model,200,10.0.0.141-s0001
evt-000215,122.6005,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000216,122.7991,10.0.0.15,/api/model,200,10.0.0.15-s0002
evt-000217,123.4779,10.0.0.123,/api/data,200,10.0.0.123-s0001
evt-000218,123.6311,10.0.0.2,/api/model,200,10.0.0.2-s0001
evt-000219,124.2027,10.0.0.104,/health,200,10.0.0.104-s0001
evt-000220,124.7761,10.0.0.12,/api/data,200,10.0.0.12-s0003
evt-000221,125.5041,10.0.0.28,/api/model,200,10.0.0.28-s0002
evt-000222,126.1937,10.0.0.69,/health,200,10.0.0.69-s0001
evt-000223,126.2394,10.0.0.7,/api/model,200,10.0.0.7-s0003
evt-000224,126.9258,10.0.0.3,/,404,10.0.0.3-s0001
evt-000225,127.2638,10.0.0.63,/api/model,404,10.0.0.63-s0002
evt-000226,131.0792,10.0.0.2,/login,200,10.0.0.2-s0001
evt-000227,131.7289,10.0.0.1,/health,200,10.0.0.1-s0001
evt-000228,132.9935,10.0.0.3,/api/data,200,10.0.0.3-s0001
evt-000229,134.3421,10.0.0.1,/login,201,10.0.0.1-s0001
evt-000230,134.6007,10.0.0.18,/,200,10.0.0.18-s0001
evt-000231,135.0188,10.0.0.5,/health,200,10.0.0.5-s0002
evt-000232,135.0880,10.0.0.78,/api/model,200,10.0.0.78-s0001
evt-000233,135.4340,10.0.0.9,/,200,10.0.0.9-s0002
evt-000234,136.1086,10.0.0.1,/api/model,200,10.0.0.1-s0001
evt-000235,136.5472,10.0.0.5,/login,200,10.0.0.5-s0002
evt-000236,136.9963,10.0.0.10,/api/model,200,10.0.0.10-s0003
evt-000237,137.3069,10.0.0.120,/api/data,200,10.0.0.120-s0001
evt-000238,137.7113,10.0.0.29,/api/data,200,10.0.0.29-s0002
evt-000239,137.7754,10.0.0.2,/api/data,200,10.0.0.2-s0001
evt-000240,137.9207,10.0.0.12,/api/model,200,10.0.0.12-s0003
evt-000241,138.6304,10.0.0.8,/api/data,200,10.0.0.8-s0002
evt-000242,138.7898,10.0.0.7,/api/data,200,10.0.0.7-s0003
evt-000243,138.9479,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000244,138.9598,10.0.0.7,/api/data,404,10.0.0.7-s0003
evt-000245,139.1169,10.0.0.10,/health,201,10.0.0.10-s0003
evt-000246,139.4087,10.0.0.4,/api/model,200,10.0.0.4-s0003
evt-000247,141.7923,10.0.0.41,/api/data,200,10.0.0.41-s0002
evt-000248,141.8642,10.0.0.11,/health,200,10.0.0.11-s0003
evt-000249,142.3654,10.0.0.1,/api/data,400,10.0.0.1-s0001
evt-000250,142.5409,10.0.0.1,/,200,10.0.0.1-s0001
evt-000251,143.0616,10.0.0.11,/login,200,10.0.0.11-s0003
evt-000252,143.4426,10.0.0.3,/api/data,200,10.0.0.3-s0001
evt-000253,143.5446,10.0.0.49,/api/data,200,10.0.0.49-s0001
evt-000254,144.6698,10.0.0.162,/api/data,404,10.0.0.162-s0001
evt-000255,145.3861,10.0.0.26,/health,200,10.0.0.26-s0002
evt-000256,145.4090,10.0.0.9,/api/model,500,10.0.0.9-s0002
evt-000257,145.5622,10.0.0.38,/api/data,200,10.0.0.38-s0001
evt-000258,145.8293,10.0.0.3,/login,200,10.0.0.3-s0001
evt-000259,145.9421,10.0.0.1,/health,200,10.0.0.1-s0001
evt-000260,147.2202,10.0.0.1,/health,200,10.0.0.1-s0001
evt-000261,147.5739,10.0.0.1,/health,200,10.0.0.1-s0001
evt-000262,148.1037,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000263,148.2868,10.0.0.25,/health,200,10.0.0.25-s0001
evt-000264,149.3251,10.0.0.3,/health,200,10.0.0.3-s0001
evt-000265,149.5786,10.0.0.23,/api/model,200,10.0.0.23-s0001
evt-000266,151.8971,10.0.0.120,/,201,10.0.0.120-s0001
evt-000267,151.9644,10.0.0.32,/,200,10.0.0.32-s0001
evt-000268,152.2105,10.0.0.2,/,200,10.0.0.2-s0001
evt-000269,152.2578,10.0.0.4,/health,200,10.0.0.4-s0003
evt-000270,153.6541,10.0.0.47,/api/model,200,10.0.0.47-s0001
evt-000271,154.3472,10.0.0.157,/,200,10.0.0.157-s0001
evt-000272,154.5024,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000273,154.6523,10.0.0.169,/api/model,200,10.0.0.169-s0001
evt-000274,154.7233,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000275,155.0844,10.0.0.21,/health,200,10.0.0.21-s0002
evt-000276,155.1596,10.0.0.1,/login,201,10.0.0.1-s0001
evt-000277,155.3495,10.0.0.37,/api/model,200,10.0.0.37-s0002
evt-000278,155.9648,10.0.0.3,/health,200,10.0.0.3-s0001
evt-000279,155.9794,10.0.0.4,/api/data,200,10.0.0.4-s0003
evt-000280,156.5347,10.0.0.1,/,200,10.0.0.1-s0001
evt-000281,157.5935,10.0.0.21,/health,201,10.0.0.21-s0002
evt-000282,157.9847,10.0.0.4,/api/data,200,10.0.0.4-s0003
evt-000283,158.0747,10.0.0.8,/api/data,201,10.0.0.8-s0002
evt-000284,159.2279,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000285,159.3528,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000286,159.3872,10.0.0.2,/api/model,404,10.0.0.2-s0001
evt-000287,159.9769,10.0.0.6,/login,200,10.0.0.6-s0003
evt-000288,160.3490,10.0.0.4,/api/model,200,10.0.0.4-s0003
evt-000289,160.7064,10.0.0.24,/health,201,10.0.0.24-s0002
evt-000290,160.7781,10.0.0.29,/,500,10.0.0.29-s0002
evt-000291,161.6147,10.0.0.34,/api/data,200,10.0.0.34-s0002
evt-000292,161.7678,10.0.0.36,/api/data,200,10.0.0.36-s0002
evt-000293,161.9853,10.0.0.48,/api/data,500,10.0.0.48-s0001
evt-000294,164.1480,10.0.0.2,/api/data,200,10.0.0.2-s0001
evt-000295,165.0965,10.0.0.1,/api/model,200,10.0.0.1-s0001
evt-000296,165.7173,10.0.0.5,/api/data,400,10.0.0.5-s0002
evt-000297,165.8549,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000298,167.2994,10.0.0.3,/api/data,200,10.0.0.3-s0001
evt-000299,167.8076,10.0.0.6,/api/model,200,10.0.0.6-s0003
evt-000300,168.4219,10.0.0.5,/api/model,201,10.0.0.5-s0002
evt-000301,168.5660,10.0.0.9,/api/data,500,10.0.0.9-s0002
evt-000302,168.7357,10.0.0.8,/api/model,400,10.0.0.8-s0002
evt-000303,169.0202,10.0.0.1,/health,200,10.0.0.1-s0001
evt-000304,169.7884,10.0.0.15,/api/model,200,10.0.0.15-s0003
evt-000305,170.4142,10.0.0.1,/login,200,10.0.0.1-s0001
evt-000306,170.4242,10.0.0.1,/health,200,10.0.0.1-s0001
evt-000307,171.2358,10.0.0.2,/login,200,10.0.0.2-s0001
evt-000308,171.2815,10.0.0.105,/api/model,200,10.0.0.105-s0001
evt-000309,171.3929,10.0.0.3,/api/data,200,10.0.0.3-s0001
evt-000310,171.6520,10.0.0.45,/api/data,404,10.0.0.45-s0001
evt-000311,172.4193,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000312,173.4876,10.0.0.3,/,400,10.0.0.3-s0001
evt-000313,173.8056,10.0.0.9,/api/data,400,10.0.0.9-s0002
evt-000314,174.0372,10.0.0.105,/api/model,200,10.0.0.105-s0001
evt-000315,175.7675,10.0.0.3,/api/data,200,10.0.0.3-s0001
evt-000316,175.9799,10.0.0.98,/api/model,200,10.0.0.98-s0001
evt-000317,176.0686,10.0.0.1,/,200,10.0.0.1-s0001
evt-000318,176.3955,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000319,176.7194,10.0.0.2,/login,200,10.0.0.2-s0001
evt-000320,176.9222,10.0.0.2,/login,200,10.0.0.2-s0001
evt-000321,176.9410,10.0.0.1,/api/model,404,10.0.0.1-s0001
evt-000322,177.3299,10.0.0.4,/api/data,200,10.0.0.4-s0003
evt-000323,178.5174,10.0.0.4,/health,200,10.0.0.4-s0003
evt-000324,179.5481,10.0.0.1,/login,200,10.0.0.1-s0001
evt-000325,179.7282,10.0.0.13,/api/model,200,10.0.0.13-s0001
evt-000326,180.9126,10.0.0.2,/,200,10.0.0.2-s0001
evt-000327,182.7877,10.0.0.4,/api/model,200,10.0.0.4-s0003
evt-000328,184.2767,10.0.0.102,/,200,10.0.0.102-s0001
evt-000329,184.7837,10.0.0.6,/,200,10.0.0.6-s0003
evt-000330,184.9276,10.0.0.3,/api/model,200,10.0.0.3-s0001
evt-000331,185.2902,10.0.0.65,/api/data,200,10.0.0.65-s0001
evt-000332,185.5958,10.0.0.5,/,201,10.0.0.5-s0002
evt-000333,186.0807,10.0.0.56,/api/model,200,10.0.0.56-s0001
evt-000334,186.4586,10.0.0.81,/login,200,10.0.0.81-s0002
evt-000335,186.5847,10.0.0.4,/,200,10.0.0.4-s0003
evt-000336,187.1253,10.0.0.2,/,200,10.0.0.2-s0001
evt-000337,188.1353,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000338,188.5994,10.0.0.16,/,404,10.0.0.16-s0002
evt-000339,188.7145,10.0.0.1,/api/data,200,10.0.0.1-s0001
evt-000340,188.9408,10.0.0.18,/api/model,200,10.0.0.18-s0002
evt-000341,189.0148,10.0.0.53,/api/model,200,10.0.0.53-s0001
evt-000342,189.1859,10.0.0.2,/,200,10.0.0.2-s0001
evt-000343,189.6142,10.0.0.2,/health,200,10.0.0.2-s0001
evt-000344,190.0065,10.0.0.3,/api/data,200,10.0.0.3-s0001
evt-000345,190.4783,10.0.0.1,/,404,10.0.0.1-s0001
evt-000346,190.9530,10.0.0.15,/,200,10.0.0.15-s0003
evt-000347,191.2129,10.0.0.4,/api/model,200,10.0.0.4-s0003
evt-000348,191.4765,10.0.0.39,/api/model,200,10.0.0.39-s0001
evt-000349,191.6988,10.0.0.1,/api/model,200,10.0.0.1-s0001
evt-000350,192.2262,10.0.0.1,/health,200,10.0.0.1-s0001
evt-000351,192.9085,10.0.0.31,/api/model,200,10.0.0.31-s0002
evt-000352,193.6436,10.0.0.31,/api/data,201,10.0.0.31-s0002
evt-000353,193.7281,10.0.0.8,/health,400,10.0.0.8-s0002
evt-000354,194.8287,10.0.0.43,/api/data,200,10.0.0.43-s0002
evt-000355,197.3134,10.0.0.1,/api/model,500,10.0.0.1-s0001
evt-000356,197.8527,10.0.0.4,/,200,10.0.0.4-s0003
evt-000357,198.9998,10.0.0.10,/,400,10.0.0.10-s0004
evt-000358,200.1473,10.0.0.22,/api/data,200,10.0.0.22-s0002
evt-000359,200.7247,10.0.0.2,/,200,10.0.0.2-s0001
evt-000360,200.8743,10.0.0.11,/api/data,404,10.0.0.11-s0004
evt-000361,201.4861,10.0.0.1,/health,200,10.0.0.1-s0001
evt-000362,201.8616,10.0.0.157,/api/model,500,10.0.0.157-s0002
evt-000363,201.9190,10.0.0.13,/health,404,10.0.0.13-s0001
evt-000364,202.0213,10.0.0.5,/api/data,201,10.0.0.5-s0002
evt-000365,203.4364,10.0.0.27,/api/model,400,10.0.0.27-s0001
evt-000366,204.0686,10.0.0.3,/api/model,200,10.0.0.3-s0001
evt-000367,204.4600,10.0.0.199,/,200,10.0.0.199-s0001
evt-000368,204.7983,10.0.0.8,/,404,10.0.0.8-s0002
evt-000369,205.3591,10.0.0.51,/api/model,200,10.0.0.51-s0001
evt-000370,205.8115,10.0.0.3,/api/data,400,10.0.0.3-s0001
evt-000371,206.6174,10.0.0.65,/api/data,500,10.0.0.65-s0001
evt-000372,207.3253,10.0.0.14,/api/data,404,10.0.0.14-s0003
evt-000373,208.3944,10.0.0.1,/api/data,201,10.0.0.1-s0001
evt-000374,208.5916,10.0.0.14,/api/data,404,10.0.0.14-s0003
evt-000375,208.7980,10.0.0.121,/login,200,10.0.0.121-s0001
evt-000376,209.2750,10.0.0.41,/health,201,10.0.0.41-s0003
