employee_id,baseline_score,high_need,treatment,outcome_y0,outcome_y1,individual_treatment_effect,followup_score
156,56.702180531324096,0,0,70.06366770031885,74.06366770031885,4,70.06366770031885
157,76.4205326426619,0,1,88.08287867778898,92.08287867778898,4,92.08287867778898
158,69.5910193935311,0,0,89.14475027796195,93.14475027796195,4,89.14475027796195
159,75.58878118296411,0,0,92.24279458514893,96.24279458514893,4,92.24279458514893
160,64.39339524338239,0,1,65.81692980056123,69.81692980056123,4,69.81692980056123
161,61.68861307763863,0,1,77.44589796441623,81.44589796441623,4,81.44589796441623
162,69.68796634520923,0,1,77.31854708883465,81.31854708883465,4,81.31854708883465
163,64.22422748989597,0,0,80.95166819445903,84.95166819445903,4,80.95166819445903
164,42.46284934893884,1,1,58.88079671767946,65.88079671767946,7,65.88079671767946
165,62.74982381401885,0,1,58.881414350418595,62.881414350418595,4,62.881414350418595
166,51.45971394663896,1,1,71.80787822460515,78.80787822460515,7,78.80787822460515
167,37.7893269097383,1,0,56.969500781024955,63.969500781024955,7,56.969500781024955
168,66.75343439249389,0,0,67.43653596426986,71.43653596426986,4,67.43653596426986
169,54.90532952619891,1,0,67.72901855716418,74.72901855716418,7,67.72901855716418
170,66.60077322087085,0,0,72.07485359941701,76.07485359941701,4,72.07485359941701
171,68.61804429548707,0,1,73.29044800960857,77.29044800960857,4,77.29044800960857
172,44.24053992850402,1,0,50.446331631378555,57.446331631378555,7,50.446331631378555
173,54.54650907706519,1,0,59.63014797051892,66.63014797051892,7,59.63014797051892
174,54.073745428945074,1,1,67.19969946732364,74.19969946732364,7,74.19969946732364
175,60.513875071017665,0,1,68.46517729791975,72.46517729791975,4,72.46517729791975
176,63.37379876023942,0,0,79.06278579908852,83.06278579908852,4,79.06278579908852
177,38.261490530039644,1,1,44.84827522054265,51.84827522054265,7,51.84827522054265
178,60.02441111743367,0,1,63.256959906997395,67.2569599069974,4,67.2569599069974
179,50.60586361949237,1,1,54.29607561737586,61.29607561737586,7,61.29607561737586
180,43.133569017319836,1,1,47.55519903338478,54.55519903338478,7,54.55519903338478
181,57.71829737985165,0,1,73.1770817638655,77.1770817638655,4,77.1770817638655
182,49.720615311288604,1,1,58.24369505646873,65.24369505646874,7,65.24369505646874
183,79.35838282357938,0,0,79.43306078404659,83.43306078404659,4,79.43306078404659
184,49.524876614608445,1,0,68.61705453388655,75.61705453388655,7,68.61705453388655
185,66.52744603921,0,1,86.61867214837777,90.61867214837777,4,90.61867214837777
186,52.747715534102824,1,0,54.465933245067916,61.465933245067916,7,54.465933245067916
187,55.08826892999325,0,1,81.02780931202967,85.02780931202967,4,85.02780931202967
188,56.78754518509646,0,0,67.99721200945577,71.99721200945577,4,67.99721200945577
189,64.48848938899945,0,1,81.05481077385701,85.05481077385701,4,85.05481077385701
190,52.64390683075345,1,0,63.30969277460446,70.30969277460446,7,63.30969277460446
191,69.48641715752301,0,0,78.56632909991053,82.56632909991053,4,78.56632909991053
192,62.783868879333866,0,0,65.68311336018165,69.68311336018165,4,65.68311336018165
193,54.881290036580424,1,1,62.71060299362307,69.71060299362307,7,69.71060299362307
194,59.76551788783876,0,1,68.41790951872964,72.41790951872964,4,72.41790951872964
195,51.37715315859605,1,1,60.94841270461407,67.94841270461407,7,67.94841270461407
196,48.862686672240066,1,0,61.68980082470481,68.6898008247048,7,61.68980082470481
197,84.7556842070638,0,0,83.75552733163886,87.75552733163886,4,83.75552733163886
198,58.206481587649854,0,0,78.92894929373882,82.92894929373882,4,78.92894929373882
199,60.77336073991862,0,0,80.03903626093874,84.03903626093874,4,80.03903626093874
200,58.89321262707551,0,0,63.68928674024035,67.68928674024035,4,63.68928674024035
201,57.3313219370165,0,0,59.51490288365254,63.51490288365254,4,59.51490288365254
202,58.351130732662675,0,0,68.89849846781705,72.89849846781705,4,68.89849846781705
203,60.84841415955568,0,1,70.45969092158342,74.45969092158342,4,74.45969092158342
204,60.40562525840394,0,0,72.37189991647365,76.37189991647365,4,72.37189991647365
205,80.78959352014118,0,0,92.63946687274115,96.63946687274115,4,92.63946687274115
206,66.61768154813775,0,0,69.54100556888952,73.54100556888952,4,69.54100556888952
207,54.31401341420352,1,0,73.00154102845126,80.00154102845126,7,73.00154102845126
208,35.36500273079802,1,1,60.45534910008879,67.4553491000888,7,67.4553491000888
209,57.65753774608453,0,1,78.1252086534957,82.1252086534957,4,82.1252086534957
210,50.453105015798414,1,0,65.1621457501945,72.1621457501945,7,65.1621457501945
211,62.0272196394147,0,1,69.96040845074593,73.96040845074593,4,73.96040845074593
212,45.910175132001136,1,1,50.643588542197975,57.643588542197975,7,57.643588542197975
213,65.00046580833099,0,0,69.41180194626394,73.41180194626394,4,69.41180194626394
214,65.73941222603715,0,1,74.6197310872679,78.6197310872679,4,78.6197310872679
215,69.64950667166106,0,0,78.23688772727203,82.23688772727203,4,78.23688772727203
216,83.36442449091653,0,0,94.83947385393931,98.83947385393931,4,94.83947385393931
217,74.44259995199162,0,1,82.75614298499215,86.75614298499215,4,86.75614298499215
218,51.828705646437044,1,0,53.96189118134763,60.96189118134763,7,53.96189118134763
219,47.09738971730518,1,1,63.694773513002566,70.69477351300256,7,70.69477351300256
220,52.97789330194055,1,1,56.83253271691446,63.83253271691446,7,63.83253271691446
221,50.552531631977224,1,1,57.67123357754803,64.67123357754804,7,64.67123357754804
222,62.95616453401978,0,0,76.81302740671418,80.81302740671418,4,76.81302740671418
223,53.109069253237294,1,1,54.501987644868834,61.501987644868834,7,61.501987644868834
224,62.02109935623661,0,1,68.75824896325142,72.75824896325142,4,72.75824896325142
225,71.49369101906817,0,1,76.27771529065892,80.27771529065892,4,80.27771529065892
226,60.60420273218121,0,0,77.07393241347086,81.07393241347086,4,77.07393241347086
227,65.52528782752258,0,1,66.71518714397895,70.71518714397895,4,70.71518714397895
228,68.75335342034802,0,1,84.50500303210042,88.50500303210042,4,88.50500303210042
229,75.59796819810732,0,1,92.64541956521983,96.64541956521983,4,96.64541956521983
230,65.59749350711317,0,1,65.95447432732105,69.95447432732105,4,69.95447432732105
231,73.7991008274326,0,0,77.87617391959472,81.87617391959472,4,77.87617391959472
232,67.75950233825608,0,0,74.66863115757286,78.66863115757286,4,74.66863115757286
233,49.848264678445,1,1,68.4503083276966,75.4503083276966,7,75.4503083276966
234,46.45652154213489,1,0,51.83115865681064,58.83115865681064,7,51.83115865681064
235,75.62207076283917,0,0,89.80607856371965,93.80607856371965,4,89.80607856371965
236,56.57999115360279,0,0,69.88482928944899,73.88482928944899,4,69.88482928944899
237,51.67978749606546,1,0,59.57762305600725,66.57762305600724,7,59.57762305600725
238,51.73282959487031,1,0,64.12277701555796,71.12277701555796,7,64.12277701555796
239,54.975827793027776,1,0,65.3198890579466,72.3198890579466,7,65.3198890579466
240,52.15371739326054,1,1,66.76774864496738,73.76774864496738,7,73.76774864496738
241,65.24184431436413,0,1,72.89132105233658,76.89132105233658,4,76.89132105233658
242,40.37796168416833,1,1,46.38671520716769,53.38671520716769,7,53.38671520716769
243,61.19635314869229,0,1,76.53235917941338,80.53235917941338,4,80.53235917941338
244,73.65052691001037,0,1,74.24890886878956,78.24890886878956,4,78.24890886878956
245,35.52325737921463,1,1,38.077525309469316,45.077525309469316,7,45.077525309469316
246,59.9471481290361,0,0,73.94490045811015,77.94490045811015,4,73.94490045811015
247,56.71946834980283,0,1,55.410022606845786,59.410022606845786,4,59.410022606845786
248,73.73686728478528,0,1,77.37628198339975,81.37628198339975,4,81.37628198339975
249,85.63147328201562,0,1,69.18704826905292,73.18704826905292,4,73.18704826905292
250,54.30387690909998,1,1,53.59959174346865,60.59959174346865,7,60.59959174346865
251,62.126428550117645,0,1,65.43774885414054,69.43774885414054,4,69.43774885414054
252,60.94944142322561,0,0,78.57925260907498,82.57925260907498,4,78.57925260907498
253,58.47439184486903,0,0,70.78283627426651,74.78283627426651,4,70.78283627426651
254,59.37512664257068,0,1,73.46401451393726,77.46401451393726,4,77.46401451393726
255,77.04436670967044,0,1,94.45993655425794,98.45993655425794,4,98.45993655425794
256,62.75572899285687,0,0,71.3447798412609,75.3447798412609,4,71.3447798412609
257,62.62479703913037,0,0,70.53818946833206,74.53818946833206,4,70.53818946833206
258,58.69503616067011,0,0,72.63866782663445,76.63866782663445,4,72.63866782663445
259,61.40348495579074,0,1,73.73026030536353,77.73026030536353,4,77.73026030536353
260,57.878974730630254,0,0,75.66234266143857,79.66234266143857,4,75.66234266143857
261,66.476290139005,0,1,84.58531019711968,88.58531019711968,4,88.58531019711968
262,64.3982231184235,0,0,65.22732789914775,69.22732789914775,4,65.22732789914775
263,65.94129418280107,0,1,85.31003502787114,89.31003502787114,4,89.31003502787114
264,35.11976265092885,1,0,47.15273157774649,54.15273157774649,7,47.15273157774649
265,67.51587319598254,0,1,73.5481199000102,77.5481199000102,4,77.5481199000102
266,51.810613846629415,1,0,49.531535260352214,56.531535260352214,7,49.531535260352214
267,52.4765065665425,1,1,72.76805007809838,79.76805007809838,7,79.76805007809838
268,62.107666082018596,0,0,61.47329515427831,65.4732951542783,4,61.47329515427831
269,42.15257636901965,1,0,56.36862617462111,63.36862617462111,7,56.36862617462111
270,52.721641474453534,1,0,67.22489813671501,74.22489813671501,7,67.22489813671501
271,32.45873120964342,1,0,49.765730705452675,56.765730705452675,7,49.765730705452675
272,66.43929379087864,0,0,73.46153918839607,77.46153918839607,4,73.46153918839607
273,71.09549487361305,0,1,91.27329916049538,95.27329916049538,4,95.27329916049538
274,64.66750089279142,0,0,65.7837350302322,69.7837350302322,4,65.7837350302322
275,43.1649185900515,1,1,64.37290147504918,71.37290147504918,7,71.37290147504918
276,59.2435251982965,0,0,59.5622728278399,63.5622728278399,4,59.5622728278399
277,57.339973838169115,0,1,66.13229852907118,70.13229852907118,4,70.13229852907118
278,87.18005031245443,0,1,96.62831404820504,100.62831404820504,4,100.62831404820504
279,52.7550551978133,1,0,70.81163512410147,77.81163512410147,7,70.81163512410147
280,51.00160360450417,1,1,55.096201683027026,62.096201683027026,7,62.096201683027026
281,62.31811309709111,0,0,69.33512121970257,73.33512121970257,4,69.33512121970257
282,60.72258078208783,0,0,68.84899460688062,72.84899460688062,4,68.84899460688062
283,61.94066391890092,0,0,85.6832583931204,89.6832583931204,4,85.6832583931204
284,56.71938836340185,0,0,81.10954035229156,85.10954035229156,4,81.10954035229156
285,65.43284723032423,0,1,73.14120279703091,77.14120279703091,4,77.14120279703091
286,61.59274406278247,0,0,58.79286140375726,62.79286140375726,4,58.79286140375726
287,51.24706029933198,1,0,63.24377202108407,70.24377202108407,7,63.24377202108407
288,49.87579552210859,1,1,56.3224727106927,63.3224727106927,7,63.3224727106927
289,62.090881791883206,0,1,69.40020265174431,73.40020265174431,4,73.40020265174431
290,80.8794884721728,0,0,90.55260230579503,94.55260230579503,4,90.55260230579503
291,54.88136266622671,1,0,78.5364493649848,85.5364493649848,7,78.5364493649848
292,53.46123154118718,1,1,67.82071625713066,74.82071625713066,7,74.82071625713066
293,65.27064882316378,0,1,63.76778382958935,67.76778382958935,4,67.76778382958935
294,64.06881293070994,0,1,79.65898295624753,83.65898295624753,4,83.65898295624753
295,64.47373451113619,0,0,81.06402601996388,85.06402601996388,4,81.06402601996388
296,69.11698227791071,0,1,71.26113447632885,75.26113447632885,4,75.26113447632885
297,68.14848338253228,0,1,71.13127252355227,75.13127252355227,4,75.13127252355227
298,56.2770876328373,0,0,71.64615599306589,75.64615599306589,4,71.64615599306589
299,82.76392783058874,0,1,85.71643003382314,89.71643003382314,4,89.71643003382314
300,68.77273212538184,0,0,75.08291330901348,79.08291330901348,4,75.08291330901348
301,52.070100744827805,1,1,57.375742512493474,64.37574251249347,7,64.37574251249347
302,42.427683932886886,1,1,57.31547822407464,64.31547822407464,7,64.31547822407464
303,52.570769968059146,1,0,59.741903092249636,66.74190309224963,7,59.741903092249636
304,65.56828306457453,0,1,65.44928709515371,69.44928709515371,4,69.44928709515371
305,65.39848303292872,0,1,75.3312877441742,79.3312877441742,4,79.3312877441742
306,64.08095283142995,0,1,74.29271572972029,78.29271572972029,4,78.29271572972029
307,72.66773713457515,0,1,75.93514803776384,79.93514803776384,4,79.93514803776384
308,54.92776558417935,1,0,67.90439277097335,74.90439277097335,7,67.90439277097335
309,50.494788750572035,1,0,55.06155654374791,62.06155654374791,7,55.06155654374791
310,42.37037459055793,1,0,54.117983347721214,61.117983347721214,7,54.117983347721214
311,53.17668697415966,1,0,51.08246113102544,58.08246113102544,7,51.08246113102544
312,63.76863143906052,0,0,76.1450484868177,80.1450484868177,4,76.1450484868177
313,55.63115033815059,0,0,70.71758510517809,74.71758510517809,4,70.71758510517809
314,78.95342481686394,0,0,80.63681135633202,84.63681135633202,4,80.63681135633202
315,69.48563053498646,0,0,92.97705790532068,96.97705790532068,4,92.97705790532068
316,72.47329017920472,0,1,78.98114891061911,82.98114891061911,4,82.98114891061911
317,47.99242007537497,1,1,65.45141578779682,72.45141578779682,7,72.45141578779682
318,69.22006755187887,0,1,66.16405346968962,70.16405346968962,4,70.16405346968962
319,58.47518428264913,0,0,64.52500018387835,68.52500018387835,4,64.52500018387835
320,72.78673276219519,0,1,76.85148402474478,80.85148402474478,4,80.85148402474478
321,73.06765002855884,0,1,68.72338669877591,72.72338669877591,4,72.72338669877591
322,46.42186596448086,1,0,54.65948816711735,61.65948816711735,7,54.65948816711735
323,74.47214215368149,0,1,81.22982206455238,85.22982206455238,4,85.22982206455238
324,69.6276781231093,0,0,88.44843508308459,92.44843508308459,4,88.44843508308459
325,72.91078642343855,0,0,72.76927485679829,76.76927485679829,4,72.76927485679829
326,42.52213641772493,1,1,51.52434942771612,58.52434942771612,7,58.52434942771612
327,50.79276379057401,1,0,73.2156517529082,80.2156517529082,7,73.2156517529082
328,51.45433160273007,1,1,74.74314712935686,81.74314712935686,7,81.74314712935686
329,76.99721387371602,0,1,77.3870888574309,81.3870888574309,4,81.3870888574309
330,58.0876110008797,0,0,64.24299274681977,68.24299274681977,4,64.24299274681977
331,53.16965084688731,1,0,57.81793422776623,64.81793422776623,7,57.81793422776623
332,68.29993239130931,0,1,79.52650779821795,83.52650779821795,4,83.52650779821795
333,76.6390040562464,0,1,83.68940794086043,87.68940794086043,4,87.68940794086043
334,66.10989825528704,0,1,79.63201890480435,83.63201890480435,4,83.63201890480435
335,69.79211307118673,0,1,71.13694782204522,75.13694782204522,4,75.13694782204522
336,54.48108428075696,1,0,60.499714415723176,67.49971441572318,7,60.499714415723176
337,57.279405095631766,0,0,70.41175976468101,74.41175976468101,4,70.41175976468101
338,60.73823825829345,0,1,70.05876141703264,74.05876141703264,4,74.05876141703264
339,53.92625163524233,1,0,66.71013125826133,73.71013125826133,7,66.71013125826133
340,59.505163511631366,0,1,57.07064533417572,61.07064533417572,4,61.07064533417572
341,16.784192706275437,1,0,29.289888647290624,36.289888647290624,7,29.289888647290624
342,55.02909427656847,0,0,64.12475984744026,68.12475984744026,4,64.12475984744026
343,73.31924093746966,0,0,82.35510995000482,86.35510995000482,4,82.35510995000482
344,69.28730796355433,0,0,76.59016029701353,80.59016029701353,4,76.59016029701353
345,65.66357532909431,0,0,76.5681479729651,80.5681479729651,4,76.5681479729651
346,75.31647085013284,0,1,74.9120177468189,78.9120177468189,4,78.9120177468189
347,47.5924458493393,1,1,59.733545227452275,66.73354522745228,7,66.73354522745228
