customer_id,price_increase_pct,loyalty_years,automatic_payment,renewed,oracle_renewal_probability
62,1.7375053005769332,5.726169987200516,0,1,0.9664803729852096
63,7.025264661904595,2.6684890632659934,1,1,0.9165133378658116
64,1.4346543354139984,6.405584729005878,0,1,0.9728565943333181
65,22.63066094973749,0.47121523241438723,1,1,0.2808140349916758
66,19.753671039630973,4.368915836068734,1,1,0.6254811395593435
67,20.03955255464977,5.423491558280395,0,1,0.49862963196883386
68,14.116985545900018,4.685523532931166,1,1,0.8325025628282706
69,8.895922483445595,2.6165575049614915,1,1,0.8856145326687509
70,22.949126976920482,6.645452452918383,1,1,0.6187074776637317
71,7.498112205501917,0.9939332185009002,1,0,0.8708936938963759
72,13.902905222880507,0.8191974068743901,1,1,0.671303042238032
73,24.13630213759457,4.181286648919156,0,0,0.2609521543017644
74,5.763145363471583,6.279986510593115,0,1,0.9410235856830491
75,23.996273027093785,5.2388416437552,1,1,0.48949975642209814
76,15.102921569922959,0.8557093590848472,0,0,0.4469119449378313
77,11.470066010227761,7.590293917623541,0,0,0.8866589161519111
78,8.965056191627294,3.6070707009002625,0,0,0.8252005100131685
79,20.600821419913213,1.0558780802840868,0,1,0.23962489340267817
80,9.715972828086123,2.2177890745602387,0,0,0.7471357796177969
81,6.487049945725315,7.879393590178703,0,1,0.9536194928685889
82,2.559449076369175,0.7803787520390317,1,1,0.9397204804694961
83,15.204380147993513,1.398926740157644,1,1,0.6499806127920498
84,23.67881466894934,6.836360176694939,0,1,0.4203199276856818
85,21.6471432080212,6.724709051158849,1,1,0.6764367631614521
86,6.354827494541198,0.11022968100225317,0,0,0.7654124861476417
87,15.316268099308825,3.247096766908081,0,1,0.5799029403143366
88,1.54457967980923,6.7744327890841625,0,1,0.9746138978866353
89,13.038276608617297,5.643526868094241,0,0,0.7871040092615151
90,20.247704390219646,2.39921392279582,1,0,0.4878085547111742
91,5.363595109068039,5.704406133624535,1,1,0.9684343243572385
92,13.165133910973761,3.035031468273047,0,0,0.6589645814186003
93,15.284238132881336,0.06383550502037139,0,0,0.39273210044223117
94,19.945782772840793,4.85845669457807,1,1,0.6446922389545309
95,17.153324703109895,6.190362780900447,0,1,0.6677638586595991
96,13.32731327941371,4.179191741926776,1,1,0.8353583674951656
97,19.405178744403536,7.620375806872274,1,1,0.7951019846344985
98,6.896625091803204,4.699170502135752,0,1,0.899022324045093
99,19.451579992223433,6.546836806555266,0,1,0.5914484515444296
100,2.3121976404228612,5.3024729238101855,1,1,0.9796954732190664
101,19.347771623385903,5.590395314538656,1,1,0.7066348515986296
102,15.05663657179862,5.08587767493025,0,1,0.6921981568781861
103,14.710188346475055,4.666793124673995,1,1,0.8164077184844096
104,18.61282267489033,1.0497601866639092,1,0,0.48041861086244514
105,24.252680653482393,5.738982316809403,0,0,0.3344499139312377
106,19.848083497173135,4.259078672004583,1,0,0.6152710523057902
107,9.568884035628903,4.066153489928519,1,1,0.9066565246262983
108,21.691414395494565,3.530274134570816,0,0,0.3192569193199415
109,11.313039734876174,5.4550548926127105,0,1,0.8281917986064978
110,1.241785045545654,2.4008609583206812,0,1,0.9341763061001761
111,24.317080043843667,6.960011740670352,1,1,0.5776974796245143
112,12.531366365646562,5.242997875672966,1,1,0.8831571764487763
113,0.31101310413388095,5.6826433111913595,0,1,0.9736055385534452
114,7.046667675282759,4.329752265570278,1,0,0.9421733948537951
115,3.7074615850094443,3.079222974986748,0,1,0.914641365534108
116,11.620641844465393,0.541380120442259,1,1,0.7423494150321991
117,8.975142856094887,6.924328217119071,0,1,0.9126407232648721
118,19.976239872032178,7.572994428332397,1,1,0.775876389927987
119,8.232316585425112,2.0544187811288044,1,1,0.8840386176694666
120,17.447496636185498,2.9754171443609927,0,1,0.46842973468107246
121,16.335678639619797,0.2641038441188952,1,1,0.5356799426166401
122,18.08968615374063,4.795905325347096,1,1,0.7139964506946644
123,11.653906423404292,2.9979823219878723,1,1,0.8377814274729638
124,7.561522778014135,1.8769644396834728,1,1,0.8918132033324769
125,23.85085910525615,7.705534654329029,1,1,0.6401864953002506
126,2.204620048320513,5.5365187296544995,0,1,0.9620184416927933
127,11.762151540995438,1.469825498431443,0,1,0.6307814825651338
128,22.45251725417227,1.5494496325193516,0,1,0.20268687285663634
129,8.24585138669018,1.747608006283631,0,0,0.7747226303360975
130,15.451337393712967,5.955897965140399,1,1,0.8413323203081045
131,3.9448891494676035,5.605948205202972,1,1,0.9747989976101105
132,9.379412397346638,5.906336290136114,1,1,0.9398696493461758
133,19.796001907020155,6.354639004573085,0,1,0.5650868346813158
134,13.049432284097918,7.157568452229523,0,1,0.841431591522518
135,3.9478517664241872,6.386096961291449,1,1,0.9790008377206811
136,5.867352811418108,5.056865742567232,1,1,0.9599796600113364
137,5.35951369263673,6.343455740410955,1,1,0.972819980209669
138,16.42859286711698,0.9972320261451353,1,0,0.5749775413723729
139,10.463794429782308,7.8484744452636575,1,1,0.953476218411595
140,11.275975076223615,2.6225036677694655,1,1,0.834757251016987
141,21.237551867855224,2.9877908385907137,1,1,0.47859071481583465
142,13.874020119328176,1.4895538752318984,1,1,0.706857304761754
143,21.673510288019017,4.566973829952821,1,1,0.5535048230149657
144,7.011733247690755,5.3047847884088455,0,1,0.9097869506983304
145,17.860253576131388,5.4359633145628745,1,1,0.7520891295030351
146,16.128204439206836,3.651331288669442,0,0,0.5678888117406014
147,9.798784011072605,0.4778652604841307,1,1,0.7975265793440776
148,18.93235517741406,1.8311751480653724,1,0,0.5129116547345629
149,11.391041354684972,0.3164845285167637,1,1,0.7399230879989757
150,22.923331898044545,3.856971618170224,1,1,0.4549905329321368
151,10.41214614222034,0.9090403876239499,1,1,0.7964063398622357
152,9.264394330402082,7.205761809923338,1,1,0.9561353973467925
153,8.186988816339305,3.7144672942154866,1,1,0.9196657448583297
154,20.382028509704547,4.2102134189172515,1,1,0.5894485272459409
155,12.644146146633132,1.6158717685577981,1,1,0.7561825301474444
156,6.219116798102825,4.959288578075611,0,1,0.9145724652407076
157,4.67076134761279,3.3554910521756502,1,1,0.951872658140707
158,10.14412045709842,3.5630293068568566,0,1,0.7907058504239101
159,5.51265292808612,6.752941669139842,1,1,0.9746284653218289
160,23.992441907425214,0.8407922636450831,0,0,0.13981234960003214
161,12.160337790358412,1.6868795427208205,1,1,0.7748652947551063
162,12.956738879416696,2.741212442228612,0,1,0.6515088142768313
163,0.4406630457725186,3.6037052367877216,1,1,0.9782376219976965
164,1.0541392157114637,0.7561335873734958,0,1,0.9081895512832823
165,23.587758648188473,3.1930939838826644,1,1,0.38711535809845815
166,24.597052401505735,1.6730152942553076,0,0,0.1511068962206439
167,16.07228219476017,7.962181159244656,1,1,0.884720553204211
168,8.313131961600858,3.409887854900737,1,1,0.9122969874744647
169,21.836183556012635,5.466245867789239,0,0,0.4210135560040147
170,4.295866630325704,1.531541562720637,0,1,0.8692466259777623
171,8.596177060132156,2.8869567161085987,1,1,0.8971136654952052
172,7.0798764739812805,1.6115816880642546,0,0,0.804144500449558
173,23.133694768646524,2.1238323743018714,1,0,0.3465259108007701
174,8.706615574043921,3.6643236974205795,0,0,0.8337231030734107
175,19.45047814663519,3.039833565432871,1,0,0.5618008620757902
176,16.56870139239432,5.918831859867641,1,1,0.8112500789884202
177,6.355199054977661,2.066829036801688,0,1,0.839175093105269
178,6.678783526886206,7.885099256938517,0,1,0.9521313769129288
179,21.43775304065705,7.190438929259995,1,1,0.70825205147073
180,9.380759149288991,5.291308253772382,0,0,0.8677692497953767
181,23.95999378725722,5.1812617747440575,0,0,0.31663140320614586
182,14.512581415427158,2.1463085723522317,0,1,0.5505391710654917
183,9.668075177921825,6.737133734579697,1,1,0.9476810104296645
184,18.5126709552551,2.433484967203978,0,0,0.3897782614667688
185,11.808815848848745,1.5961526806650221,1,1,0.7820221802976348
186,11.459205460842476,5.449900040730729,1,1,0.9059637567172704
187,17.931656196586246,7.295778265841678,1,1,0.8239422923769978
188,23.100585470769786,7.887158933029406,1,0,0.6802264697477254
189,6.989727086458483,2.5656675500473582,0,0,0.8399168238279541
190,17.710921881625932,2.3900979114645295,1,0,0.6000461875791255
191,3.737047239249902,5.986029355516115,1,0,0.9777731906321895
192,13.40432724094938,0.782107859257759,1,0,0.6888882690682003
193,7.812809531954801,5.2852445184292645,1,1,0.9469571099233577
194,13.590186846576618,3.0864073147062268,0,1,0.6443979320414239
195,10.542276900816988,3.9623199936018274,1,1,0.888285526360206
196,15.684962152388673,0.5588029537766168,0,0,0.40391459937164803
197,14.798114774309177,5.414914833373842,0,1,0.7182745577297924
198,1.728693052443861,0.3098005600370852,1,1,0.9417605113913069
199,11.655786518577596,0.47390984759463795,1,1,0.7380188458250534
200,4.372639158470593,7.449013446440046,0,1,0.9644524117563344
201,6.12024183076636,6.050984663319221,1,1,0.9667727387373071
202,21.25172047070739,7.502748564771236,1,1,0.7301433456990871
203,15.885176527056563,7.090545077708347,1,1,0.8655763311530024
204,9.83217201142714,2.8988504674609494,0,1,0.7731059878866915
205,22.490383910010976,3.03620921331618,0,0,0.26510943526495767
206,9.990969953938123,0.9840784997738714,1,1,0.8111966105301426
207,12.65980010262405,4.138028402938144,1,1,0.8499696196794302
208,12.548699452188478,4.012088630917324,1,0,0.8486607316140345
209,17.241280081336523,0.30380523369983514,0,0,0.3250812507941321
210,5.30146777268379,5.955137578796224,1,0,0.9705442774566871
211,13.907837964739894,2.741622532125694,0,0,0.6117272778837989
212,2.993409023903712,7.467956622053722,1,1,0.9862584718850107
213,1.2558218981059381,3.228183023292565,1,1,0.9725809686702266
214,10.863188732072793,0.524200113395862,0,1,0.6154864863464278
215,9.765534408594343,3.8504070740722875,1,0,0.8990126191444708
216,5.2654465625803,2.861328491329015,1,1,0.9404161797420738
217,24.122507160714907,4.234142687046329,0,1,0.26388809058344315
218,23.32354761975338,4.808606080829415,1,1,0.4939570162207655
219,11.294934855140623,5.809944984063854,1,1,0.9153900605058006
220,3.0634768813788407,6.3190705369836575,0,1,0.9632137455528801
221,2.6030393384428057,1.812939381140188,0,1,0.9060692875493135
222,1.4537093973617439,2.529642667155559,1,1,0.9666070272589373
223,7.7990900518402375,7.589331924251742,1,1,0.9688592908780889
224,10.309611691097226,2.123302121734117,0,1,0.7218912750527052
225,19.786439900221218,0.7378637655683766,0,0,0.2526606884160551
226,19.68212271224682,1.0764817306310945,1,0,0.4342758961352576
227,1.920646232026707,3.9561000542292355,0,1,0.9480313880387425
228,9.753982060674721,4.595312665064283,1,1,0.914288430032836
229,16.943681505551947,6.082546556567726,1,0,0.8068932917449876
230,21.934309372441856,1.4232809425588684,0,0,0.21305831155035324
231,4.364526015663234,6.835010188846475,0,1,0.9590969590321197
232,24.50631609883053,6.253776175606618,1,1,0.5274148241216731
233,7.932888373673391,3.6668471549874084,1,1,0.9221643141774147
234,16.79344688393913,0.801358719630727,0,0,0.37040159696580566
235,9.31265933658696,7.081585295028667,1,1,0.9544924631719115
236,2.1972483396459133,6.930567538114416,1,1,0.9864514089518331
237,4.892595983014622,2.645239953148561,1,1,0.9412650772801903
238,5.281674055308883,0.963008357886447,1,1,0.9089118731919399
239,5.928413210477099,0.6550507803747889,1,1,0.8918807653080997
240,16.523696209717976,3.081162217442497,1,1,0.686802677959447
241,2.233492004653817,2.265461939108346,0,1,0.9199510621505759
242,12.259205720202152,5.031775490115805,1,1,0.8829811777145192
243,24.953550349802498,5.229641800259854,0,1,0.28160280427099876
244,3.0927101839936717,5.030897576568374,0,1,0.9502978648879735
245,1.3147433906812749,6.362961872670086,0,1,0.9731548237218408
246,1.1162299512874452,7.187201878350044,0,1,0.9786266848713283
247,12.33016041633096,1.4665879356869338,0,1,0.606482952332121
248,9.368766565404702,5.609680201122704,1,1,0.9358328369406766
249,21.823970879201216,2.62687467417118,1,0,0.43097731739310935
250,6.535577486744251,2.2882205619458116,0,1,0.841944649953378
251,23.771747185885737,5.647711209293473,0,0,0.3489940739411906
252,9.31042539888202,5.146915090118736,1,1,0.9295228633423218
253,15.651465227547426,4.208429528813943,0,1,0.6207562479640991
254,10.453923390614426,6.051931775167506,1,1,0.9302643686462765
255,21.29179046916662,1.6183926791497347,1,0,0.3955341509942593
256,9.084397843138268,0.5529016349198397,1,1,0.8201707529336351
257,4.423950898905005,1.3243330443362291,1,1,0.927002344387887
258,4.7354096647461095,4.810884914219405,1,1,0.9651838969789832
259,15.842715825484216,5.872388867354288,1,1,0.828876333799561
260,6.731046976587884,3.4147941912119864,1,1,0.9326396385014696
261,12.882889760511535,6.678023498468916,1,1,0.9091917174065394
262,21.452633881326495,3.687779992946659,1,1,0.5108965493593896
263,12.963723206711354,5.585364169799606,1,1,0.8836046577644975
264,23.028063117399427,1.5839459493640042,0,0,0.18771836603181868
265,18.991462960997634,2.726533704584307,1,1,0.5636293250105517
266,0.21784380315830743,5.796531868185648,1,1,0.9875309192122237
267,20.3563175942473,2.5869152741851673,0,0,0.322287860657596
268,16.728804722870226,4.556011591753178,0,1,0.5944175730175012
269,16.61168379786865,0.7248439712682826,1,1,0.5507890950904639
270,3.846929189848025,2.9809642453354472,0,1,0.9107627729824874
271,20.94199402488909,6.146070401785778,1,0,0.6738165570877147
272,21.854523010196196,2.826874931341478,1,1,0.441429095332925
273,8.503217872246433,1.7129680708621349,1,1,0.8699518523994494
274,1.920920612136584,0.3200746241640777,1,1,0.939972746609988
275,14.665527990340829,2.9440672143813407,0,1,0.5906809486855574
276,15.978165975530487,1.50759256095263,0,1,0.44664203217039766
277,12.302770705015794,7.309663725598761,1,1,0.9282305050893048
278,4.56640561457137,5.491707900675505,0,1,0.9424623733230584
279,24.87174157071384,0.6601630336638626,1,0,0.21442189254089736
280,11.328532154806602,0.40580119102615964,1,1,0.7461638999930325
281,20.175170004846386,7.317592120969086,1,1,0.7585399639187644
282,4.387135963917238,5.606862928826246,1,1,0.9727735562345837
283,8.233681897573378,3.2786928290054353,1,1,0.9109121531504399
284,9.455905389629097,1.289166262044401,1,1,0.8358044985912503
285,6.8435422796074175,5.223265225089755,0,1,0.9106620948145454
286,12.380643691814825,2.292119713629173,1,1,0.7927517657550768
287,10.353487445364367,0.06060922161823257,1,1,0.7633109939159871
288,21.14820422210033,1.3083017142727957,1,1,0.38398109141408304
289,6.831295331388132,6.680917033591002,0,1,0.9354620362914112
290,19.091502336217754,3.791218532380488,1,1,0.6209122425331011
291,10.052048337168774,7.540434202334273,1,1,0.9534844081581517
292,4.599502261868274,2.8631015654707674,1,1,0.9468102990344351
293,23.724395011436332,0.7912284808489334,1,0,0.25721462891751246
294,9.930667938554262,0.49081013750136737,1,0,0.7941744535916767
295,4.998353519656479,5.246993186290072,1,1,0.9670600609965396
296,20.02980172947563,0.3492372843357625,1,1,0.37717710169826435
297,10.16799809904581,5.263392573040962,1,1,0.9207787026754248
298,21.431883145009003,2.9176059294511303,1,1,0.46567568652663144
299,7.273230528026417,3.7204349757781427,1,1,0.9311007951225677
300,7.4082635162090185,2.0346370358301735,1,0,0.8979659396282614
301,4.654844729370963,4.677719024093045,1,1,0.9645924468648643
302,14.287413675060337,3.5752118152515786,0,0,0.6425195052456207
303,19.56694384631615,4.443447429098182,1,0,0.6374648008905714
304,1.3315663630388301,7.486600736093559,1,1,0.9898200416558406
305,10.689217247602151,6.579752176522132,1,1,0.9355401442190793
306,6.615446206036382,1.9171907356390072,1,1,0.9079907820485719
307,11.546160219808907,4.677919453320653,0,0,0.7932112484250091
308,14.014468121527068,2.560423299559069,1,1,0.7524826631684934
309,4.740602329703125,4.497183092471121,1,1,0.9625296718393129
310,15.586028526962359,0.7021454538978702,1,1,0.5946036392685771
311,4.022366548755624,1.0032496844915162,0,1,0.860176170176336
312,16.880956641307364,6.794788661909937,1,1,0.8337134264641191
313,16.375121776856133,7.824648274328415,1,1,0.8754895607385474
314,13.279083006356416,5.946021040789406,1,1,0.8866339357740577
315,11.349671733137475,3.957085996952573,0,1,0.7697251180435802
316,19.92624456378225,2.4643570765081444,0,0,0.33285991443106266
317,4.947839860776596,5.188443572997737,0,1,0.934294881797026
318,5.4945163723134485,0.8263239846129986,1,1,0.9028503998296719
319,13.931381136437471,6.142274400796892,0,1,0.7801425455456509
320,16.60846781173388,7.238804819689806,0,1,0.7403500910312135
321,20.063305186772364,2.7342854301588604,0,1,0.34182624028254044
322,24.296692331671938,7.81959411390443,1,1,0.6279186175096512
323,4.584749163098268,7.1656382623046255,1,0,0.9804396844851936
324,8.547830007801412,0.20513459687605362,1,1,0.8220974339077065
325,1.6839713723478478,2.2716444556330604,1,1,0.963104766283714
326,24.94146052372845,3.721830920165363,1,0,0.3598020345357924
327,18.95891244799254,1.875409234159446,0,1,0.3401768928013879
328,21.105572412778013,2.631247215419606,1,0,0.4631907893777783
329,23.89463898028432,1.0419952009864746,0,0,0.14792663785648485
330,21.21866400717529,0.7331146496352536,0,1,0.20694951547636167
331,11.526255888095427,3.107545799444284,1,1,0.844366785710444
332,11.317874013197468,0.49643078091901494,1,1,0.7506208181894019
333,24.181844961538676,4.399078631697949,0,0,0.2695408759299322
334,8.997853886724306,4.702866862158265,1,0,0.9261550712601186
335,4.843811218841287,7.9899736745998675,1,1,0.9831383437370489
336,10.562424675317686,6.396813862698664,0,1,0.8736913757565642
337,8.876963196945379,4.990549320102555,0,1,0.8698777692454347
338,22.297204610780735,4.6697444866446265,1,0,0.5317676121805547
339,0.926941330398115,3.0804364516579623,0,1,0.9464678861806051
340,4.824138746339815,3.1785591225872025,1,1,0.9485590363045514
341,14.984186344684257,1.8603568677695685,0,1,0.5123305259678747
342,4.286177168877675,7.7421595278794655,1,1,0.9838031077568182
343,1.939229389399519,6.676901269268593,0,1,0.972169429225811
344,7.700238540716517,4.514771650912779,1,1,0.9380515466076328
345,7.020387374844933,5.352487716749215,1,1,0.9543892130774629
346,9.56899128902723,5.134565235542471,0,1,0.8593470350823333
347,4.248851267221348,2.4394327665294178,0,1,0.8928960811125939
348,12.677191870877131,4.524997157369927,1,1,0.8610579396053869
349,3.059960713258472,2.6772138840072515,0,1,0.9161951421413174
350,15.833064423183469,5.422886498321016,1,1,0.8132915222685105
351,20.078047757445745,1.157233111772329,1,0,0.42157464532643085
352,19.68210860152552,6.9781986553678506,1,1,0.7598738694512535
353,23.942363878058433,7.916824463816785,1,0,0.6480348642576519
354,7.983759051847591,1.5571002617371823,1,1,0.8761674996498309
355,0.9861282513888875,3.540722433040149,0,1,0.951305552543972
356,18.57564667336005,2.8231863816220724,1,1,0.5875747101729084
357,2.0181940471314634,3.874981834503018,0,1,0.9461765896238179
358,5.494707570252727,3.23989467884443,0,1,0.8897830879973428
359,15.667729951914708,2.910822040719143,1,0,0.7106218041346186
360,1.708456812454856,4.691012960744422,0,1,0.9576421694213272
361,3.4212457516938826,4.669240880984549,0,1,0.9429343109141604
362,20.11701467385819,3.583555036995458,0,0,0.386746385768988
363,17.418961474503796,4.744293782164249,1,0,0.7355988442367799
364,14.741243509886125,7.147960134346646,1,1,0.8891498606660138
365,13.708186532315453,2.3875248215352505,0,0,0.6000161454698215
366,17.475870472879784,7.592954437465612,0,1,0.726443470568664
367,16.21910395308694,6.555567345404375,1,1,0.8420947610817411
368,24.37640878319291,3.9101267667076876,1,0,0.3942879670118848
369,0.947648271921589,1.1805447448202386,0,1,0.9177947075006009
370,12.41384077914438,6.810733990494589,0,1,0.8455458122411907
371,0.7463428426898511,3.200105802059033,0,1,0.9494866436915447
372,1.1066337976713108,0.7823839640109007,1,1,0.9529601542644774
373,16.297865673259246,5.365785214096684,0,1,0.6579501383634965
374,14.590556110215516,0.8891680922252787,0,0,0.47180500283442495
375,5.795583644466315,0.63321195679422,1,1,0.8936677859009314
376,1.029167835595618,0.955892115464474,1,1,0.9553900985527095
377,7.70595272697289,6.193112803314272,1,1,0.9576808785204485
378,4.339309951769002,6.434577376824953,0,1,0.9553499710344591
379,18.86724216399803,0.7449032148438564,0,0,0.28550288652833494
380,0.6510620774921289,2.363954330322427,0,1,0.939922264847782
381,24.72735133993824,4.08319560706354,1,0,0.38913342230000225
382,13.278163855664275,2.1565659545882108,0,0,0.6052780473315847
383,7.594544890489336,4.5813903119342,1,1,0.9400552640374034
384,24.342194051015646,5.421144192257021,1,0,0.4848745356397507
385,21.02971704506135,5.856862897503081,1,1,0.6548208269749023
386,17.047453799723257,1.461665818787405,1,1,0.5749944381831129
387,11.086284564371852,5.113946389138339,0,0,0.8222718484412456
388,21.953505841350854,5.986828033900618,0,1,0.44650742119405884
389,7.579696615588658,7.134895423698936,1,1,0.9666902994029749
390,8.076762169043969,1.2682075296339699,1,1,0.8665222068729027
391,9.80740136052812,4.726254649513041,1,1,0.9159822477124281
392,11.499915851899644,4.087858349636319,1,1,0.8733712505010932
393,0.25073035979241987,0.06453807879220541,1,1,0.9521366128854555
394,18.747613286590806,4.582412413290253,0,1,0.5063018131850775
395,1.9953367488268787,6.0143900379443185,0,1,0.9672100300277007
396,13.995992861581197,7.972321660894064,1,1,0.917894577545898
397,6.968407069278354,4.654295317211488,1,1,0.9469854640108804
398,0.029302444635911917,5.166543145186787,0,1,0.97165901416552
399,3.0603946303108946,5.991436664701748,1,1,0.9802967892264416
400,14.234460169583027,3.500248924103863,1,0,0.7854740837791511
401,10.100439404726039,5.49270865879056,0,1,0.8581697477477153
402,20.133536535556683,5.47890662410495,1,1,0.6706002202542093
403,13.490663280671727,2.987397450255041,0,1,0.6430567097374216
404,9.969350596505027,4.881498241254723,0,1,0.8425170194243845
405,18.098671650087663,2.8956781439567996,0,0,0.43467598763147053
406,11.614356189737213,0.606414688771383,0,0,0.5878187351879246
407,1.7568327169610376,2.555645450403155,1,1,0.9650116498033615
408,22.055396299224345,3.7659132779263613,1,0,0.48846401079576834
409,3.4038379705873756,0.38649475214201257,1,1,0.9241465802911902
410,9.171971177902543,3.092297886623567,1,1,0.8919866832648661
411,3.671662947751042,1.0695399941569912,0,1,0.8694143247121926
412,22.47571464271104,7.694383289019686,1,1,0.6944535264999525
413,4.068946702410026,0.6735032286004481,0,0,0.8493139494650007
414,13.161396949742334,3.364456115681411,0,0,0.6766498232531788
415,6.701311501907581,2.648488157294012,1,1,0.9205176424632359
416,8.283814059676994,6.0343328319872445,0,1,0.9052657847467572
417,12.629005895688536,2.1164267215062686,0,1,0.6305836175270675
418,14.404498446650493,3.714460580338079,0,1,0.6453498629622705
419,8.017242695293875,3.8927252481827717,1,1,0.9249198152011178
420,0.8652107247331731,0.01950369455896883,0,1,0.8955699588181238
421,10.96342084792217,6.092468582672536,0,1,0.8567772317585828
422,12.12479151788582,4.039713631905256,1,1,0.8590072387435732
423,21.982552790756003,0.8796578324600999,0,0,0.19065779973624133
424,9.612414577254254,3.1427937729433877,1,1,0.8853435891553697
425,23.712734337494222,2.414364799247185,0,0,0.1995922693181562
426,6.31283049830694,5.0496992091420685,1,1,0.956711642806397
427,13.87874287091429,1.3121003936522468,0,1,0.5291495027279846
428,7.062746849352602,0.924774295122333,0,1,0.7774126009089087
429,3.1149153721560046,6.13116889382764,0,1,0.9612385259447879
430,18.09165467762703,1.4741922387691444,1,0,0.5292934886504788
431,18.588168027124556,1.857964442950701,1,0,0.529974320097898
432,23.669028050035212,1.207086354923673,1,0,0.27873917793744596
433,17.872524321693284,0.11498038228038965,0,0,0.29122146567408747
434,0.8521650362905975,4.3545717174709715,1,1,0.9803860909728885
435,0.5514208422192024,3.276413590376494,1,1,0.9760391981810171
436,7.124581512838465,6.999221710649642,0,1,0.9368723715785638
437,4.968276303076438,5.960385826012079,1,1,0.9722452978421403
438,11.736129288610472,1.5561060673870246,1,0,0.7826135169528505
439,4.451200960389556,7.07115310214151,1,1,0.980465792000147
440,4.136665767373001,7.566505661550815,0,1,0.9667974239856597
441,15.184132447868565,6.620287551460382,0,1,0.7605550887232068
442,5.368862625196328,3.195184107351708,0,1,0.890946803137167
