student_id,baseline_score,motivation_score,digital_access,treatment,outcome_y0,outcome_y1,observed_exam_score
23,59.51453629029831,0.63985238018394,1,1,54.818538335782264,60.33042023992942,60.33042023992942
24,66.63587060313178,0.3254651469832927,1,1,72.14178329975104,77.40215541733767,77.40215541733767
25,58.40510121346233,-0.17000838365898327,0,0,64.50380232447273,69.36779561754554,64.50380232447273
26,76.23882993736868,0.5342787542234388,1,0,75.43011837465812,80.85754137803687,75.43011837465812
27,53.984235049570195,-0.5756772799430626,1,1,64.68791985363158,69.22737802967714,69.22737802967714
28,51.17794208873573,2.0649953120368165,1,1,56.71362138081604,63.3656176304455,63.3656176304455
29,59.74184323275841,-0.9067447487695538,1,0,62.58634603859091,66.86095023957527,62.58634603859091
30,64.97217926397214,-1.6224109400186641,0,1,70.23668683543058,73.93875808341565,73.93875808341565
31,77.39791891185398,1.0257875327495796,1,1,90.05682616157736,95.87745618777703,95.87745618777703
32,50.67316951811094,-0.5137820995055796,1,0,66.0954689320956,70.68444325249114,66.0954689320956
33,65.9054323734469,-0.5120332545686723,1,1,69.35497162075762,73.94534501710268,73.94534501710268
34,72.29775307004545,0.42537366636976814,1,0,84.033992476509,89.37429140960481,84.033992476509
35,58.87401942325349,-0.7878873990158832,1,0,64.44311651828998,68.81280659907728,64.44311651828998
36,74.32036009774706,0.8042765598587593,1,0,79.28439245677414,84.92781370466115,79.28439245677414
37,69.39740404829075,-1.97541141811025,1,1,72.5646370543393,75.9843079198511,75.9843079198511
38,69.64336082850978,-0.333796976904854,1,1,66.97655508352952,71.70951750200564,71.70951750200564
39,52.727328681606004,1.8711990848349167,1,0,67.31819723453587,73.81515650240381,67.31819723453587
40,41.98517114196638,-1.2431975579953414,1,0,51.63998151284994,55.64542346645367,51.63998151284994
41,74.41135620517738,0.3803648885451726,1,1,68.450688403094,73.75498031393015,73.75498031393015
42,51.84219596334404,1.2880607241974478,1,1,56.84773654122462,62.87818512058258,62.87818512058258
43,59.7946433613919,-1.1106073795444238,1,1,65.74075149162346,69.85226558798792,69.85226558798792
44,58.6771136564383,1.8759689366368455,0,1,55.11903046730682,61.6198056166163,61.6198056166163
45,45.414042310718486,-0.3568577743688133,0,1,57.47374228634855,62.188256066853505,62.188256066853505
46,48.250761372534,-0.546851188759449,1,0,58.720350999784465,63.28287004877691,58.720350999784465
47,62.13455307053334,-1.135670543681462,0,1,53.30766366379781,57.39912722885264,57.39912722885264
48,68.11827072964205,-0.42769985846981107,1,1,75.3515860664601,80.00942617968425,80.00942617968425
49,34.96695410015682,1.6739404835226852,1,1,46.43451040459829,52.77366279141644,52.77366279141644
50,72.2171081928334,0.2793970977618332,1,1,78.64051516131636,83.86403283952582,83.86403283952582
51,73.96572798633368,-0.8225595193304865,1,0,82.06290167447617,86.40485405901178,82.06290167447617
52,65.67068854517636,-0.3720366237860415,1,0,78.13597660272346,82.83834730369463,78.13597660272346
53,60.33326232641532,-1.1231814220932446,1,0,61.886598917157286,65.9880537794827,61.886598917157286
54,61.7357729880383,-0.9283707133764795,1,0,73.077229511833,77.33453294113181,73.077229511833
55,32.35047476866206,-0.9357232138799043,1,0,52.19027962243051,56.44170105132659,52.19027962243051
56,56.125094780360705,-2.9140700741608354,1,1,52.85655652036657,55.5253004610379,55.5253004610379
57,55.18237955435663,0.01796892828327408,1,1,55.01354088495048,60.0279160275771,60.0279160275771
58,49.53592890800873,1.19643492313686,0,0,52.21028895943928,58.16743689794877,52.21028895943928
59,53.813878249274,-1.1341991400715983,0,1,55.31751676325512,59.41015745119784,59.41015745119784
60,45.359828188893125,0.21610525152019616,1,1,49.94829518923571,55.121179390451864,55.121179390451864
61,65.37523906063265,-0.6187384361541329,1,0,69.5441378910147,74.0491471420914,69.5441378910147
62,64.99779118166241,0.1653701921562296,0,0,60.925285625262994,66.05758177898798,60.925285625262994
63,56.9543432757334,1.3996730787988605,1,0,53.43101817272517,59.55075663576426,53.43101817272517
64,61.82214713049482,1.3683662973391653,1,0,70.23039822422751,76.32509126209885,70.23039822422751
65,51.19189312157994,-0.8127865318037465,1,1,49.81616357053365,54.16593434509065,54.16593434509065
66,67.6652567995559,0.6761618016466191,0,0,70.84004907772784,76.38097851904513,70.84004907772784
67,49.62743610596545,0.0049948308178361924,1,0,49.7366681889092,54.74066405356347,49.7366681889092
68,53.99675320897144,-1.0418283200917582,1,0,56.48636735864024,60.65290470256683,56.48636735864024
69,70.60908569749516,-0.2657800117642323,1,0,71.03354227757787,75.82091826816648,71.03354227757787
70,56.25343339190184,-0.7599349730557904,1,0,49.6787859385786,54.070837960133964,49.6787859385786
71,66.83860231468856,-0.7928688277625386,0,0,56.19716390061143,60.5628688384014,56.19716390061143
72,41.32820629583255,-1.542313780182243,1,1,45.39115748386284,49.15730645971705,49.15730645971705
73,53.70263253933936,0.3780545538022437,1,0,54.783526655335756,60.08597029837755,54.783526655335756
74,75.71199946798819,-0.29665611574885536,1,0,70.66758864048377,75.43026374788468,70.66758864048377
75,73.27540351918812,-0.40067144888471423,1,1,64.05560351301784,68.73506635391007,68.73506635391007
76,69.65202950509915,0.40931072584024275,1,1,64.61158829147743,69.93903687214963,69.93903687214963
77,52.098632197615835,0.08578552502320703,1,0,58.84802172491989,63.91665014493846,58.84802172491989
78,62.317549557988876,0.521687722508817,1,0,65.50067513358266,70.91802531158972,65.50067513358266
79,57.383516052910394,-0.3879375253964089,0,0,73.59697540750523,78.2866253871881,73.59697540750523
80,52.77111471905711,0.6444620312993103,1,0,55.35263413866359,60.868203763703036,55.35263413866359
81,50.51427518576922,-0.852238427988651,1,1,54.89853094657717,59.216740204186245,59.216740204186245
82,67.0312371137028,-0.24647583169136097,0,1,66.649565925815,71.45238526046191,71.45238526046191
83,50.550522727465,0.04536852112068335,0,1,57.53987330226684,62.576168119163384,62.576168119163384
84,59.632313243047264,-1.7558049876663424,1,1,71.97786160466319,75.57321761453011,75.57321761453011
85,69.60639119434586,1.0720569903071024,1,1,62.0434666798462,67.90111227209188,67.90111227209188
86,73.79456042660065,-0.8697472086486865,1,1,75.57494801512836,79.87915024820941,79.87915024820941
87,56.97880356153908,-0.6696184473510541,1,1,61.32074509359594,65.7850503357151,65.7850503357151
88,51.66483528832923,0.8917669686769057,0,0,57.91244098615417,63.62585456109569,57.91244098615417
89,51.02656305261439,0.2968940202588064,1,1,60.36276578963463,65.60028100584168,65.60028100584168
90,57.86463987527648,-0.0152451747752596,1,1,59.7645175936822,64.752321453862,64.752321453862
91,40.49783498901835,-0.4744725330443662,1,0,46.040847109278715,50.66126908284322,46.040847109278715
92,49.19824588490648,1.3531865559480853,1,0,64.83899450299795,70.92154374775642,64.83899450299795
93,52.42476649153028,-0.32107836907892917,0,1,60.20516905669203,64.94830636142889,64.94830636142889
94,52.526707339035745,-1.4477891842958537,0,1,46.11425130642252,49.956019958985834,49.956019958985834
95,63.391534069384335,-1.0362688607912494,0,0,64.83655966513925,69.00754457650625,64.83655966513925
96,57.92406098395919,0.2636985421318286,1,1,63.645490623256094,68.85644945696156,68.85644945696156
97,57.31231384496805,-0.10807024723149547,1,0,71.04611708690445,75.95966088911925,71.04611708690445
98,39.78077235456107,-0.9280283227101194,0,0,43.66977453899457,47.92735188082647,43.66977453899457
99,61.149834506178436,0.5266551761382248,1,1,61.4069173694926,66.82824151040317,66.82824151040317
100,74.10822830430652,0.2872950252507928,0,1,74.3354679707027,79.56530399090333,79.56530399090333
101,52.67957018159908,-0.952985829626848,1,0,58.6917383403604,62.92934967665892,58.6917383403604
102,31.050744287555002,1.340674673041795,0,0,57.87777560565012,63.950315344083556,57.87777560565012
103,41.41433366125879,0.4421022725318529,1,1,49.958488696439105,55.31217051446458,55.31217051446458
104,56.96473717278799,0.40483090115654674,1,0,72.03021326313517,77.35407798406041,72.03021326313517
105,58.28703050915483,0.308457656871945,1,0,69.09649856419786,74.34326468969542,69.09649856419786
106,52.5323930540359,-0.24225144877387617,1,0,49.82576046383946,54.631959304820356,49.82576046383946
107,52.70684569661411,0.37092639397710125,0,0,57.51387546450337,62.81061657968505,57.51387546450337
108,68.48183764341458,-2.331256985515704,0,0,61.11113472533479,64.24612913692224,61.11113472533479
109,76.43792644545346,-1.092200455791928,0,0,62.337070282204685,66.46330991757114,62.337070282204685
110,59.82244806102347,-0.0734102297012284,1,0,61.35641412105572,66.29768593729474,61.35641412105572
111,61.81380308454261,1.133104852637035,1,0,70.63404352861639,76.54052741072601,70.63404352861639
112,56.806547497932186,0.0679715404908217,1,1,60.22772344980703,65.28210068219968,65.28210068219968
113,63.24156975233448,0.3161163006743979,0,1,68.5814828237743,73.83437586431381,73.83437586431381
114,49.595387065052066,0.6351513944852695,1,0,68.87528523273697,74.38340634832518,68.87528523273697
115,46.314200344779806,0.6016526984588967,0,0,49.870570055347095,55.351892214114216,49.870570055347095
116,63.53539758063197,-0.07774105867129148,1,0,66.49251499036292,71.43032214342588,66.49251499036292
117,56.08676756866818,-0.3837203190560319,1,0,67.63076957016435,72.32379331491953,67.63076957016435
118,55.840553629930476,-1.7673098613686007,1,1,54.35007376679643,57.936225877701546,57.936225877701546
119,62.10977299148509,1.5799724327781084,0,0,62.13264410048098,68.39662204670347,62.13264410048098
120,45.687443868949636,0.41603261693183924,1,0,63.63460831421996,68.96743440776544,63.63460831421996
121,70.21748434158964,-0.5576571854019905,0,1,69.3652986373792,73.9191728890576,73.9191728890576
122,51.872623748723775,0.21732750782932467,1,1,59.80495546183821,64.97881746810167,64.97881746810167
123,64.94827846307793,-1.0942535595968614,1,1,63.97294759199883,68.09754474432134,68.09754474432134
124,42.28159606957389,1.6417551474731782,1,0,53.0236113543056,59.33701547228414,53.0236113543056
125,39.12533098912772,0.5083080351318445,1,0,51.765497643990166,57.17214407209564,51.765497643990166
126,61.66505196066589,1.0541126330314394,1,1,75.70896718209768,81.55225728852284,81.55225728852284
127,67.55593660471553,1.6697445071273116,1,1,72.24479844682362,78.58059405252547,78.58059405252547
128,72.85318619853832,-1.325243425443588,1,0,83.96816080034861,87.90796605999374,83.96816080034861
129,57.9184810148264,1.4739136373527064,0,1,62.97025503197952,69.14938594186168,69.14938594186168
130,59.982702488946586,1.3567979540558992,0,1,62.43875940855088,68.5241977717956,68.5241977717956
131,62.58288639775821,-0.08107218147155244,1,0,67.8387237729462,72.77386602776896,67.8387237729462
132,57.44257806188847,-1.1386577606084742,0,1,58.77856883761613,62.86764262912935,62.86764262912935
133,55.62969386273539,0.42052726554455955,1,0,85.16516811683486,90.50158992927051,85.16516811683486
134,74.01341228676876,0.8459443211987473,0,0,80.64426048603954,86.32101594299854,80.64426048603954
135,70.30522123601796,-0.28996026079464376,1,0,67.8753455244064,72.64337731577068,67.8753455244064
136,63.11447838525308,2.0586507677937167,0,0,70.34911201606421,76.99603263029918,70.34911201606421
137,63.972496421061294,-0.9791290577069197,0,1,58.88812811442471,63.10482486825917,63.10482486825917
138,56.44370591516583,-0.7999608949871496,1,1,54.37606444284091,58.73609572685119,58.73609572685119
139,46.15604342031954,2.563020487881553,1,1,64.12002255347781,71.17043894378305,71.17043894378305
140,66.63179756577705,0.8087842316586923,1,1,68.76073401366993,74.40776139899688,74.40776139899688
141,43.23878125881026,0.20471804881217323,1,0,50.47235217823616,55.636126617285896,50.47235217823616
142,64.63824178569502,-1.7105274006396236,1,1,70.10084051331458,73.73241859280289,73.73241859280289
143,49.54775283688385,-0.5141044785757858,1,0,62.71940933532267,67.30812575246205,62.71940933532267
144,63.907557158767354,-1.682283087644829,1,0,60.187738148881564,63.8419116787657,60.187738148881564
145,57.46397758883249,-1.8909024117335314,0,1,53.90919198187473,57.3964700524879,57.3964700524879
146,59.19411545302144,-0.8815015766292834,1,0,54.40318250774347,58.697981246440044,54.40318250774347
147,69.73055485900954,-0.1500032618277589,1,0,69.97485649277895,74.85485388331675,69.97485649277895
148,66.46782985475431,-0.47793850605433175,1,1,74.08076603187476,78.69841522703129,78.69841522703129
149,66.17979000379722,-0.1223425074876772,1,1,66.2239901812881,71.12611617529797,71.12611617529797
150,46.48495324162951,0.5844258301134788,1,0,69.449718199462,74.91725886355277,69.449718199462
151,56.84240866489094,1.0852567698080877,1,1,72.59249870572424,78.46070412157071,78.46070412157071
152,67.87709186036473,-0.3728220178902823,0,1,53.493064785773456,58.19480717146123,58.19480717146123
153,60.667864675517315,-0.18865337978665075,1,0,73.23955974940161,78.08863704557228,73.23955974940161
154,43.63658611110418,-0.3501158241182122,0,1,61.79409527047976,66.51400261118519,66.51400261118519
155,66.63228254622304,0.39577631821271614,1,1,69.7187421600652,75.03536321463538,75.03536321463538
156,57.001982301203725,0.30835674060208895,1,0,58.920978950943066,64.16766434342473,58.920978950943066
157,74.92775694787446,0.7692359534950757,0,0,76.86178977813738,82.47717854093344,76.86178977813738
158,68.71910853957372,0.8484568458851459,1,0,76.11947234597126,81.79823782267938,76.11947234597126
159,74.1716192572401,0.028000936042145094,1,0,74.44703664202575,79.46943739085947,74.44703664202575
160,63.99399567580217,-0.698084489632689,0,1,73.92226377915176,78.36379618744562,78.36379618744562
161,61.5351027978533,0.36770957439127905,1,1,68.9442818547109,74.23844951422392,74.23844951422392
162,68.8072421320084,-0.0010999112171928814,1,1,77.70613902941272,82.70525910043897,82.70525910043897
163,63.84020680899633,-0.31786622396754216,1,1,61.25288744754978,65.99859446837574,65.99859446837574
164,44.05713577176258,-0.20799072355228906,1,1,60.52205639334363,65.3556638145018,65.3556638145018
165,62.49983983092623,0.2640643273737232,1,0,75.86666765753941,81.07791911943839,75.86666765753941
166,52.2361035878536,0.8189090100025941,1,1,58.26686404793274,63.92199125593482,63.92199125593482
167,39.808479008853,0.9847549394279745,1,1,55.140912073297905,60.928716024840284,60.928716024840284
168,66.13948581135809,-0.003858944891610198,0,0,80.80969562499229,85.806608469079,80.80969562499229
169,55.368481387453556,0.9964659759415018,1,0,66.08874752830845,71.88592030906165,66.08874752830845
170,66.00070292806441,-1.2666347310762558,1,1,63.19608497948188,67.18277719462088,67.18277719462088
171,67.83458572317006,-1.4283456777096954,0,0,58.13744698663736,61.9947704444696,58.13744698663736
172,45.673218116821836,0.23446118092894183,1,0,45.75700129287263,50.944570237615785,45.75700129287263
173,55.04228097915017,-0.3505255137853154,0,0,63.57485512332401,68.29443471229575,63.57485512332401
174,54.61249584449552,-1.0482865449900016,1,1,51.80708637029982,55.96845713430782,55.96845713430782
175,60.467159155470604,-0.1895588286434836,0,1,67.48772453619027,72.33607747327548,72.33607747327548
176,63.067089782035836,0.3376975739874812,0,0,65.47812513341393,70.7482831926039,65.47812513341393
177,40.2377186636724,-0.2345350351690981,1,1,56.820806106291386,61.63317807815611,61.63317807815611
178,60.0221919249397,-0.6207256179520368,0,0,60.39454837489029,64.89796788052867,60.39454837489029
179,51.45987601772033,0.44689342041099817,0,0,52.17954304126435,57.53705777759315,52.17954304126435
180,44.666880924836214,1.0944332564484744,0,1,64.2611687724431,70.13671537760187,70.13671537760187
181,57.92572489077423,-1.832332460491912,1,1,56.310011950737966,59.844145982344436,59.844145982344436
182,50.65510482844419,-1.1788703469474504,0,1,61.7465682505602,65.80347197300225,65.80347197300225
183,77.59852983961763,0.6111427641790516,0,1,73.38565698826291,78.87457119960615,78.87457119960615
184,50.47716055873495,-0.256140636274922,1,0,66.77083013896555,71.56591762994562,66.77083013896555
185,65.93404185382728,-0.18294464127265744,0,1,68.02331799678575,72.87696228376763,72.87696228376763
186,53.40701412191166,0.4362194352309664,1,1,62.883763552660525,68.2327391008453,68.2327391008453
187,55.5347899363575,0.41355028123107385,1,1,54.017179367965014,59.348019592949875,59.348019592949875
188,57.079586531905875,-0.32962174735398314,1,1,47.5496772710504,52.285979873167214,52.285979873167214
189,64.08044489909042,0.5427936770751132,1,1,61.38027247976592,66.81450742142601,66.81450742142601
190,53.312642573412234,-0.024994732758153372,0,1,59.740255168771,64.72025938256448,64.72025938256448
191,68.62401559774818,-0.2861065922012713,1,0,79.97302550503406,84.74414023127304,79.97302550503406
192,62.53078989030352,0.4578708656149212,0,0,58.69596212565405,64.06225881814599,58.69596212565405
193,55.3466273059822,-2.149672450981632,1,0,60.16174372798743,63.44200576720212,60.16174372798743
194,59.78683444348979,1.2073880586876944,1,0,72.30753228502863,78.27344273197879,72.30753228502863
195,52.16104832599641,0.5158857162350573,1,1,52.8530661267283,58.265774699716346,58.265774699716346
196,49.87516970203642,-1.5151107247345024,1,1,58.39919543225392,62.187106852466314,62.187106852466314
197,82.50516746096709,1.762863615868,1,0,86.27999793455376,92.69028882724817,86.27999793455376
198,58.36952871604532,-0.15773376283847154,1,0,59.48029363137201,64.35410662110122,59.48029363137201
199,60.70305521810784,-0.296905161918127,1,1,67.6574189600661,72.41989483053159,72.41989483053159
200,58.99382966097774,0.37014338793933715,1,1,63.74066630041463,69.0367810107661,69.0367810107661
201,57.57392903365136,2.522757600406117,1,0,75.93950255786478,82.95770863818967,75.93950255786478
202,58.50102793878425,2.177113797728124,1,0,66.7407561269689,73.4824471651514,66.7407561269689
203,60.77128559959608,0.8534184367851071,1,1,66.52341408571776,72.20614883514585,72.20614883514585
204,60.36875023491267,-0.05869288504271366,1,1,71.89943094610062,76.85247663806645,76.85247663806645
205,78.89963047285562,0.16651676133501592,1,0,77.04351462112749,82.1767280301955,77.04351462112749
206,66.01607413467069,-0.04954584315836727,1,1,76.19078700887192,81.15115033434523,81.15115033434523
207,54.83092128563956,-0.6794799631546842,1,1,63.5920926965645,68.04850872604075,68.04850872604075
208,37.60454793708911,-0.22755781099533243,1,0,51.69042339024922,56.508377141452954,51.69042339024922
209,57.87048886007685,-0.3500771345422688,1,1,63.15160180225751,67.8715400946237,67.8715400946237
210,51.321004559816735,0.9673500366208388,1,0,64.4232198164554,70.19709984575208,64.4232198164554
211,61.84292694492245,1.9087177774159998,1,0,76.37902722288582,82.90600144481863,76.37902722288582
212,47.191068301819215,-0.8750407481361239,1,0,55.4435057264462,59.7434731279373,55.4435057264462
213,64.54587800757362,0.049647315109376276,1,1,71.31189763367,76.3516154857575,76.3516154857575
214,65.21764747821558,0.267004375794594,0,0,76.90696252840223,82.1205660290379,76.90696252840223
215,68.77227879241914,0.269969919045552,1,0,73.01594408813065,78.2319200233671,73.01594408813065
216,81.24038590083322,-0.1728714965621762,1,0,84.67366068759755,89.5353634903478,84.67366068759755
217,73.12963631999239,0.1756610134155368,1,1,72.16974699172347,77.3102758024559,77.3102758024559
218,52.57155058767004,2.972142509745393,1,1,66.79718334761549,74.1748973554118,74.1748973554118
219,48.27035428845925,1.122270386238456,1,1,61.14636525069238,67.04418155968314,67.04418155968314
220,53.61626663812777,-0.7923243986997281,1,1,51.559568578250946,55.925709059291165,55.925709059291165
221,51.41139239270657,-1.0674902683531309,1,0,56.41255429944278,60.558562084760275,56.41255429944278
222,62.68742230365434,-0.4660945463411339,1,1,63.707978862356484,68.33510322528358,68.33510322528358
223,53.735517502943,-0.9116460651579306,1,0,54.17456612038205,58.44524926825571,54.17456612038205
224,61.83736305112419,-1.5992823538221572,0,0,57.317907829966735,61.03848194690901,57.317907829966735
225,70.4488100173347,-0.41698949184378403,1,0,77.06616947000312,81.7325778765281,77.06616947000312
226,60.54927521107382,1.5737814416399067,1,0,74.9631025274137,81.22212768072562,74.9631025274137
227,65.02298893411144,0.7992134375479311,1,1,73.6245702426159,79.26394099265424,79.26394099265424
228,67.9575940184982,-0.7944569802694075,1,1,67.03165198298134,71.39608639876582,71.39608639876582
229,74.17997108918847,-0.2228315351883591,1,0,66.80012341195278,71.62185818380209,66.80012341195278
230,65.08863046101197,-1.2088821901187237,0,0,66.64674776266911,70.67964201057413,66.64674776266911
231,72.5446371158478,-0.7995703524917259,1,0,60.594388187152305,64.95473190515892,60.594388187152305
232,67.05409303477825,1.9713188935869002,1,1,65.00088831520554,71.57794343007507,71.57794343007507
233,50.77114970767727,1.8368103627970016,1,1,51.91531545579569,58.38476374603329,58.38476374603329
234,47.68774685648626,1.4422423070604926,0,1,63.20173139563007,69.35552524127846,69.35552524127846
235,74.20188251167197,-0.23016165557966928,1,0,67.53206130824054,72.3479319837768,67.53206130824054
236,56.89090104872981,0.6996850107266268,1,1,73.89144449471047,79.45119250329176,79.45119250329176
237,52.436170450968596,1.6450937873763443,0,0,69.11099168269297,75.42706671259404,69.11099168269297
238,52.48439054079119,-0.8987541470686675,1,1,59.6009672650478,63.88196394739286,63.88196394739286
239,55.43257072093434,0.8303434637757493,1,0,55.78017646314745,61.44445123416805,55.78017646314745
240,52.86701581205504,-0.4815217054505716,1,0,54.57798509830837,59.19276773394791,54.57798509830837
241,64.7653130130583,-0.05854153745833552,0,1,59.66499443592725,64.61816120596058,64.61816120596058
242,42.16178334924394,-1.5056807159857934,1,0,52.92477566102284,56.72023108823421,52.92477566102284
243,61.087593771538444,1.3824951039502855,1,1,58.35151515886349,64.45751124202371,64.45751124202371
244,72.40956991819125,-1.172275542958129,0,0,80.15964982790054,84.22182939353404,80.15964982790054
245,37.74841579928602,-0.204614714166446,0,1,46.254262052565835,51.09057028123268,51.09057028123268
246,59.95195284457827,-0.29088345900207546,1,0,72.06641939767168,76.83371263047002,72.06641939767168
247,57.01769849982075,1.070472061796255,1,1,57.770217073032185,63.62659472246919,63.62659472246919
248,72.48806116798661,0.8681748226270221,0,0,87.74104758033434,93.43558743843596,87.74104758033434
249,83.30133934728693,1.3535375077654286,1,0,91.80161031110292,97.88444031731527,91.80161031110292
250,54.82170628099998,1.2641229128265283,1,1,56.446795874602365,62.458094204863585,62.458094204863585
251,61.933116863743315,0.66717321190084,1,1,77.41113716173973,82.9448757312604,82.9448757312604
252,60.86312856656873,-0.6327007548651228,1,0,54.886967701945586,59.38080709805349,54.886967701945586
253,58.61308349533549,0.33231210803317457,1,0,56.3229216289356,61.588771315362145,56.3229216289356
254,59.43193331142789,0.7133346484529623,1,1,58.46624173066759,64.03690944942996,64.03690944942996
255,75.49487882697314,0.40588701305527475,0,0,91.99594685242039,97.3206564628646,91.99594685242039
256,62.50520817532443,-0.4531658950785532,1,1,64.162064589623,68.79953187356016,68.79953187356016
257,62.386179126482155,-1.9765058230302002,0,0,46.44373697898242,49.86253232055826,46.44373697898242
258,58.81366923697282,1.1611401585966459,1,1,63.22743773162347,69.15634985850079,69.15634985850079
259,61.27589541435522,1.202115160226129,0,1,66.94651858598756,72.90821071416846,72.90821071416846
260,58.07179520966387,0.8272768137242245,1,1,56.45164884440978,62.11347029538916,62.11347029538916
261,65.88753649000455,0.5641742423428169,1,0,74.2285853473308,79.67992474120506,74.2285853473308
262,63.998384653112275,-1.0247820620625865,1,0,84.68425942674482,88.86443377709475,84.68425942674482
263,65.40117652981915,0.6591220580481469,1,0,75.24242846115366,80.76972610759218,75.24242846115366
264,37.38160240993532,1.0884846096851282,1,1,71.2634142730343,77.1342019607824,77.1342019607824
265,66.83261199634777,-0.2303709285750524,1,0,86.09598643769436,90.91168969483432,86.09598643769436
266,52.555103496935835,-0.06279901353783995,1,1,58.38590227611141,63.33566306528114,63.33566306528114
267,53.160460515038636,-1.498855334727635,1,0,57.45978074510771,61.2606964773256,57.45978074510771
268,61.91606007456236,1.5566301913567027,1,0,69.43359522079099,75.67889937387635,69.43359522079099
269,43.7750694263815,-1.5051592737191686,1,1,30.651396512283977,34.44726909330864,34.44726909330864
270,53.38331043132139,-0.020955877026218286,1,0,54.71257267752242,59.695807975901445,54.71257267752242
271,34.962482917857656,-0.062327945280012176,0,1,37.2394979060551,42.18963554983109,42.18963554983109
272,65.85390344625331,-0.4031287251758279,1,1,77.21986597078123,81.89736299064057,81.89736299064057
273,70.0868135214664,-1.4088539034673269,1,0,67.8032182116433,71.67613508886943,67.8032182116433
274,64.24318262981038,-0.507613307423073,1,0,77.44511661947634,82.03902597353787,77.44511661947634
275,44.695380536410454,0.395876728872496,1,1,63.41119177765691,68.7278931607549,68.7278931607549
276,59.312295634815,0.442240829778635,1,0,69.5738566716341,74.927649335457,69.5738566716341
277,57.58179439833555,0.45571194119287817,0,0,56.12278919967884,61.48735875263314,56.12278919967884
278,84.70913664768584,-1.14799656024772,0,1,83.89132245049831,87.97292520230013,87.97292520230013
279,53.41368654346663,-0.31992300673303053,1,0,49.303097908201934,54.04715950281551,49.303097908201934
280,51.819639640458334,-0.7012652818087132,1,0,48.73491310050204,53.17390087505507,48.73491310050204
281,62.1073755428101,0.36129188260768563,1,1,71.0622720157338,76.35130552181994,76.35130552181994
282,60.65689162007985,0.6060132052957041,1,1,75.7992929750611,81.28410353929767,81.28410353929767
283,61.76423992627356,0.6209578674286468,1,0,60.672586603216274,66.16935289715919,60.672586603216274
284,57.01762578491077,0.23787695057592625,1,0,57.59770336713167,62.78800492759241,57.59770336713167
285,64.93895202756748,0.974346591255272,0,0,61.775761215434294,67.5552384884385,61.775761215434294
286,61.44794914798406,-0.8114566769127229,1,1,62.881467343181036,67.23230200165085,67.23230200165085
287,52.04278209030179,0.7066738885409237,1,0,60.701177856146295,66.26651696697904,60.701177856146295
288,50.796177747371445,-0.7832852813460459,1,1,63.178741043577844,67.552112818501,67.552112818501
289,61.90080162898473,1.2332244569707365,1,0,72.81473346592243,78.80131303149902,72.81473346592243
290,78.98135315652073,0.6979441947419979,0,1,83.28565629829994,88.84401165409353,88.84401165409353
291,55.34669333293337,0.5501494798871134,1,0,60.51651749521997,65.95663707912966,60.51651749521997
292,54.05566503744289,1.3664062026894643,0,0,69.0615061123319,75.15463107448348,69.0615061123319
293,64.79149893014889,0.1161349640546418,0,1,58.72194208352582,63.81485005476953,63.81485005476953
294,63.698920846099945,-1.4998104296159087,0,1,58.4005932087215,62.200744865028774,62.200744865028774
