hospital_id,observed_periods,urban,estimated_intercept,standard_error,ci_95_low,ci_95_high,oracle_hospital_intercept,estimated_centered_fe,oracle_centered_fe,absolute_centered_error,interval_width,estimated_rank,oracle_rank
37,9,1,73.50150497202875,2.4178617474464654,68.76249594703368,78.24051399702383,74.69870202414538,4.712614630789943,4.871915667075868,0.15930103628592462,9.47801804999014,11.0,12.0
38,4,0,74.25840598685907,2.839867836720842,68.69226502688622,79.82454694683193,74.8216804142549,5.4695156456202625,4.994894057185391,0.47462158843487146,11.132281919945711,7.0,11.0
39,8,0,68.37721448021918,2.194419358322981,64.07615253790614,72.67827642253222,66.363664340803,-0.4116758610196314,-3.46312201626651,3.051446155246879,8.602123884626081,33.0,47.0
40,6,0,60.90496213497857,2.067352615527391,56.852951008544885,64.95697326141226,60.992585570983195,-7.883928206260244,-8.834200786086313,0.9502725798260698,8.104022252867374,57.0,58.0
41,7,1,75.24258860776477,2.63980439632229,70.06857199097308,80.41660522455646,77.20567810258869,6.4536982665259615,7.378891745519184,0.9251934789932221,10.34803323358338,5.0,4.0
42,5,0,63.28286070743298,2.4459955656488046,58.48870939876132,68.07701201610463,65.92109798167202,-5.506029633805831,-3.9056883753974887,1.600341258408342,9.58830261734331,53.0,48.0
43,7,0,67.82062717901572,2.2869843293317986,63.33813789352539,72.30311646450605,69.89732168069595,-0.9682631622230957,0.07053532362644432,1.03879848584954,8.964978570980655,36.0,31.0
44,7,0,67.66818494682423,2.299505727856155,63.16115372022616,72.17521617342229,69.33855682821915,-1.1207053944145855,-0.4882295288503542,0.6324758655642313,9.014062453196125,37.0,35.0
45,4,0,61.31225411548733,2.4685819850140116,56.47383342485986,66.1506748061148,62.70702115535924,-7.476636225751484,-7.1197652017102655,0.35687102404121873,9.676841381254931,56.0,55.0
46,7,0,64.75774933158081,2.2975459390212554,60.25455929109915,69.26093937206247,64.12538068626701,-4.0311410096580005,-5.701405670802501,1.6702646611445005,9.006380080963318,49.0,54.0
47,9,0,71.90670376996265,2.3790123677670896,67.24383952913915,76.56956801078614,71.06727653526667,3.117813428723835,1.2404901781971631,1.877323250526672,9.32572848164699,20.0,24.0
48,10,1,73.89795169378877,2.336561308861544,69.31829152842015,78.47761185915739,74.05913536482102,5.109061352549958,4.232349007751509,0.8767123447984488,9.159320330737245,8.0,13.0
49,9,0,57.716532786417744,1.9488238895933139,53.89683796281485,61.53622761002064,57.483477050078406,-11.072357554821068,-12.343309306991102,1.2709517521700349,7.639389647205789,59.0,59.0
50,11,1,73.44092580991195,2.382742502525365,68.77075050496224,78.11110111486165,76.1085540964167,4.652035468673134,6.281767739347188,1.6297322706740545,9.340350609899417,13.0,9.0
51,8,1,75.03140201000767,2.5392105941291137,70.05454924551461,80.00825477450073,76.98286399316683,6.242511668768856,7.156077636097322,0.9135659673284664,9.95370552898612,6.0,6.0
52,11,1,71.52640951310929,2.2528804995531275,67.11076373398515,75.94205529223342,72.83534427258819,2.737519171870474,3.0085579155186792,0.2710387436482051,8.831291558248267,21.0,19.0
53,12,1,70.97783475635532,2.0929083716224484,66.87573434797532,75.07993516473532,70.16663116320767,2.1889444151165094,0.33984480613816004,1.8490996089783494,8.204200816759993,23.0,28.0
54,9,0,70.22394916618494,2.281797895335083,65.75162529132817,74.6962730410417,70.86788649401915,1.4350588249461254,1.0411001369496375,0.3939586879964878,8.944647749713539,27.0,25.0
55,8,0,54.46172979647572,1.790710741603597,50.95193674293267,57.97152285001877,56.17523738433103,-14.327160544763089,-13.651548972738482,0.6756115720246072,7.0195861070860985,60.0,60.0
56,9,0,65.91079460679181,2.14377635242727,61.708992956034365,70.11259625754926,68.06254739018036,-2.878095734447001,-1.7642389668891525,1.1138567675578486,8.403603301514892,43.0,37.0
57,11,0,66.2589233044777,2.0952670688348727,62.152199849561356,70.36564675939405,67.59118977717831,-2.529967036761107,-2.235596579891194,0.29437045686991326,8.213446909832697,41.0,40.0
58,6,0,63.707050348514315,2.267557429890612,59.26263778592872,68.15146291109991,64.76796445400436,-5.081839992724497,-5.058821903065152,0.023018089659345264,8.888825125171195,51.0,52.0
59,9,0,65.09453337678322,2.141431035476888,60.89732854724852,69.29173820631792,66.90693912463699,-3.6943569644555936,-2.9198472324325166,0.7745097320230769,8.394409659069396,47.0,45.0
60,10,0,61.86662410235281,1.9966342540492488,57.95322096441628,65.78002724028934,62.679914094446566,-6.922266238886003,-7.146872262622942,0.22460602373693916,7.826806275873061,55.0,56.0
