loan_id,income_thousand_eur,debt_to_income,prior_late_payments,defaulted,oracle_default_probability
160,62.238484108637984,0.34116260412595234,1,1,0.1932106892371994
161,55.7191193842987,0.4762219467608246,2,0,0.4693474653773452
162,77.29038903269891,0.44638233663973376,1,0,0.24883235625911665
163,61.809249712438906,0.1457567248878539,1,1,0.08611046810353189
164,25.37627870254285,0.5266040029642647,0,1,0.33697227939412844
165,58.191337937581636,0.4672046051122639,1,0,0.3152443621279796
166,36.666677773387896,0.5077296241492157,1,0,0.41996966111563067
167,20.96019732941419,0.24485605554845918,1,0,0.19841769098944434
168,68.54706434633461,0.31090302573562856,0,0,0.09706845870336209
169,42.21710121506957,0.1314053826731842,0,0,0.05864271612151719
170,68.12030616942306,0.4744267811848087,0,0,0.1915151342574213
171,73.98039133450378,0.6132599368219038,0,0,0.3006684054922803
172,27.29049665845403,0.24218461167925062,1,0,0.18467341292101855
173,41.60192177202839,0.19000691405024833,0,0,0.07676111103245593
174,40.805057480514606,0.39496842251392156,0,0,0.1833502171549208
175,53.104723578791244,0.31557473396868335,1,0,0.19115882318490146
176,59.69586522414895,0.3219851065929493,0,0,0.11196529462085729
177,21.36899540101473,0.31616368649982673,1,0,0.25753076445824763
178,52.05195504214502,0.07547122979723385,0,0,0.0406069520736625
179,35.40801260773407,0.32952504975201036,2,1,0.3582021441128314
180,26.082207064890042,0.33270721909466755,2,1,0.3879371020907092
181,47.365842125867026,0.4628255442178088,1,1,0.3392075816957901
182,34.14866304836477,0.04267315029283078,1,0,0.07412730216292744
183,114.79840170568714,0.6090645074814665,0,0,0.2052055799269884
184,33.876309786092996,0.24938245452108088,1,1,0.17806979013792992
185,67.91626857774136,0.1482651642065842,0,0,0.047276002164893506
186,38.650486182722766,0.4340110713098886,2,0,0.46989827377397325
187,42.53423434667717,0.32594082235226446,1,0,0.21996079336060098
188,45.59623341302615,0.07222367107119564,0,0,0.04308741110852685
189,62.48107675892459,0.23627815007015876,2,1,0.20495018869709788
190,38.486696433047456,0.23240612007576744,0,0,0.09566987779484727
191,76.65573479671038,0.4935781317836878,1,1,0.2951099602844283
192,58.27244054380598,0.17867771822455836,1,0,0.10325070789686372
193,42.17560390471536,0.3116407874012777,0,0,0.12895485023028827
194,51.50357735898382,0.22324026433249597,0,0,0.07969563286740719
195,36.543045454599195,0.17772138848701444,1,1,0.12949244699564583
196,32.97093300120942,0.37696454536286245,1,0,0.2877736820343444
197,143.1619138368192,0.34241553524376,0,1,0.04859827332591103
198,48.32130258834515,0.41732140892211605,2,0,0.42147705527078605
199,53.67145003311665,0.42226968272612375,1,1,0.2814737749165133
200,49.698067712638974,0.40610647601571703,1,0,0.2754657510984637
201,46.621906400154025,0.2806596047766765,1,0,0.17765788885457662
202,48.60808989636755,0.4019520113295786,1,0,0.2740983757394261
203,53.83649433474629,0.26487425694436395,1,0,0.15516641268149303
204,52.870074488867154,0.23682406538745182,0,0,0.08334936821275646
205,121.72045825611147,0.47970087287668495,0,0,0.11323835329871211
206,68.16744157793556,0.4275014974357634,1,0,0.2523718542124525
207,41.208113906154075,0.2815566494157988,2,0,0.2925512239335975
208,18.981187854322183,0.07479854225692145,0,0,0.059036900092031816
209,47.24825477528915,0.15189441551308683,0,0,0.060774468236161276
210,35.18743025398487,0.2874715457462964,0,0,0.12538599160844638
211,56.49631592182089,0.6543703504712937,1,1,0.5356946482534882
212,29.219660636237105,0.2590930213698868,1,0,0.1935682001329035
213,63.803511557496144,0.07958633704597814,0,0,0.03613714546392319
214,65.7617166446726,0.342686629555731,2,1,0.29229892951683006
215,77.16887979072149,0.0781080448436408,2,0,0.0918620797753034
216,135.24136678011052,0.17831439981575223,0,0,0.02491663584943523
217,93.88563127888287,0.2993041938931405,0,0,0.06978689623177507
218,37.224364070525446,0.21317105089758667,1,0,0.14887254835571334
219,30.67382427938728,0.4602515680413355,1,0,0.38251701801743465
220,39.01615211936639,0.2797622430730447,1,0,0.19072054344053055
221,35.33084492289012,0.05279059030212436,1,0,0.0765215329055704
222,58.68462234526997,0.3391704246569232,0,0,0.12172477812121377
223,39.22608684546158,0.5039785011143801,0,1,0.2785598998909142
224,56.48217241490644,0.5111469512038418,1,0,0.367192344681611
225,83.21604429844933,0.6537172392571097,1,1,0.4549351782542018
226,53.30132035904761,0.6622424536473865,0,0,0.41075332025613687
227,65.18818368066235,0.5260843384385832,1,0,0.3596108924251759
228,74.39103590362885,0.26512476123188133,2,0,0.20422509400197428
229,98.42968324822112,0.18397920909053606,0,0,0.039238944704632635
230,65.38102569150588,0.2750488427378426,0,0,0.08593284973013644
231,91.44634334954002,0.38131474327740217,1,0,0.1698000013080053
232,71.4271397128896,0.09893780355627989,1,0,0.06284223746014483
233,34.3274544547541,0.5334001916051078,0,0,0.3204709104359436
234,29.880088649869247,0.10144174532133293,3,1,0.26276614657683867
235,98.52678415863883,0.17315795872666345,0,0,0.03728511159104635
236,45.210721759348445,0.15008219452378707,1,0,0.10506855013943447
237,36.998278660581136,0.5799069283482936,1,1,0.5048933218023974
238,37.078648540923474,0.24791022189681394,2,1,0.26993059838578254
239,42.339031920378815,0.4153570124647217,1,1,0.3027250749671888
240,37.722601727090776,0.2615146832896552,0,0,0.10934971222289105
241,64.43666504953575,0.1367785443741265,1,0,0.08041638933700544
242,23.301645241393494,0.24741319617159033,0,0,0.1200415876390728
243,54.608275560106655,0.05718270762548706,2,0,0.10708941473818964
244,90.89221599514033,0.34894450915277986,1,0,0.14985064496783398
245,19.104471728270315,0.3144128834913829,0,0,0.1651949655757336
246,51.88769111282223,0.5414633177248879,0,0,0.28421916645786244
247,45.46942631938003,0.3598112942677843,1,0,0.24258872108884222
248,91.21382460202027,0.38688234667991217,0,0,0.10550220061636377
249,148.38407137276405,0.10285509271189072,2,0,0.04622511488730819
250,41.19102946540838,0.4058766485591518,1,1,0.29606970114548514
251,56.726074766502414,0.5308664489584729,0,0,0.2625892688794356
252,54.05945741486745,0.30957447388735604,2,0,0.28848446502346503
253,48.85381520612335,0.3298334095640765,1,1,0.21031206174166223
254,50.68757023873373,0.20468651298422627,0,0,0.07407222661706238
255,104.42961103069625,0.6884273707510158,1,0,0.4332253003667941
256,58.20539723714123,0.18311920649344468,0,0,0.0618328951958719
257,57.89446471739815,0.15177932439820194,2,0,0.1536581768816066
258,49.29678343752678,0.2658893618172491,2,0,0.2582100981410107
259,55.07296884606592,0.15638517657912845,0,0,0.056774035426677305
260,47.678211092318904,0.460760718498546,0,0,0.2208900547638227
261,67.77428601086973,0.3053472984680355,1,0,0.15874116512926525
262,62.25077767086731,0.40208976771605437,0,0,0.1522607682820147
263,66.30707891273077,0.41320968661998586,2,0,0.36533595263764373
264,18.791710223428673,0.4073744053074926,1,0,0.3566111351259651
265,70.7187864614135,0.314367325016766,1,0,0.15980733738612854
266,37.19682380111947,0.5134463118507221,3,1,0.7022803499753734
267,38.22403253531606,0.3006543349315634,0,1,0.1283588918669485
268,56.682551060643426,0.4579637792863833,0,1,0.2006936822210291
269,25.05621355220088,0.07241080748776006,1,0,0.09337521871313449
270,38.609281000261035,0.5167710555672165,2,0,0.5688571059268631
271,16.85345111688045,0.23521475178943763,0,0,0.12204445412293488
272,67.67178809636663,0.405101530707052,1,1,0.23369308502936606
273,81.87144941139705,0.18870610178385366,2,0,0.13983415452367942
274,62.940317551141796,0.23796032751711255,1,0,0.12641069869546165
275,26.11567849823211,0.3226209084860867,2,0,0.3764114893461119
276,50.415417049876886,0.2073042117229371,2,1,0.2058826682608118
277,46.638410744092035,0.34742410735808477,0,0,0.14282460581694492
278,158.08847864704876,0.35413013201894594,0,0,0.04322136541569459
279,38.66209308034335,0.2670708878752865,1,0,0.18212669713221372
280,35.98591105969343,0.11675841662108283,0,0,0.05888990022834619
281,57.172648903653574,0.5552699691214515,0,0,0.2847998185662544
282,53.560070734706045,0.3088352498958191,1,0,0.18538035111988085
283,56.29662098205377,0.41114319145334416,0,0,0.16769220494094314
284,45.46927753588757,0.27615317799295713,0,0,0.1071588779801805
285,64.94212962190164,0.047552883731329834,1,0,0.05360327356269215
286,55.501021736006656,0.07001892654914749,1,0,0.06599385329932567
287,36.349080671615766,0.2839857511846083,0,0,0.1220608749409443
288,34.366137934698855,0.2733580117992941,0,0,0.11917403096434445
289,56.64364447646173,0.32423435342741624,1,0,0.19101957086701501
290,122.16891186217622,0.3081762679376923,0,0,0.05281091457721198
291,42.175729217595794,0.26613785693809433,1,0,0.17528176391839131
292,39.79529325077553,0.07594597983197578,0,0,0.04684189418321001
293,64.5126397963702,0.38450834451557486,1,0,0.22295789018946868
294,61.41752123974802,0.1849084906453575,1,1,0.10252767705361922
295,62.44337402115893,0.28340848004111513,1,0,0.15329868523229767
296,75.50592842857468,0.19428583499612653,0,0,0.05347925161577088
297,72.57284137131583,0.45941489086708115,1,0,0.27176568392208134
298,44.65394950217495,0.13197746414000783,1,0,0.0977608377975997
299,131.95953356057012,0.308945318860941,1,1,0.08161700518256045
300,74.4500339112202,0.22936138401924425,1,0,0.1078911059297024
301,37.593785183131295,0.18816182127687595,0,0,0.07958868771626869
302,25.339799009381057,0.34546094509003555,0,0,0.17568428574671666
303,38.37171776977888,0.13006907288816782,1,0,0.10375987267920912
304,65.302943816165,0.49279577132492824,0,0,0.21111532042830236
305,64.85089759403976,0.37146391854744226,0,0,0.13065452646917186
306,61.44803074009025,0.22396474425204677,1,0,0.12106901796629232
307,87.3103775999351,0.3835556896956063,1,0,0.17848330085886835
308,42.25586749374258,0.1399746531267219,1,0,0.10384703911647174
309,35.24748458666239,0.554942309775444,1,0,0.48019867964951624
310,25.2804601187601,0.39589787256426445,1,0,0.3267204449144353
311,39.33474345501392,0.3765149848725725,0,0,0.17296682527425483
312,60.66791679605859,0.40345220780214824,1,0,0.24760170506458648
313,43.48943567686172,0.4346506810091476,0,0,0.20824281867386168
314,112.91226457510544,0.3355205325539312,1,0,0.11260055002731321
315,76.65326805386904,0.12030011888862778,1,0,0.06522892550195988
316,86.61860929860977,0.38647988044957793,3,0,0.4147605083811534
317,31.8177573079762,0.34745579149854033,1,0,0.26230446259130885
318,75.82501870410042,0.21551750478716802,0,0,0.05866718589898001
319,48.85539897033912,0.3397659848413899,2,0,0.3328355461561909
320,87.7364409729843,0.322422205085527,0,0,0.08277621605509357
321,88.7505301241838,0.2972942889447049,2,0,0.20133140163020144
322,29.837756820870155,0.2847748183979571,0,0,0.131115230838272
323,93.99916484432265,0.4087223815455967,1,0,0.18450442534329234
324,77.09999981448881,0.3902521230922288,1,1,0.20229855341065645
325,88.18282834442896,0.41208539313301945,0,0,0.12129921909299805
326,25.43790052154163,0.14230982977336284,2,0,0.20388823254418348
327,35.67977692065776,0.3195538076002449,1,1,0.22894126825518424
328,36.65860514385484,0.2043052014566913,4,1,0.490191684726802
329,104.22836260034732,0.3549510880668036,1,0,0.1338921135049413
330,48.08689194146821,0.40291875376780606,1,0,0.27627141182115195
331,39.32342291003301,0.3121245381830658,3,1,0.4666288608805577
332,73.02387243282074,0.5239349824356038,0,1,0.22073323297534264
333,102.71213279297557,0.15872738552140353,0,0,0.03322529045242652
334,66.7660088679218,0.379566306767755,1,0,0.21428725488471115
335,77.62039093116041,0.1516422636553016,1,1,0.0742228271223523
336,41.49072439510899,0.15479738002950907,0,0,0.06569001923719499
337,46.52299257253627,0.2912359141953942,0,0,0.11301139083845492
338,53.59438872351826,0.2597637250173198,1,0,0.15235265056964614
339,40.559587721282774,0.3388510011082129,0,1,0.14676150529414295
340,50.95793088406515,0.5777771437338134,0,1,0.32340556410086374
341,15.0,0.04678563826953285,1,0,0.09317847324938333
342,42.43139279723301,0.2781626364176524,1,0,0.18332269828660433
343,89.66869907425256,0.608477304798725,0,0,0.25820227173555466
344,76.03388105974405,0.04961630943091683,1,0,0.047686393775148404
345,65.55801242887215,0.4459612146971309,1,1,0.2756620675130131
346,97.30268822246325,0.39702120095811333,0,0,0.10322161465214547
347,31.301372858325404,0.6572197583867797,1,1,0.6127860250371907
348,121.77179184605247,0.5748855469850704,2,1,0.3913095582968849
349,51.375853038923516,0.374229183164132,1,0,0.24228177795640987
350,107.03438563090522,0.6145447271094217,0,1,0.22537769245594255
351,52.75012150477848,0.22439428449192267,0,0,0.07900751569794534
352,79.15577621925985,0.29651150013956906,1,0,0.13627092915889547
353,43.68478509227102,0.5615347769136821,0,1,0.32544702972292283
354,76.3511974447967,0.4207530180997154,0,1,0.14226546319932706
355,42.59012307447486,0.13168742053481236,2,0,0.16534533223714876
356,38.981973612258706,0.5315112297292641,0,1,0.3065007872575012
357,61.149704928103816,0.21212313220319098,2,0,0.18914038443952047
358,20.141606491015583,0.20871373545465324,0,0,0.10528131921252867
359,63.24394162768252,0.20308978851459522,3,0,0.2800736492244098
360,27.11418097973667,0.05208457229194781,1,0,0.0835268812940557
361,64.14986173526388,0.2513615283879741,0,0,0.07847404536249994
362,76.35948094365041,0.17411858133696687,0,0,0.04831258355877769
363,44.90040019284467,0.41877009692169126,2,1,0.4332242238345749
364,35.44435287478347,0.06758478505985813,2,0,0.13694189971773796
365,26.260852882418774,0.31968970105157163,0,0,0.15701343185889913
366,32.24494068945692,0.333925749394845,0,0,0.1565538932287957
367,69.46254482607176,0.3617004691639391,0,0,0.1194774080762399
368,55.144168087337114,0.6234217658438411,1,1,0.502673589268789
369,52.902567238473814,0.6400271260882552,0,0,0.3863453619484609
370,63.457928770110634,0.33522118735010414,1,0,0.18657302391059533
371,23.636861916086833,0.3736872280487755,0,0,0.19941675321953772
372,60.93099658266159,0.2160731258537157,2,0,0.1924729459153953
373,38.78015094772815,0.49409768504635615,1,1,0.3980269589023514
374,94.48973949136418,0.16379671227510242,3,1,0.18128693013483194
375,28.733148229514278,0.3403866609756552,0,1,0.16645789724544272
376,56.153054396103656,0.31902474633979316,2,1,0.2926562861581122
377,21.13159210487654,0.6070670865721617,0,0,0.44037085731229564
378,52.918556964633346,0.2956264217666244,0,0,0.10754988240802042
379,39.25821086186521,0.4598170478313435,0,0,0.23794544901699607
380,32.261650659288215,0.6737240788300762,0,0,0.4866870899499242
381,42.54077324395367,0.47264658443934143,1,0,0.3631343900571897
382,32.70923444680732,0.22599345136948515,2,1,0.2596588870315453
383,50.493420282150275,0.2574362155950494,1,0,0.15574596232877072
384,27.52851206035752,0.14339274806270969,2,1,0.20067884708513423
385,42.42154491610416,0.33240893127247506,1,0,0.2255701876043268
386,65.2914099448702,0.13432531971429873,0,0,0.0457062981251223
387,52.475180426554495,0.38561967558332505,1,0,0.24997835681512745
388,15.0,0.128540626987038,1,0,0.13204409527312413
389,44.732093715155635,0.3553045189978813,1,1,0.24024743556494274
390,40.96568909581299,0.3923877952564718,1,1,0.28330489011730126
391,74.40546384050872,0.22183613027847657,0,0,0.06133821667216384
392,60.7372866068206,0.3360650001242451,2,0,0.2982311040912748
393,30.167179681036497,0.21419431637068898,1,0,0.160586130368068
394,103.49735106423665,0.33182728026754793,0,0,0.07248043215897117
395,40.020632747724655,0.20261037632801226,2,1,0.22309545089470262
396,49.81479814458533,0.23191576700102867,3,0,0.34421153121069364
397,50.116360170981864,0.44464432375574936,1,1,0.31279092762655536
398,20.992254022651554,0.45523567171967483,1,0,0.4044936957782489
399,48.304682512800284,0.4642885090032701,0,0,0.22251473863905585
400,59.59626777810469,0.261872712298201,1,0,0.14452971967357742
401,70.81619292472166,0.3123939496042647,0,0,0.09532330116007899
402,69.05679986466502,0.39922465611720465,0,0,0.14034792212748265
403,48.196169756691525,0.21575832419781843,2,0,0.21708858113127014
404,26.325167779188625,0.2760591506603735,3,1,0.4623667844887508
405,51.303922701997735,0.2888613307424888,1,1,0.17521446098604293
406,39.31916613241696,0.2883921457971531,0,0,0.12051654627222635
407,59.79927055205595,0.2768717641513265,0,1,0.09207094854553573
408,60.99056389596644,0.3654515817534857,1,0,0.21454912643168456
409,81.95883520811495,0.4888116980013637,0,0,0.17694124339447576
410,35.178145158383764,0.15695033786069112,2,0,0.1964271661126367
411,52.99033118816541,0.229136047757179,1,0,0.13516634873487038
412,55.13037924675321,0.20011573550821407,3,0,0.29712857546861904
413,68.38478415352414,0.33805600929758284,1,0,0.1797638022701696
414,51.34498071983549,0.07468804569570898,1,0,0.07059159659820179
415,65.39678736884349,0.3146245607467288,1,0,0.16874280484896714
416,63.201125712030034,0.46292219357143444,2,0,0.43133977785939265
417,117.35750338526674,0.3909994652658851,1,1,0.13569774304041626
418,64.02247570822179,0.3589319425548562,0,0,0.12505620385428318
419,69.28604374428221,0.5513780649514632,0,0,0.2525953734553657
420,30.458541669581336,0.22431211375143703,0,0,0.10076037662154996
421,47.17612795079444,0.21400124945860888,1,0,0.13483043811324744
422,46.92389260522136,0.36565599027975215,0,0,0.1534313634160095
423,65.16239343676476,0.5267072749725326,0,1,0.23980410397801163
424,43.79808604898056,0.5188514128943725,2,0,0.5559916109249133
425,34.529838847195485,0.32084761783706855,0,0,0.14500969833367405
426,66.05369169545894,0.3697936484363311,0,0,0.12812555042088244
427,44.92926730295937,0.20120402213047595,2,0,0.21192315002021947
428,66.76649345421902,0.4594866236628851,1,1,0.28584258952440345
429,31.593680044387565,0.4494244112327248,2,1,0.5095271001171366
430,81.14865616678381,0.06562822980889708,1,0,0.048394316542520625
431,34.46125826557754,0.49434654675449424,0,0,0.28076468737956084
432,66.66974516222024,0.2876734804081533,2,0,0.23881190969417002
433,37.864826369702996,0.44178003257451787,1,1,0.3421261290322701
434,42.78363216501236,0.0915659471479689,1,0,0.08364002961038584
435,64.77150075132717,0.2801847546488581,0,1,0.08847724267255341
436,44.45903994088044,0.13561725309765305,2,0,0.16485409110618218
