household_id,income_eur,consumption_eur,true_conditional_sd
201,3336.072549229908,2848.182608524502,500.3287059075889
202,7875.516141212217,3946.5967147843226,1045.061936945466
203,6265.5529581169685,3173.716306923929,851.8663549740362
204,4449.651603428142,3467.0160101406505,633.958192411377
205,8247.115173003293,3560.9622787415874,1089.653820760395
206,4497.290986181437,4065.988257579352,639.6749183417724
207,5297.940030787215,3100.5969381623477,735.7528036944658
208,5264.6098356565435,3629.9745826141157,731.7531802787852
209,6672.384024400956,2627.7377812030795,900.6860829281147
210,3090.4403318051372,1389.5222540826499,470.85283981661644
211,5672.351389421969,2867.950960460455,780.6821667306363
212,2398.022707171114,1697.9213634243702,387.76272486053364
213,1876.7465694317814,1152.9837266283753,325.20958833181373
214,4758.9566196218375,2527.5484226137905,671.0747943546205
215,4429.660322578303,3629.955961942691,631.5592387093964
216,3079.63396877409,1835.3615499902016,469.5560762528908
217,8736.752148214471,3543.6553094095875,1148.4102577857366
218,8497.064285926015,4139.725838613789,1119.647714311122
219,4888.480456542187,3570.266123009457,686.6176547850624
220,2419.0430644136522,1341.2731040041365,390.28516772963826
221,2280.9118015328418,1096.6096090621752,373.709416183941
222,1936.1128192085232,1542.5871567825097,332.3335383050228
223,3839.7270155520714,3330.613716880912,560.7672418662485
224,4592.8835073291675,2948.958759150172,651.1460208795
225,7435.9319700663655,2658.3228440907915,992.3118364079638
226,7404.636813674046,2642.3775654983483,988.5564176408855
227,2076.193869608012,1772.015094388432,349.1432643529614
228,4426.194618202416,2609.187265049264,631.1433541842898
229,6583.104451665584,2892.649601055875,889.97253419987
230,8080.292811732556,4893.366155663436,1069.6351374079068
231,2809.35780469897,1828.9062587329042,437.1229365638764
232,8851.89482964916,3821.7570186901357,1162.2273795578992
233,3879.866512102017,2555.412016351288,565.583981452242
234,6538.034065181739,2807.4885626001997,884.5640878218086
235,4293.797800976088,2897.0679235863254,615.2557361171306
236,2159.174501893774,1723.7281310882863,359.10094022725286
237,2967.778794904387,1868.920582376452,456.1334553885264
238,3084.502216592665,2246.6768865929307,470.14026599111975
239,3278.5239631431295,1792.927725646162,493.42287557717555
240,6457.108862915393,5218.553197375946,874.8530635498471
241,2170.047601396145,1284.624005651915,360.4057121675374
242,5177.761716060645,1704.3639563900124,721.3314059272774
243,8986.06510494075,5682.861323724984,1178.32781259289
244,2427.8130551981017,1518.6192465878362,391.3375666237722
245,1894.4230172043824,1328.053431805498,327.33076206452586
246,1834.8689853862336,1606.8429342138252,320.184278246348
247,5199.048124899288,2313.2597320178766,723.8857749879146
248,4310.62996962141,3006.924880361809,617.2755963545692
249,8047.191263760365,1974.6975682304146,1065.6629516512437
250,3460.673246023275,1981.4835935299209,515.2807895227929
251,8631.524155765721,6450.516066025009,1135.7828986918864
252,4293.127619664606,1738.3291517080738,615.1753143597526
253,6195.439568264228,3622.9044292300337,843.4527481917073
254,4636.177017184327,3492.6017227886027,656.3412420621192
255,7887.537140749986,2850.5100265668325,1046.5044568899984
256,4225.31935294148,3613.4191643177514,607.0383223529776
257,2827.1852696715014,1730.6636706575573,439.26223236058013
258,2920.622899423833,1680.3189663459061,450.47474793085996
259,6252.814747645265,2360.4786367631336,850.3377697174318
260,3519.3140929763654,1954.7167164658756,522.3176911571638
261,5364.86692815346,4198.2943109464895,743.7840313784152
262,7935.790164397949,4327.039987668884,1052.2948197277537
263,5389.116962013406,2349.2288371658396,746.6940354416087
264,8408.418935219828,3818.9435153691875,1109.0102722263794
265,7197.438888299291,2640.5226333576716,963.6926665959148
266,1565.3531409474922,1090.2238864025944,287.84237691369907
267,7606.89527827419,2947.169875795018,1012.8274333929028
268,6518.641416861067,866.9290424183382,882.236970023328
269,6483.505139360595,3438.8492480245864,878.0206167232715
270,2654.0787569544077,2315.4084718636477,418.4894508345289
271,7782.598207466727,2796.0293897970823,1033.9117848960072
272,8056.35690305886,4314.2029486213805,1066.762828367063
273,4050.9653616739297,2038.7530515520345,586.1158434008715
274,2076.2761836409754,1629.7755193198059,349.1531420369171
275,5899.658397102249,4308.734998566869,807.9590076522699
276,6293.449792659146,4513.49489348327,855.2139751190974
277,5190.831211504738,2292.585931942306,722.8997453805686
278,2869.921684371411,2205.8470576033674,444.39060212456934
279,8961.522471214152,4469.710275625402,1175.382696545698
280,4898.559646441981,2040.797239417825,687.8271575730378
281,7552.551001453916,3604.615368152255,1006.3061201744699
282,2816.1407891751714,1549.9755691788155,437.93689470102055
283,3970.104569272013,1910.4243776059839,576.4125483126415
284,4336.771616888729,1564.5731859273558,620.4125940266475
285,3553.0626838822254,2391.281965921139,526.367522065867
286,5214.193107544447,2674.6768207079517,725.7031729053336
287,4606.046233609311,2373.010927061412,652.7255480331172
288,7844.461266630098,4420.903460753069,1041.3353519956117
289,3549.38859941644,2235.8601039987043,525.9266319299727
290,7227.450700865325,4240.15474209582,967.294084103839
291,4515.614501150632,2347.551180117163,641.8737401380758
292,2879.8506785604823,2196.698018302588,445.58208142725783
293,8617.3185034309,3352.768731661137,1134.0782204117081
294,4479.200381566278,2424.1348203656435,637.5040457879534
295,2999.5060558969435,1980.659374050614,459.9407267076332
296,7508.940518842689,2096.0662933384287,1001.0728622611226
297,4550.399429713743,3303.767961588171,646.0479315656492
298,7929.564943502701,3115.8365183570713,1051.547793220324
299,3681.969158407925,1883.603465270513,541.8362990089511
300,3722.4790548627057,2750.9679634362096,546.6974865835247
301,2896.453418811289,2049.3926019270116,447.57441025735466
302,5786.224102518101,3118.1041658522713,794.3468923021721
303,7370.083153894844,3328.359428598266,984.4099784673813
304,1899.469908911649,1941.5364746377622,327.9363890693979
305,4706.765174280646,2463.3846779945143,664.8118209136775
306,3484.633861810915,1413.3654775676869,518.1560634173097
307,4963.848065942672,2063.9235599645663,695.6617679131207
308,5704.34043645812,3302.699988355711,784.5208523749744
309,2922.1806989109377,1878.612773949075,450.6616838693125
310,6175.808558088707,2513.277731221221,841.0970269706448
311,2706.709964626687,2060.5440403380976,424.8051957552024
312,6564.286992392209,3712.0364789977393,887.7144390870651
313,6412.53653305684,2564.639987165071,869.5043839668208
314,5483.724901906925,4019.458856894914,758.046988228831
315,4904.901519941242,3064.4850386498224,688.5881823929491
316,7477.873369134675,4244.462810923578,997.344804296161
317,2984.3519582329786,2094.739133623175,458.1222349879574
318,3148.354911694035,1906.5606934006394,477.8025894032842
319,5679.414340931241,3375.2440243548463,781.5297209117489
320,6482.540343520164,1376.045150560648,877.9048412224197
321,7518.9915560317095,2763.2868874029064,1002.2789867238051
322,8789.00769950158,4306.617841932588,1154.6809239401896
323,2875.4247489294803,2411.9678081826396,445.05096987153763
324,4064.349002340424,2446.9749425658297,587.7218802808509
325,2005.1914117043543,1649.8568659287148,340.6229694045225
326,8982.438157118535,5220.764140002895,1177.8925788542242
327,7187.673734397761,4297.926234046055,962.5208481277313
328,7831.671723833404,3908.4669240256812,1039.8006068600084
329,8668.391694085296,3903.203916423373,1140.2070032902354
330,7865.599202152587,2158.7065545027544,1043.8719042583105
331,4957.876766428628,3880.3025191060306,694.9452119714354
332,4895.36220395924,3042.05102918115,687.4434644751088
333,8754.553488461603,3735.3019876744734,1150.5464186153922
334,4199.356166017292,2594.9786137159845,603.9227399220749
335,2953.1433656523864,1443.1163408305185,454.37720387828637
336,4668.727402595306,3744.8298932805374,660.2472883114367
337,4163.088959083613,2753.263954592806,599.5706750900335
338,8189.161383234221,5280.734860421566,1082.6993659881064
339,1778.0823991194345,1970.0422566408247,313.3698878943321
340,2947.2416239019444,1336.6196292620893,453.6689948682333
341,5995.255903405277,4425.77757541929,819.4307084086332
342,2785.8531506633026,2459.318901298595,434.3023780795963
343,2081.7688168198556,1545.9828602012994,349.81225801838264
344,3810.071562214955,1665.7601737346681,557.2085874657946
345,3606.11621245348,2438.5979585919936,532.7339454944176
346,4370.697386708169,3063.971330612983,624.4836864049803
347,2774.6553801664045,1739.814457872628,432.95864561996854
348,5303.157561263139,4443.273178736939,736.3789073515766
349,2417.988213977542,1333.5394415200833,390.158585677305
350,6249.919326955041,2645.0071008157893,849.9903192346048
351,7523.414327233723,6430.055873368916,1002.8097192680467
352,7404.632580457656,4609.474115634129,988.5559096549188
353,8682.70916341753,4580.51052691719,1141.9250996101036
354,3895.1277155542775,1365.3741780952644,567.4153258665133
355,1795.8384754166661,1292.0518794561708,315.50061704999996
356,7072.694002008015,2074.5103516390704,948.7232802409617
357,2105.458214139439,917.4562869747588,352.65498569673264
358,3148.412271075818,1601.1433504890372,477.8094725290981
359,6200.318985574412,3177.5254790934277,844.0382782689294
360,2012.5370437364568,1382.0474339963903,341.5044452483748
361,2526.3737255081646,1711.752766393103,403.16484706097975
362,7535.104402157457,4451.6315893441915,1004.2125282588948
363,6725.688442351139,4509.206692410077,907.0826130821366
364,5922.373052965838,2885.155551779933,810.6847663559005
365,5612.455959694636,2911.309110809067,773.4947151633562
366,6742.761141863935,3213.6584122891177,909.1313370236722
367,6365.731185926083,3715.5134080899493,863.8877423111298
368,8812.922634957873,4758.366072609793,1157.5507161949447
369,1784.2944815764768,1691.0324936338056,314.1153377891772
370,5224.152233743314,3510.8857499605897,726.8982680491977
371,1723.9028528069553,1432.631799006054,306.86834233683464
372,1831.9901393013934,1246.1613413745565,319.83881671616723
373,6389.3597019777735,3702.233480667437,866.7231642373328
374,5877.166833064655,3167.524355358436,805.2600199677586
375,3238.6750933398944,1904.9210660966799,488.6410112007873
376,1808.7503506786854,1393.731679630245,317.05004208144226
377,3811.785818091867,2448.1432753136114,557.414298171024
378,2801.7929855307007,2233.9735773247326,436.2151582636841
379,7160.172649199409,4651.869852621294,959.220717903929
380,1695.3186232476387,1410.8628703379472,303.4382347897166
381,8918.205401981473,5611.695456370238,1170.1846482377769
382,5483.449156699282,2042.921914950139,758.0138988039138
383,3778.3634671468008,1496.4609931768446,553.4036160576161
384,8802.658215304695,4668.228365377769,1156.3189858365633
385,7808.915113518405,3616.224918426564,1037.0698136222086
386,6614.236139916977,2541.1167541627415,893.7083367900372
387,4825.885369311555,2598.141270913574,679.1062443173867
388,8086.051752405257,4457.588300599893,1070.3262102886306
389,3773.9089846765974,2155.374604873729,552.8690781611917
390,3923.0286507131905,1993.3845454894376,570.7634380855828
391,4442.220408158436,2848.6458021582184,633.0664489790123
392,4949.974755569893,3538.5227619133343,693.9969706683871
393,1575.219107937726,831.9997668212848,289.0262929525271
394,7124.283985977242,2566.4793832995574,954.9140783172691
395,2098.6010246480637,1796.4320865035806,351.83212295776764
396,5698.797858474359,2892.7177917951244,783.855743016923
397,3590.522120783506,2110.900812837613,530.8626544940207
398,1508.7907333907735,1456.2937125393944,281.05488800689284
399,2418.1183890932684,1876.9663763254264,390.1742066911922
400,5770.338050874908,2862.336337293755,792.4405661049889
