building_id,insulation_index,thermal_score,annual_energy_cost_eur
46,39.24534125739699,38.86737584672686,1668.4043912132784
47,53.023478530445956,52.117859964883344,1812.1824415837675
48,57.71213483504248,56.679770903444364,1100.7689158282108
49,27.45029168167559,23.91095585729882,2641.7425210461083
50,63.17413351560232,61.621792171643875,972.6377048036791
51,63.10064806758761,62.74980781898539,1484.4280029372044
52,53.75370861058221,55.52077996519261,1812.4162350376605
53,49.52280086838541,49.761243490622036,1731.2535002210902
54,52.343222049628245,50.730801496736326,1408.4761900802073
55,22.939400190436103,20.709870591575324,2950.3974207834685
56,46.57028963469852,46.63445110343426,1657.4950207570885
57,46.5643145144921,43.82525631327689,1570.3907385171042
58,38.98259424446466,37.64575235377537,2027.4018822951664
59,42.776946112972766,43.68111758431358,1751.0291239322742
60,33.4365963260449,34.105388719345925,2553.2878830204395
61,54.630877639631876,57.58543551219261,1671.771615558388
62,55.4089146113781,54.37262884127028,1036.7012266497597
63,46.477741494440735,43.6381108343902,1759.5155205565704
64,53.889793474152704,49.87786959039403,1472.5595173349802
65,42.2266891799421,41.05928023995648,1985.3432442639237
66,59.02597936456006,57.96290070003801,1032.0601242445039
67,38.317518296006355,40.90240576736121,2063.417151769695
68,45.0025787600855,45.41769936046175,2482.5286744226673
69,60.44274216469325,61.13986978635213,1241.0022977834792
70,47.64834969323222,48.81480472012489,1390.3400399911397
71,58.26416413598589,55.41893178460708,891.0500348968931
72,29.846955310139553,31.067745142359527,2360.60885210224
73,45.28141168337734,44.66764580077584,1523.362046606688
74,66.76229162687284,64.4201594622482,320.61813431643515
75,64.6838529471996,62.16206136433881,724.6047692505938
76,57.745353477941876,61.612158397419925,1409.5075635259316
77,41.094206429314816,41.14664045735108,2143.7821872203353
78,51.38529482374125,52.291651190848256,1209.4621045679105
79,49.237757566406685,48.720244415525435,1495.342066654607
80,42.56249046460762,44.67595999911415,1516.818190877275
81,39.769146187247834,38.80592806889801,1835.7305554734226
82,57.93668428366381,58.98783775421593,1569.7166724497313
83,42.36568680632825,39.32107113301578,2417.0336422156497
84,50.29884759816949,50.14101560842004,1849.563996600385
85,60.6746217112026,60.4629477576183,914.0203493845602
86,63.19249689359231,62.915657168466076,1022.2174011301967
87,46.682011390153455,48.81718202070398,2023.79361157265
88,41.745370371052154,41.467585608092975,1694.9875637542048
89,40.36397232191356,42.8182622991955,2128.030000416211
90,47.81065771290899,47.79445831489534,1489.4916729422491
91,25.7833832842484,30.27552415178848,2583.8919297344937
92,38.65596526053213,40.89834979860685,1634.7219445250769
93,43.87777459379969,41.76089389371848,2204.657063799617
94,43.53986820778712,45.29772618194232,1485.9912545172317
95,54.00937865074008,53.677709737653345,1256.669111748553
96,49.59494871306459,49.10288215647176,1459.8333635110725
97,45.95876248307779,46.146984180450346,1964.9743488608603
98,32.049852396783336,28.230064446300428,2710.0457845796614
99,51.117633328207994,50.82022028072001,1789.938036718157
100,66.03331210508406,64.0796082034214,1063.2077204939956
101,42.71776313407967,41.442522402340195,2062.7861645647135
102,22.171208402798293,20.744584630120027,2768.929985460761
103,30.949683409714567,33.446444464315704,2473.174830157537
104,47.989003830349574,46.56073503147243,1814.5901905676903
105,47.75470692275495,47.424153584562376,1722.0002405808855
106,41.76400800236554,42.39409116515522,1782.7560470423425
107,43.139062545045036,44.13489694271996,1324.024557048325
108,55.95262146132205,57.32968015232843,1458.2274993078995
109,66.9599414318428,64.63532798813664,1010.6470545570467
110,48.085949809888376,49.92867786689252,1756.4535115115339
111,52.37374499692384,53.992093742808635,1481.897592092392
112,47.831103451966435,47.39618056175361,1363.122384141352
113,52.85011105662251,51.83301827816879,1547.7022811422542
114,38.57330766076887,38.178084167118044,2353.336356724109
115,34.49242868651822,37.00164423240136,2155.0554448832477
116,52.26104407265181,53.63081588787682,1337.003747602324
117,46.858884809606984,45.31516496748253,1320.9349218908537
118,45.997106363663974,46.73765561931378,2070.788498264732
119,52.15566138917347,51.96970067322583,1020.5761300102251
120,36.21846634545058,35.0720336796052,2212.4985301170514
121,58.11498759619961,60.69670883593649,1014.1256028765946
122,42.29528588668456,41.00645372862038,1816.6743283234196
123,54.16605132611063,55.71610131929865,900.7327079979359
124,33.87425615814034,32.67215424595384,2209.436413041877
125,27.543484931183947,28.92132092873694,2687.3490357201017
126,51.86995158254497,52.306186465734015,1506.1567562376842
127,55.15467116014344,56.865123868783854,1313.433109575037
128,62.89988047067577,65.3311805729825,507.2243338466129
129,47.168926075364695,46.83038731630293,1570.0364135250518
130,48.70973054274531,48.03580936092419,1406.045181956084
131,52.047471112140094,53.8138314370577,1443.790406921977
132,46.20634797772747,46.82603954248177,1825.6936133186953
133,45.55129204345179,45.01525395725298,1891.0758168395423
134,62.31735508990939,64.52386068641248,888.4388432359349
135,59.76232163445391,59.3597563571989,1265.5346980224979
136,53.721456415909245,54.07961025708359,1102.1091639469987
137,53.99675398226913,51.60200271932899,1536.699554595278
138,42.654212600226344,46.04314954288,1586.7446260858299
139,35.75457010196871,38.40148232212144,2454.40480364043
140,55.99577395629892,55.13996049618264,1396.0926873734609
141,34.194209683550646,33.69521912506447,2440.3016497564004
142,55.05241263309923,56.18391465473196,1560.6933684765863
143,38.09578176838506,38.21502398143054,2121.2635972682706
144,55.74302995933861,56.15871988273157,827.5036465442686
145,46.76571471213087,47.035748259589916,1804.3443508980065
146,49.07963111383774,48.5378940265101,1658.8629162392983
147,59.63216495640272,58.367750206591786,1091.782250930936
148,54.04892264151072,55.95459002459054,1210.7160389474495
149,55.98321609396493,58.18851858402445,1557.1637115060023
150,36.84855119457978,36.82022975894371,2173.002809022797
151,47.665992583806364,45.85533724169436,1688.4971188547527
152,58.63358688390638,57.43064791182149,1332.0923820029275
153,50.46529356535401,49.32004696900542,979.6455188949456
154,31.821337345228944,32.5225412550524,2294.750212005071
155,56.596345203817194,55.50941468956715,895.5170950237889
156,46.25656461923167,43.505098212210726,1634.1124255448283
157,65.30042293234007,64.94931966181439,837.6692435441859
158,59.14437638862988,60.15483044733796,986.2192516216062
159,65.38488163851119,62.81058028915419,542.3044412081371
160,52.95181246251393,54.253321977626406,1215.7074713255975
161,51.58541145896335,50.79261667446834,1039.0309532968097
162,58.96312798036104,59.00568636259587,811.5235714408296
163,54.57062448207551,55.51981450355496,1114.172263889474
164,34.02333168260653,35.69917532856958,2166.2763619440707
165,53.1111182732585,51.52449599276173,1379.3796855699843
166,42.75631263935217,43.04749774982954,2276.053745365159
167,31.979095387240594,29.814472805834402,2420.1654209061735
168,56.69412710754185,54.88929182724797,1086.604630629583
169,46.13381412975103,45.04954537333648,1661.7543512375998
170,54.57436359696571,55.088780960397465,1266.4317551292056
171,57.574970476007664,56.88314312985502,906.4193465656735
172,35.399306821790546,33.82244158060315,2488.367799356274
173,45.643984435591335,45.49594644371286,2143.4859289272554
174,44.15475291205379,44.25650850559689,1641.661684903005
175,49.375372824196184,49.986353416808946,1537.5020672084088
176,53.70502099073426,53.558262653044125,1441.7350511334523
177,29.847973855256285,30.340661293700254,2411.483388415572
178,50.688745634602626,50.64821719195028,1216.6344608862248
179,40.131111706823596,40.994350987244644,2270.041609545822
180,35.85365163250274,35.44023536239539,2115.8228784531743
181,46.82863695918116,46.903038777187845,1309.6109863423317
182,41.31779159021928,40.359333830414556,2265.9882004928304
183,66.75260690219062,67.65297206496243,678.4887855219507
184,39.95692558489954,38.37019457353534,1978.6855435961409
185,56.51970047999992,57.22051024219581,1237.9359777460916
186,42.9892130444426,42.363317471533236,1993.4171634385305
187,45.606923847589144,44.731247799536234,1768.0682204272669
188,48.28944793261444,48.149706894318165,1736.7292578936365
189,54.4425876064863,54.43671772340098,1573.3518675710193
190,43.46823351828937,43.29434836368192,1900.0344308992085
191,57.22256778608795,58.05464855809495,1025.0653161760197
192,52.32104689488293,54.15461375744122,1300.3980284891802
193,46.66952464942661,44.96133326308749,1701.6537176658235
194,48.14307225126503,48.049487422334764,1212.5211453269872
195,42.382956197711295,40.91752569304691,1873.8544974727122
196,39.479277817019806,40.19160795259462,2363.0140477085133
197,72.26313413144429,72.37548316428929,750.570123717851
198,48.81649439035556,47.25589472879318,1660.005159992173
199,50.77313611216366,51.33504142947371,1344.3844450611898
200,46.926893787841905,49.33858369127869,1580.0927480021896
201,48.166885260434654,46.430346038099145,1585.583318464551
202,46.43675935152523,50.1098375464344,1930.1227709274415
203,50.30284584415537,51.3018083266343,1554.2838296427176
204,50.25040284826103,50.854547316300525,1443.4902734823108
205,70.71345230248018,69.26977966110195,694.36130617655
206,56.8429293589609,55.72537239614203,1481.635797054893
207,46.50115189959862,45.27603295841208,2206.7744319418553
208,27.21953219135058,24.807039554470265,2388.6044582942177
209,48.392062763034026,46.55984831312654,1859.2308717839328
210,42.20277947399318,41.23291228417526,1885.1820674057888
211,50.756129752420314,53.20265276808689,1596.499904309727
212,37.59530446951027,37.2726341504082,2266.2761860254764
213,53.931143478374686,54.9252175683829,1455.052737781045
214,54.47944733492046,55.97982915159791,1252.182053230329
215,57.682359448605375,59.49426203056982,1577.661713049273
216,72.76718691453216,71.14709663042767,546.1689661166138
217,63.400901120410296,62.66917193712515,1219.3246738796115
218,42.89704798369045,40.450778754027716,1991.9655804582592
219,38.31875706592342,40.166321207792976,1798.5247135580437
220,43.54846760290615,44.11550577844598,1869.32408311918
221,40.5936242651517,40.74220377022418,1831.4180331399518
222,54.238918671632966,52.94821531304953,925.8818353900368
223,46.00603414341161,42.422413231426766,1721.5252129389075
224,54.10370990831975,53.807469228092,1363.6753361565645
225,62.4736474687776,61.058779659492906,1179.4127526204113
226,50.53048955093804,51.81421037071155,1902.282393380618
227,56.7647797373788,57.026682342664216,840.4291477586855
228,57.83707357149755,56.3673019079659,1456.6043029927714
229,65.52802180289545,65.94866745401171,997.5791773393075
230,55.37190223714644,56.71678800587905,694.1241654137125
231,62.54864115706054,62.44735049808195,1205.7153738754996
232,57.67082865609091,55.687703722048084,1176.7728823841032
233,41.262634890440516,41.275782426330736,1674.2598990797464
234,38.4877816150006,38.70288004192475,1786.1106637522016
235,64.17330641427291,63.853930198718395,1272.3887780365155
236,46.934951247603955,49.36128197008227,1368.0950526364973
237,41.946230692701015,41.26121558172029,1720.3675461853638
238,44.131156586671736,41.52443746680661,2212.8597334237556
239,45.779838483772075,48.50819530639221,2396.8719123518194
240,42.64488537492662,43.83755689004547,2039.582560672509
241,53.943821491420984,55.0109746716329,1273.1792125541608
242,31.493884349833305,30.109150468476393,2413.0098724637
243,51.95006010379997,50.4706683972475,1647.9388501350177
244,62.18904024223778,60.39083021301745,1090.843563645053
245,28.462343952980074,25.479332905205784,2632.5500421915767
246,51.30816514041926,48.894150952623136,1493.8616547947906
247,48.47804170771406,46.83769458562744,1835.4947795269627
248,62.58268562558441,61.91453496072142,628.7169728739061
249,73.35301471344634,73.15452833830172,273.37149640021624
250,44.49144846332359,45.523017277136155,1741.9048703436185
