day,orders,structural_error
100,128.5420503163897,-3.4579496836103054
101,125.03054135574342,-7.089458644256588
102,109.34066883001287,-22.89933116998714
103,103.34712188416532,-29.012878115834695
104,108.02879737332172,-24.451202626678267
105,112.50028025668385,-20.09971974331615
106,112.56165443263494,-20.15834556736506
107,112.74059787542372,-20.099402124576283
108,122.37156892887926,-10.588431071120752
109,134.6837796317979,1.6037796317978845
110,134.34441694941643,1.144416949416434
111,135.30092707127037,1.9809270712703861
112,133.0690516143502,-0.3709483856497868
113,135.21560211059386,1.6556021105938545
114,128.72860188529444,-4.951398114705556
115,121.72642967739756,-12.073570322602452
116,126.62385369674926,-7.296146303250729
117,126.00106642466532,-8.038933575334664
118,125.39396398919725,-8.766036010802752
119,128.7083557064649,-5.571644293535094
120,121.4665837724124,-12.933416227587593
121,130.5624259474355,-3.957574052564537
122,126.6766664882339,-7.9633335117660735
123,131.5175669386692,-3.2424330613307832
124,121.71985985390631,-13.160140146093678
125,112.21028927952356,-22.789710720476435
126,118.34305681442791,-16.776943185572087
127,126.6875462780831,-8.55245372191691
128,136.40099781602783,1.0409978160278017
129,135.04306690539752,-0.436933094602478
130,135.248813679578,-0.3511863204219793
131,136.9958065087258,1.2758065087257795
132,135.3006759139392,-0.5393240860608128
133,132.9171435305138,-3.0428564694862024
134,142.114619325862,6.034619325862018
135,147.09013581578313,10.890135815783147
136,146.6829929674627,10.362992967462702
137,146.90663236725769,10.466632367257686
138,142.5901967955605,6.030196795560494
139,133.07717955272892,-3.60282044727109
140,137.96887859059478,1.168878590594781
141,127.77499405595007,-9.145005944049913
142,132.68984043505807,-4.35015956494192
143,127.49552724147561,-9.664472758524386
144,132.0862455436114,-5.19375445638861
145,131.82725807731637,-5.572741922683621
146,132.68973057211966,-4.830269427880361
147,139.71072276165904,2.070722761659045
148,143.25586166694663,5.4958616669466425
149,145.8746461024967,7.994646102496718
150,136.12679590492513,-1.873204095074854
151,134.76434600477617,-3.3556539952238245
152,140.34884499994428,2.1088449999442567
153,140.40561790526692,2.0456179052669095
154,130.25753363277067,-8.222466367229302
155,136.16584576129497,-2.434154238705033
156,135.02254907453232,-3.6974509254676917
157,144.91264244685988,6.072642446859875
158,148.92812623229494,9.96812623229494
159,155.3581100155341,16.278110015534114
160,154.2933232175979,15.09332321759791
161,152.01385378843835,12.69385378843835
162,154.62555123418696,15.18555123418695
163,153.7088540480636,14.148854048063619
164,141.15038762054718,1.4703876205471715
165,142.44680624258254,2.6468062425825307
166,137.3261710219265,-2.5938289780734656
167,125.90190080241449,-14.138099197585502
168,132.81597411269814,-7.344025887301841
169,131.7727486403767,-8.5072513596233
170,137.36476569633248,-3.0352343036675284
171,142.85326867704137,2.333268677041366
172,133.86388043818536,-6.7761195618146335
173,132.49999532927467,-8.260004670725312
174,131.20469386353156,-9.67530613646843
175,133.733556706837,-7.2664432931630145
176,137.29242810055436,-3.827571899445651
177,126.39712511663585,-14.842874883364164
178,129.7958727459398,-11.564127254060228
179,127.33590635246522,-14.14409364753478
180,121.3677355098246,-20.2322644901754
181,124.69426863212772,-17.02573136787228
182,122.95299243012613,-18.887007569873866
183,137.78725199926896,-4.172748000731044
184,133.11155289467075,-8.968447105329243
185,138.76503637013954,-3.434963629860441
186,135.68493684185586,-6.635063158144149
187,134.58552469846205,-7.8544753015379385
188,134.68126118394395,-7.878738816056066
189,138.98285066293053,-3.69714933706948
190,135.90380906113316,-6.896190938866855
191,142.71538042633276,-0.2046195736672365
192,144.39887066672165,1.3588706667216655
193,141.42789550363221,-1.732104496367778
194,141.80105915892702,-1.4789408410729952
195,137.54305513956092,-5.856944860439089
196,132.87668483007937,-10.643315169920633
197,148.84131464404214,5.2013146440421565
198,146.83874265198006,3.0787426519800745
199,146.70325239940917,2.823252399409161
200,145.59843466812578,1.5984346681257886
201,143.91113646132894,-0.20886353867106733
202,143.17770320310711,-1.0622967968928827
203,143.9941798581812,-0.36582014181880307
204,144.41591043032892,-0.06408956967106455
205,155.88978841936992,11.28978841936994
206,157.13567944791097,12.415679447910964
207,151.4227827407543,6.582782740754291
208,136.6572993000418,-8.302700699958189
209,137.3261867700787,-7.753813229921279
210,133.94462841655144,-11.255371583448555
211,137.6465663318636,-7.673433668136401
212,131.76936271994512,-13.670637280054866
213,137.62442972610137,-7.935570273898623
214,142.62084367328842,-3.059156326711574
215,148.67722534061647,2.8772253406164565
216,160.90846730618077,14.988467306180768
217,165.60878629081643,19.568786290816433
218,156.96658365943884,10.806583659438843
219,147.67134782743784,1.3913478274378468
220,143.6550112882782,-2.7449887117218164
221,139.22574424048094,-7.294255759519076
222,142.56293388976772,-4.077066110232275
223,139.82119893578462,-6.938801064215376
224,142.57015300058652,-4.3098469994134785
225,149.9076053508583,2.9076053508583013
226,149.71749730031377,2.5974973003137682
227,152.2798412547116,5.039841254711602
228,156.065632589774,8.705632589773973
229,162.77837607353678,15.298376073536785
230,162.58591161396586,14.985911613965879
231,166.93579332840207,19.21579332840207
232,167.06077461702057,19.220774617020567
233,157.4148940258824,9.454894025882403
234,148.06746545408,-0.012534545919969275
235,156.7113525611856,8.511352561185607
236,153.09339562696266,4.7733956269626585
237,147.62495085961203,-0.815049140387968
238,143.4148959949721,-5.145104005027901
239,141.92636130863886,-6.753638691361157
240,139.25237130797132,-9.547628692028681
241,144.3320374280526,-4.587962571947392
242,134.75845920342738,-14.281540796572603
243,138.67295444159643,-10.487045558403565
244,148.54584641535996,-0.7341535846400333
245,135.4764096835524,-13.923590316447612
246,138.63077125991785,-10.889228740082173
247,139.35702068262833,-10.282979317371641
248,149.23211283324207,-0.5278871667579148
249,163.44905161830098,13.569051618300978
250,157.47688403087474,7.4768840308747535
251,157.1118396623283,6.991839662328298
252,156.2115120765573,5.971512076557314
253,154.185629516916,3.825629516915996
254,153.1231510100512,2.6431510100512097
255,161.9585850840238,11.358585084023826
256,161.08282127073323,10.362821270733239
257,160.3547080670612,9.51470806706122
258,157.66967383449145,6.709673834491444
259,157.07908283951645,5.999082839516456
260,154.72236174062115,3.5223617406211587
261,157.59996405168724,6.279964051687233
262,158.7374027521834,7.297402752183406
263,160.49268006459454,8.93268006459455
264,145.07645189634493,-6.603548103655059
265,150.74879967695773,-1.0512003230422886
266,146.6331258461885,-5.286874153811485
267,143.81251446905023,-8.227485530949776
268,146.8921973305966,-5.26780266940341
269,138.43615557369424,-13.843844426305761
270,137.63178760627434,-14.768212393725658
271,125.97828408360856,-26.54171591639142
272,135.44980365296666,-17.19019634703332
273,145.40373496219385,-7.35626503780615
274,149.68802284839742,-3.191977151602568
275,141.32748614359627,-11.67251385640373
276,143.60281657289408,-9.517183427105907
277,144.36567356585874,-8.874326434141274
278,161.2635073699813,7.90350736998131
279,155.6929476746654,2.212947674665402
280,150.417882970514,-3.1821170294859846
281,152.502374042687,-1.2176259573130095
282,153.28438672534375,-0.5556132746562408
283,154.58516560153228,0.6251656015322682
284,152.7782046401416,-1.3017953598583705
285,156.14797083585094,1.94797083585096
286,156.70818674075417,2.3881867407541875
287,151.52845491196933,-2.911545088030657
288,146.76670147975895,-7.793298520241047
289,149.74170813160282,-4.938291868397177
290,162.33694423656266,7.536944236562638
291,158.0068325042789,3.0868325042788785
292,153.88112837580326,-1.15887162419674
293,157.13097949121587,1.9709794912158785
294,159.03671651080836,3.7567165108083507
295,160.77045770268663,5.370457702686617
296,164.68185643241048,9.161856432410492
297,167.23087531684322,11.590875316843238
298,162.77020327413987,7.010203274139892
299,173.76464646142296,17.884646461422975
300,174.73515085375456,18.73515085375456
301,166.40801807219827,10.28801807219827
302,154.67975442334387,-1.5602455766561398
303,151.09070116005867,-5.269298839941347
304,155.40719221279548,-1.0728077872045096
305,158.70783703485068,2.107837034850691
306,160.59008715887262,3.8700871588726073
307,166.768342784598,9.928342784597984
308,161.93743405426608,4.977434054266072
309,155.77773788082135,-1.3022621191786254
310,146.56807623279954,-10.631923767200455
311,145.30529235657983,-12.014707643420179
312,150.12414518671073,-7.315854813289276
313,149.47062433917105,-8.08937566082895
314,161.70851870284284,4.028518702842843
315,166.11622488002823,8.316224880028212
316,171.2102682314428,13.290268231442766
317,161.8568201707299,3.8168201707298888
318,166.1662474887396,8.00624748873961
319,163.69315537720735,5.413155377207333
320,169.59684270087365,11.196842700873637
321,174.38134641316807,15.86134641316808
322,163.6055952738061,4.965595273806115
323,170.52706003375866,11.767060033758671
324,173.30976762075503,14.429767620755023
325,177.29746588424632,18.29746588424631
326,163.85864325392572,4.738643253925721
327,157.91401289655698,-1.3259871034430257
328,153.6644563880763,-5.6955436119237035
329,164.30868355018097,4.828683550180973
330,162.3232518968937,2.7232518968937205
331,158.11849148697019,-1.6015085130298226
332,163.1180592096418,3.2780592096418157
333,171.59270657783685,11.63270657783684
334,172.48618290632385,12.40618290632385
335,175.21797525121627,15.017975251216274
336,169.02370303090703,8.703703030907036
337,165.74492750717937,5.304927507179361
338,165.1005188692145,4.540518869214512
339,160.90865106448314,0.22865106448313544
340,160.70843701845942,-0.0915629815405905
341,137.27632235054858,-23.643677649451423
342,139.88652831155613,-21.15347168844385
343,151.92533259436087,-9.23466740563912
344,159.1427637673584,-2.137236232641609
345,162.82217864531827,1.4221786453182652
346,170.98373798887525,9.463737988875254
347,162.2539588218714,0.6139588218714076
348,173.58428809217102,11.824288092171034
349,170.9419388220412,9.061938822041204
350,178.69373128507985,16.693731285079842
351,175.3320751647652,13.212075164765189
352,178.1477392047333,15.907739204733307
353,172.4447853219709,10.084785321970879
354,175.4674658389452,12.987465838945198
355,170.06860542237783,7.468605422377847
356,164.70358697110294,1.9835869711029348
357,166.54828207961492,3.7082820796149183
358,153.206379111637,-9.753620888362999
359,158.08225063902353,-4.997749360976458
360,150.61926424276285,-12.580735757237132
361,156.30673567126115,-7.013264328738835
362,163.09243359375495,-0.3475664062450443
363,161.33160472456902,-2.228395275430987
364,156.83145466374785,-6.848545336252151
365,149.34927634641537,-14.450723653584635
