store_id,location,marketing_thousand_eur,weekly_revenue_thousand_eur
81,Suburb,38.82567181676854,1158.0771621447639
82,Center,18.817650735978333,780.8321891748919
83,University,23.13183983913422,1090.875731378114
84,Industrial,5.060138512834511,609.2728576513728
85,Industrial,31.685690665146467,1054.7973452078165
86,Suburb,15.609007203166673,831.7378114678536
87,University,33.59610285110582,1082.499465734272
88,Center,34.4466334620792,1299.3603875417589
89,Suburb,17.086923497434988,905.5282378254913
90,University,35.42326281819679,1186.8853471557875
91,Center,22.540914996730372,1020.084558722741
92,Suburb,35.10887522139903,997.0627738596953
93,University,27.202707927325136,1199.7454599139558
94,University,37.927552232009,1117.2316055414367
95,University,9.97388938202333,747.6439799440603
96,Suburb,9.403656062793186,663.6562940550763
97,University,7.241216362552607,664.0603092601224
98,Suburb,36.85123680290923,1036.5254111403065
99,University,7.0524257725926365,651.2584662385909
100,Center,26.95007523165246,1140.730259768269
101,University,18.871135796009778,949.4821190082531
102,University,6.310027116167959,724.5945627983822
103,Suburb,10.139004125043868,579.1823838284948
104,University,26.66585734497996,1021.1923616036667
105,Industrial,32.00313480297953,922.9425510908474
106,University,5.95903296872417,709.7788628717268
107,Suburb,24.087740422932384,988.1205160893962
108,Industrial,20.288294399471294,831.0755072590615
109,Suburb,34.28795714836304,1138.5921542223682
110,Center,19.962670003188467,1067.0192532703668
111,Industrial,11.6293780341625,546.29770369278
112,Suburb,21.850057288978263,956.9016811702919
113,Center,26.336619223879783,1023.5634707086919
114,Suburb,9.575053756531444,783.3411687449322
115,Center,5.113511561480883,774.8581856334357
116,Suburb,27.742654593307346,1048.8812358693724
117,Suburb,14.128823507114218,877.2953813701076
118,University,22.052460004898716,977.3964268530946
119,Suburb,33.866709126274635,974.6178256075117
120,University,23.90838246939607,1054.1280175178986
121,University,20.92879014121282,982.4665986511088
122,University,27.55031951267556,1080.9465980302477
123,Suburb,26.390187979690726,960.9127716504262
124,Suburb,21.46784569555833,1034.545770764115
125,Industrial,39.195529674771045,1120.8195739757973
126,Center,7.6045342609672675,766.4325479146282
127,Suburb,39.86038612867022,1301.6183209986687
128,Industrial,37.98713320531514,904.5088493070878
129,Suburb,35.32109990314504,1100.9847819809684
130,University,21.582245668364497,849.8184152795839
131,Center,19.667136141024674,930.1438892175638
132,Suburb,5.365381708952203,630.3854817844367
133,University,33.1329780805838,1155.125397557997
134,Suburb,10.742957736902937,602.3619954481705
135,Center,15.069606412936915,853.7538150713425
136,Center,5.84751006302051,580.708577522106
137,Center,26.02580911916035,1002.3323789501972
138,University,9.783503788643722,698.0190340664718
139,Suburb,26.199075073870112,938.9454047301125
140,Suburb,36.053764245371674,1147.2649716160665
141,University,16.660025139162578,1021.494094339019
142,Suburb,15.060149456167226,758.4843554749075
143,Industrial,30.732836742195556,918.6194987992784
144,Suburb,32.501424569895605,1063.9074442314445
145,University,16.999577710402868,878.8761316500342
146,University,31.636395465295376,1055.8891055917234
147,Suburb,26.610639040751824,1057.7996461233347
148,University,38.65430258716656,1417.6917588965478
149,Suburb,5.8791984051849155,552.5251306172664
150,Industrial,32.60152280471812,1004.5836908489994
151,Suburb,37.712306454994156,1223.215687391943
152,Suburb,15.78464897010145,753.9554176320407
153,Suburb,28.847937821979677,929.2839521536513
154,University,6.191308337204927,788.7876937527988
155,Suburb,5.869004339464137,568.9832973075805
156,Center,29.485216932725695,1025.7789414996232
157,Center,34.736284566754414,1356.103003164703
158,Suburb,22.309763253597048,915.4819120570265
159,Center,37.155290025697376,1266.0660975830774
160,Industrial,14.078434789378775,692.7306746971725
161,Suburb,33.57394045756025,1150.133881717738
162,Suburb,39.470379972251855,1220.0149436784777
163,Center,26.90545858164461,1157.4731807537055
164,Center,38.57722934629898,1420.7105485279342
165,Industrial,7.1857125636531745,564.2184582072138
166,Industrial,37.21978602567431,1046.474609383151
167,University,21.259085258348986,939.087770777304
168,Suburb,27.055505606787484,984.2721604944979
169,Industrial,21.424441454276938,657.8805955570986
170,Center,37.567361933881585,1280.5044709168685
171,Suburb,13.468244906468428,870.1514374180264
172,Suburb,18.804561682818587,970.4349104907631
173,Industrial,7.374890024234544,565.0013801057427
174,Suburb,31.17188038843364,1024.0458450885703
175,University,35.959295686087685,1212.490008942452
176,University,38.2435804821975,1240.5695250135975
177,Suburb,20.68481299061067,996.0902034465076
178,Suburb,7.731080315027733,673.1435118789847
179,Industrial,17.05868224593618,706.6573303615371
180,Suburb,26.807477343974675,1052.3537500873413
181,Industrial,36.1232078457428,1166.7213439590582
182,Suburb,6.1379585900756375,790.9167138425258
183,Suburb,35.06598633438762,1019.3245047172833
184,University,39.02920722872824,1356.4160436447692
185,Suburb,35.60824742649569,1130.5352237665222
186,Suburb,31.302166185490996,1133.8079995749044
187,University,33.65711560641463,1225.498955463901
188,Industrial,26.80994311158842,956.1052110305859
189,Suburb,34.175992026202806,1120.0868840132343
190,University,37.005695384761665,1418.650326936025
191,Center,34.05864471798403,1284.904984630332
192,Suburb,34.27740275928011,1250.5807897815212
193,Suburb,33.58392748987863,1131.7487444222522
194,Suburb,38.8390703225455,1112.9378671501622
195,Suburb,23.993263023461466,953.8111647773802
196,University,31.327959657931295,1085.2362180915286
197,Suburb,25.128616231357253,810.3167587669863
198,Center,12.58022631879348,822.0491767698346
199,Suburb,17.22633756446864,832.1978094045046
200,Center,35.28262429648109,1351.4676724344422
201,Center,11.464604122476244,992.2868351164411
202,Industrial,24.696287667585267,741.2108299300488
203,University,25.866203527745114,1147.8085918919808
204,Suburb,38.063825005545915,1287.5675572541418
205,Industrial,21.69357155881438,619.1671997948248
206,Suburb,18.966897185778997,960.4256088354842
207,Suburb,17.334267814329586,815.8818497194607
208,Suburb,18.240686449070296,733.9116756029152
209,University,18.790376708593016,805.942574617795
210,Center,39.26538819983468,1497.0820772070917
211,Suburb,33.19284246296994,1016.651482241774
212,Center,9.216926590060776,714.1040117176167
213,Center,14.908021621724409,1015.8742397048965
214,Suburb,9.031887863404414,934.0401740994129
215,Suburb,24.5198003981451,1013.9481093934639
216,Center,9.133826956723722,783.3465672080099
217,Industrial,5.905338992177075,499.4069693109069
218,Industrial,13.873565327975173,734.7687184615868
219,Suburb,34.718315562414496,1180.8521971329772
220,Center,36.77519854418915,1275.146680708045
221,Center,13.217681487020654,857.529307329878
222,Center,27.544436407138665,1194.4196025982762
223,Suburb,19.98051888845163,766.4624355034881
224,Suburb,14.240882485495902,733.3175109087367
225,University,26.402589042790495,1042.4625477580694
226,University,25.571384152793367,1085.5425848160376
227,Center,26.060004114326993,1126.4191358895614
228,Suburb,9.6400393177474,704.8958863373383
229,University,21.97314883828154,891.1531857347171
230,Industrial,19.191092002579786,693.725894193771
231,Center,38.88297349558513,1377.151663878757
232,Industrial,12.246831158669895,657.5681846476755
233,Suburb,34.40906678280279,1130.7964092464467
234,University,13.893356576694103,822.9349402965894
235,Suburb,15.326839354140777,840.2301176504653
236,Center,28.940997584335328,1149.8240110814647
237,Center,19.12746749081115,971.377318346899
238,Center,6.752879499256006,828.3827696999066
239,Center,10.197576957010646,838.7524415314057
240,University,37.826381879448,1359.7834395742989
241,Center,16.03506639491896,994.4517906429514
242,Suburb,6.225665004217363,589.9055120808298
243,Industrial,27.31933205399883,880.5394155022445
244,Center,15.927318892646698,890.1811990412965
245,Center,33.03905168603173,1222.7494114172246
246,Center,33.97099053364447,1026.1305670885777
247,Suburb,15.52469893152864,796.2960263129182
248,Suburb,8.762864055285005,631.4423219130291
249,Industrial,16.057224434796538,494.05500763951534
250,Suburb,23.738658043423555,1017.6698029634043
251,Industrial,32.376207190647015,1016.4802065322823
252,Suburb,19.586696051103416,765.9968038433735
253,University,16.087455623869953,658.1074725373713
254,Suburb,8.126018117895914,673.7738474651383
255,Industrial,26.84487901657101,1024.7133577052477
256,Suburb,6.589253085862693,588.7524633797345
257,Center,35.51478326022919,1162.7261895740114
258,Center,35.095272652949724,1309.244277774038
259,University,20.14327986259094,1025.0358098217257
260,Suburb,16.949244536627674,761.4176284472494
261,Suburb,35.08691356175956,1082.1527128818636
262,Industrial,8.691285471409724,641.044094245033
263,Suburb,15.110701066367149,797.9113815195756
264,Industrial,28.754124840925286,784.3230971352732
265,University,22.401807070166345,1078.016608884419
266,Center,29.768457986047203,1136.7585771187717
267,University,20.906301135462233,870.4990046528765
268,University,11.308896526917561,621.4792376387675
269,University,15.583737892558055,716.4000268987973
270,Center,13.095209757692906,938.4852032542024
271,University,8.988600905222432,694.8943035189441
272,Industrial,18.087350076813184,898.422992522171
273,Suburb,16.182911760999485,757.2077821480939
274,Center,34.959682322881534,1186.7263604800776
275,Suburb,13.50957062748343,723.5132171513621
276,University,35.68031743383192,1198.8396894954933
277,Suburb,30.1247454640716,1109.1518895717693
278,Center,21.342710037536925,1176.356628954458
279,Industrial,37.94009703679834,1181.7703870077921
280,Suburb,28.74460428453387,980.4053765529497
281,University,10.203487988577086,647.1438013033237
282,Center,24.990057281706207,1038.6676244495582
283,Suburb,7.9553049961332425,622.8438446448846
284,Suburb,7.490454442654515,532.5782980728935
285,Suburb,20.187168354719223,794.9808593994658
286,Suburb,26.892837739459313,833.2490477800678
287,Suburb,16.82683086233116,796.0483337299135
288,University,14.83311969421886,912.8522261115506
289,Suburb,24.057617929888938,854.476452699737
290,University,11.65440217895381,786.1010476651483
291,Suburb,21.301812014470205,781.754904594033
292,Center,36.25849113697015,1261.731132730533
293,Industrial,18.696218419531352,633.4778697553153
294,Suburb,29.05546286895775,951.2093325652647
295,Center,10.66541123276571,813.0143890363832
296,University,18.271090499290203,907.5863598883222
297,Suburb,34.08903610124442,1154.0374826568072
298,Industrial,28.70447871399649,994.3795017054216
299,Suburb,17.257176599712157,702.9708853494071
300,Suburb,16.64753418722943,775.0318705894015
301,Center,7.640451648338355,802.0007291980185
302,Suburb,27.046912756645373,904.1149852753686
303,University,12.902378011757898,854.571326403671
304,Center,16.10796851179972,1019.1123566920268
305,Suburb,39.41779212929334,1334.7270016167079
306,Suburb,10.761004880717163,658.7033066086777
307,Suburb,34.31434638454182,1016.8141500552221
308,Suburb,5.65596318591677,602.2186136663138
309,Center,18.255927728994777,909.0210744686467
310,University,13.29230374275373,891.1541663006612
311,Center,12.837323523503251,901.9607998986709
312,University,32.34743719013663,1283.8251530460368
313,University,8.949457698216158,746.7691190847536
314,Suburb,29.7018618622567,925.2982292866743
315,Suburb,39.999240632079314,1125.4122293122703
316,University,37.27567855490336,1327.4427861083186
317,Center,19.00760694354444,1006.6652714115129
318,Center,18.32358988774661,1081.9037133842066
319,Suburb,20.324348146770998,972.3174500216671
320,University,11.552193661603416,938.5708145495223
321,University,6.543541004353445,783.1226468798963
322,Industrial,35.248020559796785,1167.1362988642227
323,Center,20.80463098708117,1071.6769610618046
324,Suburb,14.915361130899967,871.7633378496486
325,Center,29.107422821162338,1033.7456049388263
326,Industrial,32.18204773323862,1009.1800810458453
327,University,18.747472056021415,981.1056318680086
328,University,6.460750200673193,725.8643244869945
329,Industrial,21.894216325223663,906.6813112251954
330,University,25.000243613067326,985.7977682060609
331,Suburb,5.112409576571282,492.21727195812684
332,Suburb,16.003082042557523,783.7853087019421
333,Industrial,35.75588082082605,962.9095214868922
334,Suburb,10.035658389371132,810.9562122411529
335,Center,18.122657432142848,1049.1098625099978
336,Suburb,14.780026580104142,756.7918524883004
337,Suburb,38.00230788782579,1249.4946562290133
338,Industrial,6.613278364034957,551.0760658689214
339,Center,18.11128187246691,945.8523227938633
340,Center,39.19664850198688,1451.8452224108023
341,Suburb,35.969600121821365,1285.0978424024006
342,Center,14.671152180147137,998.4758408266774
343,Center,34.557097253974355,1283.8517289952865
344,Suburb,39.54928561684244,1220.0487200214452
345,Suburb,10.377997472634947,703.5660605327494
346,Suburb,36.381611381888696,1216.326618016741
347,Center,14.397698773215216,1015.9647156226092
348,Suburb,39.4467540874687,1234.6851732223404
349,Center,16.40441791373635,969.1950067240497
350,University,32.45982887361586,1132.3258845104695
351,University,39.83238516885891,1353.2307316536383
352,University,11.864508827377978,811.6719934174138
353,Industrial,20.178911371720886,799.0920300569536
354,Suburb,21.293601906648448,802.0292952672
355,Center,37.41281732216759,1298.7031061837447
356,University,9.822069103572506,751.0906563139359
357,Center,13.396015564257754,968.3849647740763
358,Center,23.66215323347052,1042.647640512197
359,University,28.74404516149571,1082.9705072096372
360,Center,16.48615657924997,1056.4286788720335
361,Center,39.86534757178439,1433.9666948561498
362,University,6.967051200497525,652.5691408077619
363,University,20.233659898803865,1022.4919222547658
364,Suburb,9.294752560486799,745.7992703179204
365,Suburb,32.6790051490087,1076.4839900086536
366,University,36.9528601909571,1251.4887417002888
367,University,17.700027025504028,868.2133928042658
368,Industrial,28.015983102133504,990.1865045832416
369,Center,25.408999864862952,1093.2044807783925
370,Suburb,8.970768583275472,687.5878530614862
371,Center,29.88794857119211,1129.5673669110936
372,Center,18.478969605036827,818.5889934726424
373,University,28.047052417730605,1031.3388971044699
374,Suburb,35.88435501836247,1131.150054406587
375,Center,6.799157783776088,783.3145000406208
376,Center,29.926934597020683,1196.3336024015234
377,Suburb,24.711994326694835,703.2031613710327
378,Center,27.74834104234074,1215.4309459486137
379,University,23.562834090716272,979.6801245414133
380,Center,36.922896551316136,1426.4149601502208
381,Industrial,15.164699382211468,589.5523197008391
382,Suburb,10.618713898500657,591.2478221047757
383,Suburb,28.825775630172508,1046.726136509114
384,Industrial,22.641820707243767,699.9438768995145
385,University,13.173991201585148,888.5116417320985
386,University,10.842675997101104,791.5714120282823
387,Suburb,9.378607014644016,743.7079135331543
388,Industrial,29.407387178196323,870.9895917069065
389,Suburb,9.799206963820854,765.1859939751445
390,Suburb,5.6124454299760576,653.0118074910732
391,Suburb,11.54283624593197,851.0432357768905
392,Suburb,9.226865045402882,619.8921079399965
393,Center,5.041340188731598,708.1776394629366
394,University,17.573603811569907,1021.5597504945066
395,Center,30.61575148152309,1116.842182517087
396,Suburb,34.635057699581054,1044.358230938416
397,Suburb,7.734495686217586,678.3687133282225
398,Center,32.19394293597865,1446.2426257931281
399,Center,30.496608261537155,1232.9920588146756
400,Suburb,10.116591675726381,793.55756951486
