repetition,first_stage,reduced_form,iv_ratio
62,1.8421238932570005,3.2900763705163527,1.7860233953641813
63,1.6940837169647298,2.9509838423125316,1.7419350724884926
64,1.6994325885846322,2.7383974218256313,1.6113598387013974
65,1.7596064701472967,3.2784661625943485,1.863181465978531
66,1.7586932279996048,3.4606083979849345,1.9677157692368803
67,1.6108253373494064,2.430297683182431,1.508728244355441
68,1.672343989458943,2.8868221369937004,1.7262131207394003
69,1.7206725360984048,2.839826363780425,1.6504165111042466
70,1.5894241119729917,2.433107971827397,1.5308110362105425
71,1.670705339532285,2.9513764662770043,1.7665451809133763
72,1.7050060228258945,2.8398965705307617,1.6656226033875752
73,1.8089454057152652,3.4309777626411275,1.8966729188184115
74,1.656249254470026,3.1380792828899686,1.8946902312080467
75,1.5576635040031996,2.383616870083941,1.5302514721299167
76,1.6880359644360352,3.0865215868736797,1.828469091832929
77,1.5538851504788491,2.892977346482809,1.8617703796135137
78,1.6886492098988175,3.1064299769224064,1.8395946053879013
79,1.6054049453000607,2.81702479271015,1.7547129158641215
80,1.776438883348981,2.9476284984167833,1.6592906888301444
81,1.6233768548703553,2.3181510450064593,1.4279808400937128
82,1.4801406784776643,1.9854535949799796,1.341395195639129
83,1.6548224157761349,2.939517537219608,1.7763341305966858
84,1.7743537966300187,3.106319482670294,1.7506764933634098
85,1.7458090841214426,3.178447690652469,1.8206158505882584
86,1.559347633165667,2.691882572179665,1.7262876570472059
87,1.9517511251551234,3.616444513582586,1.8529229813023185
88,1.7632447874033386,3.1072418331939957,1.7622294166937018
89,1.7614305913007742,2.951196883663229,1.6754545414610071
90,1.7367850606999313,3.199536007443527,1.8422176006938367
91,1.7368025338109183,3.3136980419432973,1.907930220871069
92,1.5712397495816377,2.5379669163410554,1.6152639449306325
93,1.6447544668394332,2.987571362250897,1.8164239237433573
94,1.673774897515298,2.8721401398328013,1.7159655961482423
95,1.7479521221675465,3.0944276585445323,1.770316028283023
96,1.6941871092928567,2.7232609970097457,1.6074145423916124
97,1.448675088036288,2.5787192044221,1.780053530096671
98,1.6507539030810603,2.801571693746631,1.6971467936665903
99,1.5826842886479224,2.704399822672471,1.7087424460268215
100,1.524550169329049,2.1757357027278985,1.4271328989359757
101,1.675782023365311,2.9926603529450446,1.7858291300530689
102,1.5692427802126303,2.6802730664528838,1.7080040770298845
103,1.716986999968407,3.245624606213312,1.8903023763563918
104,1.7198881803456687,2.7115514655988164,1.576585906331329
105,1.8609402896243332,3.3347670918344434,1.7919796300974442
106,1.6185437449320395,2.7909529314132726,1.7243605186157394
107,1.6666236467786568,2.829213801906306,1.69757209876073
108,1.765845734034791,2.969705132049441,1.6817466411768285
109,1.668095507302459,2.903998911349447,1.7409068597310802
110,1.6196951571738138,2.6485403335995628,1.6352091452943331
111,1.592221218220893,2.6299909601936236,1.6517748476761964
112,1.6189631117997236,2.840171272825266,1.754315000832838
113,1.573926346803369,2.617333068147474,1.6629323687625248
114,1.7233843490966376,3.2748450268628204,1.9002406680665438
115,1.4719825105323432,2.2238452266991544,1.5107823705696746
116,1.7478361562363847,2.905907089352688,1.6625740799469313
117,1.651744434906973,2.581085355640923,1.5626420777293497
118,1.591344769158565,2.630607273167783,1.653071869874393
119,1.6823977823879894,2.911458555703966,1.7305411277774345
120,1.7124709372337936,2.9762127363077298,1.7379639394729214
121,1.6358943508269193,2.6646703976074235,1.6288768258539885
122,1.7057113620186615,3.055018953549478,1.791052707730075
123,1.597384156099413,2.615065285236966,1.6370922894481355
124,1.5587978689409498,2.286469086247422,1.4668156351797255
125,1.6863710875159652,3.071623873606768,1.8214400711359968
126,1.57794635950623,2.8969353722958004,1.8358896389876698
127,1.5841407011836957,2.3658712240921886,1.4934729107865048
128,1.6451743277745068,2.4036762313280775,1.4610465230025966
129,1.6333609966386544,2.8376352429442733,1.7372982756316167
130,1.7664098833719062,3.253662129487502,1.8419632725766766
131,1.77069083977959,2.889676041253928,1.6319483764955975
132,1.7626089405110075,3.44902093638229,1.9567703630178828
133,1.6903158071460862,2.48561757098679,1.4705048373081737
134,1.588343597977599,2.488827025859507,1.5669323873175003
135,1.5873399838476525,2.692536600978819,1.6962570264576915
136,1.7160221761429826,3.2019724213261185,1.8659271808031246
137,1.693259717215973,2.581177814089429,1.5243838779400924
138,1.7807231694169043,2.7939979729724485,1.569024327283471
139,1.7613629831827795,3.3624602076819485,1.9090103742307503
140,1.6802041377025114,2.785173619123036,1.6576400192249525
141,1.8475764250730402,3.5591963984299113,1.9264136249677497
142,1.783217474893169,3.229672649396285,1.8111490577388896
143,1.8666560067417777,3.4361905288695453,1.8408268671137584
144,1.5263595201238198,2.544780319927355,1.667222097006949
145,1.672050650176516,2.7041544125383012,1.6172682402012328
146,1.7231351422316952,2.4202828136114363,1.4045809607694726
147,1.6853791208535243,2.8041187918758794,1.6637911062146025
148,1.5063073584193587,2.5348282302376006,1.6828094319990037
149,1.813734781641855,3.329840301290176,1.8359025448450021
150,1.6352227938544037,3.0847697466338815,1.8864522670716526
151,1.6311353565408904,2.895502982894193,1.77514574206436
152,1.6270801458584991,2.1794682524256785,1.339496556437742
153,1.6371407443851709,2.797010748857346,1.7084729938156693
154,1.6368771876874852,2.926274345624762,1.7877177149489667
155,1.617962964673104,2.5503809920879092,1.5762913291425016
156,1.6431745499176473,2.527772534525802,1.5383469362110611
157,1.5862666250206197,3.093069201235764,1.949904985989072
158,1.584065369329627,2.5890473856302876,1.6344321615502313
159,1.650680977999381,2.8780886377080463,1.7435765457213173
160,1.7858554891025609,3.4341607669932017,1.922977972153255
161,1.6555830306696964,2.3839505651697905,1.4399462431101773
162,1.6376990334239954,2.725425342343847,1.6641796121999923
163,1.6253185640228274,2.529769507139264,1.55647610452306
164,1.6568499898269176,2.7785383328746676,1.6770005431601729
165,1.8439960211283855,3.3743990754840567,1.8299383712439796
166,1.6730228656255581,3.02497588850121,1.808089985291471
167,1.769975491977969,3.228412651102083,1.8239872053224266
168,1.7477023274578456,3.365238720452844,1.9255216792826597
169,1.666867811701371,2.7452404868818405,1.6469455271799718
170,1.6237516571214097,2.862554168579919,1.7629260952716508
171,1.5725996645898197,2.651856415055427,1.6862883000468585
172,1.7279995958057484,3.3263575216877115,1.9249758679119744
173,1.5341567765134203,2.615028423326244,1.7045379346882992
174,1.6725379623344283,3.031747674649104,1.8126629965502081
175,1.6942214079625155,2.9940510655279553,1.7672135716480089
176,1.6921339755320959,2.821951763107336,1.667688140485428
177,1.788460528554534,3.300507108001348,1.845445876666273
178,1.7035979647342765,3.221516493294793,1.891007479453803
179,1.54144768632285,2.3452418707302627,1.5214540795249936
180,1.6606615302693424,2.466293487161927,1.4851271268757091
181,1.5710670879807176,2.8092132664092517,1.788092493249232
182,1.532554317442178,3.0282790504584014,1.975968496511482
183,1.475118409485692,2.009363579249893,1.362171040866115
184,1.8121700184014968,3.2961820245905784,1.8189143353657946
185,1.6379347785560103,2.6901219283067874,1.6423864756558724
186,1.5747806543658396,2.42099750758711,1.537355377636411
187,1.8371845679931094,3.148222486211381,1.713612524870277
188,1.6168415330121018,2.7644273746113726,1.7097701402198464
189,1.5801945971917095,2.486567023550748,1.5735827903536852
190,1.4317195435747327,1.8624140779451537,1.3008232557160309
191,1.7097214844996735,3.2071540407104635,1.8758342044517227
192,1.6493424752321648,2.5744386215260278,1.5608878448144279
193,1.6517608079496928,2.736824310980481,1.6569132151631942
194,1.5799150879512294,2.401273291670371,1.5198749033938566
195,1.617038174858651,2.8237418664176133,1.746243168726949
196,1.789910802784052,3.3963462227019647,1.8974946781813042
197,1.788969184458678,3.128322908674363,1.7486734460554494
198,1.8058116101469421,3.448073269685139,1.9094313328756165
199,1.6494949969896413,2.492712515585474,1.511197378673303
200,1.6807434441287472,2.861682960811663,1.7026292565996495
201,1.7223042858272646,2.5368443861165133,1.4729362325763506
202,1.67170228209983,2.9284434441592353,1.751773312458968
203,1.8231840704783226,3.122140057084991,1.712465629576217
204,1.7884542992003623,3.0324133742768424,1.6955498251382035
205,1.6490515191779689,2.552244831312997,1.5477047270089284
206,1.636879895287289,2.514567611371227,1.5361955502116391
207,1.6690656087914877,2.8775143227711624,1.724027088937906
208,1.587389611668957,2.658359527662782,1.6746736328126928
209,1.6721173494744386,2.743675164590215,1.6408388833789544
210,1.7745430344170854,3.1091782977589304,1.7521008155095295
211,1.6207259500142124,2.7213200256518277,1.6790747538952924
212,1.6367076341763207,2.6590353900860393,1.6246245417094354
213,1.6391155132573993,2.79338401548236,1.7042020485371976
214,1.726599484772253,2.770682188214316,1.6047046304892085
215,1.7134784790485325,2.998038055794396,1.7496794342343647
216,1.680531317522957,2.743179852006371,1.6323289089606017
217,1.6835924553798276,2.9648226435987795,1.7610096993039206
218,1.6175933977745167,2.6037318398392486,1.6096330780166759
219,1.5456799697301264,2.388893454188171,1.545529152846089
220,1.7335616644647591,3.005006803113453,1.7334294272371644
221,1.567974762007303,2.5870448576795866,1.6499276138652141
222,1.7352569715236756,3.1652902291728964,1.8241046030165506
223,1.6247873521306282,2.6316496275247943,1.6196886466858817
224,1.6814731323798697,2.75463629190282,1.6382279555094945
225,1.7959159819837123,3.189150322828965,1.7757792429166592
226,1.6385859963974867,2.6539811892265135,1.619677694708379
227,1.4959905305882848,1.9761629284026228,1.3209728858547751
228,1.7357883200255295,2.8649308620001435,1.6505070514347089
229,1.6565425264479359,2.7191882044639684,1.6414840917453686
230,1.587117492831177,2.5287340267806613,1.5932872255536563
231,1.610450614890948,2.729998833514351,1.6951769947315107
232,1.896811827370639,3.4144511520430996,1.8001000957360187
233,1.6955116131365044,2.6185793785993496,1.5444184270464973
234,1.5810338408320848,2.591126982613808,1.638881417775422
235,1.6456984567388397,2.400738031441435,1.4587958210757528
236,1.5868682604438868,2.2646265030172614,1.4271042905501108
237,1.709531877801756,2.898250382097011,1.695347375343359
238,1.7545459615503167,3.14258687522225,1.7911111729700488
239,1.5740808564931668,2.3773227267902683,1.5102926364828633
240,1.8490791772264834,3.6516479322288404,1.9748467113810186
241,1.6769232138142067,2.908407185645437,1.7343711159142388
242,1.7571793456488798,3.140993327671737,1.7875200590363478
243,1.4338395359821225,2.0248733644423,1.4122036069087347
244,1.845079616250032,3.386568095140099,1.8354590584134314
245,1.6561853340489927,2.4620820805413217,1.4865981662342684
246,1.6381443513722878,2.91010615373596,1.7764650296526912
247,1.552741197440877,2.854857395636678,1.8385919046534356
248,1.757250279795525,3.423947221325477,1.9484687302049486
249,1.6582003913301109,2.8128545728652767,1.6963297003017652
250,1.5129287553606432,2.015883728264285,1.3324379757616216
251,1.7097120605076968,3.2019889060141153,1.8728234888062314
252,1.7967162339827571,3.1202000271230332,1.7366125869562201
253,1.6789308791364177,2.8050212729337574,1.6707187340413683
254,1.6664342291035614,2.800023343981316,1.6802483380862594
255,1.8765743630764065,3.3838318818601607,1.8031962646621666
256,1.6599036279986363,2.9320316751300908,1.766386689970232
257,1.564258415407307,2.3255272797847013,1.4866643879804045
258,1.5581414761326247,2.3493635889892417,1.5077986338060039
259,1.8584115297087793,3.049541016212281,1.6409395698756541
260,1.5900551575924124,2.55837048681213,1.6089822259284992
261,1.6308059538818322,2.635350962193776,1.6159807093669298
262,1.8782917767039224,3.5478741730387355,1.8888834083406583
263,1.5997649382753154,2.288014979798632,1.4302194810353261
264,1.8388555735498662,3.630168541036525,1.9741455464218827
265,1.6854825659471988,2.6208969914693157,1.5549831510695202
266,1.706020006405265,2.7533071645176292,1.6138774188932818
267,1.6740544855662731,2.609014509404034,1.5585003546174885
268,1.7143578267421637,2.7938981281076707,1.6297053535299477
269,1.7212915316536197,3.17464377109728,1.844338226684614
270,1.70928910801019,3.1120322536316323,1.8206587984723062
271,1.6089396263780837,2.572736216792755,1.5990259513865621
272,1.6104017820012229,2.753637861628043,1.7099073612587148
273,1.622792317738762,2.7582570195465976,1.6996981002412062
274,1.786967421845094,3.0238934911448325,1.692192848162043
275,1.699754610291431,2.909170368122851,1.7115237402556949
276,1.6115645118679598,2.708057977941003,1.6803906750230562
277,1.6754616388566281,2.758660250626143,1.6465075574685872
278,1.7435354127646716,2.923537115127111,1.6767867711338
279,1.7954751288552704,3.3543592135896816,1.8682292835369427
280,1.7816793962407032,3.004463247607049,1.6863096996835614
281,1.5759743657632763,2.303856685261607,1.461861775997735
282,1.8325129022357471,3.19128615807751,1.7414808671655186
283,1.8060150018611347,3.346532814516088,1.8529928107282714
284,1.6440314404233394,2.7924356926212752,1.698529373563696
285,1.547673573407507,2.7601962658760115,1.7834485987887598
286,1.5809664500469642,2.377698205287807,1.5039523483987753
287,1.7090209838744306,2.6608120700794586,1.5569218255280126
288,1.6309669718276045,3.0182739881956167,1.8506039915777353
289,1.747751449140866,2.8377594791436422,1.6236630675022963
290,1.7144152505479022,3.2766548413506555,1.9112375722879764
291,1.6507350862529802,2.716153890837802,1.6454208270348372
292,1.5913116783401704,2.826169209514582,1.7759997918587758
293,1.5301240930307551,2.3767520732924297,1.5533067442815944
294,1.8082438174217395,3.492537269669697,1.9314526260344056
295,1.6580096968675087,2.6956385927732427,1.6258280020111673
296,1.5307450978400046,2.4382969859557804,1.592882439667061
297,1.6709254975143508,2.819506257846932,1.6873919645377344
298,1.8762179926751097,3.5532761332467047,1.8938503665986313
299,1.6947737646055003,2.9632065086999546,1.748437797766897
300,1.605774536197427,2.682757359605631,1.6706936740686933
301,1.5729806670704796,2.45638512364998,1.561611769981098
302,1.694799356323815,2.7828815768651793,1.6420124107797165
303,1.3771325807489256,2.157009804741577,1.5663051146234088
304,1.6348833363726507,2.578051663843908,1.576902526613235
305,1.5181476119142485,2.2804158807189836,1.5021041846145533
306,1.7198827360449713,3.3410730498006416,1.9426167725154022
307,1.6976859718564932,2.866989180865609,1.6887629563967193
308,1.4996733196174783,2.3277749540836368,1.5521880156388874
309,1.7713168830659982,2.841882778676542,1.604389821971033
310,1.8462172501555647,3.310744248252327,1.7932582137737902
311,1.7388416550879173,3.247026448403183,1.8673502782166846
312,1.5691312116637983,2.4121114101120043,1.537227347325765
313,1.7357012142601196,3.0500003315457107,1.7572150704784981
314,1.5017571982238642,2.0256616980933657,1.3488609879740387
315,1.6839322169750088,2.7890655971090226,1.6562813924418283
316,1.6627642485792569,2.5642702855592674,1.542173093840753
317,1.801512362054898,3.245629171047426,1.8016135994455758
318,1.9094315262530897,3.6634149568506515,1.918589332207913
319,1.641926948380621,2.9508592068792083,1.7971927495249072
320,1.6402626122548583,3.0441715342839473,1.8559049700579011
321,1.7675217850913765,3.176144329476152,1.7969477696208158
322,1.8617072135040031,3.5322037611606376,1.897292837208552
323,1.8324313591469807,3.228742445053733,1.7619991215151176
324,1.823990856904256,3.36709113479467,1.8460022000929435
325,1.6413148197097447,2.521059147574114,1.5359997468492645
326,1.4818373180822633,2.1960671694340377,1.481989380775012
327,1.7717721056510654,3.4506913844628997,1.9475932448969724
328,1.6141978250885054,2.3809514190599472,1.475005963986726
329,1.6103609191268942,2.754605202321031,1.7105514481899644
330,1.6902852020491919,3.018516669287145,1.785803168381106
331,1.6932796738787257,2.677182940360659,1.5810636492364825
332,1.5543056275009337,2.3689486829168658,1.5241202508709586
333,1.6430003684943733,2.700072113540813,1.643378884945186
334,1.7450154505912032,3.0051170530292666,1.722114868387639
335,1.621223564175993,2.61624425101202,1.6137467458670691
336,1.8154752193105808,3.3280818363603046,1.833173926562396
337,1.4840197080148527,2.5770010628253317,1.7365005659342228
338,1.556254880507428,2.490551875690123,1.60034960011053
339,1.7198221344678428,2.8033873984413873,1.630044957706529
340,1.8051573348248633,3.171142847426758,1.7567127176393313
341,1.5724372681198173,2.2801485186577253,1.4500728041024664
342,1.598891370746815,2.900194845445725,1.8138786027040055
343,1.7157043120005042,2.959001855854808,1.724657235607588
344,1.814832303767556,3.039334065857112,1.6747189586318882
345,1.7232094743373385,3.068756982812104,1.7808380400137929
346,1.6688848295064806,2.941148032054322,1.762343320553805
347,1.5741507371802945,2.3551593937439605,1.4961460412378624
348,1.650876964133559,2.844600823860418,1.7230846911437576
349,1.7255294241845445,2.6541376279470086,1.5381584287971841
350,1.6322366001432125,2.8530713697876777,1.74795208582956
351,1.7374265981860948,3.3073608365466143,1.9035974469364978
352,1.6504908897266477,3.0307542823701183,1.8362744691502466
353,1.6027254856889237,2.6781447403650205,1.6709940437578013
354,1.6772034089590642,2.7938646630396704,1.665787612948896
355,1.499017730360456,2.162468200376857,1.442590141917045
356,1.8551089818061413,3.5036038453135205,1.8886242693420623
357,1.6496109265825578,2.917641217439339,1.7686844639685528
358,1.6037172735338343,2.774010470656428,1.7297378512010544
359,1.6887211619877427,3.0477022617207936,1.804739781985935
360,1.758592956882663,3.2833858132845677,1.8670527482975936
361,1.643601307956959,2.759848323837346,1.6791470720280166
362,1.695296686562871,2.9943457984204827,1.7662665314891688
363,1.7673685485440909,3.4437592254180487,1.9485235426730445
364,1.6731489876966534,2.785233802587534,1.6646657429006584
365,1.7475186764437285,3.278726120725601,1.87621807132725
366,1.6168909620844119,2.829317996756089,1.7498508329273355
367,1.7682869380423263,3.2026733243912773,1.8111728676438468
368,1.6607921027865962,2.6105593934420455,1.571876087959391
369,1.5592429888915582,2.320669726360812,1.4883310317210663
370,1.5478415446348808,1.9206924148103397,1.2408843925063469
371,1.4430347446638454,2.1838323203150125,1.5133608725573242
372,1.666893263072136,2.9972383773832405,1.7980985608276063
373,1.8888912238432143,3.4823849298959573,1.843613272134621
374,1.6751049917163054,2.6579904401044914,1.586760503519917
375,1.818291891592008,3.1943770702411527,1.7568010312383404
376,1.7794624594334953,2.849579758352398,1.6013711012816658
377,1.7617223797907609,3.071206795153337,1.743297826254613
378,1.5903001482565169,2.499938175363255,1.5719914118752962
379,1.534861955404134,2.188867644005448,1.4261006576510735
380,1.695404611881011,2.5076242942193687,1.4790712946316804
381,1.7882344085860582,3.2402892939304166,1.8120047787764502
382,1.7991265521355486,3.0775746182281267,1.7105937403764457
383,1.8285968750671737,3.1132036563835115,1.702509557372588
384,1.5925534181293948,2.451140165856245,1.539125870412147
385,1.56683530252226,2.579173263511734,1.6461036200549175
386,1.5700357498764008,2.478981643121358,1.578933246148384
387,1.6116294841001952,2.5631253464816766,1.5903936802898095
388,1.5654350669657195,2.8509107641343974,1.8211619404056876
389,1.5242250376062123,2.278653128551575,1.494958468947727
390,1.8639291096043038,3.3136822026560324,1.7777941154422439
391,1.7180479611073802,3.16760004156707,1.8437203810802643
392,1.7122170719701588,2.713026777312656,1.5845109955543883
393,1.739647579659537,2.94828046356227,1.6947573163866168
394,1.6051605585547553,2.4802175600293523,1.5451523193807326
395,1.776469676922255,2.6254246606175045,1.4778888121333258
396,1.637402826609407,2.7447363512797125,1.6762743453688038
397,1.6772299205285366,2.8566547153768127,1.7031980412540042
398,1.755095297198515,2.9691594660526306,1.6917368935988868
399,1.5760751188990783,2.421175906324578,1.536205906236132
400,1.8078532966221488,3.3709327440988517,1.8646052477804536
401,1.7439777449679505,2.931330195049213,1.6808300470044604
402,1.650606105751888,3.041517637191795,1.8426671430530763
403,1.7258282154994111,2.8143496156244296,1.6307240722739187
404,1.7771455754207681,3.125261910938967,1.7585852021149198
405,1.5747136914488467,2.558518809121651,1.624751739325791
406,1.6847079247897216,2.9665308697287003,1.7608576692004168
407,1.688983016270007,2.6545553631448797,1.5716886064415658
408,1.6189464460147174,2.752820667794417,1.7003778442275859
409,1.6528840308477193,2.911740603028065,1.761612157106214
410,1.8331017844682223,3.119626489454916,1.701829388791911
411,1.6030451712336744,2.5498395012035218,1.5906223648340563
412,1.758301737429773,3.335656364725054,1.897089841702031
413,1.5764612995531224,2.348213424510554,1.4895471428167626
414,1.5835571276278306,2.4834840165496317,1.5682945523221459
415,1.6281403461718877,2.502837735082096,1.5372370944352631
416,1.7657720726170132,3.3289535019923804,1.8852679536711718
417,1.8724080393676399,3.38279555140754,1.8066551095080732
418,1.6451546632793161,2.9223658352649906,1.7763471730006142
419,1.6403511039958196,2.6034077442704486,1.5871039669060285
420,1.60240879348311,2.842161888819639,1.7736809111248781
421,1.6530779630786576,2.767712837976397,1.6742784670735473
422,1.6309926363771134,2.63357081577837,1.6147042954333997
423,1.7367853543692349,2.9875283741450573,1.7201482996326087
424,1.641546608289565,2.6810324542863597,1.633235657609444
425,1.5921867438634678,2.173988048174067,1.3654102174590705
426,1.8142693209306027,2.9822015005373856,1.643747962958283
427,1.702009325595552,3.1070878802414867,1.8255410434688906
428,1.7664613349774696,3.2326321480644253,1.8300044750799236
429,1.846200751231084,3.4237647178244544,1.85449210522822
430,1.6536286367835473,2.7413296670087917,1.6577662033846476
431,1.6253308755791331,2.3049924369939774,1.4181681229507617
432,1.6067318730817601,2.200423442106249,1.3695025778543688
433,1.6958469643455616,3.199815012591131,1.8868536370709372
434,1.7401828024407189,2.8820631585627936,1.6561841402641801
435,1.653595416804979,2.8040669510326452,1.6957394309005576
436,1.5688074810653483,2.172012906862875,1.3844993302734006
437,1.5410039591565798,2.3185463004449502,1.5045686850239721
438,1.6438805199889956,2.732256165262392,1.6620770986936946
439,1.758956567554881,3.398184048382177,1.9319317549187585
440,1.5854667577226418,2.430069281379261,1.5327153783216514
441,1.4419761193787142,2.6067095845551975,1.8077342263326228
442,1.518471895672993,2.256574656132692,1.4860825956430155
443,1.6972551202860502,3.0815280575834905,1.8155950868860182
444,1.7835051620348015,2.8670401969657675,1.607531202037431
445,1.5357019582149505,2.650850021337,1.7261487537713769
446,1.7494595404644249,3.1651682707651787,1.809226333936782
447,1.7225781553847703,2.9841172119732846,1.7323551925031382
448,1.6580710146691586,3.0071382522025942,1.813636584680675
449,1.8220137528396925,3.459749606430158,1.8988603137808255
450,1.5740629596651476,2.6113467108100537,1.6589849184721104
451,1.6656665554105547,2.590878800868282,1.5554606607501225
452,1.5564994341279237,2.5226443103302714,1.620716496915182
453,1.6625654987404632,2.533643207905243,1.5239358749021896
454,1.7284872984680149,3.3761734145954776,1.9532532391692046
455,1.711076271185517,3.2716465388194464,1.9120401550263393
456,1.577496237598421,2.4463014188905063,1.5507494475009043
457,1.5260102046481434,2.3180666912681005,1.5190374770806883
458,1.6546654020895417,2.7486129724974546,1.6611291739263152
459,1.7973877498964497,3.0296169859045534,1.685566726533601
460,1.672933418156623,3.0982635634716544,1.851994544340909
461,1.5559463405942697,2.5461226752756616,1.6363820582033757
462,1.5736557883633013,2.834867681041075,1.8014534703230822
463,1.7276160273264975,3.302204857293141,1.9114229117238133
464,1.6450385551252864,2.568375181448708,1.5612857057037792
465,1.6533943769261978,2.601228000930611,1.573265300300898
466,1.6743342081759902,2.7515171144686974,1.6433499960955726
467,1.825155558986626,3.314088680053402,1.8157842293143882
468,1.5996507897100742,2.5927258355284124,1.6208073988437979
469,1.5501130496372517,2.4966889124923313,1.6106495671890457
470,1.644497949526161,2.8703246555970736,1.7454109057564453
471,1.5967299287762837,2.843473073692415,1.7808102813427076
472,1.6056912623784216,2.6365626371426814,1.6420109512443177
473,1.6693570718827038,2.9884219514855204,1.790163411902747
474,1.774466279474376,3.4197607408842785,1.9272052562741648
475,1.8410474664586176,3.536008200390995,1.9206502085428314
476,1.666269310140541,3.058586250100248,1.8355893801118335
477,1.7220363454275334,2.9380856703583973,1.70616937218532
478,1.5798075407291108,2.6720787706569453,1.6913951236260911
479,1.8165899077960606,3.341358071549834,1.8393573900251743
480,1.7292849546266942,3.5584954069160233,2.0577842867338227
481,1.651371168616082,2.3865979182510486,1.445221984983011
482,1.4835768628484047,2.356434472231143,1.588346739047203
483,1.5729585708371172,2.248777830973431,1.4296484806822647
484,1.5395881809632515,2.2419922002254253,1.4562285083422186
485,1.6786151686666424,2.9487165933486565,1.7566364515166875
486,1.8183334445591837,3.214576702280276,1.7678697556264669
487,1.7549545063685177,3.260573404780878,1.8579247455980492
488,1.594422874544819,2.5094888585927038,1.5739167435797863
489,1.6892951992157612,2.5170215948514922,1.489983275877416
490,1.6033531680640931,2.526846965105136,1.575976531830526
491,1.7496917668764271,3.0808787358035374,1.760812272268711
492,1.6355449132888344,3.1858384941581264,1.947875884222516
493,1.6564106442489213,2.7309209731702495,1.6486980343020867
494,1.5528169231361288,2.062688171093342,1.328352454407476
495,1.8481929700228157,3.553672501556619,1.9227821765347097
496,1.6152446223455588,2.399395368942912,1.4854687245196692
