applicant_id,preparation_hours,experience_years,mentor_program,received_offer,oracle_offer_probability
376,2.470002805429483,10.83448924832674,1,0,0.10215679942426593
377,18.494286544734933,8.413530421897221,0,0,0.12867304798854712
378,10.414343884245605,0.8952633185904015,1,0,0.042760347539868425
379,45.28138119359527,3.3095137443102245,1,1,0.648932125798354
380,1.5625489859811093,0.9514738398422158,1,0,0.019080803814814747
381,59.34564321585178,7.753415672143087,1,1,0.9373748775190042
382,31.867593253594258,11.16769124764804,0,1,0.456591771003874
383,18.226907737174404,10.71312602817655,0,0,0.17548925759240916
384,58.42126572243755,7.792474008865211,0,1,0.8550462487755331
385,50.47132090814724,1.8719766142333971,0,0,0.5032528317816707
386,40.91388911933581,4.123054435047139,1,1,0.5836411267005
387,26.60708295449244,0.7227802432777755,0,0,0.07947845130891015
388,52.688414019242046,10.574132767852015,0,1,0.8459263940697909
389,18.191271877412778,6.4235152893935545,0,0,0.09280713272864159
390,19.384229205705527,0.7518730277707091,0,0,0.04185933330718461
391,23.53776326526749,10.391399622623549,1,1,0.43846981600280655
392,27.599798044559147,10.368273009297118,0,0,0.3284039200050108
393,0.6017528635018077,3.1304661993595997,1,0,0.02507096636892575
394,44.99427188781793,5.97362745888339,1,0,0.7388446993950748
395,4.788808197184508,10.242851912889604,1,1,0.11367115176720355
396,33.59038286779487,10.00305849656917,0,1,0.448089307858504
397,16.72417696626805,3.6627584932648767,1,0,0.11521606886806711
398,0.0703258671261886,10.052701251676483,0,0,0.032787850364143785
399,7.344947112746148,3.4859793298215016,0,0,0.02167646033923675
400,34.16270440699927,3.7527222849568975,1,1,0.40936760108498754
401,24.24105457134249,11.02427944533456,1,1,0.48176501348954615
402,48.32048768533603,6.816873206867397,0,1,0.6568560322388513
403,32.37759187361215,11.987207021252773,0,0,0.5034240518746472
404,23.926441431612066,2.4521699262013303,0,0,0.08240430628380599
405,43.43681196021039,8.49671358869196,1,0,0.7893377971592747
406,27.87445485536931,5.135639967032573,1,1,0.32544318740572153
407,4.21639852070649,7.520921364020262,1,1,0.0710358473837346
408,52.932951118138426,7.1638926511567345,0,1,0.7588696027977507
409,8.169211129409701,7.070552197925956,0,0,0.04221163003541737
410,22.012730826966106,4.120658171992776,1,1,0.18873073747207256
411,8.811991074602501,8.054821476240056,1,0,0.11470663601385205
412,53.941715142506496,10.473537693361251,0,1,0.8587521679408848
413,9.765472085784062,3.5882790360733985,0,0,0.027591379631047273
414,31.587352679381603,5.400124947614765,0,1,0.2348400497246289
415,16.083147604578194,6.962232188901077,1,0,0.17675030717469237
416,19.881153743224786,10.02253999820271,0,1,0.1813157347266236
417,30.309614149652486,7.469443141317225,0,1,0.278727719009261
418,34.570796271961186,7.177349925981641,1,0,0.5632530757174657
419,19.2413824687053,2.6066918306593454,0,0,0.05578067170639859
420,2.0765057393596154,1.081370863198087,1,0,0.02045423699518365
421,26.31221003501321,9.41903305811315,0,0,0.26911753818134393
422,29.099499642925966,9.19675439467444,0,0,0.3160251634200535
423,52.75812669781441,8.631642399379373,0,1,0.7988948202267465
424,23.069794985410212,10.089618866825912,1,0,0.415048327117542
425,56.91056240998613,3.436563360702352,0,0,0.7090385679540961
426,15.150793195936656,0.7870409402192227,1,0,0.06435161689352761
427,33.308982890194294,4.450029818937184,0,0,0.2352065818182455
428,16.950592438446247,10.041514853920114,0,0,0.14397792277733826
429,7.475796893174412,3.020446074532479,1,0,0.046250734724488096
430,43.419971226304874,3.339000205600117,1,1,0.6088610710508193
431,44.611603265098935,7.366710860300782,0,1,0.5963893756333385
432,56.80566732008451,8.60825043698724,1,1,0.9314986297109192
433,42.89405837206388,10.169376172356252,0,0,0.6690141298470629
434,2.045196087097434,8.99490322864986,0,0,0.033035698680947884
435,1.3234100213260858,5.349746168996605,1,0,0.038611842805518264
436,17.09899563081232,11.10675450285692,0,1,0.16974336830118142
437,11.923863127383452,0.13557187309589525,0,0,0.01899902512890317
438,28.166710292665133,7.111564641090368,0,1,0.22878287602607292
439,10.682882304934935,0.35954129070605134,0,0,0.017567100865133974
440,9.927997841695204,10.245911281123123,1,1,0.17292530298007205
441,36.44191787488455,10.398658027326123,1,1,0.7270594142913339
442,12.885270300471186,8.176425734806427,0,0,0.07685207998689979
443,59.26696658376296,5.613676908319678,0,1,0.81527946573573
444,3.909290793906257,9.486660640723965,1,0,0.0939880315740266
445,33.587267281838926,11.40427470372543,0,1,0.5073787371273839
