learner_id,study_hours_per_week,completed,oracle_completion_probability
113,0.27369153163781523,0,0.01234219214344857
114,6.201067554248827,0,0.1378169851795458
115,3.2625661948083113,0,0.04322717897825465
116,10.226164823129546,1,0.4743352938586013
117,7.8981257133635,1,0.24902745471739204
118,17.579091087388317,1,0.9551698882661238
119,7.244438595174098,0,0.20022456760793822
120,15.35379703984324,1,0.8911102958385912
121,14.375397202865422,1,0.8430925764395266
122,15.918923815291752,1,0.9125469326277762
123,10.255437652595777,1,0.4774748048147525
124,6.654140044652438,0,0.16263933750351034
125,20.988756012625412,1,0.9892831687089977
126,1.9400656425220515,0,0.024946184657916946
127,10.350693356075986,1,0.48770201661454293
128,19.7582151836716,1,0.9819435795861837
129,7.256349220287359,1,0.20104596775753347
130,13.59717690646741,1,0.7936036932209297
131,3.4715024515314914,0,0.04709923789358715
132,8.253882909665041,0,0.27871786278076177
133,17.420481678177737,1,0.9521570911609535
134,11.483500410006167,0,0.6077597631499515
135,3.474109554453285,0,0.04714957737061275
136,5.163270474047936,0,0.09281032173296258
137,4.716372049520323,1,0.07784741441153681
138,14.45716172306294,1,0.8476877348028454
139,9.20813909820843,1,0.36807123351386867
140,9.922858067076781,0,0.4419699227421061
141,18.689045643712596,1,0.9717028684725152
142,12.209137705008795,1,0.6791632748803502
143,19.072689053456735,1,0.9759025402085482
144,6.170325257967864,0,0.13625374274617025
145,15.717023146995622,1,0.9053657850236159
146,14.192819906502017,1,0.8324250619817118
147,8.622929929743893,0,0.3117093267847257
148,16.660472556124372,1,0.9348688424777009
149,10.024116392122774,0,0.45273406569148245
150,20.1725320702792,1,0.9848455228603068
151,9.1626886051539,0,0.3635373022163836
152,8.15266701075383,1,0.270053100013051
153,7.204550158378589,0,0.19749204987852007
154,17.93618508854,1,0.9613041907353902
155,11.126848609037156,1,0.5706601131907509
156,5.472822782330486,0,0.10464129113013707
157,4.110269985899254,0,0.061077814580386795
158,8.92682600224661,1,0.340410637076128
159,4.851134576715786,1,0.08211042311664059
160,21.113348878534186,1,0.9898365312953544
161,10.701097255515402,1,0.5253462105305942
162,11.401930213886693,1,0.5993674057972807
163,0.38778348027981635,0,0.012954753383951483
164,0.9276425098260881,0,0.01628464855258699
165,20.757227610405856,1,0.9881745793181362
166,21.64540611332505,1,0.991898122907873
167,14.14360833138895,1,0.829452441748785
168,7.315556126208755,0,0.2051664915885363
169,19.21584152929112,1,0.9773084977353482
170,3.780362634686619,0,0.05343143997327915
171,7.564635812916298,0,0.2231840641985134
172,6.230291297103527,0,0.13931695272574665
173,20.35765139640894,1,0.9859888292147232
174,7.661821705158651,0,0.2305130234649458
175,17.116420769038967,1,0.9458364210756751
176,14.580457225307004,1,0.8544074980185763
177,5.592575168380343,0,0.10956494627549389
178,5.877329503659862,0,0.12209399711815186
179,18.865222675778206,1,0.9737130939871769
180,8.255068051374312,0,0.278820323567473
181,21.084794532786354,1,0.9897122629496374
182,12.7710716455759,0,0.729396100818616
183,8.507906156571206,0,0.30119783831799374
184,16.291150440624488,1,0.9245051856016432
185,10.391757946986894,0,0.49211463313774484
186,10.084100805541379,1,0.45913221168521223
187,15.779857452995897,1,0.9076554960019781
188,20.32851521427741,1,0.9858146909574834
189,6.150959836083465,0,0.13527669888144134
190,15.58561125583082,1,0.9004121864294324
191,3.288601570539914,0,0.04369257214864064
192,11.795807972035453,1,0.6392700654202368
193,6.875272388120225,0,0.17600778237882544
194,11.959364424987424,0,0.6553244016634615
195,9.277203672718949,1,0.37500543822713334
196,13.802766694102033,1,0.8077086401273624
197,13.022341001392075,0,0.7501863927620733
198,1.5212498861505976,0,0.02092092514805574
199,10.257092136348284,0,0.47765230368760103
200,3.8479224594541215,0,0.0549199302756399
201,5.385812811074397,0,0.10118738403794532
202,18.701514014222504,1,0.9718499154413609
203,13.978955343809776,1,0.819202072292473
204,8.652311370055884,0,0.3144263402359658
205,19.79153784080966,1,0.9821958870614107
206,8.792053559465547,1,0.3275213831566388
207,11.140624090309164,0,0.5721107910599951
208,11.04285551792586,1,0.5617895090283596
209,15.172326471576138,1,0.8833043322559998
210,4.665291639961736,0,0.07628518751788936
211,12.238897408971107,1,0.6819452603244552
212,2.6341999410352663,0,0.03333339148262398
213,1.1051232703332257,0,0.01755342300560628
214,9.559606084224058,0,0.40386911793201735
215,8.593670279563021,0,0.30901639147091864
216,4.633592975070664,0,0.0753302392349673
217,21.22780630142912,1,0.990319908811639
218,20.524721905382975,1,0.9869474131623931
219,9.939542672523748,1,0.4437400875542157
220,2.6958596556133796,0,0.034198374325383446
221,2.2906746178296693,0,0.028888157333786767
222,1.2792642696783345,0,0.018892512116147606
223,6.863199245619409,0,0.17525613711680554
224,9.072458288165558,0,0.3546084563541528
225,17.41206711219467,1,0.9519919949971506
226,17.3202679867772,1,0.9501553928824924
227,1.6901686841835022,0,0.022461664216749992
228,8.583504213393754,0,0.3080837654430814
229,14.910439724885713,1,0.8711863460234318
230,19.30219224774883,1,0.9781175019517772
231,3.8407828937836457,0,0.05476080268989848
232,21.56555816697087,1,0.9916174897169723
233,6.980941768832585,0,0.18269488160097275
234,14.778233257866432,1,0.8646710074700357
235,8.195140216196524,0,0.2736683599110173
236,1.9335785388884035,0,0.0248784241568719
237,4.305484465052867,0,0.06607277818032864
238,4.647873168671817,0,0.07575907516324717
239,5.217003625219847,0,0.09477409309149583
240,14.540852664551817,1,0.8522762386587405
241,1.965472964095359,0,0.025213310306003572
242,10.788101033777894,1,0.534665158804908
243,21.959124307826198,1,0.9929132992345274
244,2.721584961914431,0,0.03456562406926988
245,1.156974183799522,0,0.017942086966662524
246,0.9822823571329518,1,0.01666533688295905
247,10.850541166371244,1,0.5413385969387005
248,8.244514577556137,0,0.27790874235400836
249,19.20509437369707,1,0.9772057871616209
250,5.751308188334941,0,0.11640354400905717
251,20.919137523579447,1,0.988961094925243
252,8.193174351016177,0,0.27350036403136957
253,13.773289400241735,1,0.8057322989902075
254,9.199452583740694,0,0.3672028740509331
255,18.736775612866627,1,0.9722617710977379
256,7.994270101961675,0,0.25683889019897194
257,3.893076791036404,0,0.05593646473496749
258,4.167160504976577,0,0.062495852759804696
259,13.94158992642611,0,0.8168101532653175
260,5.923321339397338,0,0.12422967242375126
261,11.33694298925015,0,0.5926389543534957
262,18.878317815567318,1,0.9738568384162087
263,11.40807642190599,1,0.6000018607932961
264,20.264695543311497,1,0.9854257726237873
265,16.71248740567792,1,0.9362175370955488
266,0.19170254677931053,1,0.011919742061828343
267,17.913559482937625,1,0.9609406580108159
268,14.721348156125798,1,0.8617831336686428
269,14.618281742124413,1,0.856419091318093
270,3.385297687066262,0,0.04546324316101902
271,18.4289547419024,1,0.9684599981532256
272,19.231980248972654,1,0.9774618868570757
273,7.48283172757686,0,0.2171449665721276
274,1.690410138680194,0,0.02246394403914113
275,12.90566463149993,0,0.7406665409551466
276,14.060786058466828,1,0.8243552396879558
277,10.8264382204139,0,0.5387641615752952
278,4.018436940822806,0,0.05885213699937708
279,21.88713258222818,1,0.9926921175535052
280,9.96910829622981,0,0.4468803562717221
281,17.75414960426482,1,0.9582849951102371
282,3.8606796482471695,0,0.055205349069656316
283,7.245640069864573,0,0.20030731146521097
284,8.321196742873605,1,0.2845738867443524
285,6.022317206054527,1,0.12893551642068027
286,10.894966448797046,1,0.5460777837055688
287,9.111068951920643,1,0.3584172520888202
288,18.610419715448288,1,0.9707582639973331
289,6.011539891621556,1,0.12841593342349464
290,16.80052205587162,0,0.9384410323956556
291,8.84580253670852,1,0.3326319855481334
292,4.047561990444081,0,0.059549655253119824
293,20.877467610063974,1,0.9887637589524348
294,8.73898778592775,0,0.322515549187659
295,4.398551097297702,0,0.06858551457135974
296,17.626225521938554,1,0.956029800927252
297,8.947838327160314,0,0.3424422597335756
298,18.860057167607923,1,0.9736561813099178
299,6.400442864663247,0,0.14832368854199832
300,6.519271894263936,0,0.154895042741487
301,4.0962633618464475,0,0.060733332100440775
302,12.572924034053097,1,0.7122541827778573
303,17.21891058475821,1,0.9480502967628338
304,1.1717783994741706,0,0.01805459854291466
305,9.406511177889893,0,0.3881250871779248
306,5.821592661312017,0,0.11954824124460271
307,10.160620993431838,1,0.46731344013933557
308,12.33273194694382,1,0.6906318127464496
309,4.17173005013875,0,0.06261107576262487
310,13.715705103726876,1,0.8018271123918789
311,3.539682562904949,0,0.04843264060686384
312,14.855241844350479,1,0.868499230124486
313,14.410107163633397,1,0.8450569092627435
314,11.685593045593645,0,0.6282706500829057
315,9.98771112516098,1,0.4488584189823615
316,17.53509521612838,0,0.9543527911755626
317,4.354099077483404,0,0.06737448254308402
318,4.835174407635835,0,0.08159466124691477
319,12.259615400064973,1,0.683874389183868
320,14.615451674325817,1,0.8562693861856829
321,17.65570856435968,1,0.9565596610382684
322,21.381089251871305,1,0.9909317681330011
323,4.034579263526475,0,0.059237779349276494
324,7.522090406865243,0,0.22002835791746223
325,1.481894807666106,0,0.020577089539941588
326,21.948485260881036,1,0.9928810361212059
327,16.683842954233434,1,0.9354780659502496
328,18.57290372324465,1,0.9702968398025549
329,21.0272823026502,1,0.9894573882132852
330,18.672424326314253,1,0.9715056831572393
331,10.143105181523975,1,0.46543900774269376
332,9.959729131613772,0,0.44588369096298347
333,21.280023566154036,1,0.9905328032465863
334,7.918111420317389,0,0.2506380791727109
335,4.262553872580333,0,0.0649427384628546
336,9.294933714279564,0,0.3767940000868161
337,7.811727613311933,0,0.24214467480324836
338,19.621540057487046,1,0.9808715024771452
339,0.8157083707503412,0,0.015531290238825827
340,4.245242096779037,0,0.06449215769606038
341,13.186083983322147,1,0.7631479281840035
342,3.771835908612354,0,0.05324630488871528
343,1.7065218626715766,0,0.022616583462662883
344,6.776209915830535,0,0.16991500803727907
345,6.177940889863541,0,0.136639599633257
346,8.42071233434396,0,0.2933656225112476
347,3.7389891151547867,0,0.05253876821700982
348,11.155928846371875,1,0.5737210611361515
349,2.6927654276674557,0,0.03415445607648933
350,13.933096692401453,1,0.8162630537019965
351,17.668682026552254,1,0.9567908801703072
352,17.32025556934246,1,0.9501551400026568
353,21.06928021269142,1,0.9896441155114996
354,7.02570796562588,0,0.18558673682201576
355,0.867792861222221,0,0.015877473418149553
356,16.346569072556843,1,0.9261516757988388
357,1.776010761475688,0,0.023286595488076062
358,4.8353426618224,0,0.08160008304855901
359,13.787602357684943,1,0.8066938479854349
360,1.5034419949602733,0,0.020764650979722386
361,3.010696261490617,0,0.03896299342347117
362,17.702972912995207,1,0.9573963833814224
363,15.328686097563342,1,0.890058131792488
364,12.972294288699791,1,0.7461317088223299
365,12.063204148437599,1,0.6653388169256349
366,15.378766016134211,1,0.892147736912827
367,14.272811478716509,1,0.8371684311866261
368,21.451239729209764,1,0.9911988526888152
369,0.8339304792909983,0,0.01565155158227732
370,10.924179885647055,1,0.5491897153095553
371,0.6567817015670689,0,0.014520256914753464
372,0.9738377419507536,0,0.01660593479146493
373,14.342121792468136,1,0.8411904453738528
374,12.839689376989654,1,0.7351802754532434
375,5.100113607130357,0,0.09054890374710636
376,0.9056676953241438,0,0.016133967798526994
377,6.781238399736143,0,0.17022019763775545
378,3.818592757556722,0,0.05426899474782302
379,16.603173104318266,1,0.9333524395611349
380,0.5729346281930734,0,0.01401327066862801
381,21.760069179145653,1,0.9922848918153748
382,11.68478419298456,0,0.6281894173916296
383,6.683199503630615,0,0.1643482628858464
384,21.42113076489377,1,0.9910851871133989
385,18.506150999653986,1,0.9694583127584336
386,15.001759343756465,1,0.8755291089511013
387,9.755930416647228,1,0.4243478820854891
388,19.31908514038875,1,0.9782724381172165
389,6.670133021718018,0,0.16357807237148494
390,7.107550708758692,0,0.19096481753793124
391,8.630513197264746,0,0.31240935067082076
392,10.119925949671687,0,0.4629600200701849
393,0.22064271661732948,0,0.012067200230132812
394,16.49789969219991,1,0.9304806964537081
395,1.7558963389676532,0,0.023090684192113662
396,12.316473718191453,1,0.6891361236670595
397,6.132198220964952,0,0.13433576199315797
398,0.025786151279602487,0,0.011108083483936848
399,2.6931472746735876,0,0.034159872917869295
400,12.526324949233064,0,0.7081301101961763
401,8.888386676158914,0,0.3367092284349033
402,17.71751215128988,1,0.9576506602303649
403,11.87178368699112,1,0.6467690047889082
404,8.773028524924424,0,0.3257221093029977
405,15.926831052077144,1,0.9128178983017393
406,10.220633446968748,0,0.47374227405891267
407,1.546012790925713,0,0.02114014793333346
408,19.408748743317425,1,0.979077014357284
409,2.9953774141168905,0,0.038717087779928126
410,8.071334636554239,1,0.26321477337735083
411,3.231063394020917,0,0.04267038079153838
412,19.778628885585714,1,0.9820985583724129
413,3.5806730981208226,0,0.04925146147597696
414,11.582029315773255,1,0.617812244588508
415,5.897154121678671,0,0.12301066984528684
416,7.289756372515755,0,0.20336329124831865
417,11.113525188205912,1,0.5692558852382219
418,12.675958633052435,0,0.7212483347458262
419,7.05517357185861,0,0.18750940050553208
420,0.7613854377651923,0,0.015178144117325694
421,9.647810346171509,1,0.4130328923888767
422,10.669816535739521,0,0.5219910810377812
423,19.344646455865284,1,0.9785048407648442
424,8.458924827983745,0,0.29678341016097265
425,20.867206216994916,1,0.9887146313827342
426,5.555290838510107,0,0.10801059414270171
427,12.213293726404576,0,0.6795525578035229
428,6.215217227430291,0,0.13854154428704027
429,2.7411255274972843,0,0.03484711988494027
430,15.920656116311788,1,0.9126063602855872
431,16.35758786386961,1,0.9264750820025854
432,20.828744684030987,1,0.9885285956959655
433,15.72782140309009,1,0.9057628640007672
434,0.7499052319357258,0,0.015104530961250081
435,0.4852503411528981,1,0.01350174855531525
436,6.269631731297849,0,0.14135776164895025
437,4.372083146707266,0,0.06786202493031855
438,10.327793773977216,0,0.4852421185357359
439,3.9170568451428096,0,0.0564834859327451
440,3.6402658752882413,0,0.05046532061080362
441,13.362036554124337,1,0.7765504097911985
442,4.724599110172768,0,0.07810175094743893
443,21.731221080713084,1,0.9921893444639726
444,1.4334066244322943,0,0.020161060761327954
445,12.315331336674273,0,0.6890308801773808
446,3.6537285854500645,0,0.050743442556176056
447,0.8272307537961714,0,0.015607228918677267
448,3.384973038091103,0,0.04545718545762903
449,19.94329210063179,1,0.9833018072261489
450,11.130537211783155,1,0.5710486751989821
451,7.406113843840932,0,0.211589461519666
452,17.355183338295262,1,0.9508616523802981
453,16.917428122612776,1,0.941281869596691
454,20.79888081045154,1,0.9883820586248887
455,8.619635975518847,1,0.3114055239543015
456,4.493168971769,1,0.07123064237961617
457,16.098791768327647,1,0.9185255659538673
458,0.3464212091767751,0,0.012729286985169381
459,14.267254847310003,1,0.8368424584316007
460,17.448757794245033,1,0.95270793438396
461,21.35136222440873,1,0.9908161797166213
462,8.397526564323528,0,0.2913031099921373
463,10.950567099054192,0,0.551997289320524
464,1.1219533823556027,0,0.017678663072065844
465,2.216277310300364,0,0.028004097325557704
466,15.10310012524776,1,0.8802007998374359
467,13.931433422661152,1,0.8161557645030103
468,10.95732740923108,0,0.5527160539868309
469,1.2021507607801554,0,0.01828759975506372
470,19.198205342330052,1,0.9771397100135483
471,14.948647995507173,1,0.873018865575006
472,7.398208583499127,0,0.2110229547518867
473,20.054965254502513,1,0.9840722282332806
474,11.609058726861841,1,0.620552803668639
475,21.21726017895344,1,0.9902763393477791
476,2.566421557449445,0,0.03240694873711492
477,11.45309504434155,0,0.6046386545528764
478,7.38072104668193,0,0.2097737131933528
479,3.437907815935146,0,0.046455127452723406
480,1.3414115002618834,0,0.019394265360659097
481,21.261850856254508,1,0.9904592428414286
482,8.685380462614951,1,0.31749963327861824
483,11.39715647031294,0,0.5988743961881967
484,0.03780135092454984,0,0.011164979885866394
485,16.77386270380635,1,0.9377754529772117
486,6.668518813419052,0,0.16348312627639988
487,17.974693220695087,1,0.9619154579125323
488,18.509312461878352,1,0.9694985382605426
489,7.597494769816278,0,0.2256432890502256
490,19.123193771437982,1,0.9764080106281406
491,11.025717997944804,0,0.5599745423607758
492,18.925578710593676,1,0.974369282703443
493,13.955987840032941,1,0.8177347197972668
494,20.69731854583423,1,0.9878697314314012
495,3.126444754414665,0,0.04087006155881911
496,2.7680123823271456,0,0.035238058386221134
497,1.408764570747353,0,0.019952800289930878
498,20.020777418971512,1,0.9838401599583195
499,1.2900961999153715,0,0.01897903960730397
500,13.797190145610116,1,0.80733593205743
501,8.718999643206145,1,0.32064044146249787
502,0.8234456158770027,0,0.015582242614613032
503,3.230231164313289,1,0.04265576478901442
504,13.61853890255883,1,0.7951042179340652
505,16.973399019015705,1,0.942598044984782
506,0.6028207231980494,0,0.014191945365218983
507,11.998008265843213,1,0.6590679735745286
508,9.60978505109624,1,0.4090745562892381
509,18.40957306468534,1,0.9682044342090069
510,9.405106859147038,0,0.3879816904774103
511,4.167037621473572,0,0.06249275693486261
512,10.59146458164348,0,0.5135791025441667
513,13.411589226438721,1,0.7802259128369196
514,2.8757480755340508,0,0.036847345879111724
515,0.07135012435941213,0,0.01132537560050048
516,14.295382887221761,1,0.8384871623787276
517,5.738117633043223,0,0.1158214318681658
518,10.718689145936336,0,0.5272321084985331
519,18.14478859365834,1,0.9645062297181092
520,11.885268980763243,1,0.6480926335622377
521,10.01238237447663,1,0.4514842317922347
522,14.17448655082464,1,0.8313225025869411
523,13.4452610158056,1,0.7826985786743288
524,10.351217294350953,1,0.4877583060613505
525,21.494332938427515,1,0.9913590407012131
526,1.6371358211794251,0,0.021966365952781838
527,21.912242709449853,1,0.9927700314768978
528,20.734769443340944,1,0.9880611978989492
529,19.058977081976884,1,0.9757634920801759
530,10.423125848686254,0,0.49548615136496416
531,9.219342717215508,0,0.3691924824995909
532,0.22966850276995632,0,0.012113556670518557
533,17.683586222081242,1,0.9570550592527094
534,3.6098591489104184,0,0.04984246024862659
535,6.329466888131774,0,0.14450956196334416
536,0.5327206110414635,0,0.01377634542568442
537,13.21622287490079,1,0.7654824451055353
538,3.006773810004625,0,0.03889988595201275
539,13.3251329035755,1,0.7737848189706378
540,19.519508954233626,1,0.9800307204874036
541,7.329158658902193,1,0.20612196627105753
542,6.323522515305114,0,0.14419384962407933
543,16.174925952237206,1,0.9209422082682149
544,17.286609729648664,1,0.9494654645141214
545,7.542591703681803,1,0.22154498095950548
546,16.742877149614237,1,0.9369934247178832
547,13.58383025418686,0,0.7926620690087478
548,21.154133054790414,1,0.9900114514024493
549,0.5526389975448041,0,0.013893198935621517
550,17.349528620108533,1,0.9507479175564173
551,20.562021200282043,1,0.9871524216209464
552,6.778922209778055,0,0.17007956895001158
553,14.990132345244369,1,0.8749832383461699
554,0.7488223833859542,0,0.015097605710443598
555,0.5462312990917431,0,0.013855501208947806
556,15.390707786284722,0,0.8926408296525558
557,18.691378870531345,1,0.9717304422200108
558,10.880422616546717,0,0.5445271578918912
559,20.211896587581204,1,0.9850960890835638
560,5.706444724752373,0,0.11443399824313574
561,17.960762573323585,0,0.9616954048416018
562,21.66709598255831,1,0.9919727311989879
563,13.769145394176613,1,0.8054532266711437
564,21.105687017673645,1,0.9898033335038852
565,1.3738764685819953,0,0.019661546121481556
566,20.25243693042385,1,0.985349874520511
567,10.219996448105075,1,0.4736739860245286
568,13.863460667123562,1,0.8117296052615471
569,10.323934628402645,0,0.48482763204846885
570,20.470913215582712,1,0.9866459648953768
571,5.322896798351584,0,0.09875328481268741
572,8.677153057771685,0,0.3167335134945282
573,1.4927880152331419,0,0.02067170323790791
574,16.450896244158287,1,0.9291618591583541
575,19.4601287169694,1,0.9795248439203865
576,20.895964874524143,1,0.9888517831761576
577,9.859025308383849,0,0.4352115215229623
578,1.7166790551602893,0,0.022713330988747275
579,7.579743126017027,0,0.22431234482469356
580,13.707557187641223,1,0.8012697995697395
581,19.563159217324046,1,0.9803947606537275
582,0.715288256618972,0,0.014884682415359531
583,18.898619981615074,1,0.9740781827724653
584,21.389787400914894,1,0.9909653159642103
585,19.239469810940147,1,0.9775327262118721
586,16.532790173737197,1,0.9314449344697707
587,18.013044095460625,1,0.962515005900755
588,13.709107098712721,1,0.8013759033052026
589,18.339194987898907,1,0.9672594959866401
590,20.11786567042162,1,0.9844906638231228
591,18.26543382273282,1,0.9662400314114483
592,18.402938877261782,1,0.9681164975474353
593,17.967040136495143,1,0.9617947179983749
594,21.27027277417146,1,0.9904934036187425
595,11.938622471890064,1,0.6533070381447773
596,16.549003213556816,1,0.9318887715152043
597,12.652273059710273,1,0.7191960830700082
598,4.764713686098759,0,0.0793528038681104
599,7.685126469094573,0,0.23229532293293406
600,19.034792414930973,1,0.9755163348502195
601,4.0634654484136385,0,0.05993378993542826
602,12.380523676767883,0,0.6950053231013276
603,13.115899360296927,1,0.7576496602426821
604,20.78297571777172,1,0.9883032615625718
605,10.493102122683325,1,0.5030084418829049
606,8.77919251677537,1,0.3263045035464493
607,7.752968340435739,0,0.2375382620508732
608,8.322717196558472,0,0.2847070126702773
609,8.668236788258467,1,0.31590436903588326
610,21.538244011324657,1,0.9915192958394166
611,17.721215262438246,1,0.9577151918399652
612,2.650639570895345,0,0.03356192502539036
613,6.2278993050839135,0,0.13919366658069426
614,2.534329514139917,0,0.03197701993561235
615,12.269588821691205,1,0.6848008043570145
616,2.598405515654911,0,0.032840985546106476
617,0.5690702236541614,0,0.013990329742751854
618,5.577669634727251,0,0.10894120721829663
619,18.680084067803396,1,0.9715967188785898
620,19.97298194206175,1,0.9835101389253209
621,5.165399791841554,0,0.09288744141552775
622,14.170788598772875,0,0.8310994099740361
623,9.41632615845531,1,0.3891278465334445
624,5.808554705168853,0,0.11895939723992198
625,13.453055969754027,1,0.7832681228186309
626,12.930584324612974,1,0.7427194501444966
627,13.23771687186268,1,0.767137562582766
628,2.91659614258408,0,0.037475805724104326
629,10.66883641263411,0,0.5218859206487196
630,8.920114973050152,0,0.3397629964456292
631,21.297869054367794,1,0.9906044923846398
632,4.555151014021077,0,0.07301414859245343
633,18.485699120618897,1,0.9691968452385202
634,5.590109848207723,0,0.10946156642312822
635,6.491156165459916,0,0.15331905624741188
636,15.048627053010778,1,0.877708783141294
637,8.88012242279558,0,0.33591603582461
638,1.1018099709609184,0,0.01752887018374853
639,3.267048372978121,0,0.04330696111488257
640,20.633725752795886,1,0.9875376444640298
641,6.936327448234776,0,0.17984777018694145
642,0.7704180026509138,0,0.015236310749350647
643,14.029294433942123,1,0.8223859111422224
644,6.868600446806495,0,0.1755920901918909
645,17.62454677407709,1,0.9559994461702732
646,18.21033690686224,1,0.9654586084354984
647,6.615525042675145,0,0.16039066219090797
648,2.365228834750575,0,0.029801221301370747
649,6.9502553590149665,1,0.1807328576128227
650,11.778585055866236,1,0.637560491530157
651,17.20790166269241,1,0.9478166557904257
652,9.16878037497929,0,0.3641436040727836
653,6.969257820718255,0,0.18194589168016828
654,1.9649256741060024,0,0.02520752699037897
655,13.731066810416063,0,0.8028746420295468
656,0.9989590825422645,0,0.01678326047136228
657,19.180720906429777,1,0.9769711645126039
658,18.917028524711256,1,0.9742773042798287
659,9.518633056485735,1,0.39963461308253195
660,7.5109537087373965,0,0.21920762913006805
661,18.911774238820296,1,0.9742206220852881
662,2.3202365820289694,0,0.029246908719916732
