employee_id,motivation_score,education_years,selection_probability,treatment,outcome_y0,outcome_y1,individual_treatment_effect,observed_performance
19,-0.46259976709017914,14.082968930474495,0.24880895012689574,0,73.52823379023927,76.88059411631302,3.3523603260737493,73.52823379023927
20,-0.545344988616526,14.543902712551136,0.24330272884366702,0,80.48981011741265,83.72632713334951,3.2365170159368635,80.48981011741265
21,0.3718695391764119,11.706572105196829,0.3912379469052223,1,85.69202137770314,90.21263873255012,4.520617354846976,90.21263873255012
22,-0.4393669766143195,15.18954746221116,0.2892804804164981,0,77.42666071256018,80.81154694530014,3.3848862327399525,77.42666071256018
23,-0.04854637097016923,12.768634887170073,0.310517430192003,1,82.75919287594581,86.69122795658758,3.932035080641763,86.69122795658758
24,0.6635870603131779,15.054565449099975,0.6125904724161142,0,71.7263169837494,76.65533886818785,4.929021884438449,71.7263169837494
25,-0.1594898786537673,12.90577710477325,0.2860925419660583,1,73.16797084141261,76.94468501129734,3.776714169884726,76.94468501129734
26,1.623882993736867,14.89349304240935,0.8365545765238932,1,87.50966027563966,93.78309646687127,6.273436191231614,93.78309646687127
27,-0.6015764950429805,10.834011408864978,0.14203024829251326,0,63.38414443397912,66.54193734091895,3.1577929069398274,63.38414443397912
28,-0.8822057911264265,11.668788463217963,0.11755905301425154,0,66.43325471569098,69.19816660811398,2.7649118924230027,66.43325471569098
29,-0.02581567672415866,12.448950083500572,0.30567078115876223,0,66.5239026435177,70.48776069610388,3.9638580525861777,66.5239026435177
30,0.49721792639721407,13.338312205121916,0.493913390883347,0,80.23403401987113,84.93013911682723,4.696105096956099,80.23403401987113
31,1.7397918911853982,15.215504364442332,0.8616688474346339,1,86.10876821682928,92.54447686448883,6.435708647659558,92.54447686448883
32,-0.932683048188906,10.92033558750279,0.09987626959695023,0,57.74094398201261,60.43518771454814,2.694243732535532,57.74094398201261
33,0.5905432373446899,15.453654071205346,0.6060560177272213,1,83.15500171419622,87.98176224647878,4.826760532282566,87.98176224647878
34,1.2297753070045438,16.009196143344465,0.7889637601234359,0,87.33399844210363,93.05568387190999,5.721685429806361,87.33399844210363
35,-0.11259805767465045,11.533376866307082,0.2543761310265436,0,72.8733909610791,76.71575368033459,3.8423627192554894,72.8733909610791
36,1.4320360097747054,12.622509828552309,0.7368473731860247,0,78.17340039451388,84.17825080819847,6.004850413684587,78.17340039451388
37,0.939740404829075,13.810851313371968,0.6466649875513305,0,80.0797928126289,85.3954293793896,5.315636566760705,80.0797928126289
38,0.9643360828509788,13.79053623647674,0.6529214938566376,1,81.76482960872241,87.11490012471378,5.35007051599137,87.11490012471378
39,-0.7272671318394,12.375976101061223,0.15330284471721256,1,76.33112890795945,79.3129549233843,2.98182601542484,79.3129549233843
40,-1.8014828858033616,12.312560733264204,0.04470888436426789,0,61.71760114322792,63.19552510310321,1.477923959875294,61.71760114322792
41,1.4411356205177386,13.30050415341558,0.759419612805965,1,80.21998987741401,86.23757974613883,6.0175898687248335,86.23757974613883
42,-0.8157804036655958,13.881731830012788,0.17098698505319546,0,70.92610631676001,73.78401375162818,2.857907434868166,70.92610631676001
43,-0.0205356638608104,14.975920196535952,0.3990266585778954,0,81.7284805242388,85.69973059483367,3.9712500705948655,81.7284805242388
44,-0.13228863435616986,14.576838797471183,0.3513599861051777,1,73.19072197906227,77.00551789096363,3.814795911901362,77.00551789096363
45,-1.4585957689281517,12.162726681942964,0.06554610860952571,0,67.42307327489006,69.38103919839065,1.9579659235005877,67.42307327489006
46,-1.1749238627465997,11.167745813052209,0.07857878692418675,0,58.69355062939967,61.04865722155443,2.3551065921547605,58.69355062939967
47,0.2134553070533344,11.7524533271901,0.3468785606970164,0,74.33720416443379,78.63604159430845,4.298837429874668,74.33720416443379
48,0.8118270729642043,12.81530309311375,0.5708285313006867,0,72.96568504792938,78.10224295007927,5.136557902149886,72.96568504792938
49,-2.5033045899843183,10.103835807921477,0.01348611173414996,0,57.249489253769106,57.74486282779106,0.4953735740219547,57.249489253769106
50,1.221710819283339,14.361730485946888,0.73981657135322,0,80.49630520987236,86.20670035686904,5.7103951469966745,80.49630520987236
51,1.396572798633367,15.899647722592585,0.8190107591330728,1,89.76184766954353,95.71704958763024,5.955201918086713,95.71704958763024
52,0.5670688545176367,13.855269943881035,0.5363555413946941,0,76.74952166281389,81.54341805913859,4.7938963963246914,76.74952166281389
53,0.0333262326415324,11.365703479088278,0.28499260503878077,0,68.86728908229003,72.91394580798817,4.046656725698146,68.86728908229003
54,0.17357729880382988,14.147865611992781,0.4257115288285713,1,83.59802885218585,87.8410370705112,4.243008218325362,87.8410370705112
55,-2.764952523133794,9.0,0.008193469256816696,0,55.715569815850145,55.84463628346283,0.12906646761268847,55.715569815850145
56,-0.38749052196392963,11.828442586344563,0.20232719366492236,0,69.00555676115104,72.46307003040154,3.4575132692504984,69.00555676115104
57,-0.48176204456433697,13.166979539423219,0.21831961497186145,0,77.07082911781329,80.39636225542321,3.3255331376099284,77.07082911781329
58,-1.0464071091991274,10.101643736388557,0.07786278759521884,0,59.31754830765362,61.852578354774835,2.5350300471212215,59.31754830765362
59,-0.6186121750726004,11.540138092772354,0.15357362555648388,0,69.62894632654937,72.76288928144773,3.1339429548983597,69.62894632654937
60,-1.4640171811106872,10.750032652164215,0.052649307820484825,0,64.19244978502269,66.14282573146772,1.950375946445038,64.19244978502269
61,0.5375239060632646,14.67905758592967,0.5598501930755083,1,72.94432801826319,77.69686148675176,4.75253346848857,77.69686148675176
62,0.4997791181662405,11.857153011615404,0.43582305261772114,0,76.00632960921176,80.7060203746445,4.699690765432736,76.00632960921176
63,-0.30456567242666,14.065495474220645,0.2869532215844338,0,59.19837061978168,62.77197867838435,3.573608058602676,59.19837061978168
64,0.18221471304948175,15.24341267687094,0.4717088549233,1,80.3958089388065,84.65090953707578,4.255100598269275,84.65090953707578
65,-0.8808106878420066,10.175964043813705,0.09510312887090082,0,55.78363821461018,58.55050325163137,2.7668650370211907,55.78363821461018
66,0.7665256799555902,13.1913425127198,0.5716954476544206,1,81.86945968282363,86.94259563476146,5.073135951937826,86.94259563476146
67,-1.0372563894034548,11.435375866461897,0.0956163053187226,0,68.70109246537137,71.24893352020653,2.547841054835163,68.70109246537137
68,-0.6003246791028559,13.851554404830098,0.21179203494648596,0,70.50010313393517,73.65964858319117,3.159545449256002,70.50010313393517
69,1.0609085697495164,12.843492056019173,0.645906657179015,0,83.050431720201,88.53570371785032,5.485271997649323,83.050431720201
70,-0.3746566608098166,14.059515196004293,0.2691777369030406,1,68.74912279676721,72.22460347163347,3.475480674866257,72.22460347163347
71,0.6838602314688557,13.981693386386736,0.5773480420395044,1,82.05364980859605,87.01105413265245,4.957404324056398,87.01105413265245
72,-1.8671793704167448,10.419737904309605,0.030863950599093387,0,61.90888664834382,63.29483552976038,1.3859488814165575,61.90888664834382
73,-0.6297367460660636,12.682317520777596,0.17682618522127086,0,77.20572613235916,80.32409468786668,3.1183685555075114,77.20572613235916
74,1.5711999467988191,14.875778550872022,0.826944395703474,1,80.9895880811279,87.18926800664624,6.199679925518346,87.18926800664624
75,1.327540351918812,15.303708811474653,0.7905127404785937,1,85.3216050877779,91.18016158046423,5.858556492686336,91.18016158046423
76,0.9652029505099156,13.645161874759788,0.6478791150028904,1,82.7939073577211,88.14519148843497,5.351284130713882,88.14519148843497
77,-0.7901367802384163,10.593766100651042,0.11178182755831398,0,69.23999300606604,72.13380151373227,2.8938085076662174,69.23999300606604
78,0.23175495579888758,14.14912743384976,0.44362919610741613,1,75.80912659331312,80.13358353143157,4.324456938118443,80.13358353143157
79,-0.26164839470896045,11.35629266453656,0.2158437272542814,0,73.05588451346745,76.6895767608749,3.6336922474074553,73.05588451346745
80,-0.722888528094289,9.70497861838324,0.10613773297921292,0,64.10737639480264,67.09533245547064,2.9879560606679956,64.10737639480264
81,-0.9485724814230778,12.51316103147545,0.1230769111412654,0,60.36270182458701,63.034700350594704,2.671998526007691,60.36270182458701
82,0.7031237113702794,11.087837161504856,0.4682822938418831,1,70.40898427969883,75.39335747561722,4.9843731959183915,75.39335747561722
83,-0.9449477272535001,11.21770500769202,0.10281306005100148,1,69.26997908060878,71.94705226245388,2.6770731818451,71.94705226245388
84,-0.0367686756952734,9.0,0.20005336797936363,0,66.6782017206085,70.62672557463512,3.948523854026617,66.6782017206085
85,0.9606391194345865,11.95686310516138,0.582707272813687,0,80.49196915158488,85.8368639187933,5.344894767208421,80.49196915158488
86,1.3794560426600648,13.058745706537238,0.7376363369174572,1,82.45707314297378,88.38831160269787,5.93123845972409,88.38831160269787
87,-0.3021196438460918,14.006799348639808,0.28565899766909203,0,68.53149299177244,72.1085254903879,3.5770324986154716,68.53149299177244
88,-0.8335164711670768,12.21938671090838,0.13391315249488486,0,67.96155550337676,70.79463244374286,2.8330769403660927,67.96155550337676
89,-0.8973436947385606,12.555706602044856,0.13092934948424959,0,63.7644761315432,66.50819495890921,2.743718827366015,63.7644761315432
90,-0.21353601247235168,14.962708890939457,0.3423393453168435,0,82.28071154641451,85.98176112895321,3.7010495825387077,82.28071154641451
91,-1.9502165010981647,10.486892842072814,0.02819891129469786,0,59.43412387175206,60.70382077021463,1.2696968984625694,59.43412387175206
92,-1.0801754115093523,11.301474167371353,0.0893185967496397,0,61.99584235005557,64.48359677394248,2.4877544238869067,61.99584235005557
93,-0.7575233508469721,12.642372672258723,0.1539273411141626,0,63.9732993429288,66.91276665174304,2.939467308814239,63.9732993429288
94,-0.7473292660964254,12.481888034732771,0.15225030684498625,0,77.97010325510765,80.92384228257265,2.9537390274650046,77.97010325510765
95,0.33915340693843354,14.570964918709233,0.4938243504865996,0,76.90502122383131,81.37983599354511,4.474814769713807,76.90502122383131
96,-0.2075939016040813,14.516122967642726,0.3280731888940282,1,73.11779208630774,76.82716062406203,3.709368537754286,76.82716062406203
97,-0.2687686155031945,10.876475973723053,0.2016965233583889,0,69.64504686244027,73.2687708007358,3.6237239382955275,69.64504686244027
98,-2.0219227645438926,12.742345602252595,0.036663249606581065,0,57.84917288421883,59.01848101385738,1.1693081296385506,57.84917288421883
99,0.11498345061784361,12.49978228949517,0.3460821583544912,1,72.33962217910066,76.50059900996564,4.160976830864981,76.50059900996564
100,1.4108228304306527,13.939243353254275,0.7709719443701925,0,85.86508587049245,91.84023783309536,5.975151962602913,85.86508587049245
101,-0.7320429818400916,9.640331378131705,0.10408844685999429,0,63.759595084353,66.73473490977688,2.975139825423872,63.759595084353
102,-2.8949255712445,11.812574941668608,0.010893400396635916,0,53.556563119546,53.5036673198037,-0.05289579974229941,53.556563119546
103,-1.8585666338741211,9.0,0.025008614444342964,0,58.69882002207093,60.096826734647166,1.3980067125762305,58.69882002207093
104,-0.303526282721201,12.869875326792071,0.24969721377083468,0,71.12283857717287,74.69790178136319,3.5750632041903185,71.12283857717287
105,-0.1712969490845168,13.664636611028724,0.30836390908386396,1,70.8586651230946,74.61884939437627,3.7601842712816764,74.61884939437627
106,-0.7467606945964103,12.457652082845833,0.15184198682084754,0,69.14143235404352,72.09596738160855,2.9545350275650257,69.14143235404352
107,-0.7293154303385894,11.722802558420245,0.13991502979955595,0,66.45155477564562,69.43051317317159,2.9789583975259752,66.45155477564562
108,0.8481837643414581,16.349910711074404,0.7101711496338702,1,85.8237685131417,91.01122578321974,5.187457270078041,91.01122578321974
109,1.643792644545345,13.052798786484354,0.7962774419292792,1,89.46063816839406,95.76194787075754,6.301309702363483,95.76194787075754
110,-0.017755193897652687,14.639301304755003,0.3870081748448823,0,77.36530367377341,81.3404464023167,3.975142728543286,77.36530367377341
111,0.18138030845426129,10.980905276312974,0.31081116351914223,0,65.41950436573296,69.67343679756893,4.253932431835966,65.41950436573296
112,-0.31934525020678134,12.018223697890424,0.2216173886724108,1,74.60208359558669,78.1550002452972,3.552916649710506,78.1550002452972
113,0.32415697523344805,14.528308237404364,0.4874340308750336,1,77.29224404812858,81.74606381345541,4.453819765326827,81.74606381345541
114,-1.0404612934947937,13.421091653490908,0.12639659580376822,0,70.10425944118049,72.64761363028778,2.543354189107289,70.10425944118049
115,-1.3685799655220194,10.169571455482581,0.053982889338123494,0,60.5495439473025,62.63353199557167,2.083988048269173,60.5495439473025
116,0.35353975806319715,12.682109691828913,0.42337404277485957,0,77.65059846217497,82.14555412346344,4.494955661288476,77.65059846217497
117,-0.3913232431331824,11.995291721308977,0.20588551469404995,1,71.13597802420983,74.58812548382338,3.4521474596135446,74.58812548382338
118,-0.41594463700695244,15.1596569735947,0.2943425532845984,0,74.4116823198862,77.82935982807646,3.4176775081902666,74.4116823198862
119,0.2109772991485089,15.686391175191805,0.49838605859695717,1,81.94721357506344,86.24258179387135,4.295368218807912,86.24258179387135
120,-1.4312556131050365,11.031529383823957,0.057107069594512234,0,70.01660648918352,72.01284863083646,1.996242141652949,70.01660648918352
121,1.0217484341589642,11.413140413285637,0.5801253554307815,0,67.77884329646801,73.20929110429056,5.430447807822549,67.77884329646801
122,-0.8127376251276226,12.375166333472624,0.13992711953698958,0,74.77375912156936,77.63592644639068,2.8621673248213284,74.77375912156936
123,0.49482784630779236,12.626690617893475,0.4647598527028003,1,79.11592303189903,83.80868201672993,4.69275898483091,83.80868201672993
124,-1.7718403930426112,10.389929119970805,0.03447585677301234,0,60.80716233267017,62.32658578241051,1.5194234497403443,60.80716233267017
125,-2.087466901087228,11.567660529970171,0.028236199631954294,0,67.70331490213795,68.78086124061583,1.0775463384778812,67.70331490213795
126,0.16650519606658923,15.987529364733563,0.4965341038735591,1,78.37382384279363,82.60693111728685,4.233107274493225,82.60693111728685
127,0.755593660471553,14.696878936013883,0.6262102503711631,1,72.31245549516181,77.37028661982198,5.057831124660174,77.37028661982198
128,1.285318619853832,12.1684338172215,0.6842986310325507,1,78.6633972825722,84.46284335036756,5.7994460677953645,84.46284335036756
129,-0.20815189851736057,13.876920440858179,0.3057885806677707,1,71.65971157252173,75.36829891459743,3.7085873420756954,75.36829891459743
130,-0.0017297511053410701,14.326684708173289,0.37991886029810795,0,83.77233060334551,87.76990895179803,3.9975783484525227,83.77233060334551
131,0.25828863977582056,11.98349895100003,0.3682389083547347,1,74.42232580472276,78.7839299004089,4.361604095686149,78.7839299004089
132,-0.2557421938111535,11.531556484433537,0.2218999164202549,0,70.16038017153865,73.80234110020304,3.641960928664385,70.16038017153865
133,-0.43703061372646135,13.1445969043855,0.22738209889852173,0,73.44515772740903,76.83331486819198,3.3881571407829543,73.44515772740903
134,1.401341228676876,14.166755750704414,0.7752779763005345,1,84.11498138601004,90.07685910615767,5.961877720147626,90.07685910615767
135,1.0305221236017954,13.646883571709688,0.6663347720035127,1,81.1124816150598,86.55521258810232,5.442730973042513,86.55521258810232
136,0.3114478385253077,12.31964661762133,0.3966252156343483,1,74.80214795774195,79.23817493167738,4.436026973935431,79.23817493167738
137,0.39724964210612956,13.790483764795958,0.4807693546197855,0,79.040659024906,83.59680852385459,4.556149498948582,79.040659024906
138,-0.35562940848341706,11.986997393717653,0.2130534632733857,0,74.8691250286778,78.37124385680102,3.502118828123216,74.8691250286778
139,-1.3843956579680459,9.525189433967158,0.04804113219753151,0,55.09590162006472,57.15774769890946,2.061846078844736,55.09590162006472
140,0.6631797565777052,13.778373724328581,0.563041347180316,1,77.24108914103228,82.16954080024107,4.928451659208787,82.16954080024107
141,-1.6761218741189738,11.187151876687274,0.0437215490965505,0,60.989086448769584,62.642515825003024,1.6534293762334369,60.989086448769584
142,0.4638241785695021,12.6330820566004,0.4553872966355207,1,79.12982839273002,83.77918224272732,4.649353849997302,83.77918224272732
143,-1.0452247163116148,12.521533122130068,0.11075171423711197,0,68.28105086227133,70.81773625943507,2.5366853971637395,68.28105086227133
144,0.39075571587673535,12.17089301613162,0.4147865813957486,0,75.89015149848774,80.43720950071517,4.54705800222743,75.89015149848774
145,-0.25360224111675095,12.443300263275475,0.24860339876691723,0,68.00169787710509,71.64665473954163,3.6449568624365485,68.00169787710509
146,-0.08058845469785605,10.470402001758455,0.23050334215105267,0,67.32933811589545,71.21651427931846,3.8871761634230015,67.32933811589545
147,0.9730554859009545,14.516687804629875,0.6811342827179072,1,77.5284358836069,82.89071356386825,5.362277680261336,82.89071356386825
148,0.6467829854754311,14.244092656364908,0.5762831164587036,0,75.90388948038304,80.80938566004865,4.905496179665604,75.90388948038304
149,0.6179790003797228,12.83784599805569,0.5116301793790166,1,81.7561000420275,86.62127064255911,4.865170600531612,86.62127064255911
150,-1.351504675837049,14.502825640605336,0.10443137053992456,0,66.01607264744177,68.1239661012699,2.1078934538281313,66.01607264744177
151,-0.31575913351090634,12.412740949456344,0.23349861403984573,0,64.35486289277748,67.9128001058622,3.557937213084731,64.35486289277748
152,0.7877091860364733,15.04585477134549,0.6483907946513361,0,84.4048472649674,89.50764012541846,5.102792860451062,84.4048472649674
153,0.06678646755173157,10.73858608077427,0.27322066405332895,0,73.76639915125577,77.8599002058282,4.093501054572425,73.76639915125577
154,-1.636341388889582,10.084597972295658,0.03872068511879568,0,63.05641290388033,64.76553495943492,1.7091220555545856,63.05641290388033
155,0.6632282546223038,13.018558367277382,0.5329533265454548,1,71.6057441342641,76.53426369073533,4.928519556471225,76.53426369073533
156,-0.2998017698796277,10.293153788775118,0.18125799689422184,0,67.51409335365344,71.09437087582195,3.5802775221685215,67.51409335365344
157,1.4927756947874458,13.889202198804417,0.7872188251972314,1,82.96120539010715,89.05109136280957,6.089885972702424,89.05109136280957
158,0.8719108539573729,13.881077882133452,0.6296839108164264,1,83.34680956242012,88.56748475796044,5.220675195540322,88.56748475796044
159,1.4171619257240102,16.62217948518559,0.839026309396313,0,87.09515291025436,93.07917960626797,5.984026696013614,87.09515291025436
160,0.39939956758021666,11.894041250722747,0.406680797863813,1,78.45739738087245,83.01655677548476,4.559159394612303,83.01655677548476
161,0.1535102797853301,12.350543549154699,0.35159736496077254,1,72.56089177665343,76.7758061683529,4.2149143916994625,76.7758061683529
162,0.8807242132008393,16.297768999259908,0.716780675542351,1,85.67992916564567,90.91294306412685,5.233013898481175,90.91294306412685
163,0.38402068089963315,15.96162842406784,0.5631328438357527,1,77.81715866219663,82.35478761545612,4.537628953259486,82.35478761545612
164,-1.5942864228237419,10.036103908564959,0.0404234743645502,1,62.847574997635256,64.61557400568202,1.7679990080467616,64.61557400568202
165,0.24998398309262282,12.158964946639163,0.37236467318409566,0,70.13193307973097,74.48191065606065,4.349977576329672,70.13193307973097
166,-0.7763896412146399,11.053128518265368,0.12110723630628398,0,68.10757729849188,71.02063180079138,2.913054502299504,68.10757729849188
167,-2.0191520991147,11.24904398626888,0.029195994174750422,0,60.568749136314615,61.74193619755403,1.1731870612394202,60.568749136314615
168,0.6139485811358085,13.777208443321994,0.5478008373678117,1,78.8210799666006,83.68060798019074,4.859528013590132,83.68060798019074
169,-0.4631518612546441,13.29711138481943,0.22593613627098233,1,71.9129509311703,75.2645383254138,3.351587394243498,75.2645383254138
170,0.600070292806441,12.23740260424524,0.48202581926694954,0,76.13870415996642,80.97880256989544,4.840098409929017,76.13870415996642
171,0.7834585723170063,13.116471176264339,0.5739434048188031,1,67.6768918105181,72.77373381176191,5.096842001243809,72.77373381176191
172,-1.4326781883178166,11.65817161201563,0.06264722742945607,0,67.74476767154538,69.73901820790043,1.994250536355057,67.74476767154538
173,-0.49577190208498295,12.12009688191879,0.18839095876244336,0,78.79446666451875,82.10038600159977,3.305919337081024,78.79446666451875
174,-0.5387504155504479,12.984020559071876,0.20165303406052917,1,69.81007422837659,73.05582364660597,3.245749418229373,73.05582364660597
175,0.046715915547060186,10.296773028261994,0.2546200942824389,0,65.44628287707233,69.51168515883822,4.065402281765884,65.44628287707233
176,0.30670897820358345,11.778433855778403,0.3747097161052035,1,74.78906040989,79.21845297937502,4.4293925694850165,79.21845297937502
177,-1.9762281336327594,10.126911446666158,0.025831758529069257,1,60.114959586451754,61.34824019936589,1.233280612914137,61.34824019936589
178,0.002219192493969969,13.315492406748703,0.34372291680082134,0,66.10947407493698,70.11258094442854,4.003106869491558,66.10947407493698
179,-0.8540123982279667,11.801246074600119,0.12354107749342882,0,65.48820482705803,68.29258746953887,2.8043826424808467,65.48820482705803
180,-1.5333119075163784,11.571431648935421,0.05492940461136241,0,57.41828010452293,59.271643434,1.8533633294770704,57.41828010452293
181,-0.2074275109225775,11.308661484929814,0.2261991821602275,0,65.47193588810256,69.18153737281095,3.7096014847083914,65.47193588810256
182,-0.9344895171555814,12.065458374314456,0.11736339002505966,0,63.52448205153046,66.21619672751265,2.691714675982186,63.52448205153046
183,1.759852983961762,15.832484430571826,0.8757748876930267,1,92.37667843335842,98.84047261090488,6.4637941775464665,98.84047261090488
184,-0.9522839441265047,10.961642541681147,0.09827923603997657,0,64.11120385426288,66.77800633248577,2.6668024782228934,64.11120385426288
185,0.5934041853827282,15.225756731356935,0.5981773137002504,0,79.67641474454165,84.50718060407746,4.83076585953582,79.67641474454165
186,-0.6592985878088342,12.146429496189675,0.1596687885479391,0,63.84828502535768,66.92526700242531,3.076981977067632,63.84828502535768
187,-0.4465210063642504,13.243501604686019,0.22807885066831013,0,75.19148660605101,78.56635719714106,3.3748705910900494,75.19148660605101
188,-0.29204134680941224,9.0,0.1538066372417529,0,72.09511731212669,75.68625942659351,3.5911421144668227,72.09511731212669
189,0.40804448990904185,13.729048683593852,0.4816840497438643,1,80.22877730400845,84.80003958988111,4.571262285872659,84.80003958988111
190,-0.6687357426587769,14.159618236855994,0.20580812910252272,0,68.70971564147771,71.77348560175543,3.063769960277712,68.70971564147771
191,0.8624015597748184,14.755175367888041,0.65899751715667,1,85.67806387690523,90.88542606058998,5.2073621836847455,90.88542606058998
192,0.25307898903035164,15.004366797766998,0.4842670514809391,1,72.87968071389882,77.23399129854131,4.3543105846424925,77.23399129854131
193,-0.4653372694017795,14.008361885670142,0.245949393647392,0,70.97682813656404,74.32535595940155,3.3485278228375086,70.97682813656404
194,-0.021316555651021387,15.455912904592035,0.4173407194593454,1,78.90037985861416,82.87053668070273,3.97015682208857,82.87053668070273
195,-0.7838951674003588,12.990131507345028,0.15690383584575807,1,68.84814710604061,71.75069387168011,2.9025467656394977,71.75069387168011
196,-1.0124830297963574,12.650623713323997,0.11696356431178585,0,68.02370345427624,70.60622721256135,2.5825237582850997,68.02370345427624
197,2.2505167460967086,15.466953124763226,0.9246908923757252,1,98.89838938493992,106.0491128294753,7.150723444535392,106.0491128294753
198,-0.1630471283954679,12.733993816312275,0.2796154500856184,0,75.77216027948526,79.5438942997316,3.771734020246345,75.77216027948526
199,0.07030552181078385,14.055521342295258,0.3909704795376527,0,76.59110786319742,80.68953559373251,4.098427730535097,76.59110786319742
200,-0.10061703390222618,12.516690308978358,0.28841369025688846,0,77.72788913385702,81.5870252863939,3.8591361525368835,77.72788913385702
201,-0.24260709663486377,14.023749790577734,0.3016487572422997,0,74.93780579748534,78.59815586219653,3.660350064711191,74.93780579748534
202,-0.14989720612157503,14.654407765403677,0.34917529417463594,0,73.18685692955333,76.97700084098312,3.790143911429795,73.18685692955333
203,0.07712855995960759,13.265431455592553,0.3632882911594687,0,73.80216838767592,77.91014837161937,4.1079799839434505,73.80216838767592
204,0.03687502349126698,11.928270550900027,0.30462220894456815,0,73.27871405119744,77.33033908408521,4.051625032887774,73.27871405119744
205,1.8899630472855617,12.89031732899124,0.8382012003593395,1,86.66005230969192,93.3060005758917,6.645948266199786,93.3060005758917
206,0.6016074134670683,12.00565306597317,0.4732539935345135,1,78.11738010577399,82.95963048462788,4.842250378853896,82.95963048462788
207,-0.5169078714360436,14.262078877383562,0.24154966421060536,0,70.74823575126065,74.0245647312502,3.276328979989539,70.74823575126065
208,-2.239545206291089,11.583376032135774,0.02352027107978007,0,61.514109426908014,62.37874613810049,0.8646367111924751,61.514109426908014
209,-0.21295111399231528,12.720275583427895,0.2667949927594719,0,66.29335281501159,69.99522125542235,3.7018684404107587,66.29335281501159
210,-0.8678995440183263,9.647782188457775,0.08937995627868668,0,54.82179617659843,57.60673681497278,2.7849406383743434,54.82179617659843
211,0.18429269449224542,13.637856833088598,0.40912662394981225,0,79.54417809540934,83.80218786769848,4.258009772289143,79.54417809540934
212,-1.2808931698180788,12.1573905726762,0.08047327470104174,1,66.93170773228142,69.13845729453611,2.2067495622546898,69.13845729453611
213,0.45458780075736205,13.774185740684254,0.4980261276182039,1,75.4395720655391,80.0759949865994,4.636422921060307,80.0759949865994
214,0.5217647478215587,12.919405608656437,0.4848323631765878,0,78.60376455470501,83.33423520165519,4.730470646950182,78.60376455470501
215,0.8772278792419141,13.196630566584378,0.605394968161021,0,81.73199063520775,86.96010966614644,5.22811903093868,81.73199063520775
216,2.124038590083322,15.90183214855879,0.9182903398933076,1,94.72180501659392,101.69545904271057,6.97365402611665,101.69545904271057
217,1.312963631999239,13.678859484694929,0.7407407278837013,1,77.9362226574319,83.77437174223083,5.838149084798935,83.77437174223083
218,-0.7428449412329962,14.067730660469621,0.18881640466512878,0,64.78117895242522,67.74119603469903,2.9600170822738052,64.78117895242522
219,-1.172964571154075,9.856538579180967,0.06481789567378608,0,60.30452987914409,62.66237947952838,2.357849600384295,60.30452987914409
220,-0.6383733361872228,13.723891030634789,0.20066486778305678,0,72.91114558256652,76.0174229119044,3.106277329337888,72.91114558256652
221,-0.8588607607293433,10.611231103627544,0.10379243329261953,0,69.60044577791092,72.39804071288984,2.7975949349789193,69.60044577791092
