firm_id,period,cash_flow_million_eur,investment_million_eur,oracle_firm_opportunity,cash_flow_within,investment_within
4,1,5.437895045623937,23.855321270650727,2.5843188153329537,-2.6880235837738597,-2.0689765330614414
4,2,5.162787856552267,22.97178226092988,2.5843188153329537,-2.9631307728455294,-2.9525155427822867
4,3,6.548402740605512,24.72897194187251,2.5843188153329537,-1.5775158887922842,-1.1953258618396596
4,4,8.223323195956269,25.895500152927088,2.5843188153329537,0.09740456655847218,-0.02879765078508001
4,5,10.681307104588138,31.155106225444925,2.5843188153329537,2.555388475190341,5.230808421732757
4,6,10.29216943064992,25.61459432865022,2.5843188153329537,2.166250801252124,-0.30970347506194784
4,7,8.861440789646789,28.959608885929637,2.5843188153329537,0.7355221602489923,3.0353110822174685
4,8,9.800022871559536,24.213497363292348,2.5843188153329537,1.6741042421617394,-1.7108004404198205
5,1,8.727116825941495,25.44277600488264,1.9743168732636118,-0.1038239348518033,-1.1122253318549262
5,2,10.47030221823875,30.812517113691293,1.9743168732636118,1.6393614574454514,4.257515776953728
5,3,10.584197433924567,29.79069219970855,1.9743168732636118,1.7532566731312684,3.2356908629709835
5,4,8.559624471234944,28.159601665994632,1.9743168732636118,-0.27131628955835474,1.6046003292570674
5,5,9.224543193240688,22.902961286741217,1.9743168732636118,0.39360243244738946,-3.652040049996348
5,6,9.23327713718807,24.95993076229031,1.9743168732636118,0.4023363763947714,-1.5950705744472558
5,7,5.398832189214889,23.06755339100398,1.9743168732636118,-3.43210857157841,-3.487447945733585
5,8,8.44963261736299,27.3039782695879,1.9743168732636118,-0.3813081434303083,0.7489769328503364
6,1,4.677647510082216,10.378429627799953,-4.588581415520608,0.6139772948940507,-0.9277883861372409
6,2,2.6250326561586355,9.739588264225361,-4.588581415520608,-1.4386375590295297,-1.5666297497118329
6,3,3.851510727896313,13.57030604904319,-4.588581415520608,-0.21215948729185197,2.2640880351059955
6,4,0.4602114393726371,8.061262580836008,-4.588581415520608,-3.603458775815528,-3.244955433101186
6,5,2.730199763101264,7.400418484030216,-4.588581415520608,-1.333470452086901,-3.905799529906978
6,6,4.144052560250965,10.87686837594179,-4.588581415520608,0.08038234506279984,-0.42934963799540427
6,7,7.935157451042776,16.139929155623015,-4.588581415520608,3.8714872358546106,4.833711141685821
6,8,6.085549613600515,14.282941573998027,-4.588581415520608,2.0218793984123495,2.976723560060833
7,1,9.585418512988504,31.057415357997534,6.3679328068371595,-2.050642061458424,-2.927546298595175
7,2,11.373636406280431,32.61918441898282,6.3679328068371595,-0.26242416816649694,-1.3657772376098904
7,3,12.441479132038829,36.418701064267395,6.3679328068371595,0.8054185575919011,2.433739407674686
7,4,10.301549239520952,32.73681035303894,6.3679328068371595,-1.3345113349259758,-1.2481513035537688
7,5,9.97814502312351,29.806128264719177,6.3679328068371595,-1.657915551323418,-4.178833391873532
7,6,15.69008646741823,39.926436040234016,6.3679328068371595,4.054025892971302,5.941474383641307
7,7,12.015706263703565,34.93837899126659,6.3679328068371595,0.37964568925663755,0.9534173346738797
7,8,11.7024635505014,34.37663876223519,6.3679328068371595,0.06640297605447287,0.39167710564247926
8,1,4.677548391264857,16.008012203941373,-2.632743102557595,-1.6510871334419104,-1.642179088560109
8,2,8.190650468451574,22.338186086942283,-2.632743102557595,1.862014943744807,4.687994794440801
8,3,4.108282814752685,9.51998982236844,-2.632743102557595,-2.2203527099540823,-8.130201470133041
8,4,4.905404978151396,14.065075006808543,-2.632743102557595,-1.423230546555371,-3.585116285692939
8,5,5.8704438334236055,14.383645339690258,-2.632743102557595,-0.4581916912831616,-3.2665459528112244
8,6,6.606975024700815,19.921433801577443,-2.632743102557595,0.27833949999404783,2.271242509075961
8,7,7.617727165973009,25.342171405012923,-2.632743102557595,1.2890916412662419,7.691980112511441
8,8,8.652051520936194,19.623016673670584,-2.632743102557595,2.3234159962294267,1.9728253811691019
9,1,4.431189587923616,17.057771799549545,0.45003971692454053,-3.129994701663377,-6.180375659507874
9,2,5.246576446688134,20.467102318201515,0.45003971692454053,-2.3146078428988597,-2.771045140855904
9,3,5.914918966530691,21.190267032848553,0.45003971692454053,-1.6462653230563022,-2.0478804262088666
9,4,9.173311619121197,25.42999478646267,0.45003971692454053,1.6121273295342036,2.1918473274052523
9,5,8.44666382414101,26.264767575346507,0.45003971692454053,0.8854795345540172,3.026620116289088
9,6,10.344920612054878,28.205086189054363,0.45003971692454053,2.7837363224678846,4.966938729996944
9,7,10.300560496853558,28.634347671214087,0.45003971692454053,2.739376207266565,5.396200212156668
9,8,6.6313327633828605,18.65584229978211,0.45003971692454053,-0.9298515262041329,-4.582305159275311
10,1,8.857458877262015,23.70181388290475,0.07864619255547829,1.5465417095232343,1.8855280004344763
10,2,5.189630706335408,17.46522681662285,0.07864619255547829,-2.121286461403373,-4.351059065847426
10,3,5.978982754929243,18.665976002470178,0.07864619255547829,-1.331934412809538,-3.1503098800000977
10,4,7.908876367511555,18.691518944382636,0.07864619255547829,0.5979591997727738,-3.124766938087639
10,5,7.49688690403798,25.67668033775646,0.07864619255547829,0.18596973629919944,3.8603944552861833
10,6,3.5458348690325447,17.03080322034561,0.07864619255547829,-3.7650822987062362,-4.785482662124664
10,7,7.264305755128797,25.370689541732446,0.07864619255547829,-0.046611412609983915,3.554403659262171
10,8,12.245361107672707,27.927578313547265,0.07864619255547829,4.934443939933926,6.11129243107699
11,1,4.24669217805347,14.543814487193462,-3.617336703723579,-1.3780897362450713,-0.8891942722240778
11,2,3.8990861717400613,13.69936726456948,-3.617336703723579,-1.72569574255848,-1.7336414948480598
11,3,7.187809331434838,19.0718984041163,-3.617336703723579,1.563027417136297,3.638889644698761
11,4,5.078243385346462,15.195621345004673,-3.617336703723579,-0.5465385289520794,-0.2373874144128667
11,5,5.1283923171636125,15.080361342721444,-3.617336703723579,-0.4963895971349288,-0.35264741669609556
11,6,6.208487710780493,18.074142254647178,-3.617336703723579,0.5837057964819516,2.6411334952296386
11,7,6.370942917947121,11.64738398388622,-3.617336703723579,0.74616100364858,-3.7856247755313195
11,8,6.878601301922271,16.15148099320156,-3.617336703723579,1.2538193876237296,0.7184722337840199
12,1,3.567870066682645,15.24170568734351,-2.2323274246527838,-0.7512360338328015,-1.256916057631157
12,2,2.1284996707243593,11.093399722191666,-2.2323274246527838,-2.190606429791087,-5.405222022783001
12,3,0.7922340991900674,12.340276175776639,-2.2323274246527838,-3.526872001325379,-4.158345569198028
12,4,7.364613607839643,21.13892728377531,-2.2323274246527838,3.0455075073241966,4.640305538800643
12,5,3.044155670529572,13.857564422792366,-2.2323274246527838,-1.2749504299858745,-2.6410573221823004
12,6,5.613710165676091,23.804150969215204,-2.2323274246527838,1.2946040651606445,7.305529224240537
12,7,5.113450751799684,14.881413537981356,-2.2323274246527838,0.7943446512842378,-1.6172082069933111
12,8,6.9283147716815074,19.63153616072129,-2.2323274246527838,2.609208671166061,3.1329144157466224
13,1,8.11334403506141,24.991212477363153,2.378124382049489,-0.8332803214786981,-2.252854492567227
13,2,8.934792213294315,27.248820767657545,2.378124382049489,-0.011832143245792182,0.004753797727165221
13,3,6.863481624586491,21.686043093313437,2.378124382049489,-2.0831427319536164,-5.558023876616943
13,4,8.88792514154942,31.566557869348856,2.378124382049489,-0.05869921499068731,4.322490899418476
13,5,7.958185648260174,24.033500548974455,2.378124382049489,-0.9884387082799337,-3.2105664209559244
13,6,9.908250655758968,29.17440551163703,2.378124382049489,0.9616262992188602,1.93033854170665
13,7,10.027846495609,30.489150902699976,2.378124382049489,1.0812221390688919,3.245083932769596
13,8,10.879169038201084,28.762844588448573,2.378124382049489,1.9325446816609766,1.5187776185181932
14,1,11.914030831430214,33.65656047231253,2.983114552541626,2.7523636382673473,5.822400247498145
14,2,7.14140458103297,20.98737276891662,2.983114552541626,-2.0202626121298968,-6.846787455897761
14,3,7.473332272107189,26.711298611804082,2.983114552541626,-1.6883349210556773,-1.1228616130103006
14,4,9.82241259181312,29.66198146095044,2.983114552541626,0.6607453986502527,1.8278212361360566
14,5,11.261926899355261,29.59703166258884,2.983114552541626,2.1002597061923947,1.7628714377744572
14,6,7.883626254700208,22.013458261521446,2.983114552541626,-1.2780409384626585,-5.820701963292937
14,7,8.57248232765091,27.841096956493928,2.983114552541626,-0.5891848655119567,0.006936731679545005
14,8,9.224121787213063,32.20448160392717,2.983114552541626,0.06245459405019638,4.370321379112788
15,1,6.276917777400653,21.275944626772,-2.3465789386809,-0.2267698226086141,2.4436758799227754
15,2,3.0098469749187737,15.962676724359673,-2.3465789386809,-3.4938406250904936,-2.8695920224895506
15,3,4.9752083906545455,19.524788436007096,-2.3465789386809,-1.528479209354722,0.6925196891578729
15,4,7.613066421803408,17.225774498316795,-2.3465789386809,1.1093788217941407,-1.606494248532428
15,5,8.092892405914384,23.171579093942263,-2.3465789386809,1.5892048059051165,4.33931034709304
15,6,8.087397831874632,17.00353630269925,-2.3465789386809,1.583710231865365,-1.8287324441499742
15,7,4.7180850374058885,14.316542750671452,-2.3465789386809,-1.785602562603379,-4.515725996177771
15,8,9.256085960101853,22.17730754202526,-2.3465789386809,2.7523983600925854,3.3450387951760376
16,1,7.972449958340379,29.417229683386267,4.369451470957625,-1.7180591866509527,-1.3361843004323397
16,2,12.062889574417323,34.64611011497984,4.369451470957625,2.3723804294259914,3.892696131161234
16,3,11.192489231407558,30.784637367827518,4.369451470957625,1.5019800864162267,0.03122338400891067
16,4,9.394955199044018,29.69017017195867,4.369451470957625,-0.2955539459473133,-1.0632438118599374
16,5,9.096257360071201,28.991748936791705,4.369451470957625,-0.5942517849201305,-1.7616650470269022
16,6,3.268465898967528,19.815552428732268,4.369451470957625,-6.4220432460238035,-10.93786155508634
16,7,12.76965560952658,36.35772113419355,4.369451470957625,3.079146464535249,5.6043071503749395
16,8,11.766910328156072,36.32414203267904,4.369451470957625,2.076401183164741,5.570728048860435
17,1,4.530826065875772,23.549103670513997,0.4786970903248585,-2.749634603187374,0.27115979846402993
17,2,6.762851341755498,25.95728022040243,0.4786970903248585,-0.5176093273076479,2.6793363483524644
17,3,7.118442537432032,24.778816882819893,0.4786970903248585,-0.16201813163111378,1.5008730107699257
17,4,6.614177731394828,23.87243478419758,0.4786970903248585,-0.6662829376683179,0.594490912147613
17,5,6.762667729111335,20.345629720100817,0.4786970903248585,-0.5177929399518106,-2.93231415194915
17,6,8.459478381357547,19.052766444865995,0.4786970903248585,1.1790177122944012,-4.225177427183972
17,7,8.844175588295162,21.242838224073296,0.4786970903248585,1.5637149192320159,-2.035105647976671
17,8,9.151065977282997,27.42468102942574,0.4786970903248585,1.8706053082198508,4.1467371573757745
18,1,9.275087026769494,28.413136007278247,5.557346262057614,0.08713572522321122,-2.178711456765736
18,2,7.3796175829450625,25.23390773655537,5.557346262057614,-1.8083337186012205,-5.357939727488613
18,3,11.520450931745659,34.01212909511298,5.557346262057614,2.3324996301993757,3.420281631068999
18,4,10.681107666870021,33.617193821719276,5.557346262057614,1.4931563653237383,3.025346357675293
18,5,7.708529952252407,29.229834315962616,5.557346262057614,-1.479421349293876,-1.3620131480813669
18,6,9.938934364886512,34.789896224078845,5.557346262057614,0.7509830633402288,4.198048760034862
18,7,8.989505983421795,30.569528851096212,5.557346262057614,-0.19844531812448807,-0.022318612947771044
18,8,8.01037690347931,28.869153660548324,5.557346262057614,-1.177574398066973,-1.722693803495659
19,1,3.922908196372982,12.98964751864214,-1.8503990683607165,-1.4780767754121382,-3.2176463128172443
19,2,4.494117677138361,13.865886337630906,-1.8503990683607165,-0.9068672946467595,-2.341407493828479
19,3,5.429637876640136,14.217641465478469,-1.8503990683607165,0.028652904855015926,-1.9896523659809162
19,4,4.982891203219471,18.39018618001355,-1.8503990683607165,-0.41809376856564917,2.182892348554166
19,5,6.083626947377278,10.77190091851022,-1.8503990683607165,0.6826419755921576,-5.435392912949165
19,6,5.6950306280392855,16.797594624481512,-1.8503990683607165,0.29404565625416534,0.5903007930221271
19,7,7.9803832426761065,22.184993403477936,-1.8503990683607165,2.5793982708909864,5.977699572018551
19,8,4.619284002817345,20.440500203440347,-1.8503990683607165,-0.7817009689677752,4.2332063719809625
20,1,3.7847087145446046,14.878703205930313,-2.181379954466104,-2.1432275293540957,-2.0434858133495855
20,2,4.934518175686792,11.687555463904586,-2.181379954466104,-0.9934180682119083,-5.2346335553753125
20,3,5.0372421648485775,17.628254811634953,-2.181379954466104,-0.8906940790501228,0.7060657923550551
20,4,6.817478907970172,20.93912181573723,-2.181379954466104,0.8895426640714721,4.016932796457333
20,5,5.528246364352073,13.776396693386724,-2.181379954466104,-0.39968987954662705,-3.145792325893174
20,6,6.028197015988266,16.705142363809017,-2.181379954466104,0.10026077208956607,-0.21704665547088098
20,7,6.891102006295458,20.35213753988119,-2.181379954466104,0.9631657623967582,3.429948520601293
20,8,8.401996601503656,19.410200259955182,-2.181379954466104,2.474060357604956,2.4880112406752843
21,1,7.292323793523749,24.0214936517069,1.4874781567056476,-1.4704599661869695,-1.6497332678139678
21,2,8.562487311477442,25.404535207032293,1.4874781567056476,-0.20029644823327608,-0.26669171248857637
21,3,8.633778465357082,26.65853686549425,1.4874781567056476,-0.12900529435363595,0.9873099459733794
21,4,11.222785369440064,30.354880374304592,1.4874781567056476,2.4600016097293462,4.683653454783723
21,5,9.364859915304876,23.626741765010177,1.4874781567056476,0.6020761555941583,-2.044485154510692
21,6,8.077437931115066,24.225242728951553,1.4874781567056476,-0.6853458285956524,-1.445984190569316
21,7,9.619415986520416,26.001029428580615,1.4874781567056476,0.8566322268096975,0.3298025090597463
21,8,7.329181304947043,25.07735533508656,1.4874781567056476,-1.4336024547636752,-0.5938715844343108
22,1,4.523028648178586,17.96342576279051,-1.757467906457278,-0.7015486085254992,-0.30541148960803
22,2,3.3644993944576598,17.425270220088688,-1.757467906457278,-1.8600778622464258,-0.8435670323098527
22,3,3.962013963413173,17.169949062685934,-1.757467906457278,-1.2625632932909125,-1.098888189712607
22,4,4.588761454662285,15.582975267912808,-1.757467906457278,-0.635815802041801,-2.685861984485733
22,5,6.9861338000617295,19.152700502235277,-1.757467906457278,1.761556543357644,0.883863249836736
22,6,6.465846727650238,21.81526209706257,-1.757467906457278,1.2412694709461523,3.5464248446640276
22,7,7.150859921896592,20.577883786025318,-1.757467906457278,1.926282665192506,2.309046533626777
22,8,4.755474143312419,16.46323132038722,-1.757467906457278,-0.4691031133916663,-1.8056059320113214
23,1,8.108125450644174,19.73268557988626,-0.1941854838806769,0.1753294474256446,-1.7726889731801698
23,2,6.70664124304988,20.370337495937854,-0.1941854838806769,-1.226154760168649,-1.135037057128578
23,3,6.260729441193357,21.502014221936346,-0.1941854838806769,-1.6720665620251722,-0.003360331130085825
23,4,6.978900776561294,17.270159200938824,-0.1941854838806769,-0.9538952266572354,-4.235215352127607
23,5,8.013213775652497,18.723754245243207,-0.1941854838806769,0.08041777243396808,-2.781620307823225
23,6,6.671119802316505,20.898825183838195,-0.1941854838806769,-1.2616762009020244,-0.6065493692282367
23,7,10.344512179914393,28.010746618604102,-0.1941854838806769,2.4117161766958635,6.505372065537671
23,8,10.37912535641614,25.534473878146652,-0.1941854838806769,2.4463293531976102,4.029099325080221
24,1,8.757687211250037,28.7521414082037,2.6543482412527117,0.0006348053911153784,0.23631731483071405
24,2,6.595130568061052,24.729689719227885,2.6543482412527117,-2.1619218377978697,-3.7861343741450995
24,3,7.553224563015866,23.690945664276732,2.6543482412527117,-1.2038278428430553,-4.824878429096252
24,4,7.09044734109361,27.761809963989897,2.6543482412527117,-1.666605064765311,-0.7540141293830871
24,5,9.382223557441124,28.467580796712802,2.6543482412527117,0.6251711515822027,-0.04824329666018201
24,6,9.297930523010528,27.530202983422413,2.6543482412527117,0.5408781171516068,-0.9856211099505714
24,7,8.248674165481972,29.43477617288293,2.6543482412527117,-0.508378240376949,0.9189520795099462
24,8,13.131101317517178,37.759446038267505,2.6543482412527117,4.374048911658257,9.243621944894521
25,1,8.872582492664561,23.74451918316579,-0.6379595146150692,1.1424586584960483,0.771393388160746
25,2,8.69801252040125,23.28817374936197,-0.6379595146150692,0.9678886862327367,0.31504795435692756
25,3,8.357402386060679,23.652553359483356,-0.6379595146150692,0.6272785518921662,0.6794275644783134
25,4,6.591332377319292,21.874771691366632,-0.6379595146150692,-1.138791456849221,-1.0983541036384104
25,5,7.572554089645075,23.630355291126246,-0.6379595146150692,-0.15756974452343808,0.6572294961212037
25,6,7.0424621694016185,21.31325877020167,-0.6379595146150692,-0.6876616647668943,-1.659867024803372
25,7,6.60041667809883,24.033386430307758,-0.6379595146150692,-1.1297071560696832,1.0602606353027149
25,8,8.106227959756797,22.24798788502692,-0.6379595146150692,0.37610412558828443,-0.7251379099781232
26,1,9.239858501259883,30.039877627939152,6.495531974947468,-2.0087256682780446,-4.263902111097433
26,2,12.015795282108149,34.85820854499582,6.495531974947468,0.7672111125702212,0.5544288059592333
26,3,12.042988014256935,38.181157477909245,6.495531974947468,0.7944038447190067,3.87737773887266
26,4,13.412610595555815,37.47032109538768,6.495531974947468,2.1640264260178874,3.1665413563510967
26,5,11.549608832954975,33.9769472209253,6.495531974947468,0.3010246634170475,-0.32683251811128855
26,6,11.409249607738612,36.09657325671418,6.495531974947468,0.16066543820068446,1.7927935176775947
26,7,9.67413058045073,30.868681699333187,6.495531974947468,-1.5744535890871987,-3.435098039703398
26,8,10.644431941978322,32.938470989088145,6.495531974947468,-0.6041522275596058,-1.36530874994844
27,1,1.9258410126884327,10.167760314649904,-2.406305980171922,-4.750890165259815,-7.903089974991261
27,2,8.151438516843662,18.01832079300504,-2.406305980171922,1.4747073388954144,-0.05252949663612583
27,3,9.38724262218414,23.451100746310978,-2.406305980171922,2.710511444235892,5.380250456669813
27,4,8.767587671727528,19.126772634632136,-2.406305980171922,2.09085649377928,1.0559223449909716
27,5,4.275173296179885,15.171009933124708,-2.406305980171922,-2.4015578817683627,-2.8998403565164566
27,6,7.815869773954675,21.97895691426064,-2.406305980171922,1.1391385960064273,3.9081066246194744
27,7,5.982238820387141,17.584606504909196,-2.406305980171922,-0.6944923575611064,-0.4862437847319683
27,8,7.108457709620518,19.068274476236702,-2.406305980171922,0.43172653167227093,0.9974241865955378
28,1,5.9146504874940025,16.593241803596154,-3.528823164505706,0.37879968763117766,0.08056713626963585
28,2,7.074610284779672,19.234631477837063,-3.528823164505706,1.5387594849168469,2.7219568105105445
28,3,2.1368887934438012,12.498206665790816,-3.528823164505706,-3.3989620064190236,-4.014468001535702
28,4,6.211184732408988,17.303044717720226,-3.528823164505706,0.6753339325461631,0.7903700503937081
28,5,7.739410108155497,22.167179598055988,-3.528823164505706,2.2035593082926725,5.65450493072947
28,6,3.8844579258369416,12.760152061543977,-3.528823164505706,-1.6513928740258832,-3.7525226057825414
28,7,6.887701319255184,16.562860720473253,-3.528823164505706,1.3518505193923591,0.05018605314673508
28,8,4.437902747528516,14.98208029359468,-3.528823164505706,-1.097948052334309,-1.5305943737318373
29,1,5.224506225060625,21.099885918858234,-0.10326270689663464,-1.413053788745934,0.9285095802658709
29,2,8.703612404078376,19.075909998116998,-0.10326270689663464,2.0660523902718166,-1.0954663404753653
29,3,5.174507299807768,19.47303548147234,-0.10326270689663464,-1.463052713998791,-0.6983408571200229
29,4,8.057282746911307,24.461546626680974,-0.10326270689663464,1.4197227331047477,4.290170288088611
29,5,7.157839582042188,18.920838070050596,-0.10326270689663464,0.5202795682356287,-1.2505382685417672
29,6,5.848881876230186,18.844930209014134,-0.10326270689663464,-0.7886781375763734,-1.3264461295782297
29,7,5.858998989494772,19.78702633676322,-0.10326270689663464,-0.7785610243117871,-0.38435000182914436
29,8,7.074850986827253,19.707838067782408,-0.10326270689663464,0.4372909730206942,-0.4635382708099556
30,1,5.081860343002651,22.164635192195806,1.9888717055888563,-2.855271914827444,-2.6954044345102695
30,2,5.757081747013151,18.11091833008777,1.9888717055888563,-2.180050510816944,-6.749121296618306
30,3,7.843625611192132,22.35653199970117,1.9888717055888563,-0.09350664663796326,-2.5035076270049075
30,4,11.608061285972708,28.937735963467034,1.9888717055888563,3.670929028142613,4.077696336760958
30,5,3.5684179466179486,14.934078622310661,1.9888717055888563,-4.3687143112121465,-9.925961004395415
30,6,8.593847286197565,26.64034936560317,1.9888717055888563,0.6567150283674703,1.7803097388970954
30,7,10.955221100726398,32.28648572887728,1.9888717055888563,3.0180888428963026,7.426446102171205
30,8,10.088942741918206,33.4495818114057,1.9888717055888563,2.151810484088111,8.589542184699624
31,1,8.643953121959822,30.518074532416538,6.959167564741593,-2.3924111171487112,-4.900642132122702
31,2,12.470978809236744,33.727204552381366,6.959167564741593,1.4346145701282111,-1.6915121121578736
31,3,9.603445684808076,36.48759338247449,6.959167564741593,-1.432918554300457,1.0688767179352539
31,4,10.095471306684908,33.03887246255751,6.959167564741593,-0.9408929324236244,-2.379844201981733
31,5,13.778551461004595,42.217567276933515,6.959167564741593,2.742187221896062,6.798850612394276
31,6,9.460938241775224,36.280732437629275,6.959167564741593,-1.5754259973333085,0.862015773090036
31,7,10.4292815254082,34.619958294839684,6.959167564741593,-0.6070827137003327,-0.7987583696995557
31,8,13.808293761990699,36.459730377081556,6.959167564741593,2.771929522882166,1.0410137125423162
32,1,6.58259176345619,17.073959442257518,-3.730732192755624,1.826678013171409,1.2357287851557537
32,2,6.76257294458051,17.590658345529715,-3.730732192755624,2.0066591942957297,1.7524276884279502
32,3,3.991557818864036,17.399331907196473,-3.730732192755624,-0.7643559314207446,1.5611012500947083
32,4,3.5792151779911476,19.05312497915402,-3.730732192755624,-1.176698572293633,3.214894322052256
32,5,5.2542875771123585,18.0811478579362,-3.730732192755624,0.4983738268275779,2.2429172008344374
32,6,3.3270295779322865,9.696467740806568,-3.730732192755624,-1.428884172352494,-6.141762916295196
32,7,4.830602736521203,14.972486428196726,-3.730732192755624,0.0746889862364224,-0.8657442289050383
32,8,3.719452405820512,12.838668555736895,-3.730732192755624,-1.0364613444642687,-2.9995621013648694
33,1,10.833578621681564,28.6875118919922,2.3621729493787598,1.8956161162497978,2.182863636284438
33,2,6.741097030207507,23.511579856501182,2.3621729493787598,-2.19686547522426,-2.9930683992065816
33,3,10.42748928625497,26.56032984370624,2.3621729493787598,1.4895267808232031,0.05568158799847467
33,4,5.831514731120962,22.74760566850862,2.3621729493787598,-3.106447774310804,-3.7570425871991446
33,5,12.05284840449522,32.4645629319667,2.3621729493787598,3.114885899063454,5.959914676258933
33,6,6.922585205847662,21.101077866869613,2.3621729493787598,-2.015377299584104,-5.403570388838151
33,7,10.316578248528527,29.004170637412123,2.3621729493787598,1.378615743096761,2.4995223817043595
33,8,8.378008515317719,27.960347348705447,2.3621729493787598,-0.5599539901140478,1.4556990929976834
34,1,9.23730732082293,28.569226916036037,4.919101228018175,-1.036464165753788,-2.726676163673673
34,2,10.416252539732088,29.69733390842769,4.919101228018175,0.14248105315536996,-1.5985691712820191
34,3,11.099150082542906,33.27157421103647,4.919101228018175,0.8253785959661872,1.975671131326763
34,4,9.891400707625644,32.10275910425267,4.919101228018175,-0.3823707789510742,0.8068560245429595
34,5,9.411196694314302,35.25726488015024,4.919101228018175,-0.8625747922624161,3.961361800440528
34,6,9.065275250426618,25.554459228568774,4.919101228018175,-1.2084962361501006,-5.741443851140936
34,7,12.793833357161057,33.546012679279706,4.919101228018175,2.520061870584339,2.2501095995699956
34,8,10.275755939988205,32.36859370992608,4.919101228018175,0.001984453411486342,1.0726906302163712
35,1,4.53904773181732,19.914965993492544,-0.4503922306986018,-1.9689880552195262,-1.2759411702621364
35,2,2.651504497447459,14.427221623465705,-0.4503922306986018,-3.856531289589387,-6.763685540288975
35,3,9.825403402748758,22.197178638161304,-0.4503922306986018,3.3173676157119125,1.0062714744066241
35,4,7.39190184942722,25.118422168993124,-0.4503922306986018,0.883866062390374,3.927515005238444
35,5,4.958151766865946,23.180942584505836,-0.4503922306986018,-1.5498840201709,1.9900354207511555
35,6,6.564901056182046,19.37334127605764,-0.4503922306986018,0.056865269145199626,-1.8175658876970395
35,7,5.413038071419278,18.05861142311386,-0.4503922306986018,-1.094997715617568,-3.1322957406408207
35,8,10.720337920386743,27.25657360224742,-0.4503922306986018,4.212302133349898,6.065666438492741
36,1,8.49268649061936,28.68781356650082,5.728144039098821,-1.4489592271384044,-2.773622306982528
36,2,8.201567065646394,26.889411147562573,5.728144039098821,-1.7400786521113698,-4.572024725920777
36,3,8.788991840430405,22.747557430299302,5.728144039098821,-1.1526538773273582,-8.713878443184047
36,4,10.755637696324127,35.77712412179475,5.728144039098821,0.8139919785663636,4.3156882483114
36,5,8.931735173285357,30.77283641049881,5.728144039098821,-1.0099105444724064,-0.6885994629845378
36,6,10.109564440336795,32.29495973596091,5.728144039098821,0.1679187225790315,0.8335238624775592
36,7,13.992705167252183,40.738847016599784,5.728144039098821,4.051059449494419,9.277411143116435
36,8,10.26027786816749,33.782937558649856,5.728144039098821,0.3186321504097265,2.3215016851665062
37,1,8.7023157480277,25.337632866325684,3.7589616193163,-0.3641105047934108,-2.3919040878396594
37,2,8.464921031379976,25.71001363060879,3.7589616193163,-0.6015052214411352,-2.0195233235565553
37,3,7.766161162583026,22.775802796476924,3.7589616193163,-1.300265090238086,-4.9537341576884195
37,4,10.123823249399633,29.190673879103645,3.7589616193163,1.0573969965785217,1.4611369249383017
37,5,8.97211644456311,29.34320145630526,3.7589616193163,-0.09430980825800184,1.6136645021399154
